    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 322.4 -97.7 166.1 -39.08 -87.93 -9.77 -107.5 -78.16 -87.93 -283.3 87.93 185.6 517.8 224.7 -48.85 -29.31 78.16 -302.9 254 97.7
0.63 175.9 -127 48.85 -107.5 -185.6 39.08 -156.3 -58.62 -58.62 -195.4 29.31 175.9 361.5 224.7 107.5 -29.31 58.62 -302.9 273.6 136.8
0.635 78.16 -156.3 136.8 -127 -146.6 48.85 -195.4 0 -127 -195.4 -68.39 146.6 244.3 263.8 117.2 68.39 -68.39 -263.8 224.7 58.62
0.64 -293.1 -234.5 -224.7 -283.3 -498.3 -97.7 -517.8 -107.5 -390.8 -156.3 -469 -29.31 -400.6 97.7 -146.6 9.77 -381 -332.2 58.62 -146.6
0.645 -254 -166.1 -87.93 -195.4 -371.3 -97.7 -361.5 -146.6 -312.7 -78.16 -263.8 -58.62 -322.4 19.54 -58.62 -87.93 -214.9 -312.7 175.9 -48.85
0.65 -527.6 -97.7 -478.7 -156.3 -596 -136.8 -586.2 -263.8 -517.8 -127 -566.7 -127 -810.9 9.77 -312.7 -156.3 -429.9 -400.6 -127 -224.7
0.655 -234.5 127 58.62 107.5 -107.5 -9.77 -312.7 -244.3 -312.7 -29.31 -58.62 -68.39 -371.3 87.93 -156.3 -146.6 -68.39 -146.6 29.31 -146.6
0.66 -537.4 254 -351.7 244.3 -537.4 166.1 -556.9 -97.7 -508.1 87.93 -361.5 87.93 -322.4 244.3 -322.4 48.85 -381 -9.77 -361.5 -655.1
0.665 -820.7 185.6 -742.6 205.2 -635.6 175.9 -713.2 -9.77 -566.7 166.1 -439.7 185.6 -566.7 205.2 -478.7 127 -605.8 87.93 -527.6 -830.5
0.67 -830.5 156.3 -655.1 156.3 -840.3 195.4 -713.2 68.39 -537.4 136.8 -713.2 361.5 -576.5 293.1 -420.1 244.3 -732.8 9.77 -488.5 -762.1
0.675 -537.4 9.77 -439.7 78.16 -410.4 68.39 -342 9.77 -156.3 39.08 -214.9 351.7 -381 293.1 48.85 39.08 -400.6 -107.5 -195.4 -244.3
0.68 -508.1 19.54 -371.3 78.16 -390.8 -9.77 -244.3 -19.54 -78.16 87.93 -351.7 478.7 -146.6 410.4 -78.16 107.5 -302.9 -68.39 -87.93 -244.3
0.685 -410.4 87.93 -156.3 136.8 -293.1 -29.31 -185.6 -107.5 -97.7 -29.31 -283.3 371.3 -224.7 420.1 -78.16 -87.93 -146.6 -39.08 -39.08 -166.1
0.69 -9.77 146.6 78.16 -9.77 136.8 322.4 39.08 -9.77 205.2 195.4 87.93 205.2 -381 58.62 48.85 -87.93 97.7 273.6 -107.5 -117.2
0.695 263.8 361.5 39.08 175.9 214.9 420.1 107.5 -9.77 156.3 87.93 508.1 175.9 -29.31 19.54 -19.54 -244.3 439.7 498.3 -117.2 -175.9
0.7 127 420.1 517.8 302.9 234.5 556.9 117.2 166.1 87.93 263.8 547.1 205.2 87.93 29.31 -19.54 -87.93 517.8 723 -127 -390.8
0.705 302.9 390.8 449.4 273.6 156.3 586.2 97.7 263.8 127 381 371.3 127 166.1 -48.85 -78.16 68.39 342 830.5 -78.16 -527.6
0.71 -234.5 175.9 127 29.31 58.62 586.2 107.5 420.1 87.93 390.8 29.31 127 -185.6 -78.16 -224.7 214.9 -78.16 791.4 9.77 -723
0.715 -361.5 -146.6 -156.3 -166.1 146.6 517.8 234.5 556.9 87.93 576.5 -175.9 -9.77 -175.9 -78.16 -117.2 332.2 -449.4 683.9 224.7 -664.4
0.72 -469 -263.8 19.54 -244.3 19.54 547.1 214.9 644.8 332.2 527.6 -596 127 -214.9 -9.77 -29.31 351.7 -752.3 449.4 459.2 -469
0.725 -762.1 -361.5 -302.9 -342 -224.7 439.7 136.8 459.2 185.6 322.4 -810.9 87.93 -322.4 -9.77 48.85 205.2 -898.9 156.3 459.2 -214.9
0.73 -889.1 -361.5 -488.5 -234.5 -302.9 420.1 -68.39 371.3 205.2 224.7 -859.8 263.8 -185.6 19.54 87.93 87.93 -830.5 9.77 420.1 -146.6
0.735 -342 -205.2 -156.3 -68.39 -29.31 410.4 48.85 254 322.4 107.5 -302.9 322.4 175.9 -19.54 224.7 -68.39 -273.6 9.77 537.4 97.7
0.74 -332.2 -9.77 -410.4 68.39 29.31 371.3 -68.39 117.2 302.9 -107.5 -146.6 371.3 -58.62 -78.16 97.7 -175.9 -39.08 78.16 381 48.85
0.745 205.2 205.2 195.4 263.8 361.5 547.1 166.1 302.9 547.1 29.31 342 332.2 107.5 -97.7 293.1 -29.31 439.7 302.9 586.2 175.9
0.75 195.4 293.1 -9.77 283.3 429.9 654.6 205.2 410.4 312.7 68.39 263.8 214.9 -48.85 -58.62 136.8 107.5 381 488.5 537.4 -58.62
0.755 -146.6 146.6 87.93 166.1 175.9 576.5 29.31 429.9 58.62 58.62 -107.5 -107.5 -410.4 -146.6 -68.39 117.2 -48.85 390.8 322.4 -322.4
0.76 -234.5 -29.31 -68.39 0 312.7 576.5 185.6 429.9 -107.5 97.7 -107.5 -146.6 -449.4 -58.62 -136.8 205.2 -224.7 302.9 390.8 -234.5
0.765 -400.6 -302.9 -273.6 -273.6 175.9 302.9 97.7 146.6 -58.62 -19.54 -439.7 -175.9 -820.7 -156.3 -205.2 48.85 -439.7 -107.5 322.4 -48.85
0.77 -420.1 -185.6 -449.4 -175.9 117.2 371.3 78.16 293.1 -39.08 185.6 -429.9 48.85 -429.9 -117.2 -68.39 195.4 -498.3 -9.77 293.1 -244.3
0.775 -166.1 97.7 -214.9 9.77 136.8 429.9 29.31 381 -29.31 273.6 -332.2 322.4 -410.4 -19.54 -29.31 205.2 -351.7 107.5 224.7 -371.3
0.78 87.93 459.2 -254 351.7 390.8 664.4 195.4 674.2 185.6 527.6 0 596 234.5 136.8 283.3 400.6 19.54 420.1 459.2 -332.2
0.785 175.9 703.5 156.3 664.4 302.9 801.2 19.54 810.9 -29.31 488.5 234.5 713.2 117.2 254 48.85 410.4 214.9 674.2 400.6 -498.3
0.79 185.6 742.6 97.7 771.9 439.7 840.3 97.7 810.9 -293.1 361.5 254 596 117.2 254 -58.62 459.2 420.1 752.3 469 -488.5
0.795 166.1 674.2 29.31 713.2 254 732.8 -78.16 596 -371.3 185.6 254 459.2 136.8 283.3 -224.7 332.2 361.5 654.6 302.9 -615.5
0.8 -332.2 420.1 -596 508.1 -117.2 586.2 -371.3 449.4 -625.3 68.39 -205.2 146.6 -332.2 205.2 -459.2 381 -29.31 429.9 58.62 -742.6
0.805 -195.4 322.4 -293.1 293.1 -205.2 469 -342 322.4 -439.7 97.7 -449.4 48.85 68.39 166.1 -244.3 312.7 -263.8 175.9 0 -596
