    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -78.16 -156.3 214.9 68.39 498.3 263.8 596 381 664.4 703.5 390.8 -156.3 175.9 -273.6 390.8 -68.39 420.1 254 517.8 78.16
0.63 117.2 -224.7 117.2 -146.6 302.9 127 635.1 351.7 810.9 801.2 508.1 -361.5 195.4 -302.9 478.7 19.54 185.6 244.3 449.4 -127
0.635 87.93 -390.8 -136.8 -400.6 107.5 -244.3 488.5 78.16 674.2 625.3 400.6 -400.6 166.1 -244.3 351.7 -48.85 -97.7 -97.7 293.1 -97.7
0.64 175.9 -439.7 -283.3 -596 29.31 -420.1 498.3 68.39 752.3 683.9 224.7 -400.6 68.39 -205.2 381 97.7 -390.8 -224.7 224.7 -156.3
0.645 -78.16 -488.5 -312.7 -625.3 9.77 -449.4 625.3 68.39 742.6 566.7 185.6 -244.3 195.4 -78.16 127 263.8 -449.4 -283.3 293.1 -117.2
0.65 -58.62 -390.8 -332.2 -488.5 -48.85 -361.5 449.4 127 664.4 459.2 117.2 -78.16 175.9 58.62 205.2 293.1 -449.4 -234.5 244.3 -166.1
0.655 29.31 -224.7 -371.3 -273.6 39.08 -87.93 566.7 312.7 596 439.7 156.3 78.16 175.9 48.85 156.3 351.7 -381 -68.39 263.8 -214.9
0.66 107.5 -156.3 -244.3 -107.5 19.54 39.08 342 195.4 342 146.6 136.8 58.62 87.93 224.7 195.4 273.6 -254 -39.08 156.3 -195.4
0.665 48.85 -19.54 -97.7 146.6 127 332.2 420.1 459.2 400.6 195.4 195.4 117.2 117.2 195.4 498.3 283.3 -68.39 302.9 293.1 -234.5
0.67 -19.54 9.77 78.16 156.3 244.3 420.1 469 381 381 39.08 205.2 214.9 48.85 322.4 439.7 244.3 87.93 439.7 302.9 -195.4
0.675 9.77 78.16 254 195.4 478.7 312.7 605.8 224.7 508.1 -117.2 48.85 166.1 19.54 283.3 332.2 97.7 283.3 390.8 449.4 19.54
0.68 48.85 78.16 224.7 127 312.7 224.7 527.6 127 517.8 -244.3 371.3 87.93 293.1 117.2 576.5 -48.85 302.9 293.1 390.8 156.3
0.685 78.16 58.62 293.1 0 371.3 -19.54 420.1 -107.5 420.1 -302.9 293.1 -9.77 224.7 -9.77 449.4 -175.9 185.6 58.62 283.3 254
0.69 -175.9 -107.5 224.7 -68.39 205.2 -117.2 263.8 -156.3 224.7 -234.5 576.5 -166.1 361.5 -293.1 273.6 -156.3 97.7 -87.93 136.8 205.2
0.695 -195.4 -273.6 205.2 -205.2 117.2 -205.2 97.7 -127 127 -87.93 586.2 -351.7 361.5 -283.3 517.8 -117.2 127 -332.2 127 390.8
0.7 -97.7 -400.6 0 -293.1 -97.7 -429.9 -175.9 -244.3 -283.3 -136.8 224.7 -371.3 127 -361.5 -29.31 -136.8 -39.08 -615.5 -127 390.8
0.705 0 -459.2 29.31 -429.9 -78.16 -547.6 -283.3 -322.4 -322.4 -195.4 136.8 -342 0 -293.1 87.93 -127 127 -791.4 -9.77 703.5
0.71 390.8 -469 -78.16 -488.5 -117.2 -664.4 -293.1 -439.7 -361.5 -390.8 -39.08 -469 -107.5 -312.7 48.85 -214.9 195.4 -879.8 -19.54 879.3
0.715 693.7 -205.2 283.3 -420.1 78.16 -644.8 -195.4 -508.1 -224.7 -488.5 117.2 -254 -39.08 -234.5 29.31 -312.7 488.5 -859.8 234.5 1212
0.72 351.7 -254 273.6 -400.6 78.16 -576.5 -214.9 -488.5 -185.6 -449.4 29.31 -351.7 -136.8 -322.4 -9.77 -273.6 449.4 -801.2 214.9 1172
0.725 -19.54 -87.93 459.2 -234.5 293.1 -420.1 58.62 -371.3 127 -302.9 68.39 -254 -87.93 -293.1 87.93 -244.3 566.7 -605.8 390.8 1143
0.73 -9.77 -127 312.7 -205.2 302.9 -254 136.8 -224.7 214.9 -48.85 19.54 -332.2 -146.6 -390.8 29.31 -146.6 293.1 -400.6 273.6 781.6
