    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -947.7 -723 -752.3 -439.7 -342 723 -830.5 2374 1104 1426 -39.08 -195.4 -576.5 68.39 -478.7 2912 -117.2 -322.4 1856 478.7
0.63 -1240 -703.5 -810.9 -224.7 -625.3 898.9 -1143 2618 732.8 1475 -205.2 -312.7 -810.9 29.31 -605.8 2804 -195.4 -117.2 1671 224.7
0.635 -1016 -635.6 -693.7 -234.5 -713.2 762.1 -1426 2345 429.9 1319 39.08 -635.6 -820.7 -117.2 -996.6 2433 -48.85 -156.3 1514 361.5
0.64 -938 -459.2 -889.1 -224.7 -938 351.7 -1641 1681 9.77 820.7 39.08 -801.2 -898.9 -302.9 -859.8 1886 -117.2 -351.7 1055 390.8
0.645 -605.8 -449.4 -625.3 -263.8 -810.9 -78.16 -1602 1016 -166.1 351.7 48.85 -967.8 -908.6 -556.9 -1085 1309 78.16 -381 918.4 556.9
0.65 -508.1 -302.9 -381 -58.62 -527.6 -205.2 -1456 596 -527.6 107.5 205.2 -967.8 -576.5 -586.2 -547.6 928.2 214.9 -87.93 527.6 381
0.655 -312.7 -283.3 117.2 39.08 -127 -390.8 -1299 146.6 -703.5 -312.7 371.3 -820.7 -273.6 -644.8 -361.5 586.2 469 -29.31 166.1 420.1
0.66 -371.3 -48.85 420.1 263.8 107.5 -508.1 -1182 -234.5 -1094 -488.5 410.4 -703.5 -107.5 -625.3 -322.4 293.1 556.9 195.4 -390.8 166.1
0.665 -117.2 244.3 732.8 439.7 332.2 -655.1 -996.6 -674.6 -1367 -801.2 586.2 -459.2 58.62 -508.1 -254 -19.54 683.9 332.2 -908.6 -87.93
0.67 -48.85 478.7 898.9 400.6 439.7 -947.7 -752.3 -1064 -1475 -996.6 713.2 -586.2 136.8 -537.4 -254 -332.2 713.2 244.3 -1309 -195.4
0.675 244.3 771.9 1124 547.1 635.1 -1006 -400.6 -1221 -1553 -1094 908.6 -469 351.7 -410.4 -371.3 -517.8 918.4 127 -1466 -87.93
0.68 322.4 693.7 977 429.9 547.1 -1075 -156.3 -1211 -1573 -1260 918.4 -351.7 351.7 -205.2 78.16 -576.5 771.9 19.54 -1798 -127
0.685 342 615.5 869.6 332.2 302.9 -1104 -58.62 -1290 -1553 -1240 820.7 -48.85 283.3 -78.16 -39.08 -586.2 596 -97.7 -2022 -244.3
0.69 273.6 371.3 781.6 214.9 117.2 -1104 -19.54 -1221 -1348 -1290 693.7 78.16 156.3 127 547.1 -586.2 439.7 -273.6 -2228 -293.1
0.695 195.4 -58.62 664.4 -175.9 68.39 -1221 195.4 -1114 -1124 -1299 752.3 0 0 -58.62 664.4 -791.4 390.8 -576.5 -2081 58.62
0.7 -48.85 29.31 488.5 78.16 -117.2 -742.6 254 -351.7 -918.4 -928.2 400.6 185.6 -136.8 156.3 732.8 -605.8 185.6 -273.6 -1710 -205.2
0.705 -136.8 58.62 351.7 293.1 -48.85 -254 361.5 429.9 -928.2 -938 332.2 254 -214.9 322.4 830.5 -429.9 9.77 156.3 -1309 -449.4
0.71 -78.16 332.2 205.2 547.1 -68.39 410.4 683.9 1378 -810.9 -625.3 254 566.7 -127 488.5 1251 -19.54 -185.6 683.9 -762.1 -752.3
0.715 224.7 810.9 332.2 1075 117.2 1221 1075 2286 -342 -29.31 478.7 1075 29.31 986.8 1221 586.2 -58.62 1280 78.16 -918.4
0.72 97.7 879.3 68.39 1231 -39.08 1505 1231 2823 29.31 449.4 302.9 1270 -29.31 1124 1065 1094 -166.1 1456 508.1 -996.6
