    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -39.08 -283.3 -175.9 -498.3 -146.6 -625.3 469 -351.7 683.9 742.6 -273.6 -791.4 -87.93 -342 342 449.4 -381 -517.8 -185.6 0
0.63 -9.77 -224.7 -195.4 -342 -97.7 -615.5 537.4 -302.9 693.7 713.2 -205.2 -703.5 156.3 19.54 420.1 488.5 -361.5 -429.9 -78.16 0
0.635 -273.6 -224.7 -312.7 -361.5 68.39 -810.9 615.5 -332.2 566.7 586.2 -410.4 -644.8 -97.7 -9.77 342 254 -410.4 -351.7 -68.39 0
0.64 -166.1 -302.9 -283.3 -361.5 166.1 -547.6 615.5 -205.2 556.9 596 -29.31 -566.7 29.31 97.7 312.7 342 -342 -254 58.62 0
0.645 -527.6 -342 -342 -420.1 -58.62 -449.4 508.1 -78.16 449.4 576.5 -273.6 -136.8 29.31 78.16 68.39 175.9 -361.5 -195.4 9.77 0
0.65 -400.6 -136.8 -146.6 -185.6 273.6 185.6 781.6 390.8 664.4 781.6 0 -146.6 302.9 332.2 175.9 459.2 9.77 283.3 332.2 0
0.655 39.08 9.77 107.5 0 78.16 224.7 478.7 205.2 263.8 371.3 254 -146.6 175.9 127 -127 68.39 273.6 312.7 58.62 0
0.66 342 371.3 273.6 478.7 -127 713.2 214.9 381 -19.54 214.9 312.7 381 205.2 214.9 -293.1 19.54 693.7 635.1 58.62 0
0.665 908.6 693.7 693.7 683.9 -127 762.1 -97.7 195.4 -547.6 -244.3 439.7 127 -48.85 273.6 -596 -302.9 918.4 703.5 -254 0
0.67 1270 762.1 674.2 801.2 -527.6 742.6 -576.5 87.93 -967.8 -547.6 527.6 586.2 -97.7 254 -752.3 -390.8 996.6 644.8 -400.6 0
0.675 1026 781.6 439.7 420.1 -752.3 293.1 -596 -97.7 -1153 -752.3 420.1 214.9 -664.4 39.08 -928.2 -566.7 625.3 293.1 -537.4 0
0.68 801.2 410.4 166.1 29.31 -810.9 58.62 -762.1 -39.08 -1124 -615.5 273.6 224.7 -302.9 -48.85 -928.2 -429.9 254 48.85 -537.4 0
0.685 605.8 361.5 156.3 -19.54 -508.1 -97.7 -498.3 -48.85 -889.1 -429.9 351.7 312.7 -488.5 -78.16 -732.8 -342 78.16 -97.7 -469 0
0.69 342 146.6 -68.39 -127 -439.7 -166.1 -371.3 97.7 -556.9 -19.54 293.1 146.6 -166.1 -117.2 -478.7 -39.08 -146.6 -156.3 -390.8 0
0.695 293.1 361.5 146.6 -29.31 -117.2 -214.9 -156.3 97.7 -302.9 39.08 234.5 390.8 390.8 -39.08 -146.6 0 -78.16 -107.5 -371.3 0
0.7 283.3 322.4 -9.77 -39.08 -87.93 -342 166.1 78.16 146.6 302.9 87.93 263.8 234.5 -19.54 107.5 185.6 -156.3 -97.7 -302.9 0
0.705 9.77 322.4 -195.4 -449.4 -136.8 -859.8 322.4 -244.3 410.4 156.3 -127 -469 254 -332.2 234.5 0 -478.7 -429.9 -517.8 0
0.71 87.93 97.7 -263.8 -586.2 -293.1 -1133 273.6 -429.9 605.8 166.1 -351.7 -449.4 195.4 -361.5 244.3 58.62 -625.3 -615.5 -605.8 0
0.715 -175.9 -39.08 -508.1 -644.8 -478.7 -1290 205.2 -556.9 693.7 205.2 -459.2 -664.4 127 -420.1 342 302.9 -723 -850 -742.6 0
0.72 29.31 -68.39 -439.7 -713.2 -439.7 -1514 97.7 -683.9 635.1 97.7 -732.8 -332.2 -9.77 -420.1 283.3 -87.93 -586.2 -859.8 -869.6 0
0.725 -156.3 -156.3 -508.1 -429.9 -742.6 -1387 -166.1 -683.9 410.4 0 -576.5 -127 -97.7 -517.8 146.6 48.85 -517.8 -898.9 -1064 0
0.73 136.8 136.8 -156.3 -175.9 -429.9 -977.5 -29.31 -351.7 342 48.85 -469 214.9 -390.8 -117.2 244.3 0 -68.39 -371.3 -879.8 0
0.735 273.6 429.9 185.6 175.9 -146.6 -439.7 -39.08 -146.6 224.7 -78.16 -332.2 537.4 -429.9 97.7 19.54 29.31 224.7 29.31 -732.8 0
0.74 488.5 908.6 644.8 449.4 -9.77 -9.77 156.3 87.93 263.8 -19.54 117.2 576.5 -29.31 185.6 214.9 19.54 420.1 361.5 -439.7 0
