    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -850 -752.3 -615.5 -781.6 -693.7 -840.3 -342 -332.2 -488.5 -478.7 -410.4 -703.5 -302.9 -547.6 146.6 -68.39 -801.2 -752.3 -830.5 -263.8
0.63 -596 -810.9 -586.2 -1064 -478.7 -781.6 -68.39 -175.9 -214.9 -400.6 -351.7 -703.5 -87.93 -459.2 175.9 -19.54 -801.2 -742.6 -400.6 -68.39
0.635 -400.6 -742.6 -449.4 -898.9 -283.3 -381 97.7 78.16 -97.7 -107.5 -97.7 -683.9 68.39 -224.7 166.1 156.3 -605.8 -439.7 -146.6 -117.2
0.64 -185.6 -713.2 -390.8 -713.2 -185.6 -87.93 224.7 332.2 107.5 117.2 -224.7 -488.5 97.7 -127 136.8 293.1 -459.2 -302.9 117.2 -146.6
0.645 -224.7 -302.9 -322.4 -732.8 -156.3 166.1 224.7 439.7 78.16 107.5 -107.5 -478.7 97.7 -214.9 -19.54 263.8 -293.1 -127 244.3 -136.8
0.65 -234.5 -214.9 -156.3 -517.8 -185.6 488.5 263.8 693.7 175.9 469 -166.1 -254 39.08 -156.3 39.08 429.9 -146.6 68.39 459.2 -205.2
0.655 -400.6 58.62 -322.4 -605.8 -361.5 498.3 166.1 693.7 107.5 410.4 -244.3 -351.7 -78.16 -302.9 -29.31 381 -185.6 175.9 390.8 -322.4
0.66 -244.3 234.5 -58.62 -478.7 -332.2 576.5 214.9 752.3 97.7 361.5 -58.62 -351.7 -39.08 -205.2 87.93 351.7 -68.39 254 429.9 -254
0.665 9.77 166.1 -29.31 -508.1 -254 527.6 205.2 644.8 195.4 390.8 107.5 -322.4 -29.31 -224.7 273.6 381 87.93 293.1 371.3 -166.1
0.67 185.6 283.3 107.5 -537.4 -156.3 244.3 107.5 449.4 117.2 302.9 224.7 -361.5 -19.54 -244.3 371.3 302.9 156.3 361.5 361.5 -97.7
0.675 214.9 273.6 68.39 -449.4 -214.9 146.6 -19.54 234.5 205.2 205.2 342 -312.7 -205.2 -312.7 390.8 234.5 146.6 283.3 185.6 -19.54
0.68 156.3 371.3 234.5 -273.6 -263.8 117.2 -156.3 78.16 87.93 224.7 361.5 -214.9 -263.8 -293.1 283.3 342 146.6 381 -9.77 -175.9
0.685 244.3 293.1 166.1 -312.7 -234.5 58.62 -156.3 -78.16 175.9 273.6 342 -205.2 -498.3 -273.6 322.4 390.8 127 312.7 -68.39 -78.16
0.69 205.2 205.2 195.4 -205.2 -283.3 -58.62 -156.3 -254 48.85 97.7 332.2 -244.3 -459.2 -254 146.6 381 127 273.6 -302.9 -136.8
0.695 371.3 -78.16 195.4 -244.3 -146.6 -156.3 -127 -254 127 136.8 117.2 -302.9 -469 -234.5 127 459.2 9.77 185.6 -342 -156.3
0.7 537.4 -127 302.9 -146.6 68.39 -175.9 78.16 -293.1 283.3 205.2 332.2 -214.9 -166.1 -234.5 146.6 478.7 97.7 58.62 -156.3 48.85
0.705 400.6 -254 332.2 -195.4 214.9 -234.5 214.9 -214.9 351.7 234.5 254 -185.6 -127 -312.7 205.2 390.8 78.16 68.39 -97.7 97.7
0.71 605.8 107.5 390.8 -127 332.2 -48.85 361.5 -48.85 410.4 390.8 429.9 -68.39 -39.08 -283.3 293.1 302.9 9.77 205.2 39.08 -39.08
0.715 19.54 146.6 302.9 -244.3 322.4 -127 469 29.31 400.6 410.4 381 -117.2 0 -390.8 283.3 195.4 -87.93 185.6 205.2 -29.31
0.72 195.4 439.7 224.7 -244.3 439.7 107.5 596 273.6 449.4 596 410.4 19.54 39.08 -322.4 254 78.16 -68.39 244.3 429.9 -9.77
0.725 -58.62 322.4 146.6 -283.3 351.7 -48.85 576.5 332.2 390.8 566.7 312.7 -29.31 48.85 -332.2 97.7 195.4 -166.1 254 596 -48.85
0.73 58.62 136.8 254 -58.62 566.7 9.77 791.4 547.1 576.5 762.1 439.7 19.54 342 -195.4 283.3 390.8 -58.62 371.3 918.4 -29.31
0.735 371.3 -19.54 429.9 -185.6 732.8 0 947.7 527.6 713.2 683.9 625.3 -19.54 635.1 -273.6 469 429.9 185.6 449.4 1221 195.4
0.74 654.6 185.6 683.9 78.16 1026 195.4 1172 644.8 1036 1026 859.8 58.62 928.2 -146.6 850 635.1 429.9 586.2 1495 273.6
0.745 918.4 127 898.9 224.7 1124 185.6 1231 615.5 1055 840.3 1045 78.16 1212 -136.8 1016 381 674.2 605.8 1632 459.2
0.75 1055 175.9 977 214.9 1251 283.3 1192 615.5 1114 859.8 1036 205.2 1299 -29.31 1036 420.1 742.6 713.2 1602 469
0.755 908.6 322.4 850 254 967.3 322.4 771.9 478.7 713.2 566.7 850 351.7 1006 -19.54 703.5 234.5 605.8 713.2 1231 224.7
0.76 967.3 166.1 938 254 1006 312.7 537.4 293.1 576.5 273.6 898.9 381 898.9 -68.39 635.1 78.16 674.2 635.1 967.3 361.5
0.765 596 302.9 752.3 283.3 732.8 361.5 78.16 0 78.16 -58.62 840.3 498.3 615.5 -185.6 420.1 -107.5 508.1 547.1 498.3 175.9
0.77 615.5 302.9 791.4 214.9 683.9 342 -127 -342 -97.7 -244.3 908.6 449.4 615.5 -254 429.9 -185.6 566.7 478.7 283.3 205.2
0.775 527.6 156.3 566.7 254 459.2 107.5 -332.2 -566.7 -322.4 -312.7 840.3 429.9 381 -332.2 273.6 -351.7 400.6 371.3 127 78.16
0.78 508.1 136.8 478.7 234.5 371.3 87.93 -439.7 -693.7 -400.6 -322.4 840.3 342 469 -361.5 302.9 -361.5 312.7 205.2 -39.08 68.39
0.785 390.8 -19.54 400.6 136.8 254 -58.62 -439.7 -781.6 -381 -244.3 752.3 351.7 351.7 -400.6 283.3 -439.7 195.4 68.39 -97.7 39.08
0.79 556.9 97.7 469 185.6 273.6 -19.54 -439.7 -713.2 -312.7 -273.6 781.6 429.9 429.9 -410.4 459.2 -556.9 244.3 68.39 -185.6 9.77
0.795 351.7 48.85 254 68.39 205.2 -117.2 -420.1 -693.7 -390.8 -351.7 644.8 195.4 332.2 -566.7 508.1 -596 195.4 0 -283.3 -29.31
0.8 322.4 156.3 195.4 87.93 185.6 19.54 -332.2 -556.9 -371.3 -381 683.9 429.9 439.7 -517.8 605.8 -625.3 205.2 -39.08 -322.4 9.77
0.805 381 254 127 136.8 205.2 87.93 -195.4 -312.7 -351.7 -234.5 644.8 342 342 -478.7 644.8 -615.5 195.4 -58.62 -263.8 9.77
0.81 439.7 185.6 175.9 87.93 312.7 175.9 78.16 -78.16 -87.93 -29.31 723 332.2 478.7 -381 723 -420.1 283.3 -29.31 29.31 175.9
0.815 312.7 -9.77 254 117.2 371.3 195.4 234.5 39.08 68.39 97.7 664.4 410.4 478.7 -322.4 664.4 -312.7 195.4 0 234.5 156.3
0.82 293.1 -127 166.1 234.5 390.8 400.6 351.7 293.1 156.3 400.6 547.1 381 312.7 -78.16 625.3 0 68.39 117.2 449.4 58.62
0.825 136.8 -166.1 68.39 244.3 410.4 322.4 410.4 361.5 39.08 273.6 371.3 429.9 254 -9.77 371.3 68.39 9.77 166.1 586.2 29.31
