    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 283.3 185.6 556.9 449.4 449.4 1026 791.4 1563 898.9 342 -48.85 244.3 117.2 449.4 517.8 869.6 517.8 898.9 1514 68.39
0.63 185.6 107.5 566.7 488.5 517.8 957.5 1143 1280 1026 322.4 -78.16 429.9 214.9 390.8 742.6 674.2 527.6 859.8 1651 117.2
0.635 -127 195.4 488.5 517.8 322.4 771.9 1114 713.2 996.6 185.6 -214.9 556.9 302.9 469 977 488.5 469 713.2 1397 9.77
0.64 -107.5 127 596 498.3 244.3 400.6 1143 166.1 1231 87.93 -185.6 683.9 420.1 410.4 938 371.3 537.4 439.7 1221 185.6
0.645 -244.3 156.3 488.5 478.7 107.5 224.7 820.7 -234.5 1212 68.39 -263.8 683.9 488.5 361.5 1065 263.8 478.7 322.4 732.8 107.5
0.65 -244.3 166.1 429.9 390.8 -68.39 -48.85 566.7 -429.9 1104 29.31 -263.8 596 469 371.3 1075 410.4 361.5 9.77 273.6 195.4
0.655 -635.6 68.39 0 175.9 -537.4 -185.6 -68.39 -429.9 566.7 58.62 -498.3 400.6 78.16 146.6 1153 429.9 -117.2 -234.5 -429.9 -78.16
0.66 -566.7 -29.31 -29.31 78.16 -752.3 -175.9 -459.2 -254 351.7 273.6 -625.3 283.3 -146.6 68.39 889.1 693.7 -312.7 -449.4 -664.4 -19.54
0.665 -429.9 39.08 -39.08 -175.9 -987.3 -185.6 -771.9 -87.93 39.08 371.3 -781.6 263.8 -469 -146.6 674.2 889.1 -537.4 -527.6 -918.4 -156.3
0.67 -283.3 -39.08 -48.85 -312.7 -1085 -175.9 -957.5 58.62 48.85 527.6 -742.6 166.1 -498.3 -254 596 938 -635.6 -605.8 -889.1 -29.31
0.675 166.1 -136.8 146.6 -488.5 -938 -263.8 -869.6 -9.77 293.1 556.9 -517.8 107.5 -342 -400.6 410.4 928.2 -332.2 -762.1 -605.8 410.4
0.68 -97.7 -205.2 -263.8 -527.6 -1250 -224.7 -1064 127 78.16 703.5 -596 58.62 -429.9 -469 390.8 967.3 -625.3 -723 -742.6 166.1
0.685 -254 -371.3 -322.4 -586.2 -1104 -234.5 -947.7 136.8 175.9 918.4 -381 -29.31 -244.3 -556.9 439.7 859.8 -615.5 -566.7 -683.9 146.6
0.69 -655.1 -322.4 -508.1 -527.6 -1172 -107.5 -859.8 283.3 68.39 1026 -351.7 0 -469 -664.4 195.4 762.1 -732.8 -361.5 -703.5 -136.8
0.695 -625.3 -214.9 -254 -351.7 -752.3 97.7 -263.8 410.4 371.3 1309 -29.31 107.5 -166.1 -703.5 312.7 644.8 -449.4 -29.31 -371.3 -58.62
0.7 -693.7 -175.9 -214.9 -254 -508.1 214.9 195.4 439.7 361.5 1417 97.7 185.6 -146.6 -674.6 127 469 -429.9 214.9 -136.8 -185.6
0.705 -674.6 -87.93 -146.6 -127 -293.1 332.2 752.3 488.5 537.4 1387 205.2 214.9 78.16 -703.5 381 625.3 -263.8 517.8 244.3 -175.9
0.71 -683.9 107.5 -127 87.93 -19.54 596 1026 644.8 420.1 1426 254 263.8 185.6 -615.5 683.9 762.1 -429.9 840.3 371.3 -547.6
0.715 -938 185.6 -361.5 136.8 -117.2 762.1 1036 723 205.2 1378 107.5 107.5 342 -537.4 928.2 977 -596 1075 527.6 -762.1
0.72 -1163 293.1 -615.5 293.1 -185.6 986.8 781.6 801.2 -87.93 1466 -117.2 68.39 146.6 -381 908.6 1172 -713.2 1172 429.9 -1045
0.725 -1397 527.6 -918.4 586.2 -400.6 1192 459.2 869.6 -312.7 1544 -361.5 244.3 -29.31 -205.2 810.9 1251 -810.9 1407 420.1 -1387
0.73 -1231 723 -938 771.9 -390.8 1299 332.2 859.8 -312.7 1749 -429.9 361.5 -146.6 19.54 693.7 1407 -605.8 1475 371.3 -1406
0.735 -947.7 840.3 -879.8 859.8 -361.5 1172 195.4 556.9 -205.2 1690 -615.5 566.7 -244.3 97.7 674.2 1280 -322.4 1299 390.8 -1260
0.74 -586.2 1114 -586.2 1065 -371.3 1163 107.5 332.2 -19.54 1641 -547.6 810.9 -244.3 273.6 742.6 1309 48.85 1163 332.2 -996.6
