    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -381 283.3 -1055 136.8 -185.6 -97.7 -127 -117.2 -87.93 -166.1 -576.5 -87.93 -850 -39.08 -283.3 -107.5 -400.6 -263.8 68.39 -146.6
0.63 -517.8 97.7 -1153 -68.39 -566.7 -185.6 -351.7 -175.9 -48.85 -156.3 -859.8 -166.1 -781.6 -39.08 -195.4 -39.08 -586.2 -459.2 78.16 -39.08
0.635 -508.1 68.39 -615.5 -97.7 -390.8 -107.5 -322.4 -48.85 244.3 48.85 -801.2 -244.3 -987.3 -117.2 29.31 175.9 -498.3 -429.9 156.3 87.93
0.64 -596 19.54 -1025 -127 -547.6 -127 -547.6 -39.08 -9.77 185.6 -840.3 -156.3 -205.2 -19.54 -205.2 234.5 -635.6 -273.6 -97.7 -273.6
0.645 -400.6 185.6 -732.8 -39.08 -566.7 -19.54 -566.7 -9.77 -39.08 205.2 -556.9 9.77 -146.6 185.6 -234.5 283.3 -508.1 -244.3 -136.8 -205.2
0.65 -68.39 214.9 -1309 58.62 508.1 0 -97.7 -48.85 156.3 146.6 977 58.62 -469 214.9 -87.93 205.2 -19.54 -39.08 58.62 48.85
0.655 -107.5 136.8 -293.1 -39.08 -498.3 -254 -498.3 -342 -214.9 -97.7 -439.7 19.54 9.77 87.93 -361.5 48.85 -283.3 -351.7 -312.7 -9.77
0.66 -117.2 175.9 -566.7 48.85 -39.08 -146.6 -312.7 -381 -166.1 -166.1 166.1 29.31 -488.5 156.3 -205.2 -19.54 -166.1 -205.2 -224.7 -48.85
0.665 -39.08 166.1 -117.2 29.31 -127 -166.1 -127 -342 -254 -244.3 -361.5 29.31 -214.9 136.8 -400.6 -29.31 -254 -78.16 -185.6 -205.2
0.67 -205.2 78.16 254 -9.77 -361.5 -68.39 -78.16 -283.3 -332.2 -224.7 -674.6 -19.54 19.54 195.4 -439.7 -48.85 -322.4 -68.39 -97.7 -195.4
0.675 97.7 107.5 527.6 127 361.5 107.5 390.8 -58.62 -175.9 -166.1 -19.54 0 -498.3 273.6 -97.7 -9.77 29.31 273.6 224.7 -97.7
0.68 -39.08 0 -136.8 97.7 224.7 185.6 283.3 9.77 -19.54 -58.62 -29.31 107.5 381 527.6 -39.08 68.39 78.16 293.1 293.1 -78.16
0.685 97.7 -146.6 703.5 -9.77 254 -39.08 205.2 -185.6 0 -214.9 78.16 -127 -205.2 312.7 166.1 -29.31 107.5 107.5 322.4 136.8
0.69 -39.08 -156.3 166.1 -29.31 -48.85 -107.5 48.85 -254 214.9 -166.1 -195.4 -29.31 146.6 302.9 342 19.54 39.08 -68.39 263.8 263.8
0.695 420.1 -283.3 381 -185.6 586.2 -283.3 449.4 -390.8 605.8 -175.9 566.7 -332.2 957.5 29.31 576.5 9.77 400.6 -78.16 605.8 674.2
