    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -58.62 -517.8 771.9 371.3 1006 420.1 635.1 693.7 -107.5 58.62 302.9 -9.77 117.2 -58.62 -683.9 166.1 1202 830.5 957.5 410.4
0.63 -273.6 -498.3 586.2 478.7 1221 576.5 986.8 1026 254 586.2 127 254 -166.1 214.9 -322.4 596 1153 947.7 1055 302.9
0.635 -244.3 -537.4 1143 263.8 1886 166.1 1681 820.7 781.6 693.7 429.9 48.85 -556.9 127 -302.9 605.8 1094 703.5 1045 459.2
0.64 -771.9 -810.9 -185.6 -97.7 527.6 -254 596 547.1 410.4 771.9 -537.4 -156.3 19.54 48.85 175.9 791.4 283.3 136.8 175.9 166.1
0.645 -762.1 -635.6 48.85 -390.8 459.2 -508.1 801.2 244.3 635.1 713.2 -146.6 -263.8 -136.8 48.85 342 732.8 58.62 -146.6 -39.08 146.6
0.65 -918.4 -820.7 -508.1 -615.5 -205.2 -889.1 244.3 -166.1 547.1 664.4 -439.7 -302.9 459.2 -39.08 556.9 683.9 -254 -586.2 -420.1 185.6
0.655 -1075 -820.7 -908.6 -644.8 -869.6 -820.7 9.77 -224.7 508.1 556.9 -127 -693.7 429.9 -19.54 596 635.1 -508.1 -713.2 -635.6 58.62
0.66 -1163 -928.2 -928.2 -898.9 -820.7 -1025 175.9 -273.6 644.8 537.4 -175.9 -469 371.3 -234.5 674.2 517.8 -586.2 -703.5 -586.2 19.54
0.665 -918.4 -820.7 -517.8 -390.8 -117.2 -508.1 625.3 117.2 859.8 576.5 -263.8 -332.2 214.9 -58.62 850 556.9 -234.5 -293.1 -234.5 48.85
0.67 -928.2 -742.6 -527.6 -556.9 9.77 -576.5 508.1 39.08 605.8 273.6 -469 -254 214.9 -185.6 742.6 390.8 -312.7 -273.6 -332.2 -29.31
0.675 -938 -850 -508.1 -68.39 -127 -175.9 273.6 322.4 322.4 127 -302.9 -97.7 -48.85 -68.39 400.6 68.39 -322.4 -19.54 -342 -205.2
0.68 -810.9 -449.4 -263.8 185.6 273.6 254 390.8 644.8 166.1 146.6 -302.9 117.2 312.7 78.16 234.5 68.39 -78.16 361.5 -58.62 -234.5
0.685 -830.5 -547.6 -195.4 78.16 185.6 136.8 166.1 576.5 -263.8 -371.3 19.54 -195.4 -175.9 -78.16 -420.1 -596 -117.2 342 -9.77 -146.6
0.69 -566.7 -361.5 185.6 185.6 605.8 322.4 869.6 859.8 29.31 -254 283.3 19.54 -205.2 78.16 78.16 -664.4 293.1 644.8 596 48.85
0.695 -664.4 -283.3 -29.31 166.1 156.3 410.4 -29.31 898.9 -566.7 -439.7 9.77 127 302.9 185.6 -156.3 -713.2 224.7 586.2 371.3 -58.62
0.7 -293.1 -254 371.3 146.6 664.4 224.7 508.1 977 -351.7 -127 322.4 127 498.3 175.9 107.5 -390.8 566.7 674.2 791.4 185.6
0.705 -390.8 -547.6 195.4 -19.54 635.1 9.77 488.5 732.8 -469 -263.8 175.9 58.62 293.1 361.5 -78.16 -312.7 654.6 439.7 928.2 459.2
0.71 -517.8 -508.1 87.93 -29.31 263.8 -156.3 -263.8 683.9 -908.6 78.16 224.7 48.85 889.1 371.3 -254 87.93 400.6 293.1 537.4 205.2
0.715 -263.8 -732.8 410.4 -224.7 644.8 -449.4 351.7 361.5 -556.9 -205.2 342 0 322.4 254 -429.9 -117.2 635.1 107.5 742.6 596
0.72 -342 -459.2 351.7 -48.85 752.3 -312.7 302.9 488.5 -351.7 97.7 156.3 -107.5 195.4 214.9 -342 175.9 498.3 136.8 488.5 263.8
0.725 -371.3 -576.5 342 -205.2 508.1 -400.6 371.3 312.7 78.16 97.7 -136.8 -195.4 664.4 -48.85 -117.2 19.54 429.9 0 381 263.8
0.73 244.3 449.4 263.8 -224.7 39.08 -381 263.8 -459.2 625.3 -117.2 78.16 -39.08 381 -87.93 420.1 -429.9 -214.9 0 97.7 -205.2
0.735 400.6 664.4 420.1 273.6 605.8 254 293.1 -273.6 263.8 -547.6 48.85 156.3 429.9 -58.62 420.1 -625.3 107.5 361.5 58.62 -302.9
0.74 537.4 703.5 0 263.8 117.2 58.62 -29.31 -655.1 -410.4 -1163 293.1 400.6 -332.2 117.2 -498.3 -957.5 146.6 322.4 -439.7 -234.5
0.745 1065 889.1 566.7 615.5 586.2 420.1 146.6 -527.6 -488.5 -1348 166.1 488.5 -58.62 78.16 58.62 -947.7 732.8 576.5 -449.4 29.31
0.75 986.8 742.6 273.6 517.8 429.9 381 19.54 -566.7 -791.4 -1426 166.1 517.8 29.31 156.3 -107.5 -859.8 664.4 400.6 -713.2 136.8
0.755 898.9 683.9 195.4 498.3 -195.4 410.4 -371.3 -381 -947.7 -1124 244.3 420.1 48.85 244.3 29.31 -576.5 547.1 293.1 -840.3 175.9
0.76 664.4 302.9 146.6 136.8 -342 156.3 -586.2 -322.4 -987.3 -810.9 39.08 78.16 -107.5 136.8 -78.16 -322.4 342 9.77 -850 263.8
0.765 605.8 459.2 78.16 156.3 -683.9 244.3 -732.8 9.77 -947.7 -322.4 332.2 254 9.77 273.6 -254 68.39 234.5 39.08 -742.6 117.2
0.77 762.1 498.3 586.2 156.3 -87.93 322.4 -293.1 166.1 -537.4 -19.54 351.7 273.6 -127 234.5 39.08 263.8 527.6 175.9 -224.7 342
0.775 654.6 459.2 332.2 117.2 -322.4 87.93 -117.2 263.8 -361.5 254 136.8 87.93 -478.7 205.2 -156.3 439.7 273.6 146.6 -39.08 185.6
0.78 732.8 625.3 547.1 361.5 -78.16 263.8 -87.93 371.3 -87.93 439.7 127 263.8 29.31 234.5 234.5 469 469 263.8 254 205.2
0.785 586.2 508.1 293.1 302.9 -263.8 136.8 400.6 429.9 371.3 732.8 -156.3 283.3 136.8 351.7 48.85 566.7 224.7 205.2 566.7 68.39
0.79 351.7 371.3 127 19.54 -478.7 -312.7 263.8 234.5 537.4 732.8 -136.8 -146.6 -127 175.9 410.4 371.3 -29.31 -29.31 596 -39.08
0.795 302.9 146.6 371.3 0 -19.54 -127 625.3 293.1 928.2 820.7 -312.7 0 312.7 195.4 596 254 -29.31 29.31 810.9 -39.08
