    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 234.5 185.6 48.85 146.6 -39.08 87.93 -48.85 39.08 -78.16 -9.77 166.1 107.5 127 97.7 117.2 322.4 39.08 -195.4 -214.9 -39.08
0.63 214.9 127 78.16 9.77 -48.85 0 -146.6 -136.8 -156.3 -78.16 224.7 136.8 166.1 166.1 68.39 342 48.85 -254 -283.3 -29.31
0.635 244.3 156.3 58.62 -29.31 -58.62 -48.85 -146.6 -58.62 -224.7 -117.2 263.8 68.39 224.7 185.6 48.85 371.3 9.77 -205.2 -381 -78.16
0.64 224.7 107.5 156.3 -87.93 9.77 -78.16 -58.62 -9.77 -146.6 19.54 312.7 -87.93 234.5 234.5 68.39 449.4 29.31 -87.93 -244.3 -107.5
0.645 273.6 29.31 107.5 -127 58.62 -195.4 48.85 -19.54 -117.2 58.62 283.3 -107.5 312.7 68.39 97.7 361.5 0 -87.93 -205.2 -87.93
0.65 351.7 136.8 185.6 -29.31 175.9 -127 224.7 107.5 -19.54 107.5 429.9 -29.31 429.9 78.16 273.6 332.2 166.1 58.62 29.31 -39.08
0.655 390.8 -68.39 156.3 -166.1 205.2 -254 361.5 -58.62 136.8 -39.08 371.3 -39.08 449.4 -107.5 400.6 19.54 166.1 -156.3 175.9 254
0.66 127 -48.85 68.39 -136.8 127 -117.2 322.4 -58.62 127 -48.85 234.5 234.5 410.4 -87.93 400.6 -78.16 166.1 -273.6 254 322.4
0.665 127 -136.8 -166.1 -283.3 -78.16 -136.8 166.1 -107.5 107.5 -107.5 -58.62 136.8 195.4 -78.16 342 -117.2 -29.31 -302.9 117.2 244.3
0.67 -351.7 -322.4 -332.2 -390.8 -283.3 -127 9.77 -146.6 87.93 -146.6 -244.3 117.2 107.5 -87.93 234.5 -156.3 -293.1 -420.1 -39.08 146.6
0.675 -166.1 -371.3 -410.4 -449.4 -390.8 -244.3 -87.93 -234.5 127 -185.6 -390.8 39.08 -68.39 -19.54 175.9 -87.93 -283.3 -410.4 -146.6 97.7
0.68 -283.3 -547.6 -508.1 -605.8 -498.3 -429.9 -224.7 -459.2 107.5 -429.9 -371.3 -146.6 -107.5 -127 58.62 -136.8 -371.3 -644.8 -312.7 224.7
0.685 -273.6 -459.2 -478.7 -469 -498.3 -400.6 -293.1 -429.9 97.7 -420.1 -351.7 -48.85 -87.93 -39.08 9.77 -58.62 -312.7 -566.7 -390.8 166.1
0.69 -39.08 -400.6 -283.3 -410.4 -342 -361.5 -205.2 -420.1 175.9 -459.2 -175.9 48.85 39.08 0 19.54 9.77 -166.1 -527.6 -224.7 283.3
0.695 -29.31 -371.3 -234.5 -410.4 -342 -390.8 -312.7 -420.1 19.54 -517.8 -214.9 9.77 -58.62 -48.85 -87.93 -29.31 -136.8 -556.9 -312.7 273.6
0.7 146.6 -351.7 87.93 -302.9 19.54 -322.4 29.31 -322.4 234.5 -488.5 48.85 19.54 195.4 -78.16 156.3 -58.62 214.9 -400.6 136.8 547.1
0.705 9.77 -224.7 78.16 -97.7 39.08 -166.1 48.85 -175.9 166.1 -361.5 48.85 156.3 156.3 9.77 87.93 -9.77 175.9 -136.8 87.93 283.3
0.71 -29.31 -87.93 244.3 58.62 224.7 0 146.6 -9.77 263.8 -205.2 136.8 224.7 283.3 117.2 205.2 29.31 322.4 166.1 283.3 205.2
0.715 -146.6 -87.93 254 136.8 312.7 97.7 195.4 58.62 293.1 -117.2 205.2 302.9 283.3 117.2 224.7 19.54 312.7 293.1 381 156.3
0.72 -195.4 29.31 185.6 263.8 244.3 205.2 97.7 175.9 195.4 58.62 195.4 420.1 263.8 185.6 117.2 48.85 175.9 302.9 273.6 29.31
0.725 -39.08 -107.5 195.4 136.8 263.8 166.1 107.5 78.16 224.7 0 234.5 371.3 273.6 87.93 117.2 -48.85 205.2 127 263.8 166.1
0.73 -97.7 -127 156.3 136.8 195.4 205.2 185.6 205.2 263.8 185.6 214.9 371.3 273.6 136.8 107.5 9.77 127 195.4 244.3 68.39
0.735 -127 -459.2 -58.62 -58.62 87.93 127 97.7 166.1 205.2 214.9 68.39 117.2 117.2 -29.31 29.31 -9.77 -78.16 0 166.1 156.3
0.74 0 -342 -48.85 78.16 107.5 283.3 195.4 420.1 332.2 429.9 68.39 214.9 166.1 127 136.8 195.4 -78.16 214.9 244.3 -9.77
0.745 -166.1 -449.4 -195.4 19.54 87.93 273.6 185.6 478.7 342 556.9 -9.77 87.93 107.5 87.93 97.7 244.3 -166.1 254 234.5 -68.39
0.75 -185.6 -429.9 -146.6 9.77 175.9 214.9 254 390.8 469 527.6 78.16 58.62 195.4 48.85 175.9 224.7 -156.3 302.9 214.9 -87.93
0.755 -244.3 -342 -332.2 -29.31 -58.62 97.7 48.85 254 224.7 400.6 -156.3 -19.54 -166.1 -19.54 -48.85 156.3 -312.7 185.6 -87.93 -322.4
0.76 -224.7 -322.4 -156.3 -68.39 48.85 0 78.16 19.54 214.9 214.9 166.1 -78.16 107.5 -107.5 58.62 -29.31 -224.7 87.93 -78.16 -195.4
0.765 -234.5 -293.1 -127 -156.3 9.77 -185.6 19.54 -244.3 97.7 -68.39 156.3 -195.4 78.16 -302.9 0 -244.3 -214.9 -87.93 -166.1 -97.7
0.77 -185.6 -9.77 87.93 156.3 166.1 136.8 136.8 19.54 244.3 107.5 420.1 97.7 312.7 -39.08 175.9 -175.9 -97.7 283.3 39.08 -254
0.775 -19.54 -29.31 175.9 244.3 332.2 214.9 205.2 -19.54 302.9 -29.31 459.2 185.6 439.7 -29.31 166.1 -342 87.93 371.3 97.7 -136.8
0.78 244.3 205.2 390.8 586.2 478.7 498.3 342 205.2 381 87.93 537.4 439.7 469 166.1 214.9 -263.8 351.7 547.1 312.7 -136.8
0.785 146.6 156.3 351.7 576.5 332.2 429.9 127 68.39 224.7 -87.93 390.8 390.8 283.3 87.93 9.77 -429.9 302.9 439.7 127 -97.7
0.79 234.5 302.9 234.5 508.1 175.9 332.2 -39.08 39.08 127 -146.6 302.9 400.6 185.6 117.2 -48.85 -420.1 312.7 312.7 68.39 -136.8
0.795 0 68.39 0 234.5 -97.7 0 -244.3 -205.2 -19.54 -273.6 107.5 185.6 -58.62 -39.08 -185.6 -488.5 58.62 9.77 -224.7 -107.5
