    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 205.2 97.7 19.54 68.39 -78.16 -166.1 29.31 -293.1 39.08 -117.2 283.3 -58.62 87.93 -107.5 97.7 -117.2 195.4 -146.6 78.16 351.7
0.63 322.4 -58.62 127 -166.1 68.39 -293.1 117.2 -371.3 87.93 -273.6 361.5 -87.93 136.8 -254 136.8 -273.6 244.3 -205.2 117.2 332.2
0.635 547.1 136.8 410.4 117.2 214.9 -78.16 224.7 -234.5 185.6 -156.3 459.2 -19.54 429.9 -117.2 293.1 -87.93 478.7 -87.93 293.1 410.4
0.64 361.5 146.6 185.6 -9.77 97.7 -48.85 107.5 -234.5 78.16 -195.4 381 127 371.3 -195.4 283.3 -166.1 302.9 -117.2 156.3 283.3
0.645 449.4 97.7 312.7 146.6 205.2 283.3 156.3 -97.7 175.9 -39.08 371.3 -19.54 342 -78.16 322.4 -87.93 322.4 -48.85 254 283.3
0.65 263.8 117.2 175.9 -19.54 0 -97.7 -39.08 -244.3 9.77 -234.5 244.3 156.3 293.1 29.31 214.9 19.54 117.2 -214.9 9.77 195.4
0.655 332.2 146.6 244.3 117.2 429.9 146.6 -9.77 -224.7 0 -273.6 68.39 117.2 -9.77 -48.85 78.16 -48.85 263.8 -214.9 68.39 371.3
0.66 273.6 205.2 107.5 68.39 78.16 498.3 -175.9 -166.1 -166.1 -332.2 68.39 -48.85 -29.31 -9.77 -29.31 -29.31 185.6 -146.6 -39.08 244.3
0.665 322.4 273.6 78.16 136.8 263.8 -283.3 -185.6 -400.6 -205.2 -547.6 107.5 87.93 -78.16 48.85 -29.31 -9.77 185.6 -273.6 -146.6 283.3
0.67 175.9 78.16 68.39 68.39 175.9 127 -175.9 -322.4 -175.9 -576.5 29.31 -58.62 -39.08 -97.7 -29.31 -107.5 205.2 -87.93 -146.6 175.9
0.675 166.1 -78.16 9.77 48.85 39.08 -381 -97.7 -449.4 -127 -664.4 87.93 -19.54 0 58.62 -9.77 68.39 214.9 -263.8 -48.85 351.7
0.68 224.7 224.7 244.3 312.7 302.9 -166.1 39.08 -263.8 29.31 -547.6 87.93 68.39 254 117.2 107.5 29.31 488.5 -136.8 97.7 449.4
0.685 263.8 58.62 273.6 107.5 195.4 -117.2 117.2 -185.6 127 -390.8 244.3 19.54 156.3 58.62 78.16 39.08 410.4 -68.39 48.85 390.8
0.69 214.9 156.3 166.1 156.3 136.8 58.62 87.93 205.2 166.1 -156.3 166.1 -9.77 244.3 -78.16 78.16 -78.16 293.1 -58.62 29.31 214.9
0.695 107.5 48.85 -87.93 -107.5 -146.6 -244.3 -87.93 -146.6 87.93 -195.4 185.6 -29.31 156.3 -68.39 39.08 -87.93 78.16 -293.1 -78.16 214.9
0.7 29.31 -48.85 58.62 9.77 -58.62 -283.3 -127 -9.77 19.54 -78.16 -185.6 -78.16 117.2 -205.2 -58.62 -97.7 87.93 -224.7 -97.7 166.1
0.705 9.77 -78.16 -136.8 -127 -58.62 -224.7 -48.85 -58.62 78.16 -9.77 97.7 97.7 175.9 -127 29.31 -68.39 0 -224.7 -97.7 97.7
0.71 127 9.77 48.85 19.54 97.7 -127 68.39 9.77 156.3 29.31 48.85 -39.08 185.6 -127 87.93 -48.85 146.6 -136.8 29.31 87.93
0.715 146.6 97.7 -39.08 234.5 166.1 214.9 234.5 273.6 312.7 263.8 332.2 78.16 244.3 -48.85 185.6 29.31 312.7 58.62 254 127
0.72 166.1 127 58.62 127 214.9 244.3 273.6 342 234.5 205.2 205.2 166.1 127 87.93 87.93 87.93 332.2 107.5 214.9 136.8
0.725 205.2 420.1 136.8 547.1 185.6 664.4 214.9 547.1 195.4 342 342 381 156.3 332.2 156.3 351.7 400.6 420.1 175.9 -97.7
0.73 185.6 351.7 146.6 371.3 214.9 449.4 146.6 400.6 29.31 87.93 166.1 400.6 68.39 420.1 -19.54 381 371.3 390.8 -29.31 -117.2
0.735 136.8 371.3 117.2 459.2 224.7 449.4 127 420.1 0 -9.77 78.16 459.2 87.93 429.9 -9.77 429.9 342 429.9 -58.62 -146.6
0.74 273.6 390.8 185.6 429.9 371.3 244.3 107.5 195.4 -87.93 -244.3 107.5 390.8 0 332.2 -78.16 273.6 371.3 214.9 -166.1 -9.77
0.745 205.2 498.3 68.39 449.4 361.5 273.6 205.2 293.1 87.93 -19.54 166.1 498.3 87.93 429.9 19.54 429.9 322.4 293.1 -58.62 -127
0.75 195.4 293.1 -19.54 234.5 136.8 97.7 146.6 87.93 39.08 -175.9 244.3 293.1 58.62 156.3 0 127 97.7 97.7 -87.93 -127
0.755 205.2 547.1 78.16 371.3 224.7 400.6 302.9 469 214.9 195.4 342 371.3 166.1 312.7 78.16 361.5 254 342 175.9 -214.9
0.76 -58.62 224.7 19.54 224.7 58.62 214.9 293.1 332.2 127 117.2 175.9 156.3 97.7 195.4 39.08 185.6 117.2 185.6 68.39 -136.8
0.765 87.93 439.7 234.5 449.4 224.7 801.2 351.7 527.6 195.4 224.7 107.5 87.93 263.8 127 136.8 166.1 234.5 527.6 136.8 -263.8
0.77 -78.16 478.7 136.8 517.8 342 556.9 332.2 605.8 58.62 342 19.54 136.8 -107.5 254 0 234.5 136.8 664.4 0 -508.1
0.775 -48.85 556.9 39.08 469 205.2 693.7 273.6 810.9 48.85 488.5 117.2 214.9 68.39 127 107.5 234.5 117.2 703.5 0 -547.6
0.78 -136.8 566.7 -87.93 498.3 78.16 508.1 195.4 537.4 -9.77 469 9.77 185.6 -185.6 263.8 -9.77 283.3 58.62 625.3 -58.62 -547.6
0.785 -97.7 498.3 9.77 312.7 127 156.3 283.3 547.1 127 537.4 87.93 351.7 29.31 195.4 127 224.7 29.31 488.5 29.31 -498.3
0.79 -214.9 400.6 -156.3 224.7 -224.7 244.3 107.5 322.4 29.31 439.7 -107.5 205.2 -87.93 127 -19.54 146.6 -136.8 371.3 -127 -508.1
0.795 -68.39 400.6 87.93 420.1 39.08 683.9 273.6 439.7 195.4 635.1 9.77 97.7 87.93 78.16 136.8 117.2 68.39 508.1 87.93 -390.8
0.8 -146.6 361.5 -136.8 127 -117.2 175.9 136.8 234.5 97.7 439.7 -39.08 293.1 87.93 19.54 39.08 68.39 -29.31 195.4 0 -205.2
0.805 -87.93 439.7 -78.16 537.4 29.31 1006 224.7 449.4 185.6 556.9 127 29.31 156.3 78.16 127 68.39 68.39 517.8 78.16 -381
0.81 -166.1 361.5 -185.6 224.7 -205.2 -58.62 9.77 68.39 9.77 283.3 9.77 205.2 39.08 195.4 0 146.6 -127 107.5 -136.8 -361.5
0.815 68.39 459.2 -48.85 381 -58.62 263.8 39.08 166.1 58.62 234.5 78.16 205.2 39.08 156.3 68.39 107.5 68.39 214.9 -48.85 -342
0.82 -214.9 449.4 -283.3 312.7 -205.2 97.7 -68.39 117.2 -107.5 68.39 -107.5 185.6 -117.2 234.5 -107.5 146.6 -97.7 156.3 -156.3 -381
0.825 -19.54 293.1 -166.1 166.1 146.6 -39.08 -9.77 136.8 -9.77 -19.54 -156.3 205.2 -146.6 195.4 -9.77 185.6 -29.31 263.8 -87.93 -381
0.83 -117.2 19.54 -322.4 39.08 -39.08 107.5 9.77 146.6 -39.08 -136.8 -48.85 87.93 -97.7 117.2 -58.62 97.7 -127 107.5 -97.7 -263.8
0.835 58.62 -58.62 -136.8 0 371.3 87.93 263.8 107.5 166.1 -195.4 -9.77 68.39 -39.08 78.16 107.5 58.62 205.2 97.7 254 166.1
0.84 107.5 -156.3 214.9 -9.77 488.5 332.2 342 136.8 234.5 -214.9 -166.1 -87.93 -117.2 -19.54 0 0 390.8 68.39 390.8 361.5
0.845 -19.54 -361.5 -254 -146.6 -146.6 -117.2 127 19.54 136.8 -87.93 -127 -117.2 -117.2 39.08 -48.85 68.39 -9.77 -283.3 156.3 224.7
0.85 -68.39 -439.7 -107.5 -136.8 -19.54 -19.54 205.2 48.85 107.5 48.85 -244.3 -136.8 -185.6 -39.08 -146.6 -78.16 -19.54 -254 185.6 195.4
0.855 -263.8 -576.5 -449.4 -293.1 -410.4 -332.2 9.77 48.85 -29.31 117.2 -351.7 -117.2 -214.9 -29.31 -195.4 -78.16 -254 -478.7 58.62 117.2
0.86 -205.2 -742.6 -361.5 -302.9 -293.1 195.4 -58.62 -29.31 -58.62 156.3 -312.7 -244.3 -156.3 -214.9 -205.2 -185.6 -107.5 -381 87.93 224.7
0.865 -185.6 -732.8 -234.5 -205.2 -254 -410.4 -29.31 -19.54 -39.08 175.9 -273.6 -224.7 -39.08 -97.7 -146.6 -127 -136.8 -400.6 117.2 175.9
0.87 -29.31 -655.1 19.54 -312.7 87.93 107.5 136.8 -19.54 117.2 117.2 -156.3 -146.6 117.2 -234.5 -9.77 -195.4 19.54 -273.6 234.5 293.1
0.875 97.7 -576.5 39.08 -185.6 9.77 -312.7 78.16 -234.5 78.16 -58.62 -19.54 -58.62 19.54 185.6 -58.62 214.9 78.16 -332.2 214.9 351.7
0.88 -68.39 -517.8 -58.62 -166.1 -127 -361.5 -58.62 -146.6 -48.85 -58.62 -205.2 -146.6 0 -78.16 -136.8 -68.39 -48.85 -283.3 29.31 195.4
0.885 117.2 -283.3 29.31 -29.31 -68.39 -185.6 -87.93 -97.7 -87.93 -68.39 -136.8 58.62 -58.62 156.3 -107.5 136.8 9.77 -39.08 -58.62 19.54
0.89 0 -214.9 -58.62 0 -175.9 -156.3 -205.2 -97.7 -234.5 -166.1 -127 -29.31 -136.8 -39.08 -224.7 -58.62 -97.7 78.16 -283.3 -254
