    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 615.5 977 664.4 224.7 488.5 918.4 898.9 996.6 68.39 -9.77 928.2 742.6 361.5 596 -586.2 -351.7 596 1329 1241 -449.4
0.63 635.1 752.3 683.9 19.54 654.6 742.6 1231 879.3 693.7 371.3 869.6 586.2 498.3 459.2 -214.9 -342 537.4 1182 1436 -293.1
0.635 556.9 791.4 605.8 -9.77 713.2 732.8 1456 908.6 1212 908.6 713.2 576.5 469 517.8 68.39 -48.85 459.2 1221 1495 -361.5
0.64 400.6 449.4 371.3 -185.6 596 586.2 1397 810.9 1602 1436 361.5 263.8 302.9 312.7 322.4 205.2 136.8 889.1 1309 -361.5
0.645 214.9 293.1 175.9 -302.9 459.2 449.4 1182 810.9 1749 1798 205.2 68.39 175.9 146.6 381 381 -136.8 654.6 1045 -420.1
0.65 29.31 68.39 -68.39 -361.5 263.8 371.3 938 742.6 1817 2062 -117.2 29.31 0 97.7 469 605.8 -390.8 263.8 762.1 -312.7
0.655 -244.3 -332.2 -312.7 -683.9 -19.54 -78.16 615.5 508.1 1808 2090 -195.4 -166.1 -117.2 -68.39 488.5 732.8 -713.2 -136.8 381 -214.9
0.66 -420.1 -596 -527.6 -928.2 -351.7 -185.6 263.8 195.4 1622 1983 -371.3 -478.7 -332.2 -224.7 361.5 576.5 -938 -605.8 -97.7 -58.62
0.665 -596 -781.6 -732.8 -1075 -664.4 -566.7 -78.16 -185.6 1466 1710 -429.9 -508.1 -439.7 -263.8 273.6 537.4 -1163 -840.3 -508.1 -97.7
0.67 -664.4 -850 -723 -1094 -801.2 -596 -312.7 -429.9 1172 1407 -517.8 -732.8 -449.4 -488.5 166.1 312.7 -1143 -1016 -713.2 29.31
0.675 -605.8 -771.9 -644.8 -977.5 -801.2 -508.1 -508.1 -556.9 928.2 1065 -429.9 -703.5 -400.6 -390.8 39.08 166.1 -1045 -967.8 -908.6 19.54
0.68 -537.4 -693.7 -635.6 -889.1 -762.1 -605.8 -742.6 -625.3 566.7 674.2 -429.9 -537.4 -293.1 -381 -107.5 9.77 -977.5 -947.7 -967.8 29.31
0.685 -429.9 -596 -449.4 -771.9 -605.8 -478.7 -840.3 -556.9 273.6 322.4 -283.3 -469 -175.9 -342 -185.6 -166.1 -801.2 -752.3 -957.5 0
0.69 -254 -586.2 -254 -683.9 -410.4 -381 -879.8 -488.5 78.16 -87.93 -156.3 -371.3 0 -342 -224.7 -302.9 -596 -674.6 -859.8 78.16
