    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  Pz 
8.285 996.6 1368 977 1593 1348 1602 1319 1153 625.3 527.6 820.7 1426 1036 869.6 898.9 429.9 1055 1553 1094 1094
8.29 723 869.6 596 1036 1075 1036 1172 879.3 723 625.3 478.7 977 537.4 429.9 576.5 273.6 693.7 918.4 1016 1016
8.295 517.8 586.2 293.1 566.7 781.6 635.1 1006 713.2 820.7 674.2 586.2 820.7 810.9 293.1 469 254 283.3 459.2 859.8 859.8
8.3 -244.3 -48.85 117.2 97.7 615.5 371.3 1085 713.2 1231 1104 68.39 371.3 957.5 29.31 615.5 420.1 19.54 127 1055 1055
8.305 -312.7 -596 -254 -429.9 175.9 -19.54 840.3 449.4 1260 1260 97.7 175.9 801.2 -127 586.2 390.8 -400.6 -254 781.6 781.6
8.31 -762.1 -889.1 -732.8 -703.5 -390.8 -371.3 332.2 244.3 986.8 1368 -547.6 87.93 654.6 -58.62 371.3 371.3 -918.4 -429.9 224.7 224.7
8.315 -625.3 -1075 -625.3 -801.2 -254 -547.6 371.3 78.16 1114 1544 19.54 117.2 918.4 -175.9 478.7 293.1 -762.1 -547.6 127 127
8.32 -810.9 -1133 -1055 -908.6 -820.7 -898.9 -273.6 -390.8 459.2 1348 -771.9 39.08 322.4 -224.7 -78.16 -9.77 -1133 -859.8 -537.4 -537.4
8.325 -674.6 -889.1 -889.1 -967.8 -771.9 -1124 -449.4 -732.8 234.5 986.8 -224.7 -97.7 136.8 -420.1 -58.62 -332.2 -938 -1016 -732.8 -732.8
8.33 -674.6 -810.9 -850 -889.1 -898.9 -1143 -693.7 -840.3 68.39 1016 -439.7 -97.7 9.77 -410.4 -312.7 -332.2 -1006 -908.6 -928.2 -928.2
8.335 -820.7 -889.1 -830.5 -732.8 -1025 -928.2 -947.7 -869.6 -185.6 830.5 -928.2 254 -713.2 -410.4 -596 -351.7 -1016 -801.2 -1025 -1025
8.34 -791.4 -1006 -810.9 -996.6 -967.8 -1270 -898.9 -1124 -185.6 488.5 -459.2 -625.3 -224.7 -908.6 -655.1 -674.6 -947.7 -1094 -957.5 -957.5
8.345 -918.4 -938 -859.8 -723 -1182 -957.5 -1240 -918.4 -420.1 683.9 -996.6 -58.62 -234.5 -801.2 -938 -478.7 -1025 -801.2 -1153 -1153
8.35 -820.7 -830.5 -967.8 -742.6 -1309 -1153 -1466 -1143 -810.9 214.9 -810.9 -361.5 -371.3 -987.3 -1143 -713.2 -957.5 -791.4 -1309 -1309
8.355 -898.9 -801.2 -1036 -674.6 -1426 -1221 -1710 -1250 -1211 146.6 -781.6 -244.3 -234.5 -1025 -1280 -840.3 -1006 -683.9 -1485 -1485
8.36 -449.4 -576.5 -664.4 -293.1 -1133 -1045 -1671 -1250 -1466 -185.6 -605.8 -87.93 -263.8 -1094 -1104 -869.6 -605.8 -478.7 -1495 -1495
8.365 -302.9 -234.5 -351.7 0 -781.6 -850 -1544 -1250 -1866 -449.4 -195.4 9.77 19.54 -957.5 -1133 -928.2 -302.9 -214.9 -1524 -1524
8.37 -29.31 -136.8 -166.1 214.9 -439.7 -693.7 -1319 -1319 -1964 -840.3 0 97.7 400.6 -850 -957.5 -1064 -136.8 -58.62 -1475 -1475
8.375 48.85 214.9 -156.3 410.4 -283.3 -351.7 -1221 -1133 -2090 -1064 39.08 214.9 195.4 -547.6 -938 -938 -146.6 136.8 -1514 -1514
8.38 68.39 371.3 0 752.3 29.31 87.93 -762.1 -781.6 -1739 -967.8 351.7 713.2 390.8 -224.7 -547.6 -801.2 0 439.7 -1124 -1124
8.385 156.3 498.3 -97.7 977 156.3 390.8 -400.6 -410.4 -1406 -850 -39.08 732.8 -175.9 -97.7 -283.3 -586.2 58.62 635.1 -820.7 -820.7
8.39 302.9 605.8 195.4 1290 596 810.9 185.6 29.31 -781.6 -547.6 351.7 1153 -830.5 332.2 -39.08 -273.6 254 1075 -234.5 -234.5
8.395 625.3 683.9 420.1 1505 977 1016 810.9 351.7 -78.16 -312.7 283.3 1202 -146.6 429.9 332.2 -58.62 556.9 1309 381 381
8.4 801.2 859.8 791.4 1720 1387 1270 1280 674.2 332.2 -39.08 830.5 1563 117.2 723 693.7 117.2 869.6 1553 908.6 908.6
8.405 938 928.2 801.2 1661 1446 1456 1534 889.1 625.3 195.4 371.3 1739 488.5 703.5 850 254 977 1700 1241 1241
8.41 1114 1182 977 1739 1553 1612 1671 1055 820.7 302.9 810.9 2169 801.2 889.1 947.7 351.7 1094 1778 1436 1436
8.415 1075 1241 801.2 1583 1348 1632 1475 1114 742.6 400.6 635.1 2003 527.6 683.9 830.5 400.6 898.9 1661 1309 1309
8.42 1143 1114 859.8 1426 1368 1553 1505 1085 1094 508.1 732.8 2179 439.7 742.6 928.2 566.7 1006 1397 1456 1456
8.425 869.6 840.3 635.1 1270 996.6 1466 1153 928.2 1055 449.4 771.9 1661 195.4 742.6 791.4 576.5 869.6 1153 1182 1182
8.43 762.1 488.5 469 957.5 840.3 1026 938 683.9 1163 390.8 508.1 1573 -420.1 654.6 752.3 566.7 791.4 801.2 977 977
8.435 732.8 420.1 263.8 859.8 498.3 869.6 605.8 459.2 967.3 244.3 19.54 1299 -674.6 625.3 234.5 410.4 742.6 566.7 644.8 644.8
8.44 752.3 293.1 185.6 713.2 332.2 556.9 410.4 87.93 762.1 9.77 312.7 1085 -693.7 508.1 175.9 293.1 625.3 283.3 390.8 390.8
8.445 859.8 615.5 185.6 488.5 68.39 312.7 146.6 -283.3 576.5 -107.5 97.7 869.6 -615.5 97.7 0 87.93 664.4 58.62 214.9 214.9
8.45 615.5 312.7 19.54 322.4 -205.2 68.39 -224.7 -566.7 224.7 -293.1 -283.3 771.9 -742.6 -117.2 -146.6 -127 390.8 -19.54 -39.08 -39.08
8.455 429.9 400.6 -136.8 224.7 -508.1 -117.2 -615.5 -840.3 -185.6 -429.9 -332.2 547.1 -703.5 -332.2 -361.5 -390.8 97.7 -117.2 -283.3 -283.3
8.46 439.7 156.3 -87.93 0 -459.2 -273.6 -732.8 -947.7 -420.1 -449.4 -429.9 390.8 -908.6 -478.7 -488.5 -674.6 68.39 -214.9 -283.3 -283.3
8.465 58.62 19.54 -332.2 136.8 -596 -117.2 -1036 -859.8 -840.3 -410.4 -664.4 566.7 -1055 -293.1 -859.8 -674.6 -185.6 -87.93 -508.1 -508.1
8.47 381 273.6 19.54 234.5 -302.9 0 -987.3 -938 -957.5 -439.7 -107.5 547.1 -762.1 -234.5 -840.3 -703.5 0 -39.08 -429.9 -429.9
8.475 78.16 -58.62 -166.1 146.6 -361.5 39.08 -1016 -879.8 -1192 -263.8 -244.3 664.4 -576.5 -205.2 -879.8 -586.2 -127 -68.39 -488.5 -488.5
8.48 156.3 166.1 195.4 390.8 -58.62 283.3 -928.2 -713.2 -1406 -224.7 351.7 967.3 -390.8 166.1 -850 -351.7 9.77 -9.77 -449.4 -449.4
8.485 39.08 -254 -19.54 146.6 -254 78.16 -967.8 -830.5 -1622 -478.7 -166.1 596 -850 -214.9 -947.7 -429.9 -48.85 -195.4 -488.5 -488.5
8.49 224.7 78.16 273.6 322.4 68.39 244.3 -723 -625.3 -1700 -762.1 762.1 986.8 -429.9 19.54 -859.8 -390.8 136.8 87.93 -332.2 -332.2
8.495 439.7 205.2 400.6 537.4 244.3 517.8 -420.1 -273.6 -1553 -938 429.9 820.7 -859.8 68.39 -752.3 -244.3 302.9 254 -48.85 -48.85
8.5 693.7 488.5 683.9 527.6 596 508.1 127 9.77 -1064 -859.8 1202 889.1 -254 429.9 -342 -195.4 508.1 449.4 420.1 420.1
8.505 820.7 449.4 918.4 605.8 781.6 742.6 498.3 322.4 -683.9 -693.7 1006 752.3 -9.77 420.1 48.85 -185.6 664.4 644.8 752.3 752.3
8.51 732.8 361.5 938 527.6 869.6 654.6 820.7 459.2 -78.16 -185.6 830.5 596 107.5 635.1 381 -166.1 723 752.3 1085 1085
8.515 674.2 117.2 869.6 390.8 781.6 547.1 801.2 488.5 185.6 -9.77 469 390.8 -127 498.3 449.4 -283.3 615.5 654.6 1085 1085
8.52 371.3 -195.4 488.5 97.7 478.7 185.6 625.3 254 332.2 -19.54 166.1 185.6 -508.1 302.9 400.6 -439.7 439.7 254 889.1 889.1
8.525 127 -410.4 97.7 -39.08 166.1 -19.54 439.7 244.3 429.9 127 -97.7 19.54 -820.7 283.3 351.7 -371.3 39.08 68.39 615.5 615.5
8.53 -429.9 -762.1 -547.6 -429.9 -273.6 -508.1 87.93 0 234.5 175.9 -400.6 -400.6 -1426 -9.77 19.54 -420.1 -498.3 -342 127 127
8.535 -635.6 -996.6 -801.2 -723 -420.1 -664.4 -19.54 -195.4 254 312.7 -605.8 -449.4 -830.5 -19.54 117.2 -381 -850 -517.8 -156.3 -156.3
8.54 -898.9 -1240 -1025 -977.5 -517.8 -859.8 -58.62 -351.7 420.1 537.4 -146.6 -488.5 -752.3 -29.31 48.85 -214.9 -967.8 -889.1 -322.4 -322.4
8.545 -938 -1436 -1114 -1250 -713.2 -1250 -283.3 -801.2 342 410.4 -889.1 -908.6 -723 -469 -97.7 -312.7 -1075 -1299 -655.1 -655.1
8.55 -898.9 -1397 -1075 -1309 -820.7 -1329 -400.6 -967.8 449.4 556.9 -400.6 -752.3 -791.4 -371.3 0 -244.3 -996.6 -1436 -781.6 -781.6
8.555 -1016 -1553 -1309 -1514 -1133 -1582 -771.9 -1211 263.8 381 -1143 -918.4 -1240 -488.5 -156.3 -351.7 -1211 -1651 -1036 -1036
8.56 -840.3 -1377 -1231 -1466 -1114 -1582 -830.5 -1085 322.4 576.5 -1045 -928.2 -1495 -469 -29.31 -371.3 -1163 -1651 -918.4 -918.4
8.565 -742.6 -1377 -1016 -1446 -1016 -1651 -879.8 -1124 214.9 400.6 -967.8 -850 -1124 -527.6 127 -596 -1075 -1534 -840.3 -840.3
8.57 -947.7 -1280 -938 -1309 -898.9 -1456 -850 -889.1 175.9 556.9 -615.5 -1055 -947.7 -644.8 97.7 -576.5 -1133 -1240 -820.7 -820.7
8.575 -596 -1192 -517.8 -1163 -527.6 -1387 -566.7 -840.3 166.1 429.9 -449.4 -762.1 -537.4 -498.3 273.6 -596 -703.5 -1006 -547.6 -547.6
8.58 -723 -928.2 -410.4 -918.4 -390.8 -1124 -596 -742.6 -78.16 371.3 -58.62 -752.3 -302.9 -566.7 78.16 -556.9 -605.8 -801.2 -693.7 -693.7
8.585 -683.9 -996.6 -390.8 -830.5 -293.1 -1075 -517.8 -674.6 -185.6 254 -556.9 -703.5 -742.6 -342 -68.39 -498.3 -517.8 -664.4 -605.8 -605.8
8.59 -752.3 -742.6 -390.8 -635.6 -166.1 -810.9 -439.7 -459.2 -283.3 234.5 -263.8 -439.7 -322.4 -146.6 -39.08 -322.4 -400.6 -390.8 -517.8 -517.8
8.595 -576.5 -449.4 -312.7 -498.3 -127 -674.6 -410.4 -390.8 -351.7 -39.08 -605.8 -68.39 -693.7 78.16 -254 -263.8 -244.3 -381 -410.4 -410.4
8.6 -322.4 -420.1 107.5 -508.1 332.2 -517.8 136.8 -234.5 58.62 -39.08 29.31 -185.6 -117.2 39.08 175.9 -58.62 185.6 -322.4 205.2 205.2
8.605 19.54 -302.9 488.5 -449.4 693.7 -342 429.9 -175.9 244.3 -400.6 459.2 312.7 449.4 322.4 244.3 97.7 576.5 -420.1 576.5 576.5
8.61 214.9 -214.9 429.9 -576.5 556.9 -429.9 449.4 -185.6 214.9 -644.8 -127 -390.8 127 214.9 244.3 -19.54 566.7 -400.6 654.6 654.6
8.615 449.4 87.93 791.4 -273.6 918.4 -97.7 703.5 87.93 361.5 -488.5 810.9 127 244.3 400.6 283.3 68.39 850 9.77 1016 1016
8.62 703.5 478.7 850 -68.39 859.8 58.62 810.9 273.6 371.3 -527.6 -48.85 -58.62 48.85 390.8 351.7 -29.31 957.5 185.6 1212 1212
8.625 898.9 869.6 1212 205.2 1114 439.7 1094 566.7 449.4 -283.3 762.1 244.3 322.4 556.9 439.7 87.93 1280 693.7 1544 1544
8.63 1251 1026 1612 478.7 1475 781.6 1475 986.8 781.6 146.6 830.5 332.2 381 635.1 791.4 302.9 1553 1094 1964 1964
8.635 996.6 1348 1661 723 1583 1172 1622 1397 908.6 576.5 488.5 390.8 -48.85 752.3 586.2 703.5 1514 1299 2140 2140
8.64 1192 1260 1915 723 1954 1241 2003 1622 1417 986.8 1104 371.3 908.6 908.6 1065 898.9 1661 1192 2550 2550
8.645 810.9 1280 1641 732.8 1622 1270 1866 1700 1505 1339 693.7 469 547.1 1163 1045 1036 1475 1192 2403 2403
8.65 1036 1290 1505 547.1 1417 1065 1651 1495 1505 1387 840.3 273.6 644.8 801.2 996.6 986.8 1299 889.1 2081 2081
8.655 1065 898.9 1387 254 1114 723 1368 1075 1407 1299 742.6 107.5 683.9 654.6 918.4 762.1 1094 517.8 1720 1720
8.66 898.9 801.2 1133 205.2 820.7 703.5 1124 1016 1417 1651 586.2 146.6 175.9 449.4 762.1 869.6 1006 302.9 1417 1417
8.665 752.3 576.5 908.6 -107.5 488.5 322.4 683.9 459.2 1065 1446 605.8 -166.1 -68.39 -29.31 371.3 615.5 742.6 -19.54 771.9 771.9
8.67 273.6 556.9 361.5 -322.4 -68.39 -68.39 175.9 68.39 771.9 1241 -351.7 -322.4 -547.6 -166.1 127 342 390.8 -371.3 273.6 273.6
8.675 -48.85 410.4 136.8 -537.4 -224.7 -254 -68.39 -175.9 586.2 1133 -117.2 -351.7 -723 -136.8 -78.16 185.6 127 -459.2 -136.8 -136.8
8.68 -205.2 469 -19.54 -605.8 -322.4 -537.4 -166.1 -439.7 625.3 977 -605.8 -625.3 -693.7 -410.4 127 -78.16 39.08 -625.3 -293.1 -293.1
8.685 -156.3 371.3 -87.93 -556.9 -459.2 -361.5 -185.6 -244.3 781.6 1143 -371.3 -175.9 -693.7 -224.7 263.8 29.31 39.08 -488.5 -254 -254
8.69 -302.9 390.8 -97.7 -205.2 -449.4 -78.16 -87.93 87.93 850 1348 -967.8 -390.8 -1172 -390.8 146.6 156.3 9.77 -195.4 -214.9 -214.9
8.695 -302.9 234.5 -283.3 -293.1 -596 -234.5 -175.9 58.62 723 1231 -703.5 127 -655.1 -283.3 117.2 29.31 -78.16 -273.6 -322.4 -322.4
8.7 39.08 273.6 0 48.85 -234.5 29.31 58.62 302.9 713.2 1260 -400.6 214.9 -351.7 -68.39 214.9 166.1 234.5 -146.6 0 0
8.705 19.54 351.7 19.54 19.54 -166.1 0 -39.08 254 312.7 967.3 -273.6 342 -156.3 78.16 -195.4 9.77 205.2 -117.2 -136.8 -136.8
8.71 400.6 351.7 224.7 -48.85 107.5 -58.62 48.85 58.62 107.5 449.4 263.8 498.3 136.8 107.5 19.54 -87.93 420.1 -39.08 39.08 39.08
8.715 654.6 371.3 332.2 -48.85 175.9 19.54 29.31 -19.54 -166.1 0 381 390.8 224.7 -117.2 -68.39 -195.4 478.7 -29.31 78.16 78.16
8.72 586.2 293.1 283.3 -263.8 195.4 -19.54 39.08 -185.6 -429.9 -586.2 517.8 195.4 185.6 -332.2 9.77 -312.7 439.7 -127 68.39 68.39
8.725 508.1 381 332.2 -224.7 332.2 127 273.6 58.62 -263.8 -566.7 840.3 205.2 273.6 -488.5 283.3 -156.3 576.5 117.2 332.2 332.2
8.73 127 322.4 -29.31 -97.7 68.39 390.8 273.6 322.4 -263.8 -488.5 29.31 410.4 -29.31 -68.39 195.4 58.62 254 361.5 381 381
8.735 -9.77 361.5 68.39 78.16 263.8 625.3 635.1 664.4 97.7 -214.9 234.5 586.2 -205.2 166.1 254 127 302.9 654.6 693.7 693.7
8.74 -175.9 439.7 9.77 420.1 263.8 898.9 859.8 977 371.3 156.3 -146.6 781.6 -185.6 478.7 371.3 273.6 263.8 791.4 986.8 986.8
8.745 -146.6 527.6 146.6 693.7 351.7 1104 1036 1212 556.9 283.3 -78.16 977 -517.8 674.2 429.9 332.2 293.1 986.8 1172 1172
8.75 -87.93 791.4 537.4 1026 723 1329 1290 1426 840.3 596 312.7 1163 371.3 732.8 791.4 283.3 625.3 1417 1368 1368
8.755 -97.7 693.7 449.4 889.1 625.3 1133 1104 1143 693.7 107.5 713.2 957.5 87.93 703.5 654.6 29.31 517.8 1260 1065 1065
8.76 -107.5 781.6 498.3 918.4 596 1172 967.3 1045 791.4 166.1 351.7 1085 381 801.2 801.2 117.2 556.9 1231 928.2 928.2
8.765 -127 605.8 224.7 713.2 390.8 781.6 674.2 537.4 527.6 -312.7 527.6 693.7 889.1 410.4 781.6 -273.6 361.5 859.8 381 381
8.77 -29.31 576.5 117.2 527.6 175.9 537.4 390.8 214.9 439.7 -390.8 312.7 615.5 869.6 381 664.4 -205.2 156.3 625.3 58.62 58.62
8.775 -156.3 469 -185.6 244.3 -214.9 39.08 0 -273.6 97.7 -830.5 87.93 342 879.3 -97.7 488.5 -449.4 -254 175.9 -517.8 -517.8
8.78 -136.8 175.9 -293.1 -166.1 -410.4 -420.1 -146.6 -605.8 117.2 -879.8 -39.08 -39.08 586.2 -508.1 498.3 -586.2 -420.1 -283.3 -752.3 -752.3
8.785 -537.4 -136.8 -586.2 -517.8 -752.3 -683.9 -420.1 -830.5 48.85 -879.8 -390.8 -263.8 166.1 -703.5 371.3 -596 -723 -508.1 -1016 -1016
8.79 -459.2 58.62 -605.8 -586.2 -918.4 -674.6 -615.5 -801.2 29.31 -810.9 -87.93 -87.93 68.39 -498.3 361.5 -459.2 -742.6 -586.2 -1211 -1211
8.795 -556.9 -97.7 -771.9 -908.6 -996.6 -742.6 -683.9 -840.3 68.39 -655.1 -791.4 -254 -205.2 -566.7 127 -381 -879.8 -830.5 -1231 -1231
8.8 -693.7 -302.9 -771.9 -801.2 -996.6 -400.6 -547.6 -527.6 283.3 -302.9 -625.3 156.3 -371.3 -87.93 185.6 -9.77 -762.1 -752.3 -1045 -1045
8.805 -801.2 -420.1 -1114 -977.5 -1172 -537.4 -830.5 -498.3 87.93 -214.9 -1055 -449.4 -390.8 -244.3 -195.4 0 -1055 -840.3 -1201 -1201
8.81 -840.3 -635.6 -1309 -918.4 -1240 -429.9 -869.6 -381 19.54 -136.8 -1240 -439.7 -498.3 -302.9 -254 156.3 -1172 -644.8 -1172 -1172
8.815 -996.6 -703.5 -1475 -820.7 -1299 -566.7 -1075 -478.7 -322.4 -429.9 -967.8 -830.5 -244.3 -302.9 -312.7 87.93 -1348 -644.8 -1377 -1377
8.82 -850 -655.1 -1397 -859.8 -1153 -635.6 -1085 -469 -371.3 -547.6 -1085 -1094 58.62 -390.8 -400.6 68.39 -1250 -732.8 -1348 -1348
8.825 -655.1 -263.8 -1025 -605.8 -840.3 -429.9 -879.8 -283.3 -361.5 -469 -322.4 -1075 361.5 -107.5 -283.3 263.8 -859.8 -478.7 -938 -938
8.83 -674.6 -78.16 -938 -498.3 -869.6 -136.8 -938 -19.54 -596 -293.1 -664.4 -1016 400.6 78.16 -527.6 439.7 -869.6 -214.9 -967.8 -967.8
8.835 -390.8 166.1 -664.4 -312.7 -586.2 78.16 -762.1 146.6 -655.1 -185.6 -371.3 -987.3 361.5 175.9 -596 596 -596 0 -556.9 -556.9
8.84 -175.9 517.8 -97.7 185.6 -185.6 605.8 -449.4 596 -605.8 107.5 156.3 -635.6 263.8 224.7 -449.4 889.1 -224.7 449.4 -195.4 -195.4
8.845 214.9 556.9 263.8 439.7 175.9 879.3 -205.2 762.1 -488.5 48.85 29.31 -234.5 498.3 420.1 -224.7 840.3 146.6 625.3 156.3 156.3
8.85 273.6 801.2 713.2 840.3 605.8 1309 244.3 1202 -166.1 371.3 146.6 -214.9 488.5 478.7 97.7 1016 674.2 1133 664.4 664.4
8.855 244.3 850 967.3 1006 869.6 1485 537.4 1387 48.85 459.2 332.2 68.39 732.8 713.2 234.5 1045 996.6 1319 1006 1006
8.86 342 957.5 1016 996.6 859.8 1456 674.2 1319 -9.77 361.5 527.6 -166.1 1143 517.8 322.4 869.6 1026 1260 1104 1104
8.865 127 928.2 771.9 859.8 693.7 1251 586.2 1202 -205.2 361.5 537.4 -185.6 967.3 517.8 136.8 810.9 898.9 1163 1016 1016
8.87 166.1 840.3 820.7 791.4 781.6 1133 762.1 1260 -68.39 351.7 781.6 -175.9 869.6 488.5 224.7 801.2 879.3 1192 1172 1172
8.875 -48.85 508.1 527.6 508.1 664.4 801.2 723 908.6 -68.39 195.4 527.6 -390.8 635.1 224.7 166.1 537.4 664.4 879.3 1026 1026
8.88 -87.93 175.9 596 332.2 830.5 615.5 938 791.4 205.2 381 527.6 -342 420.1 224.7 351.7 478.7 801.2 810.9 1114 1114
8.885 -146.6 390.8 644.8 605.8 820.7 830.5 869.6 664.4 195.4 195.4 381 166.1 791.4 332.2 449.4 439.7 801.2 918.4 830.5 830.5
8.89 -508.1 -78.16 9.77 136.8 244.3 166.1 390.8 29.31 -156.3 -224.7 156.3 -527.6 87.93 0 136.8 19.54 293.1 537.4 117.2 117.2
8.895 -469 283.3 39.08 410.4 205.2 351.7 146.6 -48.85 -351.7 -400.6 439.7 39.08 957.5 107.5 87.93 156.3 127 556.9 -488.5 -488.5
8.9 -996.6 -244.3 -762.1 -273.6 -752.3 -342 -605.8 -732.8 -713.2 -1075 -508.1 -449.4 166.1 -127 -351.7 -166.1 -459.2 -332.2 -1329 -1329
8.905 -1290 -605.8 -1124 -693.7 -1231 -683.9 -1211 -889.1 -1075 -1104 -517.8 -342 29.31 -78.16 -655.1 -78.16 -1055 -810.9 -2032 -2032
8.91 -1632 -1064 -1593 -1163 -1895 -1016 -1671 -1085 -1290 -1163 -1085 -429.9 -185.6 -322.4 -879.8 -136.8 -1553 -1290 -2472 -2472
8.915 -1651 -1416 -1641 -1358 -2003 -1163 -1807 -1045 -1182 -713.2 -1201 -390.8 -400.6 -351.7 -938 9.77 -1778 -1622 -2442 -2442
8.92 -1456 -1436 -1573 -1456 -2022 -1377 -1837 -1064 -1036 -400.6 -869.6 -508.1 -508.1 -732.8 -869.6 0 -1856 -1807 -2277 -2277
8.925 -1192 -1661 -1377 -1534 -1690 -1524 -1651 -987.3 -683.9 -244.3 -576.5 -508.1 -58.62 -781.6 -693.7 68.39 -1612 -1846 -1846 -1846
8.93 -918.4 -1593 -1133 -1505 -1524 -1514 -1582 -947.7 -625.3 -205.2 -517.8 -635.6 -117.2 -850 -596 68.39 -1367 -1690 -1632 -1632
8.935 -771.9 -1524 -1006 -1456 -1505 -1553 -1612 -801.2 -820.7 -312.7 -596 -703.5 -136.8 -801.2 -703.5 87.93 -1260 -1573 -1446 -1446
8.94 -566.7 -1377 -801.2 -1319 -1250 -1309 -1485 -576.5 -898.9 -234.5 -713.2 -420.1 -254 -498.3 -752.3 205.2 -977.5 -1456 -1114 -1114
8.945 -234.5 -947.7 -312.7 -1045 -840.3 -1114 -1143 -263.8 -850 -146.6 -224.7 -478.7 -332.2 -517.8 -576.5 263.8 -469 -1104 -655.1 -655.1
8.95 -302.9 -703.5 -273.6 -693.7 -850 -762.1 -1124 -19.54 -1055 -68.39 -400.6 -39.08 -361.5 -273.6 -752.3 410.4 -410.4 -732.8 -576.5 -576.5
8.955 97.7 -263.8 322.4 -254 -263.8 -371.3 -576.5 273.6 -752.3 58.62 97.7 175.9 322.4 -136.8 -410.4 566.7 127 -293.1 -78.16 -78.16
8.96 322.4 -48.85 596 97.7 68.39 -58.62 -234.5 429.9 -508.1 -146.6 703.5 449.4 938 136.8 -97.7 547.1 459.2 39.08 312.7 312.7
8.965 478.7 254 723 254 244.3 87.93 0 439.7 -420.1 -273.6 214.9 459.2 967.3 19.54 -39.08 459.2 586.2 166.1 527.6 527.6
8.97 918.4 517.8 1114 527.6 820.7 420.1 566.7 615.5 -87.93 -312.7 1163 644.8 1006 263.8 273.6 517.8 967.3 752.3 977 977
8.975 723 732.8 1133 683.9 977 576.5 762.1 674.2 -58.62 -381 674.2 742.6 459.2 302.9 302.9 381 1026 1036 1026 1026
8.98 1016 1172 1632 1212 1514 1065 1309 1006 244.3 -254 1378 605.8 908.6 185.6 625.3 410.4 1426 1651 1397 1397
8.985 898.9 1485 1671 1407 1641 1075 1426 986.8 293.1 -400.6 1202 1055 810.9 498.3 664.4 254 1446 1895 1378 1378
8.99 977 1710 1808 1886 1788 1378 1632 1309 586.2 -214.9 1456 1045 1133 469 830.5 263.8 1544 2296 1485 1485
8.995 762.1 1759 1475 1817 1593 1212 1534 1172 517.8 -371.3 1045 879.3 957.5 390.8 810.9 117.2 1358 2149 1221 1221
9 596 1466 1270 1798 1475 1172 1378 1172 508.1 -263.8 1006 957.5 742.6 625.3 957.5 97.7 1290 1954 996.6 996.6
9.005 332.2 1231 977 1720 1212 1221 1182 1241 449.4 39.08 713.2 1006 1075 596 967.3 156.3 1065 1739 674.2 674.2
9.01 87.93 1055 469 1436 742.6 1104 713.2 1182 273.6 224.7 244.3 879.3 400.6 556.9 732.8 136.8 615.5 1387 146.6 146.6
9.015 -166.1 537.4 48.85 977 400.6 820.7 410.4 1006 214.9 371.3 78.16 566.7 605.8 302.9 517.8 195.4 205.2 879.3 -175.9 -175.9
9.02 -293.1 224.7 -293.1 439.7 156.3 478.7 224.7 791.4 420.1 713.2 117.2 273.6 469 156.3 293.1 205.2 -166.1 273.6 -332.2 -332.2
9.025 -830.5 -78.16 -830.5 -87.93 -498.3 29.31 -361.5 478.7 107.5 635.1 -381 -127 195.4 19.54 -195.4 185.6 -771.9 -244.3 -889.1 -889.1
9.03 -1025 -459.2 -752.3 -537.4 -498.3 -400.6 -420.1 214.9 283.3 693.7 -596 -547.6 87.93 -449.4 -214.9 9.77 -918.4 -605.8 -977.5 -977.5
9.035 -1475 -771.9 -1329 -1025 -1006 -644.8 -830.5 -19.54 185.6 674.2 -957.5 -703.5 -527.6 -537.4 -576.5 -78.16 -1367 -1025 -1231 -1231
9.04 -1553 -928.2 -1416 -1240 -1124 -742.6 -957.5 -117.2 224.7 654.6 -1309 -801.2 -947.7 -635.6 -547.6 -39.08 -1544 -1250 -1319 -1319
9.045 -1495 -1094 -1524 -1495 -1182 -830.5 -928.2 -185.6 283.3 556.9 -1085 -859.8 -1524 -596 -547.6 -166.1 -1436 -1416 -1094 -1094
9.05 -1290 -869.6 -1544 -1348 -1114 -644.8 -830.5 -9.77 371.3 683.9 -1036 -527.6 -801.2 -9.77 -371.3 58.62 -1387 -1211 -928.2 -928.2
9.055 -1201 -967.8 -1397 -1280 -957.5 -566.7 -655.1 117.2 488.5 596 -810.9 -508.1 -1211 97.7 -361.5 39.08 -1192 -1075 -596 -596
9.06 -967.8 -742.6 -1085 -889.1 -801.2 -293.1 -410.4 273.6 547.1 478.7 -908.6 -439.7 -527.6 195.4 -381 97.7 -957.5 -791.4 -283.3 -283.3
9.065 -938 -869.6 -967.8 -898.9 -742.6 -322.4 -371.3 234.5 556.9 205.2 -1143 -566.7 -655.1 -107.5 -439.7 78.16 -742.6 -723 -9.77 -9.77
9.07 -478.7 -420.1 -459.2 -312.7 -469 107.5 -166.1 283.3 556.9 0 -586.2 -175.9 -371.3 -48.85 -439.7 214.9 -312.7 -175.9 273.6 273.6
9.075 -224.7 19.54 -244.3 39.08 -273.6 312.7 -127 273.6 400.6 -87.93 -508.1 0 -97.7 78.16 -644.8 263.8 -78.16 39.08 410.4 410.4
9.08 537.4 625.3 459.2 625.3 478.7 742.6 420.1 410.4 683.9 117.2 498.3 517.8 723 469 -293.1 381 644.8 469 908.6 908.6
9.085 928.2 752.3 713.2 889.1 723 947.7 498.3 322.4 517.8 -107.5 400.6 615.5 644.8 556.9 -410.4 234.5 947.7 615.5 986.8 986.8
