    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz 
16.625 439.7 429.9 293.1 117.2 410.4 -214.9 185.6 312.7 -127 9.77 508.1 -19.54 332.2 342 87.93 840.3 420.1 302.9 410.4
16.63 390.8 488.5 127 -9.77 254 -224.7 29.31 322.4 -224.7 9.77 156.3 48.85 78.16 293.1 9.77 771.9 107.5 293.1 156.3
16.635 58.62 410.4 68.39 -48.85 254 -214.9 68.39 351.7 -195.4 -166.1 322.4 205.2 19.54 517.8 -19.54 791.4 29.31 254 136.8
16.64 19.54 293.1 68.39 68.39 185.6 -107.5 19.54 420.1 -136.8 -146.6 48.85 263.8 -791.4 439.7 -127 654.6 -244.3 293.1 0
16.645 9.77 381 58.62 39.08 342 -166.1 127 351.7 19.54 -156.3 205.2 224.7 -293.1 625.3 214.9 566.7 -254 342 97.7
16.65 -68.39 498.3 -78.16 390.8 254 39.08 175.9 508.1 87.93 -9.77 87.93 605.8 -556.9 957.5 234.5 654.6 -342 439.7 9.77
16.655 -459.2 166.1 -146.6 48.85 185.6 -273.6 205.2 175.9 214.9 -156.3 -332.2 -87.93 -664.4 576.5 293.1 244.3 -293.1 117.2 107.5
16.66 -469 439.7 -322.4 449.4 -68.39 0 107.5 488.5 146.6 107.5 -342 381 -429.9 1016 244.3 527.6 -381 381 0
16.665 -644.8 107.5 -195.4 410.4 -127 -58.62 166.1 429.9 214.9 -107.5 -508.1 205.2 -400.6 644.8 635.1 596 -224.7 381 97.7
16.67 -371.3 332.2 0 625.3 -107.5 146.6 146.6 556.9 185.6 -117.2 136.8 332.2 429.9 644.8 -19.54 791.4 -78.16 478.7 195.4
16.675 117.2 381 156.3 732.8 -29.31 146.6 263.8 625.3 214.9 -214.9 576.5 293.1 263.8 683.9 400.6 859.8 107.5 654.6 293.1
16.68 58.62 654.6 -9.77 869.6 -117.2 254 29.31 703.5 58.62 -97.7 371.3 566.7 547.1 742.6 -117.2 879.3 107.5 703.5 175.9
16.685 -48.85 586.2 -234.5 947.7 -254 361.5 -156.3 781.6 -87.93 19.54 19.54 312.7 -205.2 752.3 -390.8 762.1 -68.39 752.3 156.3
16.69 205.2 390.8 -254 488.5 -273.6 -78.16 -205.2 429.9 -68.39 78.16 -78.16 302.9 -723 693.7 -508.1 400.6 -68.39 410.4 107.5
16.695 -644.8 117.2 -566.7 537.4 -439.7 127 -283.3 478.7 -146.6 205.2 -420.1 195.4 -762.1 850 -576.5 439.7 -283.3 312.7 107.5
16.7 -185.6 29.31 -449.4 244.3 -410.4 -224.7 -205.2 244.3 -48.85 87.93 -234.5 127 -1240 957.5 -723 263.8 -214.9 185.6 205.2
16.705 -371.3 117.2 -469 283.3 -371.3 -39.08 -87.93 361.5 87.93 146.6 -156.3 527.6 -664.4 986.8 -488.5 469 -302.9 429.9 263.8
16.71 -625.3 -195.4 -576.5 -87.93 -508.1 -420.1 -185.6 -9.77 224.7 -263.8 -185.6 68.39 -664.4 566.7 -234.5 117.2 -439.7 136.8 166.1
16.715 -371.3 -195.4 -605.8 -107.5 -429.9 -439.7 -97.7 9.77 371.3 -107.5 -175.9 78.16 -97.7 195.4 29.31 185.6 -400.6 146.6 175.9
16.72 -87.93 -517.8 -351.7 -547.6 -195.4 -850 127 -381 703.5 -312.7 351.7 -410.4 332.2 -127 478.7 -166.1 -263.8 -156.3 205.2
16.725 -234.5 -400.6 -478.7 -537.4 -273.6 -889.1 58.62 -400.6 635.1 -263.8 166.1 -596 87.93 -87.93 244.3 -205.2 -361.5 -195.4 48.85
16.73 48.85 -273.6 -195.4 -498.3 -58.62 -703.5 263.8 -342 850 -146.6 -78.16 -478.7 87.93 351.7 381 48.85 -146.6 -78.16 127
16.735 224.7 -78.16 -9.77 -273.6 78.16 -547.6 381 -263.8 879.3 -175.9 498.3 -596 156.3 185.6 390.8 78.16 175.9 19.54 185.6
16.74 175.9 205.2 273.6 127 283.3 0 449.4 -68.39 791.4 -214.9 9.77 -9.77 -146.6 869.6 517.8 322.4 283.3 351.7 166.1
16.745 -19.54 97.7 39.08 9.77 -58.62 -58.62 58.62 -312.7 293.1 -429.9 48.85 -390.8 -351.7 527.6 -48.85 19.54 78.16 302.9 -117.2
16.75 -156.3 263.8 -293.1 322.4 -283.3 97.7 -254 -273.6 -39.08 -508.1 -371.3 -29.31 -1114 742.6 -332.2 -9.77 -136.8 273.6 -517.8
16.755 -371.3 293.1 -469 185.6 -596 -68.39 -488.5 -488.5 -361.5 -517.8 -459.2 -332.2 -879.8 371.3 -957.5 -312.7 -420.1 39.08 -810.9
16.76 -293.1 586.2 -508.1 596 -576.5 390.8 -410.4 48.85 -127 195.4 -156.3 175.9 -410.4 674.2 -498.3 185.6 -312.7 342 -674.6
16.765 -273.6 342 -390.8 361.5 -478.7 19.54 -254 -185.6 -68.39 -117.2 -175.9 -527.6 -214.9 156.3 -312.7 -136.8 -351.7 107.5 -752.3
16.77 -224.7 625.3 -146.6 644.8 -283.3 429.9 19.54 312.7 302.9 381 107.5 -48.85 400.6 390.8 156.3 263.8 -146.6 410.4 -429.9
16.775 -195.4 273.6 205.2 273.6 19.54 87.93 156.3 -19.54 429.9 -293.1 195.4 -723 322.4 68.39 390.8 -156.3 78.16 68.39 -381
16.78 -175.9 283.3 302.9 175.9 117.2 0 175.9 -87.93 429.9 -400.6 29.31 -664.4 156.3 234.5 488.5 -136.8 146.6 48.85 -351.7
16.785 488.5 498.3 869.6 263.8 429.9 156.3 224.7 -127 439.7 -508.1 390.8 -644.8 566.7 78.16 410.4 -205.2 508.1 214.9 -214.9
16.79 -214.9 78.16 488.5 -9.77 234.5 -9.77 87.93 -371.3 342 -820.7 -136.8 -781.6 254 195.4 263.8 -302.9 332.2 -117.2 -234.5
16.795 801.2 312.7 879.3 195.4 400.6 254 166.1 -254 244.3 -635.6 527.6 -537.4 68.39 117.2 234.5 -371.3 576.5 127 -107.5
16.8 713.2 146.6 918.4 205.2 488.5 293.1 381 -175.9 488.5 -478.7 527.6 -332.2 312.7 175.9 254 -488.5 644.8 205.2 234.5
16.805 644.8 136.8 703.5 117.2 390.8 254 322.4 29.31 459.2 -273.6 68.39 78.16 -58.62 283.3 117.2 -508.1 556.9 351.7 312.7
16.81 781.6 381 801.2 381 498.3 547.1 517.8 439.7 635.1 205.2 146.6 254 195.4 332.2 361.5 -381 605.8 547.1 488.5
16.815 332.2 439.7 547.1 312.7 302.9 596 381 625.3 547.1 420.1 -254 537.4 58.62 420.1 -68.39 -351.7 361.5 635.1 351.7
16.82 244.3 371.3 478.7 351.7 361.5 723 429.9 791.4 547.1 576.5 -195.4 576.5 -361.5 556.9 390.8 -273.6 410.4 674.2 351.7
16.825 -166.1 488.5 224.7 400.6 48.85 664.4 29.31 752.3 9.77 566.7 -244.3 293.1 -1201 58.62 -361.5 -547.6 19.54 683.9 -78.16
16.83 -78.16 644.8 508.1 625.3 234.5 732.8 146.6 840.3 58.62 918.4 234.5 439.7 -224.7 342 -166.1 -312.7 263.8 723 29.31
16.835 -136.8 283.3 371.3 273.6 -39.08 283.3 -185.6 410.4 -283.3 488.5 19.54 -9.77 -840.3 -68.39 -166.1 -713.2 107.5 302.9 -361.5
16.84 48.85 244.3 283.3 273.6 -322.4 68.39 -390.8 205.2 -449.4 527.6 -97.7 -166.1 -293.1 -185.6 -254 -771.9 0 146.6 -615.5
16.845 -556.9 78.16 -713.2 -117.2 -742.6 -58.62 -527.6 185.6 -449.4 97.7 -693.7 -655.1 -644.8 -312.7 -254 -556.9 -478.7 -9.77 -351.7
16.85 -820.7 -107.5 -1153 -273.6 -1260 -136.8 -1045 -78.16 -908.6 -214.9 -312.7 -136.8 -1290 -332.2 -801.2 -566.7 -771.9 -371.3 -810.9
16.855 -908.6 -469 -1358 -830.5 -1573 -664.4 -1397 -566.7 -1143 -576.5 -908.6 -987.3 -1006 -908.6 -908.6 -869.6 -1133 -947.7 -1280
16.86 -1182 -566.7 -1534 -830.5 -1720 -723 -1319 -713.2 -1016 -371.3 -947.7 -576.5 -1221 -655.1 -605.8 -693.7 -1201 -1094 -1299
16.865 -1240 -889.1 -1475 -1094 -1700 -1055 -1367 -1182 -1124 -605.8 -1064 -1055 -1329 -771.9 -547.6 -1025 -1299 -1290 -1524
16.87 -918.4 -693.7 -1036 -752.3 -1153 -771.9 -859.8 -967.8 -674.6 -302.9 -625.3 -517.8 -664.4 -400.6 -195.4 -732.8 -889.1 -1016 -1221
16.875 -1211 -742.6 -957.5 -742.6 -1104 -810.9 -938 -1094 -850 -674.6 -1104 -771.9 -967.8 -537.4 -381 -977.5 -781.6 -1016 -1377
16.88 -674.6 -371.3 -498.3 -195.4 -703.5 -332.2 -576.5 -635.6 -576.5 -517.8 -224.7 -273.6 -361.5 -68.39 -273.6 -635.6 -263.8 -537.4 -1036
16.885 -537.4 -244.3 -439.7 -205.2 -635.6 -273.6 -556.9 -498.3 -723 -840.3 -469 -136.8 -488.5 -78.16 -449.4 -517.8 -146.6 -254 -898.9
16.89 -224.7 -175.9 -361.5 -78.16 -537.4 -195.4 -449.4 -205.2 -732.8 -732.8 -263.8 -478.7 -791.4 -449.4 -605.8 -381 -39.08 -146.6 -781.6
16.895 -586.2 -351.7 -596 -342 -615.5 -185.6 -410.4 58.62 -908.6 -547.6 -596 -429.9 -1153 -273.6 -273.6 -127 -312.7 -195.4 -693.7
16.9 -791.4 -655.1 -820.7 -664.4 -664.4 -381 -312.7 87.93 -898.9 -273.6 -762.1 -928.2 -1006 -508.1 -429.9 -48.85 -625.3 -322.4 -508.1
16.905 -1416 -879.8 -1016 -967.8 -713.2 -488.5 -273.6 156.3 -987.3 -107.5 -938 -1094 -1172 -566.7 -214.9 -136.8 -928.2 -390.8 -547.6
16.91 -1153 -820.7 -938 -1016 -713.2 -429.9 -156.3 195.4 -859.8 127 -586.2 -1064 -869.6 -273.6 -9.77 -9.77 -947.7 -390.8 -342
16.915 -879.8 -655.1 -820.7 -820.7 -517.8 -244.3 -146.6 214.9 -869.6 -9.77 -683.9 -732.8 -674.6 -97.7 -644.8 -107.5 -664.4 -361.5 -146.6
16.92 -439.7 -429.9 -556.9 -644.8 -342 -146.6 -97.7 195.4 -947.7 48.85 -302.9 -801.2 -996.6 -273.6 -263.8 -234.5 -498.3 -107.5 -39.08
16.925 -302.9 -381 -214.9 -469 -127 0 -39.08 205.2 -898.9 39.08 -390.8 -566.7 -987.3 -156.3 -234.5 -214.9 -48.85 -9.77 293.1
16.93 -322.4 -381 -127 -351.7 -87.93 29.31 -68.39 205.2 -1016 39.08 -39.08 -576.5 -586.2 -205.2 87.93 -302.9 87.93 -29.31 410.4
16.935 -390.8 -283.3 58.62 -127 19.54 312.7 -9.77 420.1 -918.4 449.4 -58.62 -439.7 -752.3 -175.9 175.9 -78.16 381 117.2 674.2
16.94 -332.2 -459.2 39.08 -302.9 -29.31 29.31 -58.62 166.1 -879.8 136.8 -19.54 -283.3 -918.4 87.93 136.8 -224.7 322.4 -136.8 635.1
16.945 -390.8 -439.7 -175.9 -185.6 -127 58.62 -234.5 117.2 -1114 136.8 -537.4 -556.9 -469 -381 -263.8 -322.4 0 -195.4 273.6
16.95 -420.1 -488.5 -244.3 -136.8 -244.3 -107.5 -293.1 -107.5 -947.7 58.62 -566.7 -420.1 -1280 -19.54 -302.9 -273.6 -48.85 -273.6 117.2
16.955 -586.2 -342 -400.6 -127 -469 -214.9 -693.7 -429.9 -1339 -263.8 -752.3 -312.7 -1036 -127 -596 -517.8 -381 -302.9 -488.5
16.96 -586.2 -283.3 -429.9 -29.31 -488.5 -185.6 -781.6 -566.7 -1290 -371.3 -410.4 -234.5 -977.5 -136.8 -498.3 -488.5 -293.1 -185.6 -664.4
16.965 -586.2 -293.1 -410.4 -185.6 -732.8 -420.1 -1025 -977.5 -1495 -723 -263.8 -390.8 -1016 -332.2 -664.4 -664.4 -361.5 -263.8 -1025
16.97 -117.2 -175.9 9.77 -195.4 -449.4 -429.9 -762.1 -1094 -1270 -801.2 136.8 -469 -693.7 -478.7 205.2 -615.5 -68.39 -185.6 -967.8
16.975 -713.2 -429.9 -429.9 -498.3 -1016 -938 -1309 -1622 -1641 -1250 -615.5 -967.8 -1104 -752.3 -742.6 -801.2 -508.1 -674.6 -1416
16.98 -537.4 -410.4 -302.9 -537.4 -918.4 -938 -1221 -1563 -1426 -1172 -498.3 -889.1 -850 -400.6 -410.4 -752.3 -381 -615.5 -1290
16.985 -1114 -312.7 -762.1 -498.3 -1348 -947.7 -1563 -1475 -1622 -1211 -987.3 -762.1 -1094 -293.1 -987.3 -674.6 -810.9 -655.1 -1524
16.99 -1045 -342 -918.4 -537.4 -1358 -830.5 -1485 -1201 -1436 -938 -1280 -635.6 -1700 -87.93 -1045 -488.5 -771.9 -664.4 -1250
16.995 -947.7 -459.2 -928.2 -508.1 -1163 -556.9 -1211 -810.9 -1055 -566.7 -967.8 -302.9 -1240 97.7 -928.2 -214.9 -655.1 -517.8 -918.4
17 -664.4 -508.1 -625.3 -390.8 -752.3 -293.1 -762.1 -429.9 -605.8 -78.16 -655.1 -244.3 -1426 166.1 -771.9 -19.54 -449.4 -429.9 -439.7
17.005 -371.3 -644.8 -508.1 -390.8 -420.1 -234.5 -351.7 -156.3 -117.2 224.7 -410.4 -234.5 -1182 302.9 -185.6 254 -205.2 -214.9 9.77
17.01 302.9 -390.8 361.5 -78.16 205.2 19.54 244.3 127 439.7 390.8 400.6 -127 -478.7 195.4 224.7 322.4 283.3 19.54 439.7
17.015 713.2 390.8 859.8 48.85 654.6 322.4 732.8 693.7 1251 312.7 654.6 39.08 175.9 156.3 908.6 263.8 996.6 596 1270
17.02 810.9 517.8 996.6 224.7 840.3 498.3 918.4 947.7 1290 683.9 850 293.1 596 322.4 547.1 586.2 1075 781.6 1524
17.025 1212 361.5 1299 156.3 1241 488.5 1485 1065 1700 752.3 1114 449.4 879.3 234.5 1231 478.7 1270 723 1866
17.03 830.5 127 1006 78.16 1036 429.9 1319 1085 1436 752.3 840.3 605.8 918.4 351.7 683.9 390.8 820.7 576.5 1690
17.035 605.8 19.54 723 -117.2 810.9 263.8 1172 1016 1182 576.5 420.1 517.8 674.2 205.2 478.7 293.1 312.7 381 1407
17.04 107.5 -117.2 361.5 -254 469 48.85 908.6 859.8 850 420.1 -68.39 547.1 576.5 127 224.7 117.2 -224.7 78.16 996.6
17.045 -195.4 -371.3 234.5 -342 469 -48.85 928.2 644.8 752.3 195.4 9.77 439.7 127 254 527.6 156.3 -410.4 -136.8 859.8
17.05 -185.6 -351.7 175.9 -410.4 283.3 -156.3 762.1 381 556.9 175.9 -166.1 205.2 -78.16 -19.54 703.5 -29.31 -498.3 -322.4 605.8
17.055 -469 -185.6 156.3 -263.8 322.4 -156.3 615.5 136.8 283.3 19.54 -87.93 429.9 -351.7 293.1 537.4 29.31 -420.1 -342 293.1
17.06 -322.4 -185.6 146.6 -371.3 127 -420.1 293.1 -342 29.31 -146.6 312.7 -302.9 9.77 -224.7 537.4 -214.9 -410.4 -703.5 -48.85
17.065 -302.9 -195.4 -58.62 -576.5 -254 -771.9 -166.1 -830.5 -361.5 -566.7 29.31 -175.9 156.3 -175.9 254 -410.4 -655.1 -1085 -566.7
17.07 -205.2 -244.3 -381 -742.6 -586.2 -1016 -547.6 -1124 -635.6 -752.3 -39.08 -283.3 -58.62 -185.6 478.7 -556.9 -859.8 -1260 -938
17.075 29.31 -302.9 -615.5 -801.2 -957.5 -1055 -987.3 -1250 -947.7 -859.8 97.7 -254 224.7 -312.7 -254 -655.1 -1016 -1387 -1201
17.08 263.8 -322.4 -625.3 -1075 -908.6 -1446 -908.6 -1446 -840.3 -987.3 224.7 -205.2 224.7 -185.6 87.93 -771.9 -1006 -1524 -1240
17.085 -87.93 -175.9 -664.4 -967.8 -1036 -1201 -1064 -1319 -1114 -1006 302.9 -97.7 117.2 -58.62 -439.7 -713.2 -1133 -1377 -1387
17.09 -214.9 -107.5 -644.8 -1094 -850 -1416 -869.6 -1446 -957.5 -1182 322.4 -351.7 175.9 -185.6 -625.3 -693.7 -1045 -1632 -1260
17.095 -615.5 -263.8 -771.9 -1192 -1016 -1329 -938 -1329 -1055 -1094 0 -410.4 -312.7 -302.9 -771.9 -674.6 -1250 -1505 -1270
17.1 -859.8 -244.3 -898.9 -1250 -1075 -1260 -840.3 -1153 -967.8 -938 -293.1 -224.7 -566.7 -48.85 -898.9 -420.1 -1280 -1505 -1192
17.105 -879.8 -410.4 -752.3 -1466 -1055 -1280 -820.7 -1114 -752.3 -791.4 -205.2 -566.7 -449.4 -537.4 -596 -537.4 -1172 -1563 -1025
17.11 -771.9 -214.9 -644.8 -1406 -977.5 -1124 -664.4 -908.6 -449.4 -586.2 -68.39 -224.7 -234.5 -175.9 -195.4 -459.2 -938 -1339 -703.5
17.115 -898.9 -351.7 -781.6 -1397 -1104 -967.8 -850 -693.7 -469 -420.1 -195.4 -273.6 -205.2 -273.6 -508.1 -508.1 -996.6 -1143 -703.5
17.12 -683.9 -273.6 -322.4 -1309 -830.5 -723 -693.7 -517.8 -185.6 -117.2 -29.31 -175.9 -166.1 -224.7 342 -556.9 -742.6 -928.2 -283.3
17.125 -420.1 -488.5 -449.4 -1280 -859.8 -508.1 -752.3 -322.4 -166.1 -107.5 -576.5 -195.4 -283.3 -273.6 -635.6 -615.5 -810.9 -801.2 -224.7
17.13 -97.7 -293.1 -244.3 -987.3 -655.1 -175.9 -469 19.54 273.6 322.4 -420.1 -127 -605.8 -78.16 9.77 -517.8 -527.6 -537.4 205.2
17.135 -205.2 -390.8 -283.3 -1006 -664.4 -244.3 -459.2 -107.5 361.5 234.5 -781.6 -234.5 -781.6 -136.8 -302.9 -596 -576.5 -459.2 146.6
17.14 -322.4 -175.9 -410.4 -810.9 -625.3 -254 -381 -175.9 342 -48.85 -488.5 -39.08 -928.2 -185.6 -508.1 -625.3 -459.2 -459.2 29.31
17.145 -478.7 -146.6 -429.9 -625.3 -596 -205.2 -449.4 -273.6 87.93 -185.6 -615.5 254 -1211 29.31 -537.4 -556.9 -420.1 -498.3 -107.5
17.15 -381 107.5 -351.7 -283.3 -478.7 78.16 -371.3 -205.2 -9.77 -175.9 -342 439.7 -703.5 0 -625.3 -342 -293.1 -420.1 -156.3
17.155 -459.2 87.93 -566.7 -556.9 -566.7 -390.8 -644.8 -508.1 -263.8 -547.6 -576.5 224.7 -1064 -322.4 -967.8 -605.8 -498.3 -566.7 -410.4
17.16 -185.6 214.9 -400.6 -254 -371.3 -195.4 -527.6 -517.8 -244.3 -586.2 -156.3 107.5 -517.8 -390.8 -752.3 -498.3 -293.1 -469 -371.3
17.165 -302.9 234.5 -478.7 -537.4 -469 -615.5 -674.6 -713.2 -293.1 -889.1 -117.2 -332.2 -693.7 -674.6 -762.1 -781.6 -400.6 -644.8 -517.8
17.17 -244.3 -78.16 -429.9 -781.6 -273.6 -840.3 -596 -859.8 -322.4 -1114 9.77 -439.7 -508.1 -918.4 -625.3 -908.6 -224.7 -703.5 -508.1
17.175 -322.4 -273.6 -302.9 -742.6 -117.2 -762.1 -488.5 -762.1 -371.3 -1192 -58.62 -517.8 -508.1 -947.7 -78.16 -928.2 -224.7 -537.4 -566.7
17.18 -410.4 -400.6 -351.7 -898.9 -68.39 -830.5 -547.6 -830.5 -566.7 -1182 -283.3 -488.5 -655.1 -957.5 -869.6 -1016 -420.1 -576.5 -801.2
17.185 -400.6 -498.3 -127 -752.3 263.8 -625.3 -263.8 -683.9 -488.5 -1085 -283.3 -136.8 -810.9 -420.1 -322.4 -762.1 -175.9 -410.4 -586.2
17.19 -361.5 -459.2 -39.08 -576.5 185.6 -605.8 -322.4 -771.9 -693.7 -1055 -48.85 39.08 -498.3 -537.4 -351.7 -850 -224.7 -361.5 -674.6
17.195 -644.8 -517.8 -381 -478.7 -185.6 -517.8 -537.4 -723 -850 -928.2 -537.4 -9.77 -1045 -273.6 -547.6 -556.9 -381 -283.3 -781.6
17.2 -322.4 -322.4 -87.93 -254 87.93 -302.9 -136.8 -517.8 -488.5 -781.6 136.8 78.16 29.31 -351.7 263.8 -263.8 -58.62 -117.2 -420.1
17.205 -371.3 -449.4 -205.2 -420.1 0 -420.1 -78.16 -586.2 -293.1 -918.4 0 -9.77 -683.9 -410.4 195.4 -390.8 39.08 -283.3 -283.3
17.21 -400.6 -576.5 -449.4 -547.6 -214.9 -498.3 -97.7 -478.7 -136.8 -586.2 -293.1 -390.8 -820.7 -674.6 -127 -312.7 -97.7 -371.3 -156.3
17.215 -586.2 -781.6 -547.6 -713.2 -224.7 -576.5 -234.5 -517.8 -195.4 -713.2 -488.5 -439.7 -1192 -615.5 -586.2 -429.9 -136.8 -469 -195.4
17.22 -566.7 -879.8 -752.3 -830.5 -390.8 -644.8 -517.8 -517.8 -390.8 -674.6 -967.8 -625.3 -1582 -742.6 -1075 -498.3 -293.1 -615.5 -273.6
17.225 -723 -957.5 -723 -898.9 -556.9 -644.8 -801.2 -566.7 -742.6 -957.5 -1153 -674.6 -1641 -957.5 -1201 -547.6 -302.9 -615.5 -390.8
17.23 -39.08 -517.8 19.54 -449.4 -39.08 -127 -381 -185.6 -556.9 -957.5 -655.1 -449.4 -1456 -527.6 -1064 -244.3 293.1 -175.9 -39.08
17.235 -107.5 -713.2 283.3 -566.7 87.93 -273.6 -107.5 -117.2 -302.9 -1045 -615.5 -224.7 -1416 -566.7 -957.5 -263.8 478.7 19.54 273.6
17.24 332.2 -420.1 801.2 -224.7 429.9 156.3 400.6 175.9 195.4 -752.3 -244.3 97.7 -810.9 -127 -429.9 136.8 908.6 254 791.4
17.245 -68.39 -859.8 625.3 -488.5 322.4 -48.85 596 58.62 517.8 -556.9 -615.5 -87.93 -1055 -410.4 -107.5 48.85 732.8 48.85 996.6
17.25 -185.6 -918.4 302.9 -420.1 283.3 39.08 732.8 166.1 732.8 -58.62 -830.5 19.54 -1964 -166.1 302.9 234.5 498.3 -39.08 1124
17.255 -400.6 -1240 -195.4 -781.6 -29.31 -78.16 635.1 146.6 683.9 244.3 -869.6 -244.3 -1006 -263.8 703.5 224.7 58.62 -254 1065
17.26 -801.2 -1290 -810.9 -820.7 -371.3 -68.39 322.4 195.4 361.5 420.1 -1075 -117.2 -1837 -127 449.4 136.8 -488.5 -351.7 703.5
17.265 -1358 -1436 -1182 -1260 -674.6 -439.7 9.77 -29.31 -19.54 214.9 -918.4 -693.7 -840.3 -527.6 -107.5 -175.9 -996.6 -605.8 351.7
17.27 -1563 -1299 -1329 -1280 -850 -439.7 -166.1 -68.39 -420.1 -29.31 -967.8 -488.5 -693.7 -283.3 -185.6 -146.6 -1280 -615.5 39.08
17.275 -1358 -1133 -1182 -1221 -742.6 -508.1 -273.6 -234.5 -410.4 -244.3 -791.4 -449.4 -420.1 -371.3 -371.3 -107.5 -1104 -537.4 -68.39
17.28 -1309 -1143 -928.2 -1339 -742.6 -635.6 -449.4 -527.6 -517.8 -625.3 -957.5 -527.6 -644.8 -488.5 -498.3 -263.8 -967.8 -771.9 -293.1
17.285 -703.5 -850 -361.5 -908.6 -293.1 -361.5 -254 -381 -214.9 -556.9 -234.5 -29.31 -449.4 -48.85 -361.5 58.62 -351.7 -586.2 -9.77
17.29 -449.4 -938 -68.39 -1016 -273.6 -674.6 -361.5 -762.1 -156.3 -850 -625.3 -547.6 -449.4 -566.7 -459.2 -312.7 -166.1 -820.7 -117.2
17.295 -68.39 -664.4 136.8 -674.6 78.16 -410.4 -97.7 -527.6 0 -713.2 -19.54 -224.7 -322.4 -234.5 -478.7 -195.4 224.7 -498.3 127
17.3 429.9 -859.8 566.7 -820.7 508.1 -683.9 312.7 -762.1 302.9 -967.8 -9.77 -791.4 -9.77 -820.7 -517.8 -547.6 517.8 -556.9 400.6
17.305 420.1 -791.4 342 -723 508.1 -586.2 537.4 -566.7 381 -771.9 19.54 -683.9 -19.54 -635.6 -107.5 -459.2 381 -517.8 498.3
17.31 723 -713.2 605.8 -429.9 820.7 -166.1 1026 -244.3 644.8 -527.6 -117.2 -410.4 -58.62 -273.6 517.8 -312.7 674.2 -234.5 889.1
17.315 166.1 -771.9 273.6 -527.6 556.9 -351.7 771.9 -371.3 400.6 -508.1 29.31 -332.2 596 -429.9 254 -342 166.1 -205.2 596
17.32 -9.77 -801.2 214.9 -390.8 439.7 -48.85 850 -195.4 498.3 -273.6 -439.7 -136.8 478.7 -175.9 918.4 -234.5 195.4 -107.5 635.1
17.325 254 -693.7 449.4 -498.3 488.5 -117.2 781.6 -263.8 488.5 -166.1 185.6 -254 1026 -469 840.3 -400.6 234.5 -29.31 556.9
17.33 322.4 -351.7 488.5 -400.6 312.7 -29.31 654.6 -195.4 449.4 -19.54 19.54 -39.08 938 -429.9 820.7 -420.1 263.8 87.93 498.3
17.335 342 -68.39 420.1 -302.9 214.9 156.3 478.7 -19.54 351.7 175.9 -97.7 39.08 742.6 -478.7 537.4 -312.7 224.7 283.3 400.6
17.34 410.4 -39.08 498.3 -263.8 205.2 156.3 420.1 29.31 342 175.9 -19.54 117.2 683.9 -469 488.5 -390.8 58.62 205.2 371.3
17.345 224.7 0 410.4 -283.3 195.4 39.08 390.8 107.5 244.3 156.3 -127 -29.31 371.3 -439.7 107.5 -361.5 97.7 146.6 342
17.35 254 -166.1 537.4 -322.4 400.6 -68.39 429.9 9.77 342 -107.5 185.6 146.6 742.6 -273.6 195.4 -556.9 214.9 97.7 381
17.355 -58.62 -166.1 302.9 -254 224.7 -117.2 205.2 68.39 58.62 -127 -469 78.16 273.6 -58.62 -205.2 -537.4 -29.31 117.2 97.7
17.36 -97.7 -205.2 -9.77 -469 0 -371.3 -29.31 -166.1 -244.3 -556.9 -263.8 -127 214.9 -127 -254 -830.5 -254 -78.16 -273.6
17.365 -283.3 -381 29.31 -429.9 97.7 -273.6 29.31 -97.7 -127 -517.8 -596 -39.08 283.3 9.77 -58.62 -664.4 -166.1 -29.31 -293.1
17.37 -410.4 -527.6 -342 -605.8 -195.4 -517.8 -244.3 -293.1 -342 -742.6 -693.7 -449.4 195.4 -469 -19.54 -869.6 -449.4 -283.3 -537.4
17.375 -361.5 -664.4 -234.5 -655.1 48.85 -429.9 -78.16 -293.1 -205.2 -664.4 -156.3 -351.7 576.5 -400.6 78.16 -830.5 -234.5 -136.8 -371.3
17.38 293.1 -459.2 371.3 -498.3 478.7 -283.3 166.1 -107.5 0 -263.8 254 -752.3 625.3 -801.2 58.62 -713.2 117.2 -48.85 -68.39
17.385 -967.8 -644.8 -586.2 -869.6 -97.7 -674.6 -254 -283.3 -459.2 -420.1 -371.3 -615.5 283.3 -762.1 -263.8 -977.5 -517.8 -381 -527.6
17.39 -87.93 -371.3 39.08 -655.1 302.9 -517.8 68.39 -107.5 -390.8 -175.9 195.4 -683.9 537.4 -742.6 -48.85 -850 -175.9 -195.4 -244.3
17.395 -908.6 -517.8 -596 -762.1 -127 -781.6 -273.6 -273.6 -576.5 -371.3 -224.7 -693.7 439.7 -742.6 -185.6 -977.5 -517.8 -302.9 -556.9
17.4 -810.9 -625.3 -723 -771.9 -302.9 -977.5 -400.6 -459.2 -674.6 -732.8 -48.85 -644.8 107.5 -752.3 -185.6 -1094 -556.9 -527.6 -693.7
17.405 -655.1 -527.6 -655.1 -605.8 -312.7 -850 -459.2 -429.9 -596 -674.6 -39.08 -517.8 596 -615.5 -19.54 -928.2 -498.3 -469 -703.5
17.41 -381 -469 -586.2 -605.8 -312.7 -820.7 -517.8 -527.6 -625.3 -918.4 410.4 -410.4 586.2 -547.6 -68.39 -889.1 -439.7 -537.4 -742.6
