    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz 
9.69 234.5 586.2 459.2 732.8 -156.3 19.54 -517.8 -1025 -478.7 -469 -29.31 156.3 -635.6 -263.8 -234.5 29.31 205.2 156.3 -1192
9.695 166.1 576.5 293.1 537.4 -644.8 -302.9 -1143 -1426 -1085 -791.4 -78.16 -19.54 -224.7 -527.6 -732.8 -254 -68.39 -185.6 -1837
9.7 -107.5 576.5 19.54 332.2 -1172 -498.3 -1729 -1700 -1651 -1094 -273.6 -156.3 -576.5 -429.9 -967.8 -508.1 -410.4 -420.1 -2501
9.705 9.77 312.7 48.85 302.9 -1240 -420.1 -1895 -1632 -1798 -1016 -254 -78.16 -439.7 -556.9 -683.9 -527.6 -361.5 -537.4 -2570
9.71 -224.7 87.93 -498.3 283.3 -1856 -332.2 -2374 -1466 -2267 -947.7 -791.4 -361.5 -889.1 -332.2 -1114 -410.4 -801.2 -850 -2872
9.715 -381 -29.31 -439.7 166.1 -1856 -273.6 -2218 -1133 -1993 -820.7 -420.1 58.62 -400.6 156.3 -908.6 -195.4 -703.5 -850 -2433
9.72 -410.4 -205.2 -547.6 58.62 -1954 -185.6 -2051 -732.8 -1778 -537.4 -771.9 -312.7 -889.1 302.9 -1163 -58.62 -713.2 -742.6 -1915
9.725 -400.6 -283.3 -615.5 -97.7 -1895 -205.2 -1661 -439.7 -1309 -283.3 -781.6 -273.6 -938 283.3 -1211 0 -703.5 -850 -1231
9.73 -371.3 -351.7 -605.8 -322.4 -1641 -273.6 -1172 -195.4 -732.8 -87.93 -576.5 -371.3 -498.3 185.6 -791.4 -78.16 -498.3 -830.5 -439.7
9.735 -146.6 -674.6 -420.1 -459.2 -1163 -322.4 -576.5 -127 -214.9 -68.39 -566.7 -263.8 -586.2 -175.9 -527.6 -78.16 -185.6 -908.6 371.3
9.74 -58.62 -537.4 -537.4 -459.2 -840.3 -185.6 -224.7 78.16 -9.77 224.7 -205.2 -107.5 -312.7 -381 -234.5 -48.85 -234.5 -693.7 742.6
9.745 -78.16 -801.2 -332.2 -508.1 -302.9 -127 234.5 166.1 195.4 87.93 19.54 -58.62 273.6 -410.4 -195.4 -29.31 -156.3 -576.5 1065
9.75 166.1 -732.8 -48.85 -508.1 195.4 9.77 723 371.3 644.8 234.5 244.3 -97.7 429.9 -527.6 537.4 9.77 58.62 -361.5 1553
9.755 39.08 -556.9 -29.31 -322.4 371.3 273.6 879.3 732.8 635.1 293.1 400.6 -97.7 517.8 -302.9 381 214.9 29.31 19.54 1593
9.76 68.39 -635.6 58.62 -332.2 508.1 371.3 1026 830.5 840.3 390.8 205.2 48.85 234.5 107.5 576.5 322.4 117.2 214.9 1817
9.765 263.8 -361.5 234.5 0 810.9 635.1 1280 1260 947.7 781.6 263.8 29.31 -127 146.6 732.8 615.5 293.1 537.4 2003
9.77 224.7 -674.6 166.1 19.54 928.2 644.8 1309 1241 1045 644.8 39.08 293.1 68.39 322.4 820.7 586.2 400.6 586.2 2003
9.775 146.6 -420.1 97.7 527.6 1045 1153 1212 1514 977 840.3 97.7 605.8 156.3 537.4 469 781.6 469 869.6 1827
9.78 400.6 -693.7 156.3 146.6 1153 517.8 1114 762.1 918.4 78.16 -29.31 175.9 537.4 -9.77 556.9 117.2 527.6 508.1 1446
9.785 517.8 -342 127 498.3 1124 781.6 928.2 703.5 615.5 -58.62 185.6 390.8 459.2 48.85 400.6 195.4 576.5 605.8 1045
9.79 810.9 -381 273.6 175.9 1192 87.93 723 -48.85 351.7 -596 390.8 -29.31 556.9 -146.6 498.3 -312.7 683.9 58.62 556.9
9.795 938 -283.3 244.3 -146.6 869.6 -478.7 273.6 -781.6 -420.1 -1387 420.1 -283.3 263.8 -723 469 -742.6 488.5 -381 -332.2
9.8 791.4 -175.9 -127 -254 478.7 -693.7 -273.6 -1211 -859.8 -1573 371.3 -273.6 185.6 -488.5 -29.31 -713.2 234.5 -547.6 -1036
9.805 791.4 -205.2 19.54 -488.5 420.1 -1094 -498.3 -1905 -1143 -2051 547.1 -527.6 -342 -801.2 87.93 -1045 97.7 -938 -1602
9.81 1006 -263.8 48.85 -655.1 390.8 -1260 -498.3 -2296 -1006 -2267 429.9 -987.3 205.2 -977.5 674.2 -1211 39.08 -1231 -1837
9.815 801.2 -332.2 -361.5 -723 -175.9 -1377 -889.1 -2472 -1036 -2277 351.7 -820.7 -400.6 -1016 -9.77 -1231 -175.9 -1505 -2003
9.82 664.4 -332.2 -459.2 -762.1 -371.3 -1290 -996.6 -2306 -987.3 -2179 166.1 -752.3 185.6 -771.9 146.6 -1231 -400.6 -1475 -1954
9.825 439.7 -185.6 -859.8 -644.8 -908.6 -1075 -1290 -1807 -1085 -1876 -175.9 -400.6 78.16 -703.5 -517.8 -1036 -664.4 -1387 -1885
9.83 166.1 -205.2 -1075 -566.7 -1124 -781.6 -1240 -1201 -810.9 -1280 -185.6 -214.9 -146.6 -469 -635.6 -723 -732.8 -1231 -1397
9.835 234.5 19.54 -889.1 -175.9 -850 -302.9 -869.6 -459.2 -488.5 -693.7 -97.7 361.5 -342 -263.8 -449.4 -439.7 -488.5 -664.4 -703.5
9.84 254 117.2 -703.5 78.16 -605.8 -68.39 -469 -29.31 -68.39 -29.31 -146.6 420.1 -351.7 -78.16 -195.4 -136.8 -429.9 -361.5 -58.62
9.845 234.5 -68.39 -361.5 127 -58.62 58.62 224.7 429.9 508.1 508.1 -29.31 713.2 78.16 263.8 195.4 48.85 -97.7 -78.16 781.6
9.85 312.7 -175.9 -97.7 107.5 429.9 19.54 762.1 478.7 928.2 742.6 185.6 478.7 244.3 302.9 -29.31 -68.39 48.85 -58.62 1329
9.855 517.8 -263.8 68.39 68.39 801.2 97.7 1251 752.3 1368 1241 263.8 302.9 830.5 429.9 556.9 166.1 302.9 166.1 1983
9.86 420.1 -224.7 -97.7 -78.16 850 78.16 1348 850 1446 1280 136.8 293.1 117.2 312.7 478.7 205.2 195.4 185.6 2090
9.865 644.8 -195.4 97.7 -175.9 1124 58.62 1632 879.3 1641 1387 429.9 273.6 -342 -48.85 683.9 342 478.7 175.9 2413
9.87 625.3 -78.16 39.08 -273.6 1143 97.7 1671 967.3 1749 1417 742.6 214.9 156.3 29.31 1251 478.7 498.3 146.6 2521
9.875 244.3 -517.8 175.9 -400.6 1143 39.08 1681 918.4 1690 1280 654.6 449.4 -156.3 -9.77 1182 429.9 556.9 107.5 2579
9.88 469 -771.9 156.3 -517.8 1094 -9.77 1729 850 1749 1231 898.9 -185.6 342 9.77 1495 400.6 596 97.7 2550
9.885 -19.54 -1045 -58.62 -508.1 742.6 9.77 1319 732.8 1299 996.6 342 195.4 576.5 205.2 644.8 332.2 302.9 146.6 1983
9.89 166.1 -1036 58.62 -410.4 830.5 156.3 1368 771.9 1212 1163 449.4 136.8 293.1 224.7 967.3 361.5 439.7 263.8 1827
9.895 -19.54 -996.6 -224.7 -332.2 527.6 107.5 938 508.1 771.9 742.6 78.16 322.4 508.1 205.2 420.1 205.2 263.8 342 1104
9.9 58.62 -644.8 -214.9 -224.7 537.4 195.4 762.1 342 449.4 801.2 156.3 596 263.8 185.6 78.16 195.4 342 469 566.7
9.905 234.5 -498.3 -78.16 -68.39 586.2 146.6 683.9 58.62 410.4 429.9 254 537.4 302.9 -29.31 342 9.77 635.1 342 293.1
9.91 586.2 -127 -19.54 19.54 596 78.16 527.6 -185.6 293.1 351.7 547.1 644.8 97.7 127 420.1 -39.08 840.3 166.1 -19.54
9.915 605.8 -78.16 97.7 0 527.6 -87.93 263.8 -566.7 136.8 0 517.8 771.9 -410.4 87.93 254 -146.6 908.6 0 -449.4
9.92 615.5 -78.16 361.5 -29.31 527.6 -214.9 185.6 -703.5 175.9 136.8 732.8 605.8 -195.4 -68.39 214.9 -166.1 850 -39.08 -644.8
9.925 283.3 -48.85 273.6 -127 293.1 -342 -127 -928.2 9.77 29.31 420.1 674.2 -107.5 273.6 -156.3 -283.3 664.4 -322.4 -1085
9.93 420.1 136.8 351.7 39.08 127 -156.3 -185.6 -889.1 117.2 205.2 556.9 723 312.7 185.6 175.9 -68.39 644.8 -224.7 -1133
9.935 -87.93 283.3 97.7 175.9 -68.39 9.77 -234.5 -693.7 97.7 332.2 48.85 771.9 361.5 185.6 146.6 -39.08 508.1 -224.7 -1085
9.94 332.2 195.4 136.8 273.6 48.85 87.93 -97.7 -527.6 263.8 68.39 273.6 576.5 459.2 0 195.4 -175.9 625.3 -117.2 -732.8
9.945 713.2 283.3 175.9 420.1 175.9 361.5 283.3 78.16 527.6 508.1 -39.08 625.3 58.62 107.5 449.4 39.08 683.9 185.6 -9.77
9.95 527.6 97.7 224.7 381 488.5 478.7 732.8 381 703.5 498.3 498.3 556.9 97.7 -48.85 508.1 0 781.6 293.1 644.8
9.955 869.6 107.5 390.8 478.7 781.6 810.9 1143 918.4 947.7 1075 390.8 107.5 263.8 107.5 625.3 205.2 879.3 576.5 1329
9.96 478.7 146.6 117.2 459.2 664.4 898.9 1241 1270 967.3 1651 615.5 644.8 -29.31 674.2 342 566.7 664.4 918.4 1632
9.965 48.85 68.39 19.54 302.9 635.1 830.5 1124 1212 810.9 1553 -244.3 263.8 -185.6 342 166.1 361.5 342 723 1563
9.97 -185.6 87.93 -234.5 263.8 390.8 791.4 1026 1397 830.5 1778 87.93 459.2 244.3 547.1 -146.6 664.4 68.39 713.2 1534
9.975 -381 87.93 -459.2 29.31 68.39 517.8 703.5 1202 556.9 1280 -351.7 596 254 547.1 9.77 625.3 -293.1 556.9 1260
9.98 -410.4 205.2 -556.9 -19.54 -156.3 381 527.6 1075 478.7 1065 -87.93 449.4 478.7 -87.93 293.1 644.8 -390.8 459.2 1055
9.985 -693.7 361.5 -810.9 -19.54 -547.6 244.3 97.7 957.5 87.93 1036 87.93 449.4 693.7 224.7 -254 674.2 -683.9 439.7 586.2
9.99 -723 371.3 -781.6 -185.6 -655.1 -87.93 -156.3 537.4 -136.8 371.3 -146.6 -117.2 449.4 29.31 -302.9 400.6 -625.3 87.93 351.7
9.995 -713.2 566.7 -810.9 -185.6 -732.8 -205.2 -459.2 429.9 -400.6 361.5 -469 -175.9 -58.62 0 -586.2 244.3 -683.9 78.16 0
10 -752.3 410.4 -713.2 -263.8 -762.1 -332.2 -605.8 107.5 -586.2 -68.39 -703.5 -361.5 107.5 127 -566.7 58.62 -713.2 -117.2 -244.3
10.005 -576.5 332.2 -459.2 -469 -400.6 -556.9 -508.1 -195.4 -547.6 -527.6 -390.8 -283.3 -410.4 29.31 -644.8 -156.3 -459.2 -244.3 -381
10.01 -342 332.2 -439.7 -625.3 -312.7 -655.1 -478.7 -400.6 -469 -644.8 -469 -322.4 283.3 -97.7 -508.1 -195.4 -449.4 -381 -478.7
10.015 -644.8 195.4 -429.9 -771.9 -263.8 -850 -498.3 -655.1 -537.4 -810.9 -312.7 -400.6 234.5 -78.16 -615.5 -361.5 -410.4 -459.2 -752.3
10.02 -117.2 214.9 -107.5 -928.2 0 -1045 -146.6 -850 -293.1 -1006 -312.7 -390.8 -224.7 -185.6 517.8 -410.4 -302.9 -420.1 -801.2
10.025 -459.2 283.3 -547.6 -918.4 -527.6 -1240 -693.7 -1143 -713.2 -1319 -263.8 -429.9 205.2 -185.6 -127 -664.4 -683.9 -635.6 -1485
10.03 -273.6 29.31 -351.7 -996.6 -420.1 -1436 -635.6 -1426 -664.4 -1524 29.31 -547.6 48.85 -293.1 371.3 -703.5 -625.3 -683.9 -1759
10.035 -488.5 68.39 -410.4 -820.7 -771.9 -1339 -967.8 -1534 -898.9 -1641 -29.31 -439.7 107.5 -322.4 -19.54 -879.8 -703.5 -703.5 -2237
10.04 -547.6 -48.85 -459.2 -713.2 -879.8 -1240 -1006 -1593 -918.4 -1553 -312.7 -869.6 469 -351.7 -254 -820.7 -674.6 -556.9 -2355
10.045 -693.7 -166.1 -674.6 -683.9 -996.6 -1201 -1006 -1485 -889.1 -1231 -381 -781.6 214.9 -342 -312.7 -742.6 -683.9 -556.9 -2198
10.05 -664.4 -127 -781.6 -605.8 -918.4 -830.5 -781.6 -996.6 -615.5 -655.1 -655.1 -674.6 195.4 -185.6 -224.7 -400.6 -498.3 -400.6 -1593
10.055 -723 -312.7 -1114 -644.8 -889.1 -771.9 -674.6 -498.3 -361.5 9.77 -517.8 -810.9 322.4 -175.9 -469 -244.3 -683.9 -302.9 -1025
10.06 -449.4 -429.9 -908.6 -674.6 -469 -498.3 -97.7 87.93 244.3 576.5 9.77 -693.7 586.2 39.08 195.4 -48.85 -400.6 -48.85 -175.9
10.065 -605.8 -556.9 -1104 -635.6 -429.9 -302.9 107.5 488.5 508.1 908.6 -420.1 -498.3 244.3 97.7 185.6 127 -547.6 78.16 224.7
10.07 -146.6 -517.8 -566.7 -566.7 214.9 -107.5 859.8 850 1163 1241 166.1 -664.4 449.4 78.16 898.9 195.4 -48.85 302.9 1016
10.075 58.62 -469 -39.08 -488.5 723 0 1290 889.1 1446 1280 527.6 -703.5 947.7 -19.54 1202 107.5 332.2 459.2 1446
10.08 234.5 -410.4 293.1 -185.6 938 175.9 1339 986.8 1436 1358 429.9 -586.2 947.7 -19.54 1094 273.6 498.3 625.3 1544
10.085 224.7 -156.3 556.9 -68.39 1172 205.2 1387 918.4 1299 1309 449.4 -537.4 429.9 39.08 986.8 283.3 693.7 615.5 1534
10.09 488.5 87.93 732.8 146.6 1163 302.9 1280 859.8 1045 1172 488.5 -244.3 967.3 332.2 1426 381 801.2 586.2 1378
10.095 9.77 175.9 185.6 0 508.1 19.54 566.7 478.7 351.7 810.9 48.85 -517.8 566.7 166.1 214.9 322.4 371.3 302.9 703.5
10.1 273.6 429.9 234.5 78.16 459.2 87.93 498.3 410.4 117.2 723 166.1 -498.3 576.5 234.5 39.08 390.8 332.2 439.7 537.4
10.105 -29.31 439.7 322.4 273.6 508.1 68.39 351.7 195.4 -107.5 527.6 683.9 -351.7 1104 244.3 19.54 302.9 469 488.5 439.7
10.11 87.93 527.6 283.3 420.1 420.1 224.7 127 195.4 -283.3 644.8 58.62 -488.5 547.1 332.2 -283.3 361.5 449.4 547.1 254
10.115 -87.93 556.9 390.8 508.1 537.4 -9.77 68.39 -117.2 -410.4 195.4 625.3 -263.8 723 302.9 9.77 195.4 635.1 429.9 58.62
10.12 -244.3 703.5 205.2 517.8 381 0 -205.2 -224.7 -605.8 -39.08 -166.1 -332.2 9.77 -29.31 -107.5 224.7 410.4 400.6 -371.3
10.125 -361.5 898.9 -205.2 508.1 29.31 -107.5 -498.3 -342 -918.4 -146.6 -214.9 -68.39 19.54 342 -420.1 244.3 87.93 322.4 -898.9
10.13 -547.6 986.8 -410.4 547.1 -146.6 -254 -820.7 -742.6 -1270 -762.1 -508.1 68.39 -527.6 166.1 -674.6 -87.93 -195.4 39.08 -1495
10.135 -644.8 1163 -635.6 703.5 -390.8 -39.08 -1075 -703.5 -1524 -644.8 -781.6 214.9 -781.6 566.7 -1045 29.31 -342 156.3 -1954
10.14 -683.9 928.2 -781.6 674.2 -527.6 -175.9 -1231 -1006 -1514 -879.8 -693.7 48.85 -498.3 605.8 -987.3 -361.5 -469 -107.5 -2237
10.145 -371.3 850 -429.9 703.5 -302.9 -136.8 -1055 -928.2 -1182 -742.6 -273.6 -175.9 -381 605.8 -781.6 -332.2 -244.3 -78.16 -2012
10.15 -166.1 810.9 -214.9 683.9 -146.6 9.77 -820.7 -527.6 -713.2 -117.2 127 -302.9 -498.3 527.6 -332.2 -87.93 68.39 39.08 -1406
10.155 -273.6 498.3 -78.16 400.6 -127 -48.85 -586.2 -273.6 -351.7 429.9 195.4 -400.6 39.08 381 39.08 19.54 48.85 39.08 -918.4
10.16 -195.4 263.8 0 224.7 -136.8 -29.31 -351.7 146.6 78.16 1036 97.7 -293.1 -136.8 429.9 -117.2 254 19.54 39.08 -400.6
10.165 -185.6 -9.77 -136.8 -29.31 -224.7 -166.1 -166.1 254 332.2 1202 58.62 -361.5 107.5 117.2 -29.31 273.6 -166.1 -117.2 -39.08
10.17 -410.4 -58.62 -332.2 -166.1 -293.1 -205.2 -58.62 508.1 556.9 1397 -263.8 -390.8 371.3 68.39 -48.85 322.4 -351.7 -166.1 302.9
10.175 -146.6 -244.3 -302.9 -185.6 -97.7 -185.6 322.4 596 781.6 1505 -390.8 -576.5 -19.54 -29.31 723 224.7 -146.6 -205.2 791.4
10.18 -185.6 -107.5 -420.1 -19.54 9.77 48.85 361.5 850 683.9 1739 -361.5 -655.1 -107.5 127 263.8 381 -244.3 146.6 879.3
10.185 -400.6 -322.4 -527.6 29.31 224.7 166.1 556.9 859.8 605.8 1729 -322.4 -605.8 -429.9 332.2 566.7 390.8 -195.4 146.6 1133
10.19 -293.1 -547.6 -205.2 -19.54 488.5 87.93 713.2 810.9 664.4 1788 -351.7 -771.9 -332.2 332.2 283.3 322.4 -117.2 244.3 1192
10.195 -390.8 -322.4 -498.3 214.9 302.9 381 517.8 938 371.3 1768 48.85 -214.9 -48.85 527.6 9.77 439.7 -146.6 439.7 1104
10.2 -498.3 -87.93 -439.7 175.9 146.6 185.6 254 615.5 0 1221 -371.3 -517.8 -68.39 459.2 -146.6 234.5 -224.7 498.3 723
10.205 -371.3 -205.2 -537.4 127 -97.7 58.62 -48.85 429.9 -342 781.6 -244.3 -830.5 -498.3 273.6 -429.9 107.5 -293.1 351.7 459.2
10.21 -136.8 117.2 -469 214.9 -263.8 0 -322.4 68.39 -576.5 117.2 -156.3 -723 -449.4 351.7 -596 117.2 -97.7 146.6 205.2
10.215 97.7 -156.3 -263.8 -107.5 -263.8 -449.4 -488.5 -566.7 -723 -478.7 48.85 -1036 -361.5 312.7 -693.7 -234.5 68.39 -332.2 19.54
10.22 146.6 -97.7 -224.7 -68.39 -410.4 -576.5 -762.1 -869.6 -791.4 -703.5 185.6 -771.9 97.7 0 -820.7 -293.1 58.62 -488.5 -254
10.225 302.9 9.77 -39.08 -19.54 -342 -693.7 -879.8 -1221 -1036 -1025 -48.85 -498.3 68.39 136.8 -879.8 -342 136.8 -605.8 -537.4
10.23 68.39 224.7 -166.1 97.7 -596 -615.5 -1153 -1280 -1406 -879.8 -342 -254 -254 156.3 -1075 -263.8 -78.16 -566.7 -967.8
10.235 87.93 469 -117.2 273.6 -703.5 -517.8 -1456 -1466 -1895 -1280 -596 117.2 -508.1 283.3 -1582 -410.4 -97.7 -508.1 -1436
10.24 -117.2 459.2 -234.5 293.1 -664.4 -342 -1544 -1348 -2140 -1339 -459.2 9.77 -547.6 127 -1339 -488.5 -68.39 -322.4 -1641
10.245 273.6 302.9 0 273.6 -361.5 -195.4 -1329 -1377 -2062 -1514 -224.7 -146.6 -898.9 283.3 -752.3 -586.2 87.93 -342 -1641
10.25 332.2 195.4 -166.1 175.9 -420.1 -117.2 -1367 -1280 -2149 -1661 166.1 -87.93 -644.8 439.7 -996.6 -556.9 78.16 -420.1 -1602
10.255 527.6 -19.54 0 9.77 -146.6 -97.7 -1016 -1075 -1661 -1377 214.9 -420.1 -488.5 263.8 -390.8 -488.5 146.6 -381 -1329
10.26 615.5 146.6 78.16 224.7 -224.7 195.4 -879.8 -400.6 -1309 -693.7 439.7 -58.62 -429.9 693.7 -869.6 9.77 -9.77 -58.62 -1124
10.265 820.7 146.6 107.5 302.9 -166.1 420.1 -547.6 117.2 -703.5 39.08 -195.4 68.39 -224.7 810.9 -732.8 293.1 -9.77 68.39 -655.1
10.27 459.2 244.3 166.1 478.7 -29.31 517.8 -107.5 644.8 -78.16 537.4 224.7 39.08 68.39 390.8 -527.6 508.1 58.62 234.5 -97.7
10.275 635.1 410.4 302.9 693.7 214.9 850 381 1133 429.9 967.3 156.3 234.5 -9.77 713.2 -87.93 771.9 87.93 556.9 410.4
10.28 107.5 517.8 -136.8 615.5 -117.2 781.6 361.5 1172 527.6 1036 371.3 -68.39 273.6 400.6 244.3 674.2 -185.6 586.2 439.7
10.285 -127 693.7 -244.3 947.7 -293.1 1260 302.9 1495 420.1 1251 48.85 19.54 -136.8 625.3 302.9 810.9 -342 869.6 478.7
10.29 -244.3 732.8 -537.4 889.1 -703.5 1192 48.85 1485 166.1 1368 107.5 -97.7 -146.6 723 48.85 742.6 -635.6 889.1 381
10.295 -97.7 644.8 -635.6 1055 -742.6 1387 -19.54 1612 146.6 1329 -283.3 -39.08 -508.1 752.3 0 683.9 -566.7 947.7 517.8
10.3 97.7 556.9 -439.7 1006 -478.7 1407 234.5 1681 410.4 1378 -195.4 107.5 -693.7 566.7 -29.31 635.1 -361.5 1104 908.6
10.305 449.4 420.1 39.08 977 146.6 1358 840.3 1690 938 1212 136.8 478.7 -332.2 791.4 830.5 664.4 127 1114 1436
10.31 58.62 332.2 -19.54 869.6 107.5 1280 742.6 1641 928.2 1143 78.16 342 -332.2 410.4 420.1 566.7 78.16 1006 1358
10.315 48.85 244.3 175.9 820.7 195.4 1075 742.6 1397 879.3 732.8 195.4 97.7 429.9 332.2 410.4 488.5 166.1 830.5 1212
10.32 -166.1 214.9 332.2 781.6 205.2 889.1 576.5 1143 762.1 547.1 195.4 -78.16 -97.7 547.1 -234.5 420.1 205.2 762.1 898.9
10.325 87.93 195.4 351.7 703.5 68.39 478.7 175.9 556.9 205.2 -78.16 58.62 -244.3 390.8 410.4 -381 224.7 68.39 381 293.1
10.33 449.4 205.2 605.8 644.8 29.31 244.3 -58.62 107.5 -97.7 -478.7 -19.54 -146.6 0 410.4 -742.6 78.16 195.4 127 -107.5
10.335 1094 234.5 977 723 214.9 9.77 -146.6 -361.5 -429.9 -928.2 302.9 -107.5 0 273.6 -605.8 -166.1 508.1 0 -332.2
10.34 918.4 283.3 644.8 644.8 -224.7 -234.5 -713.2 -742.6 -1163 -1221 107.5 19.54 205.2 332.2 -801.2 -224.7 146.6 -175.9 -1006
10.345 1104 273.6 713.2 625.3 -273.6 -302.9 -1085 -987.3 -1690 -1739 537.4 -185.6 -117.2 322.4 -928.2 -400.6 234.5 -263.8 -1387
10.35 898.9 302.9 625.3 498.3 -410.4 -478.7 -1397 -1280 -2042 -2286 390.8 -254 -400.6 224.7 -840.3 -556.9 234.5 -381 -1787
10.355 879.3 302.9 644.8 537.4 -381 -293.1 -1544 -1182 -2129 -2462 654.6 175.9 48.85 390.8 -850 -508.1 312.7 -322.4 -1905
10.36 703.5 283.3 664.4 449.4 -547.6 -351.7 -1661 -1163 -2237 -2687 342 -244.3 -205.2 263.8 -1143 -429.9 136.8 -312.7 -2159
10.365 556.9 -39.08 869.6 254 -283.3 -547.6 -1211 -1036 -1700 -2501 351.7 29.31 -576.5 68.39 -605.8 -293.1 293.1 -361.5 -1905
10.37 420.1 -117.2 928.2 195.4 -195.4 -527.6 -977.5 -664.4 -1309 -1798 117.2 -449.4 -879.8 107.5 -1025 -107.5 136.8 -283.3 -1778
10.375 244.3 -332.2 664.4 19.54 -19.54 -576.5 -381 -273.6 -576.5 -1064 127 -791.4 -566.7 -166.1 -488.5 127 39.08 -214.9 -1406
10.38 -107.5 -469 244.3 -205.2 -175.9 -556.9 -136.8 19.54 58.62 -234.5 -195.4 -859.8 -400.6 -254 -488.5 293.1 -263.8 -117.2 -1163
10.385 48.85 -312.7 29.31 107.5 -214.9 -195.4 214.9 576.5 664.4 517.8 -117.2 -517.8 19.54 9.77 -29.31 527.6 -342 78.16 -801.2
10.39 -87.93 -596 107.5 29.31 -78.16 -195.4 547.1 713.2 1212 928.2 58.62 -351.7 390.8 29.31 498.3 566.7 -263.8 78.16 -342
10.395 -156.3 -723 175.9 -107.5 -29.31 -254 664.4 664.4 1368 977 39.08 -488.5 254 -224.7 674.2 302.9 -185.6 48.85 -19.54
10.4 -146.6 -732.8 547.1 136.8 302.9 9.77 1006 977 1768 1378 293.1 -283.3 302.9 -39.08 1055 302.9 146.6 351.7 625.3
10.405 -283.3 -830.5 635.1 312.7 332.2 166.1 1026 1153 1681 1446 -234.5 -214.9 39.08 -273.6 869.6 136.8 146.6 508.1 1006
10.41 -429.9 -517.8 654.6 596 469 517.8 1358 1544 1935 1886 -48.85 -48.85 185.6 -58.62 850 254 410.4 781.6 1632
10.415 -234.5 -429.9 625.3 791.4 469 742.6 1378 1729 1710 1817 -224.7 175.9 127 -68.39 732.8 136.8 420.1 938 1827
10.42 -351.7 -214.9 508.1 957.5 469 1006 1417 2071 1641 2149 -224.7 586.2 48.85 381 840.3 371.3 488.5 1163 2100
10.425 615.5 -254 1016 898.9 1055 781.6 1827 1778 1749 1720 644.8 469 713.2 166.1 1299 195.4 889.1 967.3 2286
10.43 586.2 -234.5 1065 967.3 1045 723 1583 1593 1378 1466 742.6 703.5 635.1 342 1290 244.3 1045 840.3 2140
10.435 1036 -322.4 1280 889.1 1016 351.7 1387 957.5 1045 869.6 957.5 332.2 1016 -205.2 1065 39.08 1172 439.7 1768
10.44 918.4 -185.6 1172 938 703.5 293.1 742.6 508.1 302.9 224.7 801.2 410.4 273.6 -224.7 224.7 -97.7 957.5 244.3 947.7
10.445 723 -214.9 928.2 683.9 224.7 -185.6 58.62 -302.9 -351.7 -664.4 371.3 -342 488.5 -517.8 -175.9 -469 586.2 -283.3 29.31
10.45 566.7 -19.54 889.1 762.1 146.6 -127 -449.4 -586.2 -752.3 -1143 400.6 -166.1 -185.6 -547.6 -263.8 -683.9 508.1 -459.2 -576.5
10.455 723 166.1 1026 713.2 68.39 -332.2 -850 -1075 -1114 -1895 654.6 -322.4 156.3 -410.4 -117.2 -957.5 527.6 -635.6 -996.6
10.46 469 263.8 908.6 898.9 -87.93 -214.9 -1104 -1064 -1367 -1925 459.2 48.85 -97.7 -322.4 -556.9 -957.5 449.4 -420.1 -1124
10.465 664.4 469 1016 1045 -58.62 39.08 -1133 -908.6 -1573 -2032 615.5 420.1 -263.8 -293.1 -361.5 -850 381 -175.9 -1055
10.47 664.4 762.1 898.9 1319 29.31 449.4 -801.2 -420.1 -1406 -1632 205.2 947.7 -723 97.7 -801.2 -508.1 429.9 244.3 -625.3
10.475 742.6 683.9 908.6 1407 420.1 771.9 -175.9 283.3 -977.5 -1016 410.4 1104 58.62 263.8 -185.6 -68.39 478.7 566.7 -127
10.48 615.5 664.4 781.6 1202 547.1 898.9 293.1 742.6 -410.4 -537.4 97.7 1270 -351.7 390.8 97.7 283.3 342 742.6 283.3
10.485 263.8 469 605.8 1094 556.9 977 654.6 1172 68.39 29.31 273.6 1104 -146.6 351.7 214.9 566.7 224.7 742.6 556.9
10.49 107.5 420.1 429.9 762.1 498.3 947.7 977 1426 644.8 605.8 342 928.2 68.39 136.8 556.9 723 48.85 517.8 879.3
10.495 -390.8 29.31 -107.5 127 48.85 547.1 810.9 1133 850 429.9 -68.39 371.3 -478.7 -322.4 381 449.4 -400.6 48.85 801.2
10.5 -537.4 -224.7 -302.9 -254 156.3 459.2 1202 1290 1505 1006 -117.2 -58.62 -732.8 -371.3 1456 547.1 -605.8 -48.85 1163
10.505 -732.8 -576.5 -810.9 -781.6 -302.9 -19.54 889.1 928.2 1436 810.9 -459.2 -410.4 -478.7 -723 615.5 234.5 -1250 -478.7 967.3
10.51 -674.6 -732.8 -791.4 -1016 -48.85 -175.9 1153 908.6 1856 977 -293.1 -420.1 -517.8 -840.3 1309 332.2 -1153 -655.1 1299
10.515 -1006 -674.6 -947.7 -987.3 -205.2 -254 840.3 889.1 1700 1192 -674.6 -312.7 -1358 -644.8 654.6 302.9 -1290 -615.5 1251
10.52 -957.5 -449.4 -713.2 -615.5 -39.08 -39.08 928.2 986.8 1808 1290 -205.2 332.2 -381 -674.6 752.3 429.9 -938 -351.7 1505
