    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 410.4 361.5 -19.54 351.7 -156.3 -234.5 -117.2 127 -136.8 156.3 224.7 78.16 322.4 68.39 97.7 19.54 -58.62 302.9 87.93 48.85
0.63 449.4 390.8 78.16 449.4 -78.16 -273.6 -48.85 166.1 -175.9 293.1 205.2 9.77 342 136.8 29.31 87.93 -19.54 244.3 78.16 -9.77
0.635 371.3 136.8 254 361.5 107.5 -566.7 166.1 -107.5 -127 97.7 254 -127 273.6 0 0 127 87.93 -19.54 166.1 244.3
0.64 244.3 -78.16 68.39 273.6 -58.62 -850 68.39 -283.3 -234.5 -39.08 -78.16 -273.6 0 -117.2 -214.9 -9.77 -156.3 -107.5 -78.16 68.39
0.645 146.6 -244.3 117.2 283.3 -29.31 -977.5 136.8 -302.9 -175.9 -185.6 29.31 -410.4 -127 -234.5 -224.7 -29.31 -136.8 29.31 58.62 -58.62
0.65 351.7 -185.6 205.2 136.8 136.8 -947.7 371.3 -322.4 273.6 -185.6 -439.7 -478.7 -166.1 -322.4 -87.93 -195.4 -97.7 58.62 214.9 58.62
0.655 556.9 -87.93 459.2 195.4 410.4 -703.5 547.1 -117.2 439.7 -195.4 78.16 -322.4 175.9 -156.3 205.2 -293.1 254 195.4 517.8 244.3
0.66 781.6 107.5 547.1 244.3 527.6 -342 664.4 166.1 654.6 185.6 -97.7 -136.8 293.1 19.54 459.2 -175.9 302.9 351.7 576.5 136.8
0.665 566.7 107.5 576.5 302.9 635.1 -205.2 723 283.3 801.2 478.7 87.93 -127 508.1 127 478.7 -146.6 478.7 478.7 674.2 127
0.67 -78.16 185.6 547.1 400.6 517.8 -9.77 586.2 429.9 586.2 576.5 58.62 19.54 361.5 185.6 332.2 39.08 469 556.9 488.5 -48.85
0.675 234.5 78.16 547.1 293.1 420.1 -185.6 478.7 293.1 400.6 439.7 -9.77 -136.8 234.5 29.31 293.1 19.54 449.4 381 469 136.8
0.68 -166.1 97.7 390.8 254 254 -156.3 371.3 420.1 439.7 537.4 -127 -156.3 0 9.77 97.7 185.6 244.3 508.1 410.4 -146.6
0.685 136.8 -39.08 351.7 185.6 97.7 -342 254 342 185.6 312.7 -195.4 -214.9 -39.08 -97.7 0 127 58.62 400.6 332.2 -127
0.69 263.8 -48.85 420.1 29.31 205.2 -429.9 439.7 302.9 410.4 429.9 -156.3 -146.6 39.08 -19.54 156.3 214.9 9.77 293.1 381 -117.2
0.695 185.6 68.39 127 312.7 48.85 -459.2 263.8 361.5 351.7 361.5 -244.3 -87.93 -205.2 48.85 -205.2 146.6 -175.9 244.3 293.1 -312.7
0.7 400.6 185.6 371.3 498.3 381 -400.6 517.8 351.7 605.8 791.4 -29.31 48.85 117.2 87.93 117.2 166.1 117.2 244.3 488.5 -146.6
