    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -185.6 48.85 -967.8 -39.08 -449.4 -78.16 -185.6 195.4 -566.7 87.93 -185.6 -136.8 9.77 -683.9 185.6 254 -459.2 166.1 -254 -146.6
0.63 -185.6 156.3 -635.6 107.5 107.5 224.7 263.8 420.1 -234.5 273.6 136.8 -224.7 195.4 -361.5 146.6 498.3 -214.9 469 136.8 -87.93
0.635 -302.9 117.2 -556.9 -39.08 224.7 273.6 234.5 517.8 -146.6 517.8 156.3 224.7 371.3 -273.6 -19.54 400.6 -322.4 625.3 39.08 -400.6
0.64 351.7 254 -39.08 48.85 742.6 342 781.6 576.5 351.7 683.9 664.4 478.7 957.5 -224.7 527.6 566.7 293.1 732.8 478.7 -48.85
0.645 -9.77 -146.6 -302.9 -371.3 351.7 -19.54 410.4 302.9 78.16 488.5 537.4 293.1 830.5 -459.2 214.9 342 -107.5 576.5 39.08 -244.3
0.65 107.5 -244.3 -400.6 -420.1 214.9 -136.8 410.4 185.6 273.6 254 527.6 29.31 713.2 -586.2 469 273.6 -68.39 410.4 97.7 9.77
0.655 -156.3 -703.5 -996.6 -674.6 -332.2 -478.7 -29.31 -156.3 29.31 -156.3 127 -322.4 -39.08 -791.4 -48.85 58.62 -615.5 136.8 -371.3 9.77
0.66 -566.7 -732.8 -1416 -762.1 -693.7 -644.8 -322.4 -361.5 -87.93 -566.7 -117.2 -185.6 -185.6 -859.8 -302.9 -185.6 -957.5 19.54 -625.3 -87.93
0.665 -449.4 -527.6 -1192 -615.5 -459.2 -429.9 -214.9 -214.9 -39.08 -596 -156.3 117.2 -136.8 -537.4 -508.1 -146.6 -752.3 58.62 -429.9 9.77
0.67 -273.6 -214.9 -781.6 -87.93 -117.2 -146.6 39.08 -58.62 156.3 -556.9 127 635.1 156.3 -214.9 -586.2 -254 -361.5 146.6 -224.7 0
0.675 283.3 117.2 -97.7 0 312.7 -78.16 283.3 -78.16 39.08 -703.5 498.3 517.8 332.2 -332.2 -273.6 -332.2 293.1 29.31 127 263.8
0.68 351.7 175.9 312.7 234.5 664.4 87.93 547.1 78.16 117.2 -713.2 850 674.2 439.7 -39.08 -205.2 -166.1 664.4 175.9 400.6 312.7
0.685 254 -127 136.8 214.9 332.2 -48.85 263.8 -156.3 -273.6 -1114 459.2 635.1 -78.16 -576.5 -39.08 -283.3 508.1 -48.85 205.2 254
0.69 -205.2 -224.7 -39.08 -205.2 58.62 -332.2 127 -478.7 -371.3 -987.3 410.4 420.1 -214.9 -801.2 -48.85 -244.3 127 -205.2 -68.39 224.7
0.695 -214.9 -420.1 -283.3 -244.3 -78.16 -293.1 175.9 -410.4 -254 -908.6 48.85 342 -97.7 -869.6 244.3 -224.7 -9.77 -146.6 -97.7 127
0.7 -185.6 -293.1 -48.85 -185.6 39.08 -214.9 390.8 -312.7 87.93 -351.7 156.3 351.7 302.9 -771.9 742.6 146.6 -58.62 -58.62 19.54 205.2
0.705 -146.6 -166.1 -29.31 -117.2 58.62 -117.2 361.5 -136.8 58.62 -273.6 39.08 68.39 254 -371.3 498.3 224.7 -58.62 78.16 39.08 58.62
0.71 166.1 -29.31 302.9 97.7 263.8 78.16 508.1 58.62 -625.3 -136.8 244.3 625.3 381 39.08 771.9 517.8 175.9 107.5 166.1 195.4
0.715 -244.3 -234.5 234.5 -97.7 107.5 -146.6 410.4 0 -615.5 0 39.08 -9.77 234.5 -87.93 537.4 439.7 -39.08 117.2 -58.62 78.16
0.72 195.4 -9.77 107.5 107.5 58.62 19.54 293.1 166.1 -244.3 224.7 166.1 459.2 175.9 146.6 713.2 576.5 78.16 244.3 19.54 0
0.725 -703.5 -420.1 78.16 -234.5 -68.39 -136.8 195.4 87.93 -19.54 195.4 -19.54 78.16 97.7 -156.3 713.2 302.9 -146.6 234.5 -58.62 -78.16
0.73 -928.2 -1075 -312.7 -644.8 -205.2 -371.3 166.1 175.9 605.8 674.2 -605.8 -283.3 -332.2 -302.9 224.7 -78.16 -713.2 -273.6 -283.3 224.7
0.735 -1221 -1182 -547.6 -713.2 -390.8 -371.3 87.93 332.2 508.1 644.8 -693.7 -156.3 -449.4 39.08 302.9 19.54 -1064 -127 -439.7 -29.31
0.74 -1319 -1221 -488.5 -830.5 -332.2 -381 87.93 371.3 635.1 996.6 -791.4 -214.9 -508.1 -146.6 97.7 29.31 -1114 29.31 -449.4 -68.39
0.745 -1563 -1250 -517.8 -987.3 -517.8 -459.2 -244.3 117.2 39.08 312.7 -752.3 -625.3 -644.8 -107.5 -263.8 -390.8 -1143 -224.7 -596 -107.5
0.75 -1094 -1025 -273.6 -957.5 -224.7 -351.7 -166.1 68.39 127 449.4 -625.3 -469 -488.5 -146.6 -420.1 -244.3 -752.3 -224.7 -312.7 48.85
0.755 -752.3 -1182 224.7 -850 146.6 -342 48.85 -224.7 58.62 224.7 -263.8 -625.3 -254 -254 -107.5 -332.2 -205.2 -381 97.7 459.2
0.76 -478.7 -742.6 283.3 -674.6 273.6 -87.93 -78.16 -136.8 -439.7 -29.31 -97.7 -381 -312.7 -146.6 -429.9 -351.7 48.85 -322.4 263.8 390.8
0.765 -283.3 -693.7 469 -635.6 517.8 -29.31 136.8 -97.7 -381 -195.4 9.77 -214.9 -224.7 -195.4 -351.7 -351.7 214.9 -195.4 615.5 586.2
0.77 -195.4 -537.4 654.6 -625.3 723 136.8 410.4 136.8 -156.3 -127 205.2 -19.54 -19.54 -87.93 -449.4 -586.2 351.7 87.93 850 625.3
0.775 -39.08 -439.7 781.6 -576.5 869.6 293.1 674.2 302.9 166.1 39.08 293.1 -58.62 87.93 -68.39 -283.3 -615.5 449.4 273.6 1065 664.4
0.78 -127 -596 840.3 -537.4 791.4 302.9 723 420.1 107.5 -39.08 19.54 -136.8 9.77 -224.7 -371.3 -683.9 351.7 410.4 1016 488.5
0.785 -107.5 -566.7 732.8 -400.6 859.8 420.1 1036 713.2 -136.8 244.3 107.5 -87.93 48.85 -107.5 58.62 -517.8 293.1 771.9 996.6 322.4
0.79 -146.6 -605.8 644.8 -488.5 683.9 263.8 850 635.1 -312.7 -371.3 -19.54 -302.9 -127 -273.6 -117.2 -517.8 87.93 625.3 625.3 205.2
0.795 -400.6 -644.8 342 -498.3 498.3 244.3 791.4 615.5 -156.3 -58.62 -127 -342 -195.4 -293.1 78.16 -224.7 -127 859.8 381 9.77
0.8 -566.7 -439.7 117.2 -771.9 146.6 58.62 478.7 381 -195.4 -283.3 -224.7 -381 -234.5 -420.1 -58.62 -302.9 -517.8 703.5 -97.7 -175.9
0.805 -840.3 -244.3 -9.77 -693.7 -97.7 39.08 244.3 351.7 0 117.2 -263.8 -175.9 -273.6 -322.4 -273.6 -39.08 -596 635.1 -283.3 -195.4
0.81 -635.6 -459.2 -146.6 -987.3 -332.2 -156.3 68.39 166.1 0 244.3 -429.9 -556.9 -107.5 -410.4 -156.3 -214.9 -781.6 429.9 -547.6 -214.9
0.815 -1339 -517.8 -527.6 -1182 -771.9 -312.7 -371.3 146.6 -644.8 371.3 -596 -605.8 -381 -390.8 -302.9 -205.2 -1231 254 -987.3 -429.9
0.82 -1114 -1124 -625.3 -1094 -801.2 -342 -429.9 185.6 -29.31 381 -693.7 -801.2 -156.3 -361.5 -78.16 -136.8 -1172 127 -987.3 -273.6
0.825 -1651 -1270 -908.6 -1622 -987.3 -693.7 -723 -9.77 -420.1 400.6 -850 -1250 -283.3 -625.3 -78.16 -195.4 -1534 -185.6 -1280 -302.9
0.83 -1905 -1729 -830.5 -1632 -840.3 -723 -605.8 -87.93 97.7 107.5 -830.5 -928.2 -58.62 -459.2 -29.31 -58.62 -1416 -390.8 -1085 0
