    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 224.7 381 674.2 1505 771.9 1358 605.8 576.5 -439.7 -342 498.3 859.8 361.5 547.1 -244.3 0 1192 908.6 859.8 117.2
0.63 361.5 1065 850 1563 1055 1397 820.7 742.6 -97.7 0 381 1055 361.5 850 -146.6 87.93 1172 967.3 1006 146.6
0.635 322.4 762.1 429.9 1387 742.6 1241 664.4 683.9 58.62 127 390.8 908.6 224.7 576.5 -254 -9.77 781.6 869.6 879.3 -19.54
0.64 107.5 586.2 390.8 1241 742.6 1045 742.6 762.1 371.3 488.5 117.2 683.9 195.4 605.8 -107.5 117.2 625.3 967.3 840.3 -185.6
0.645 312.7 390.8 68.39 986.8 420.1 654.6 488.5 576.5 390.8 547.1 48.85 185.6 -58.62 234.5 -117.2 107.5 254 791.4 547.1 -273.6
0.65 -214.9 195.4 -48.85 801.2 381 596 508.1 693.7 556.9 898.9 -127 117.2 0 146.6 136.8 302.9 19.54 771.9 469 -371.3
0.655 -302.9 283.3 -361.5 635.1 205.2 449.4 429.9 644.8 615.5 1055 -351.7 -293.1 -136.8 9.77 58.62 420.1 -166.1 566.7 351.7 -429.9
0.66 -351.7 674.2 -224.7 459.2 400.6 547.1 605.8 683.9 830.5 1280 -332.2 -224.7 19.54 97.7 410.4 625.3 -58.62 596 429.9 -351.7
0.665 -283.3 762.1 -332.2 185.6 302.9 283.3 371.3 371.3 566.7 1124 -332.2 -478.7 -381 -78.16 39.08 547.1 -214.9 390.8 146.6 -381
0.67 -439.7 713.2 -244.3 283.3 312.7 302.9 214.9 283.3 449.4 1085 -195.4 -205.2 -381 -97.7 -166.1 625.3 -175.9 312.7 -19.54 -410.4
0.675 -185.6 166.1 -29.31 175.9 351.7 -19.54 48.85 -87.93 263.8 762.1 -9.77 -547.6 -371.3 -273.6 -166.1 361.5 0 185.6 -205.2 -195.4
0.68 -224.7 -58.62 156.3 87.93 459.2 -78.16 9.77 -107.5 156.3 683.9 -48.85 -332.2 -459.2 -195.4 -439.7 508.1 78.16 224.7 -214.9 -273.6
0.685 156.3 -322.4 625.3 -9.77 908.6 -136.8 332.2 -127 381 556.9 322.4 -254 -39.08 -175.9 -87.93 498.3 429.9 244.3 58.62 29.31
0.69 58.62 -439.7 371.3 58.62 693.7 -195.4 136.8 -185.6 107.5 400.6 -78.16 -224.7 -302.9 58.62 -156.3 576.5 185.6 156.3 -107.5 -39.08
0.695 -195.4 -9.77 97.7 214.9 498.3 -68.39 9.77 -166.1 -48.85 283.3 39.08 -195.4 -19.54 117.2 -48.85 586.2 -39.08 205.2 -273.6 -244.3
0.7 -185.6 -195.4 -97.7 322.4 371.3 -87.93 -39.08 -332.2 -175.9 -29.31 -136.8 78.16 156.3 273.6 166.1 390.8 -205.2 127 -322.4 -175.9
0.705 -820.7 166.1 -410.4 390.8 -39.08 -78.16 -420.1 -459.2 -683.9 -381 -107.5 136.8 205.2 293.1 -29.31 166.1 -371.3 127 -615.5 -420.1
0.71 -655.1 -9.77 -224.7 263.8 -9.77 -39.08 -449.4 -576.5 -859.8 -762.1 -78.16 195.4 459.2 205.2 -107.5 -234.5 -224.7 19.54 -615.5 -175.9
0.715 -371.3 -48.85 332.2 146.6 205.2 87.93 -332.2 -556.9 -889.1 -996.6 332.2 234.5 537.4 263.8 -156.3 -332.2 146.6 107.5 -469 -68.39
0.72 -117.2 107.5 586.2 293.1 332.2 205.2 -254 -508.1 -879.8 -1085 322.4 332.2 527.6 205.2 -273.6 -508.1 429.9 371.3 -371.3 -107.5
0.725 283.3 342 859.8 488.5 371.3 400.6 -214.9 -322.4 -742.6 -1016 390.8 478.7 478.7 273.6 -322.4 -469 586.2 537.4 -273.6 -195.4
0.73 537.4 713.2 771.9 762.1 293.1 517.8 -254 -224.7 -615.5 -820.7 449.4 556.9 381 263.8 -234.5 -439.7 566.7 576.5 -214.9 -273.6
0.735 498.3 967.3 596 986.8 195.4 498.3 -234.5 -97.7 -400.6 -508.1 293.1 566.7 302.9 224.7 -244.3 -332.2 478.7 664.4 -195.4 -410.4
0.74 371.3 449.4 342 889.1 39.08 410.4 -185.6 -58.62 -185.6 -214.9 107.5 175.9 166.1 68.39 -136.8 -214.9 156.3 527.6 -156.3 -439.7
0.745 -29.31 371.3 68.39 723 39.08 420.1 -9.77 185.6 195.4 254 -205.2 9.77 156.3 156.3 -39.08 48.85 29.31 605.8 9.77 -488.5
0.75 -508.1 -361.5 -332.2 293.1 -166.1 205.2 78.16 254 420.1 517.8 -312.7 -273.6 29.31 29.31 146.6 146.6 -273.6 312.7 -19.54 -400.6
0.755 -664.4 -693.7 -537.4 -166.1 -166.1 136.8 156.3 381 596 752.3 -517.8 -469 9.77 9.77 185.6 146.6 -459.2 146.6 -68.39 -390.8
0.76 -781.6 -556.9 -752.3 -390.8 -459.2 -39.08 68.39 361.5 566.7 859.8 -429.9 -351.7 -400.6 -78.16 175.9 175.9 -615.5 39.08 -254 -429.9
0.765 -762.1 -537.4 -683.9 -449.4 -312.7 -97.7 205.2 390.8 703.5 996.6 -205.2 -469 -156.3 -224.7 254 39.08 -655.1 9.77 -195.4 -429.9
0.77 -410.4 -459.2 -478.7 -596 -234.5 -302.9 263.8 244.3 742.6 967.3 68.39 -498.3 -449.4 -312.7 97.7 48.85 -615.5 -214.9 -68.39 -107.5
0.775 -312.7 -78.16 -166.1 -263.8 -29.31 -185.6 459.2 361.5 879.3 1104 107.5 -449.4 -214.9 -283.3 127 166.1 -371.3 -117.2 195.4 -29.31
0.78 -58.62 -97.7 -185.6 -312.7 -78.16 -97.7 449.4 498.3 898.9 1221 214.9 -244.3 -195.4 -78.16 78.16 410.4 -332.2 -107.5 332.2 -39.08
0.785 -146.6 -459.2 -195.4 -195.4 -244.3 -107.5 273.6 449.4 752.3 1016 175.9 -332.2 -342 -117.2 -9.77 381 -293.1 -234.5 332.2 97.7
0.79 -58.62 -410.4 -127 29.31 -263.8 205.2 146.6 635.1 654.6 938 263.8 -263.8 -127 117.2 214.9 605.8 -117.2 -185.6 420.1 205.2
0.795 -224.7 -850 -136.8 78.16 -302.9 166.1 185.6 556.9 517.8 693.7 -9.77 -107.5 107.5 205.2 283.3 527.6 19.54 -97.7 517.8 371.3
0.8 -214.9 -596 -205.2 0 -469 9.77 -29.31 244.3 175.9 293.1 107.5 -87.93 78.16 107.5 205.2 312.7 -127 -224.7 195.4 322.4
0.805 -146.6 -498.3 -283.3 29.31 -566.7 -68.39 -185.6 29.31 -195.4 -39.08 -175.9 58.62 117.2 127 -39.08 39.08 -234.5 -136.8 -9.77 127
0.81 -381 -361.5 -312.7 -293.1 -517.8 -400.6 -332.2 -400.6 -683.9 -517.8 -117.2 -58.62 224.7 29.31 -205.2 -332.2 -400.6 -361.5 -381 127
0.815 -68.39 -19.54 -244.3 -127 -478.7 -420.1 -420.1 -586.2 -1064 -889.1 117.2 39.08 166.1 19.54 -244.3 -625.3 -410.4 -175.9 -576.5 -87.93
0.82 117.2 527.6 -224.7 322.4 -508.1 -136.8 -576.5 -517.8 -1348 -1064 234.5 390.8 254 205.2 -263.8 -635.6 -332.2 107.5 -791.4 -361.5
0.825 850 644.8 195.4 547.1 -224.7 263.8 -390.8 -234.5 -1163 -938 517.8 439.7 332.2 390.8 -146.6 -400.6 -107.5 556.9 -655.1 -576.5
0.83 723 1045 371.3 1309 -156.3 703.5 -273.6 244.3 -918.4 -488.5 693.7 938 371.3 644.8 0 -48.85 87.93 898.9 -527.6 -771.9
0.835 615.5 967.3 273.6 1456 -273.6 986.8 -214.9 488.5 -576.5 0 371.3 938 29.31 781.6 -9.77 342 127 1114 -429.9 -938
0.84 -146.6 527.6 136.8 1387 -117.2 938 68.39 615.5 58.62 469 78.16 791.4 224.7 742.6 342 498.3 234.5 1124 -78.16 -723
0.845 -410.4 342 29.31 1085 -156.3 547.1 224.7 420.1 429.9 703.5 -332.2 566.7 117.2 537.4 459.2 400.6 58.62 771.9 97.7 -410.4
0.85 -332.2 -136.8 -117.2 547.1 -371.3 127 175.9 195.4 605.8 732.8 58.62 175.9 136.8 273.6 429.9 214.9 -19.54 312.7 136.8 -9.77
0.855 -78.16 -263.8 -117.2 214.9 -429.9 -156.3 166.1 97.7 625.3 713.2 -117.2 9.77 175.9 117.2 420.1 39.08 -127 39.08 166.1 146.6
0.86 273.6 -146.6 78.16 68.39 -361.5 -166.1 87.93 107.5 517.8 654.6 517.8 -117.2 -29.31 156.3 351.7 -39.08 -48.85 -9.77 78.16 195.4
0.865 293.1 -342 -58.62 -87.93 -576.5 -166.1 -87.93 39.08 390.8 547.1 -9.77 -127 -254 39.08 263.8 -9.77 -146.6 -117.2 -78.16 127
0.87 664.4 -58.62 146.6 -127 -420.1 -9.77 -117.2 58.62 390.8 478.7 224.7 -68.39 -127 87.93 469 -78.16 -19.54 -214.9 -97.7 224.7
0.875 342 -175.9 -136.8 -263.8 -527.6 -127 -244.3 -136.8 332.2 400.6 -283.3 -19.54 -283.3 58.62 273.6 -117.2 -87.93 -342 -175.9 273.6
0.88 146.6 -381 -185.6 -263.8 -527.6 -107.5 -342 -195.4 293.1 478.7 -400.6 19.54 -293.1 -146.6 185.6 -107.5 -244.3 -283.3 -224.7 68.39
0.885 -48.85 -752.3 -312.7 -586.2 -547.6 -625.3 -312.7 -488.5 263.8 273.6 -439.7 -263.8 -439.7 -410.4 0 -312.7 -312.7 -469 -234.5 254
