    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 635.1 19.54 244.3 78.16 283.3 -195.4 420.1 -97.7 517.8 -156.3 322.4 -68.39 312.7 -146.6 547.1 -156.3 283.3 -517.8 400.6 547.1
0.63 517.8 78.16 527.6 127 498.3 -87.93 566.7 -19.54 537.4 -195.4 449.4 29.31 488.5 -48.85 547.1 -156.3 478.7 -459.2 566.7 742.6
0.635 547.1 29.31 713.2 146.6 683.9 29.31 703.5 -29.31 596 -273.6 596 -48.85 635.1 -19.54 693.7 -58.62 683.9 -390.8 703.5 908.6
0.64 517.8 0 674.2 224.7 615.5 68.39 576.5 9.77 556.9 -107.5 537.4 87.93 605.8 58.62 703.5 -29.31 527.6 -234.5 498.3 605.8
0.645 517.8 -19.54 713.2 175.9 498.3 -19.54 351.7 -58.62 312.7 -185.6 537.4 -87.93 615.5 -78.16 439.7 -87.93 390.8 -263.8 263.8 449.4
0.65 986.8 97.7 498.3 68.39 361.5 -195.4 224.7 -214.9 146.6 -293.1 596 -87.93 596 -136.8 322.4 -205.2 263.8 -351.7 39.08 400.6
0.655 429.9 -117.2 58.62 -224.7 0 -469 -127 -420.1 -156.3 -488.5 205.2 -214.9 273.6 -273.6 -29.31 -439.7 -117.2 -566.7 -273.6 332.2
0.66 283.3 -78.16 -185.6 -439.7 -127 -693.7 -107.5 -527.6 -195.4 -576.5 127 -371.3 117.2 -361.5 -166.1 -469 -293.1 -810.9 -283.3 449.4
0.665 48.85 -263.8 -400.6 -576.5 -283.3 -732.8 -175.9 -488.5 -205.2 -576.5 -185.6 -390.8 -29.31 -361.5 -175.9 -449.4 -342 -781.6 -254 410.4
0.67 -263.8 -322.4 -342 -429.9 -361.5 -566.7 -48.85 -214.9 -97.7 -302.9 -361.5 -283.3 -224.7 -205.2 -136.8 -214.9 -390.8 -655.1 -97.7 351.7
0.675 -146.6 -273.6 -322.4 -332.2 -361.5 -400.6 68.39 -107.5 9.77 -234.5 -293.1 -224.7 -273.6 -107.5 -78.16 -68.39 -195.4 -488.5 58.62 371.3
0.68 214.9 -117.2 -117.2 -39.08 -224.7 -205.2 205.2 0 156.3 -68.39 -97.7 -58.62 -107.5 9.77 107.5 29.31 29.31 -195.4 205.2 322.4
0.685 302.9 48.85 29.31 185.6 -29.31 -29.31 429.9 185.6 381 107.5 19.54 -58.62 -87.93 97.7 478.7 117.2 146.6 97.7 322.4 166.1
0.69 302.9 9.77 195.4 273.6 68.39 78.16 498.3 244.3 586.2 244.3 195.4 -39.08 87.93 107.5 517.8 146.6 166.1 273.6 332.2 107.5
0.695 293.1 -39.08 254 449.4 273.6 254 654.6 449.4 703.5 449.4 224.7 58.62 234.5 185.6 723 322.4 322.4 449.4 449.4 9.77
0.7 -420.1 -166.1 185.6 449.4 107.5 322.4 566.7 625.3 801.2 664.4 107.5 87.93 166.1 205.2 723 410.4 58.62 498.3 254 -293.1
0.705 -78.16 -68.39 19.54 390.8 -68.39 322.4 429.9 635.1 615.5 683.9 0 78.16 68.39 195.4 605.8 478.7 -39.08 439.7 68.39 -469
