    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 1055 693.7 371.3 332.2 312.7 615.5 381 322.4 439.7 234.5 136.8 732.8 498.3 381 195.4 302.9 556.9 615.5 351.7 283.3
0.63 1270 566.7 410.4 449.4 400.6 537.4 498.3 400.6 381 840.3 224.7 654.6 439.7 351.7 185.6 351.7 517.8 605.8 459.2 342
0.635 850 488.5 244.3 478.7 244.3 498.3 342 361.5 -78.16 517.8 87.93 556.9 195.4 332.2 9.77 400.6 332.2 439.7 244.3 136.8
0.64 1387 508.1 410.4 547.1 478.7 498.3 547.1 175.9 185.6 -254 371.3 508.1 605.8 234.5 205.2 244.3 517.8 537.4 322.4 166.1
0.645 820.7 674.2 498.3 713.2 537.4 752.3 596 439.7 -9.77 -127 302.9 654.6 537.4 390.8 107.5 224.7 566.7 683.9 508.1 29.31
0.65 1172 723 762.1 508.1 791.4 723 820.7 302.9 97.7 -810.9 615.5 596 850 371.3 312.7 78.16 762.1 859.8 605.8 58.62
0.655 1124 723 801.2 361.5 879.3 625.3 1045 283.3 586.2 -615.5 556.9 390.8 898.9 195.4 547.1 68.39 869.6 762.1 898.9 361.5
0.66 977 781.6 869.6 263.8 889.1 605.8 986.8 459.2 664.4 -205.2 576.5 322.4 869.6 214.9 469 87.93 830.5 742.6 859.8 283.3
0.665 449.4 459.2 674.2 -19.54 683.9 273.6 908.6 459.2 771.9 508.1 107.5 -9.77 586.2 29.31 361.5 195.4 508.1 517.8 938 312.7
0.67 361.5 214.9 146.6 -107.5 205.2 29.31 459.2 283.3 576.5 381 -234.5 -146.6 9.77 -9.77 9.77 234.5 9.77 283.3 449.4 29.31
0.675 -68.39 39.08 58.62 -254 136.8 39.08 537.4 566.7 918.4 1397 -459.2 -185.6 0 0 -58.62 263.8 -97.7 19.54 644.8 127
0.68 -117.2 -146.6 -508.1 -244.3 -371.3 -244.3 0 205.2 449.4 420.1 -771.9 -273.6 -488.5 -48.85 -214.9 195.4 -498.3 -283.3 -29.31 -107.5
0.685 -615.5 -9.77 -293.1 -175.9 -205.2 -97.7 214.9 332.2 723 732.8 -527.6 -205.2 -39.08 9.77 68.39 302.9 -371.3 -175.9 136.8 -58.62
0.69 -586.2 19.54 -596 -136.8 -556.9 -185.6 -185.6 39.08 517.8 87.93 -771.9 -234.5 -146.6 -9.77 -9.77 234.5 -615.5 -234.5 -371.3 -410.4
0.695 -332.2 -9.77 -400.6 -127 -390.8 -214.9 -175.9 -117.2 185.6 -68.39 -469 -342 29.31 -68.39 214.9 224.7 -449.4 -312.7 -469 -273.6
0.7 -439.7 68.39 -488.5 -97.7 -547.6 -263.8 -439.7 -234.5 -156.3 -371.3 -498.3 -439.7 -87.93 -107.5 -39.08 156.3 -449.4 -312.7 -713.2 -410.4
0.705 351.7 0 -371.3 -185.6 -449.4 -166.1 -342 -48.85 78.16 29.31 -322.4 -429.9 29.31 -29.31 78.16 312.7 -302.9 -244.3 -371.3 -293.1
0.71 136.8 19.54 -410.4 -166.1 -517.8 -29.31 -498.3 87.93 -293.1 -58.62 -273.6 -508.1 -146.6 19.54 -205.2 302.9 -400.6 -39.08 -410.4 -498.3
0.715 136.8 -19.54 -185.6 -332.2 -205.2 166.1 9.77 537.4 312.7 683.9 -254 -469 -19.54 234.5 -39.08 566.7 -205.2 127 273.6 -205.2
0.72 146.6 -9.77 -283.3 -214.9 -322.4 234.5 -87.93 635.1 39.08 1006 -410.4 -517.8 -263.8 156.3 -351.7 635.1 -302.9 175.9 283.3 -234.5
0.725 -234.5 58.62 -342 -224.7 -244.3 361.5 -19.54 674.2 87.93 859.8 -586.2 -439.7 -332.2 175.9 -478.7 644.8 -332.2 361.5 234.5 -332.2
0.73 -478.7 107.5 -469 -117.2 -381 361.5 -224.7 654.6 -87.93 840.3 -850 -478.7 -625.3 9.77 -459.2 586.2 -566.7 517.8 -9.77 -635.6
0.735 -351.7 175.9 -273.6 0 -58.62 293.1 -9.77 342 48.85 -97.7 -508.1 -390.8 -263.8 -97.7 -175.9 498.3 -342 459.2 29.31 -390.8
0.74 -9.77 97.7 -68.39 48.85 87.93 205.2 78.16 263.8 273.6 -254 -371.3 -410.4 -136.8 -107.5 9.77 342 -195.4 429.9 156.3 -156.3
0.745 166.1 48.85 156.3 97.7 361.5 214.9 478.7 439.7 703.5 175.9 -68.39 -224.7 175.9 39.08 439.7 185.6 58.62 488.5 693.7 136.8
0.75 -596 -68.39 68.39 127 254 58.62 371.3 420.1 644.8 224.7 29.31 -273.6 107.5 58.62 244.3 166.1 -117.2 527.6 488.5 -9.77
0.755 371.3 9.77 302.9 185.6 488.5 224.7 527.6 586.2 371.3 400.6 254 -68.39 322.4 273.6 332.2 244.3 254 674.2 781.6 214.9
0.76 -312.7 -127 78.16 146.6 175.9 39.08 78.16 332.2 -302.9 -263.8 29.31 -195.4 -166.1 87.93 -48.85 58.62 -68.39 517.8 332.2 58.62
0.765 576.5 254 429.9 429.9 527.6 400.6 371.3 586.2 -185.6 -107.5 469 29.31 68.39 283.3 -48.85 185.6 410.4 938 723 107.5
0.77 508.1 351.7 547.1 439.7 605.8 449.4 400.6 625.3 -293.1 68.39 400.6 -87.93 29.31 205.2 -214.9 146.6 390.8 1006 644.8 -48.85
0.775 420.1 508.1 527.6 547.1 576.5 478.7 527.6 762.1 78.16 410.4 283.3 -97.7 -58.62 234.5 -273.6 68.39 371.3 996.6 801.2 -48.85
0.78 410.4 498.3 596 596 732.8 390.8 850 703.5 820.7 254 508.1 -195.4 244.3 185.6 195.4 48.85 527.6 957.5 928.2 78.16
0.785 390.8 263.8 429.9 381 508.1 58.62 576.5 488.5 175.9 156.3 342 -410.4 39.08 -48.85 -39.08 68.39 175.9 635.1 576.5 58.62
0.79 97.7 39.08 400.6 312.7 371.3 -87.93 488.5 342 625.3 -78.16 508.1 -449.4 107.5 -127 107.5 78.16 19.54 556.9 332.2 -136.8
0.795 459.2 -156.3 488.5 58.62 459.2 -205.2 547.1 214.9 469 58.62 498.3 -527.6 185.6 -195.4 439.7 175.9 234.5 293.1 615.5 351.7
0.8 -156.3 -517.8 175.9 -214.9 136.8 -478.7 136.8 48.85 39.08 -117.2 459.2 -693.7 39.08 -351.7 39.08 48.85 -127 -127 146.6 273.6
0.805 -234.5 -615.5 68.39 -293.1 0 -517.8 19.54 -68.39 -39.08 -205.2 224.7 -742.6 48.85 -342 254 39.08 -87.93 -302.9 136.8 478.7
0.81 -195.4 -547.6 -214.9 -156.3 -175.9 -488.5 -78.16 68.39 205.2 244.3 156.3 -693.7 -146.6 -244.3 293.1 117.2 -273.6 -214.9 -9.77 127
0.815 -48.85 -449.4 -97.7 -107.5 -19.54 -596 29.31 -127 185.6 -29.31 156.3 -655.1 39.08 -234.5 293.1 127 -117.2 -371.3 39.08 381
0.82 -390.8 -381 -351.7 -29.31 -312.7 -664.4 -127 -68.39 449.4 263.8 -205.2 -703.5 -478.7 -263.8 58.62 224.7 -410.4 -361.5 -175.9 68.39
0.825 -175.9 -547.6 -195.4 0 -214.9 -732.8 -78.16 -107.5 166.1 205.2 -29.31 -762.1 -302.9 -283.3 97.7 234.5 -332.2 -517.8 87.93 342
0.83 -381 -635.6 -449.4 19.54 -469 -752.3 -342 -48.85 9.77 351.7 -273.6 -889.1 -625.3 -322.4 -214.9 234.5 -655.1 -527.6 -175.9 -68.39
0.835 117.2 -625.3 -117.2 0 -127 -576.5 0 0 224.7 498.3 68.39 -889.1 -273.6 -322.4 0 205.2 -293.1 -469 322.4 302.9
0.84 -195.4 -498.3 -146.6 29.31 -283.3 -400.6 -175.9 146.6 -29.31 547.1 19.54 -850 -312.7 -195.4 -195.4 29.31 -293.1 -244.3 136.8 58.62
