    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -68.39 -254 58.62 -39.08 -185.6 -214.9 68.39 -78.16 -68.39 -254 -214.9 -136.8 9.77 -205.2 -146.6 -322.4 185.6 -293.1 459.2 556.9
0.63 -439.7 -293.1 -156.3 -156.3 -459.2 -342 -58.62 -117.2 -127 -214.9 -371.3 -136.8 -136.8 -234.5 -293.1 -214.9 9.77 -293.1 469 410.4
0.635 -136.8 -195.4 -68.39 -214.9 -459.2 -322.4 -127 -58.62 -175.9 -78.16 -293.1 -127 -127 -263.8 -351.7 -175.9 -19.54 -263.8 195.4 351.7
0.64 -459.2 -205.2 -254 -283.3 -742.6 -322.4 -273.6 -29.31 -332.2 -48.85 -371.3 -97.7 -244.3 -361.5 -508.1 -87.93 -214.9 -185.6 -87.93 78.16
0.645 -254 -214.9 -361.5 -342 -771.9 -302.9 -322.4 -166.1 -381 -263.8 -410.4 -78.16 -234.5 -332.2 -566.7 -175.9 -254 -244.3 -78.16 58.62
0.65 87.93 -175.9 -263.8 -342 -655.1 -224.7 -156.3 -117.2 -273.6 -175.9 -283.3 -97.7 -68.39 -371.3 -469 -156.3 -185.6 -195.4 -19.54 19.54
0.655 68.39 -293.1 -263.8 -576.5 -566.7 -342 -39.08 -342 -254 -469 -273.6 -185.6 117.2 -517.8 -361.5 -469 -146.6 -400.6 -263.8 214.9
0.66 322.4 -205.2 -78.16 -498.3 -342 -390.8 175.9 -390.8 -87.93 -478.7 -68.39 -78.16 381 -361.5 -107.5 -449.4 -87.93 -302.9 -342 214.9
0.665 58.62 -254 -166.1 -586.2 -498.3 -586.2 19.54 -566.7 -244.3 -664.4 -127 -175.9 371.3 -508.1 -205.2 -625.3 -273.6 -488.5 -381 146.6
0.67 -9.77 -185.6 -205.2 -429.9 -547.6 -605.8 -87.93 -508.1 -263.8 -508.1 -97.7 -9.77 371.3 -381 -185.6 -459.2 -400.6 -498.3 -351.7 0
0.675 -107.5 -78.16 -214.9 -273.6 -635.6 -517.8 -214.9 -449.4 -361.5 -537.4 -214.9 0 195.4 -342 -351.7 -361.5 -469 -469 -723 -156.3
0.68 -117.2 29.31 -136.8 19.54 -498.3 -263.8 -175.9 -175.9 -273.6 -263.8 -166.1 78.16 185.6 -175.9 -342 -117.2 -283.3 -136.8 -615.5 -332.2
0.685 127 136.8 78.16 97.7 -244.3 -156.3 -87.93 -224.7 -185.6 -302.9 -107.5 78.16 293.1 -273.6 -224.7 -254 -117.2 -78.16 -381 -263.8
0.69 107.5 29.31 127 -9.77 9.77 -175.9 58.62 -263.8 -29.31 -332.2 58.62 39.08 351.7 -371.3 0 -332.2 107.5 -107.5 -87.93 9.77
0.695 58.62 9.77 58.62 -48.85 58.62 -107.5 39.08 -214.9 -29.31 -234.5 -58.62 58.62 263.8 -381 29.31 -390.8 29.31 -107.5 -293.1 -39.08
0.7 78.16 -224.7 0 -195.4 175.9 -107.5 234.5 -166.1 244.3 -234.5 19.54 39.08 351.7 -400.6 263.8 -469 29.31 -185.6 -87.93 205.2
0.705 -146.6 -302.9 -293.1 -312.7 19.54 -97.7 117.2 -175.9 185.6 -234.5 -254 -58.62 39.08 -400.6 68.39 -342 -185.6 -351.7 29.31 234.5
0.71 -224.7 -322.4 -322.4 -254 -39.08 68.39 195.4 107.5 263.8 48.85 -244.3 -19.54 -9.77 -273.6 87.93 -68.39 -175.9 -254 342 224.7
0.715 -361.5 -302.9 -410.4 -185.6 -185.6 97.7 9.77 68.39 78.16 9.77 -390.8 -58.62 -205.2 -205.2 -117.2 97.7 -293.1 -185.6 -48.85 58.62
0.72 -244.3 -263.8 -205.2 -68.39 39.08 97.7 146.6 166.1 175.9 195.4 -136.8 -78.16 -9.77 -302.9 48.85 273.6 -97.7 -48.85 87.93 87.93
0.725 -254 -283.3 -234.5 -117.2 -87.93 48.85 -107.5 107.5 -58.62 48.85 -224.7 -195.4 -107.5 -322.4 -205.2 117.2 -195.4 -9.77 9.77 -19.54
0.73 -166.1 -283.3 -107.5 -127 127 117.2 58.62 87.93 39.08 -39.08 9.77 -205.2 87.93 -361.5 -78.16 39.08 -48.85 29.31 283.3 107.5
0.735 -136.8 -166.1 -68.39 -156.3 283.3 175.9 107.5 214.9 58.62 9.77 -19.54 -351.7 136.8 -351.7 -68.39 -39.08 -68.39 166.1 214.9 39.08
0.74 -371.3 -68.39 -302.9 -19.54 146.6 410.4 -9.77 439.7 -87.93 244.3 -263.8 -263.8 -9.77 -117.2 -195.4 39.08 -293.1 420.1 97.7 -332.2
0.745 -234.5 -234.5 -146.6 -87.93 390.8 302.9 254 351.7 146.6 185.6 -127 -273.6 136.8 -166.1 39.08 19.54 -127 332.2 517.8 -68.39
0.75 -244.3 -185.6 -156.3 19.54 371.3 390.8 234.5 381 175.9 342 -136.8 -156.3 58.62 -146.6 29.31 166.1 -146.6 293.1 586.2 -136.8
0.755 19.54 -273.6 19.54 87.93 390.8 400.6 214.9 312.7 156.3 351.7 -78.16 -87.93 87.93 -136.8 -19.54 156.3 -39.08 195.4 312.7 -39.08
0.76 205.2 -214.9 175.9 68.39 381 302.9 87.93 29.31 117.2 156.3 39.08 -78.16 87.93 -156.3 9.77 166.1 175.9 19.54 146.6 136.8
