    T[sec] Fp1 Fp2 F3  F4  C3  C4  P3  P4  O1  O2  F7  F8  T3  T4  T5  T6  Fz  Cz  Pz  A2 
30 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
0.625 -625.3 283.3 -459.2 175.9 -400.6 312.7 -185.6 263.8 107.5 488.5 -107.5 273.6 -400.6 322.4 29.31 244.3 -791.4 459.2 -713.2 -1104
0.63 -889.1 488.5 -683.9 469 -644.8 537.4 -429.9 429.9 9.77 898.9 -117.2 459.2 -400.6 224.7 -156.3 498.3 -1075 889.1 -1064 -1768
0.635 -947.7 781.6 -938 644.8 -879.8 683.9 -781.6 498.3 -420.1 1036 -19.54 459.2 -683.9 371.3 -449.4 605.8 -1270 977 -1397 -2189
0.64 -556.9 547.1 -420.1 576.5 -361.5 586.2 -293.1 332.2 107.5 850 166.1 156.3 -400.6 234.5 -136.8 566.7 -683.9 674.2 -713.2 -1201
0.645 -127 361.5 -78.16 234.5 -9.77 166.1 -146.6 -127 -175.9 273.6 517.8 87.93 -302.9 166.1 -254 234.5 -205.2 361.5 -351.7 -459.2
0.65 234.5 39.08 146.6 -117.2 166.1 -107.5 -9.77 -400.6 -263.8 -293.1 810.9 -107.5 -136.8 48.85 -107.5 195.4 0 -29.31 -185.6 68.39
0.655 195.4 -175.9 -29.31 -429.9 -9.77 -400.6 -136.8 -703.5 -390.8 -527.6 625.3 -117.2 -39.08 -244.3 -302.9 -166.1 -146.6 -429.9 -234.5 302.9
0.66 273.6 -9.77 97.7 -97.7 166.1 -48.85 107.5 -332.2 117.2 -29.31 742.6 127 0 127 39.08 -48.85 0 -127 -9.77 127
0.665 48.85 -322.4 -136.8 -224.7 -87.93 -87.93 -68.39 -429.9 -156.3 -214.9 449.4 -205.2 -254 -58.62 -97.7 -312.7 -214.9 -351.7 -214.9 136.8
0.67 87.93 -488.5 19.54 -312.7 68.39 -185.6 68.39 -429.9 166.1 -127 566.7 -439.7 -166.1 -312.7 9.77 -498.3 -107.5 -439.7 48.85 410.4
0.675 244.3 -537.4 136.8 -312.7 166.1 -97.7 205.2 -371.3 19.54 -283.3 654.6 -429.9 -127 -312.7 127 -410.4 19.54 -517.8 117.2 596
