    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1 144.1
0.625 12.94 0.9849 4.995 15.97 9.989 3.939 29.97 22.93 -3.025 9.989 -2.04 38.97 18.99 11.96 40.94 24.97
0.63 21.95 7.949 1.97 21.95 18.99 15.97 15.97 24.97 2.955 11.96 -12.03 40.94 26.94 8.934 46.99 31.94
0.635 47.98 28.98 14.98 17.94 18.99 34.96 4.995 16.95 6.964 11.96 -6.05 38.97 28.98 24.97 36.93 31.94
0.64 52.97 38.97 14 30.95 25.96 52.97 26.94 29.97 24.97 33.98 -2.04 56 39.96 35.95 54.94 44.95
0.645 39.96 22.93 7.949 31.94 28.98 44.95 28.98 29.97 37.99 29.97 -7.035 52.97 26.94 23.99 54.94 42.98
0.65 40.94 15.97 5.979 21.95 20.96 36.93 30.95 23.99 24.97 23.99 0 45.94 15.97 22.93 56.98 36.93
0.655 32.99 12.94 -12.03 28 23.99 39.96 31.94 34.96 15.97 37.99 -2.04 54.94 30.95 25.96 64.93 46.99
0.66 14.98 0.9849 -38.06 8.934 16.95 28 -9.004 2.955 8.934 23.99 -12.03 28 15.97 10.97 38.97 38.97
0.665 19.98 -1.055 -30.04 -9.004 0.9849 33.98 -41.01 -18.01 -9.004 19.98 -11.04 1.97 0 14 14.98 21.95
0.67 28 3.939 -15.05 -1.055 1.97 39.96 -15.05 -3.025 -9.004 35.95 -11.04 7.949 14 25.96 18.99 17.94
0.675 16.95 -3.025 -10.06 -1.055 8.934 17.94 -9.004 -4.01 2.955 21.95 -30.04 -3.025 1.97 8.934 2.955 10.97
0.68 28 0.9849 1.97 -2.04 4.995 7.949 -7.035 -6.05 0.9849 14 -39.04 -17.02 0 3.939 -1.055 1.97
0.685 37.99 19.98 0.9849 14 9.989 15.97 3.939 0 0 28 -39.04 -13.01 15.97 15.97 0.9849 16.95
0.69 29.97 15.97 -5.065 11.96 15.97 5.979 -9.004 -5.065 3.939 23.99 -43.05 -29.05 9.989 9.989 -11.04 15.97
0.695 43.97 21.95 3.939 11.96 14 15.97 -1.055 -7.035 0.9849 33.98 -35.03 -21.03 15.97 29.97 -5.065 15.97
0.7 52.97 39.96 24.97 30.95 26.94 25.96 42 8.934 7.949 51.99 -23 3.939 39.96 57.97 20.96 34.96
0.705 33.98 23.99 15.97 23.99 25.96 5.979 31.94 4.995 30.95 33.98 -21.03 5.979 31.94 42 18.99 38.97
0.71 32.99 11.96 4.995 7.949 20.96 7.949 11.96 -2.04 28 28 -23 5.979 23.99 28 16.95 31.94
0.715 33.98 21.95 0.9849 5.979 24.97 17.94 7.949 1.97 17.94 31.94 -23 11.96 19.98 28 24.97 28
0.72 31.94 17.94 -7.035 3.939 23.99 17.94 -27.01 -1.055 20.96 25.96 -15.05 9.989 7.949 17.94 12.94 14.98
0.725 49.95 28 1.97 21.95 37.99 47.98 -13.01 14 22.93 39.96 -9.004 33.98 23.99 33.98 32.99 28.98
0.73 59.94 43.97 15.97 45.94 51.99 61.98 33.98 39.96 25.96 57.97 -5.065 56 42 51.99 58.95 45.94
0.735 45.94 31.94 -1.055 42 47.98 49.95 17.94 37.99 33.98 49.95 0.9849 45.94 33.98 31.94 54.94 47.98
0.74 39.96 21.95 -7.035 33.98 40.94 54.94 19.98 30.95 25.96 48.96 -9.004 39.96 30.95 14 50.93 45.94
0.745 28 15.97 0.9849 14 19.98 36.93 28 12.94 1.97 35.95 -13.01 28 15.97 7.949 32.99 28
0.75 18.99 1.97 -11.04 -3.025 1.97 8.934 1.97 -11.04 -4.01 8.934 -2.04 12.94 0.9849 6.964 14.98 2.955
0.755 34.96 9.989 0.9849 7.949 7.949 19.98 26.94 0.9849 -1.055 16.95 1.97 30.95 18.99 26.94 28.98 21.95
0.76 50.93 19.98 19.98 28 26.94 33.98 56.98 16.95 9.989 40.94 5.979 39.96 38.97 42 40.94 46.99
0.765 54.94 23.99 0.9849 31.94 35.95 34.96 18.99 23.99 26.94 47.98 18.99 34.96 43.97 40.94 40.94 50.93
0.77 65.99 39.96 0 47.98 56 50.93 19.98 43.97 42 65.99 14 43.97 51.99 47.98 50.93 62.96
0.775 63.95 47.98 11.96 39.96 57.97 63.95 15.97 42 42 75.97 15.97 37.99 49.95 59.94 44.95 56
0.78 54.94 37.99 -11.04 19.98 52.97 63.95 -10.06 18.99 43.97 70.98 19.98 17.94 42.98 70 34.96 48.96
0.785 56.98 39.96 -11.04 28 63.95 72.95 4.995 19.98 50.93 82.94 -1.055 14.98 48.96 82.94 42.98 66.97
0.79 65.99 40.94 1.97 25.96 59.94 80.97 9.989 8.934 42.98 89.97 -12.03 -1.055 49.95 86.95 28.98 67.96
0.795 57.97 23.99 -17.02 7.949 45.94 60.99 -19.06 -9.004 39.96 67.96 -17.02 -17.02 31.94 70 0.9849 46.99
0.8 48.96 17.94 -10.06 5.979 35.95 38.97 -4.01 -7.035 34.96 46.99 -27.01 -10.06 22.93 54.94 2.955 34.96
0.805 45.94 22.93 2.955 5.979 22.93 39.96 9.989 -10.06 22.93 35.95 -14.07 0.9849 19.98 40.94 8.934 28.98
0.81 23.99 9.989 -6.05 2.955 16.95 28 3.939 -2.04 20.96 28.98 -5.065 12.94 26.94 18.99 16.95 32.99
