    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1 247.1
0.625 -23.05 -31.01 -29.08 -29.08 -13.03 -23.05 -29.08 -21.12 -21.12 -11.1 -35.11 -39.1 -45.01 -3.017 -55.02 45.97
0.63 -26.06 -39.1 -38.01 -32.1 -16.05 -22.08 -36.08 -35.11 -23.05 -2.051 -41.03 -43.08 -52.01 1.931 -52.01 55.99
0.635 -29.08 -37.04 -43.08 -33.06 -17.01 -16.05 -39.1 -51.04 -27.03 -2.051 -40.06 -48.02 -56.11 5.913 -48.02 55.99
0.64 -29.08 -33.06 -45.01 -31.01 -17.01 -7.119 -37.04 -51.04 -29.08 -3.017 -39.1 -45.01 -53.09 0 -41.03 41.99
0.645 -20.03 -23.05 -43.08 -22.08 -11.1 0.9653 -29.08 -41.03 -25.1 0.9653 -37.04 -37.04 -39.1 0 -38.01 19.91
0.65 -8.085 -13.03 -33.06 -11.1 0 3.982 -26.06 -22.08 -11.1 -1.086 -33.06 -27.03 -19.06 -8.085 -34.03 0
0.655 -1.086 -5.068 -27.03 -3.017 3.982 7.964 -23.05 -5.068 0.9653 5.913 -37.04 -23.05 -3.017 -11.1 -35.11 -11.1
0.66 2.896 2.896 -20.03 1.931 14 9.894 -20.03 2.896 7.964 12.91 -40.06 -18.1 2.896 -10.02 -33.06 -17.01
0.665 8.929 -1.086 -20.03 0 21.96 11.95 -24.01 1.931 15.93 21 -42.11 -21.12 3.982 -2.051 -27.03 -15.08
0.67 7.964 -1.086 -27.03 -7.119 19.91 14 -29.08 -1.086 17.98 21.96 -45.01 -23.05 -2.051 1.931 -25.1 -13.03
0.675 7.964 -11.1 -34.03 -12.07 14.96 11.95 -30.05 -10.02 19.91 22.93 -42.11 -19.06 -1.086 14 -16.05 -11.1
0.68 1.931 -21.12 -40.06 -16.05 12.91 5.913 -31.01 -12.07 18.94 16.89 -38.01 -16.05 -6.033 19.91 0 -9.05
0.685 0.9653 -23.05 -37.04 -13.03 3.982 0 -21.12 -7.119 15.93 9.894 -27.03 -7.119 -7.119 21.96 9.894 -7.119
0.69 -7.119 -15.08 -18.1 0 0.9653 0.9653 -7.119 3.982 16.89 5.913 -11.1 2.896 0 19.91 28.96 0.9653
0.695 -11.1 -1.086 -2.051 7.964 -1.086 0.9653 3.982 18.94 18.94 1.931 3.982 18.94 4.947 15.93 44.89 3.982
0.7 -13.03 8.929 14 17.98 -2.051 -2.051 15.93 31.98 17.98 0.9653 21.96 25.94 11.95 9.894 53.94 11.95
0.705 -13.03 12.91 17.98 21.96 -2.051 0.9653 15.93 34.99 12.91 -7.119 31.98 28.96 16.89 1.931 55.99 15.93
0.71 -15.08 10.98 9.894 17.98 -1.086 -5.068 9.894 28.96 1.931 -17.01 31.98 23.89 14 0.9653 51.89 15.93
0.715 -19.06 2.896 -2.051 7.964 -7.119 -15.08 0 17.98 -5.068 -25.1 23.89 17.98 9.894 0.9653 43.92 15.93
0.72 -25.1 -1.086 -7.119 1.931 -13.03 -23.05 0.9653 7.964 -13.03 -27.03 15.93 11.95 3.982 0 37.89 14
0.725 -31.01 -1.086 -7.119 -2.051 -21.12 -29.08 0.9653 5.913 -15.08 -25.1 9.894 7.964 1.931 7.964 29.92 11.95
0.73 -35.11 2.896 -5.068 -2.051 -25.1 -27.03 -2.051 3.982 -11.1 -19.06 5.913 3.982 -2.051 15.93 17.98 3.982
0.735 -33.06 4.947 -3.017 0 -23.05 -21.12 0 1.931 -9.05 -15.08 -2.051 -2.051 -1.086 21.96 0 -5.068
0.74 -25.1 4.947 -3.017 0 -17.01 -13.03 0.9653 0 -9.05 -13.03 -5.068 -5.068 -7.119 23.89 -19.06 -25.1
0.745 -13.03 4.947 -3.017 0 -5.068 -5.068 -7.119 -2.051 -11.1 -9.05 -13.03 -9.05 -9.05 21.96 -39.1 -45.01
0.75 0.9653 10.98 0.9653 1.931 1.931 -2.051 -13.03 1.931 -13.03 -3.017 -15.08 -9.05 -7.119 21.96 -51.04 -59
0.755 7.964 21 5.913 9.894 11.95 5.913 -11.1 11.95 -7.119 1.931 -3.017 -1.086 0.9653 23.89 -47.06 -63.11
0.76 14 32.94 19.91 21.96 17.98 14 0.9653 30.89 0 9.894 9.894 9.894 9.894 25.94 -29.08 -57.07
0.765 15.93 40.91 29.92 29.92 17.98 17.98 11.95 43.92 14 11.95 29.92 27.99 21.96 25.94 -3.017 -47.06
0.77 11.95 42.96 31.98 33.91 14 19.91 21.96 50.92 23.89 7.964 39.94 41.99 27.99 19.91 14 -39.1
0.775 11.95 38.97 25.94 29.92 11.95 17.98 21.96 46.94 27.99 -2.051 37.89 45.97 27.99 14 23.89 -39.1
0.78 11.95 32.94 15.93 21.96 14 15.93 14 33.91 21.96 -3.017 25.94 37.89 21.96 9.894 23.89 -41.03
0.785 15.93 30.89 9.894 11.95 17.98 14 1.931 21 15.93 -3.017 14 23.89 17.98 7.964 21.96 -42.11
0.79 19.91 32.94 9.894 7.964 21.96 14 0.9653 11.95 9.894 -2.051 9.894 11.95 15.93 7.964 21.96 -36.08
0.795 19.91 34.99 15.93 9.894 23.89 14 -2.051 7.964 11.95 3.982 15.93 9.894 21.96 9.894 31.98 -17.01
0.8 17.98 36.92 21.96 14 16.89 11.95 5.913 14 15.93 3.982 19.91 19.91 29.92 12.91 45.97 6.999
0.805 11.95 30.89 23.89 19.91 6.999 7.964 14 26.91 19.91 -2.051 21.96 37.89 35.96 10.98 55.99 38.97
0.81 7.964 24.98 23.89 23.89 0 1.931 19.91 35.96 21.96 -3.017 19.91 59.97 41.99 11.95 59.97 59.97
0.815 4.947 18.94 19.91 25.94 2.896 0.9653 24.98 45.97 24.98 -5.068 14 70.95 47.9 12.91 50.92 67.93
0.82 4.947 16.89 15.93 27.99 8.929 -1.086 22.93 45.97 24.98 -1.086 5.913 68.9 47.9 14.96 30.89 59.97
0.825 1.931 16.89 11.95 25.94 11.95 -2.051 17.98 43.92 23.89 -2.051 1.931 51.89 43.92 15.93 7.964 49.96
0.83 0.9653 18.94 9.894 19.91 9.894 1.931 8.929 40.91 22.93 -1.086 0 26.91 35.96 15.93 -4.103 44.89
0.835 -1.086 14.96 7.964 14 2.896 0 1.931 31.98 16.89 0 -6.033 4.947 23.89 14.96 -20.03 43.92
0.84 -1.086 8.929 3.982 3.982 -3.017 -5.068 -11.1 23.89 9.894 -7.119 -13.03 -9.05 15.93 14 -31.01 49.96
0.845 0 4.947 -1.086 0 -6.033 -6.033 -18.1 15.93 3.982 -7.119 -18.1 -12.07 11.95 14.96 -40.06 56.95
0.85 2.896 2.896 1.931 -1.086 0 -2.051 -23.05 4.947 0.9653 -1.086 -18.1 -5.068 14.96 22.93 -43.08 58.88
0.855 9.894 6.999 1.931 2.896 4.947 -2.051 -17.01 0.9653 3.982 -1.086 -18.1 -1.086 18.94 30.89 -38.01 50.92
0.86 14.96 6.999 1.931 6.999 14.96 4.947 -13.03 0.9653 6.999 5.913 -14.12 5.913 22.93 38.97 -25.1 38.97
0.865 12.91 8.929 1.931 7.964 18.94 6.999 -8.085 5.913 9.894 5.913 -8.085 10.98 21.96 38.97 -6.033 21
0.87 5.913 8.929 0.9653 5.913 14 3.982 -11.1 9.894 7.964 0 -3.017 5.913 17.98 33.91 1.931 1.931
0.875 -2.051 6.999 0.9653 0 6.999 0.9653 -13.03 11.95 2.896 -4.103 1.931 -1.086 7.964 24.98 10.98 -15.08
0.88 -12.07 8.929 0.9653 -3.017 -1.086 1.931 -20.03 4.947 -2.051 -16.05 0.9653 -4.103 -2.051 9.894 12.91 -32.1
0.885 -19.06 10.98 0 -9.05 -9.05 -5.068 -21.12 0.9653 -13.03 -27.03 0 -11.1 -7.119 -1.086 9.894 -47.06
