    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2 406.2
0.625 -9.124 5.95 -12.1 -5.157 18.84 27.97 31.93 35.9 -1.19 -48.2 -25.19 6.942 72.99 62.87 46.81 75.96
0.63 -7.14 0.9917 -7.14 0.9917 17.85 31.93 35.9 35.9 0 -53.15 -37.09 -3.173 55.93 57.91 27.97 57.91
0.635 0.9917 0 -1.19 8.925 22.81 38.87 40.86 40.86 0.9917 -51.17 -42.05 -16.07 33.92 48.99 8.925 35.9
0.64 2.975 1.983 4.958 12.89 24 38.87 36.89 32.92 1.983 -45.02 -46.01 -31.14 13.88 31.93 0.9917 7.934
0.645 -1.19 -5.157 -2.182 7.934 27.97 33.92 24 17.85 -9.124 -39.07 -47.01 -41.06 0 15.87 -7.14 -17.06
0.65 -5.157 -17.06 -15.07 0.9917 29.95 27.97 9.917 1.983 -21.02 -29.16 -41.06 -43.04 -1.19 7.934 -5.157 -43.04
0.655 -7.14 -20.03 -33.12 -11.11 35.9 25.98 0 -5.157 -31.14 -17.06 -29.16 -39.07 -1.19 7.934 -2.182 -59.11
0.66 -3.173 -9.124 -41.06 -19.04 48 33.92 1.983 -7.14 -35.11 -1.19 -13.09 -27.17 1.983 15.87 11.9 -67.04
0.665 4.958 1.983 -37.09 -19.04 63.87 53.95 15.87 0.9917 -37.09 11.9 0 -9.124 11.9 24 27.97 -67.04
0.67 20.83 24.99 -23.01 -7.14 77.95 75.96 35.9 13.88 -33.12 25.98 15.87 1.983 19.83 29.95 48.99 -63.07
0.675 36.89 45.82 -9.124 -2.182 91.83 93.81 53.95 33.92 -29.16 35.9 25.98 15.87 31.93 31.93 64.86 -51.17
0.68 44.82 61.88 -1.19 -2.182 93.81 96 57.91 39.87 -27.17 35.9 29.95 21.82 43.83 33.92 75.96 -31.14
0.685 38.87 63.87 -5.157 -5.157 89.85 84.89 49.98 41.85 -25.19 27.97 25.98 24 53.95 38.87 84.89 -3.173
0.69 24.99 48.99 -11.11 -19.04 77.95 70.81 43.83 39.87 -23.01 17.85 19.83 27.97 61.88 44.82 90.84 27.97
0.695 10.91 34.91 -15.07 -27.17 63.87 55.93 37.88 39.87 -21.02 7.934 11.9 29.95 63.87 49.98 89.85 61.88
0.7 0.9917 31.93 -12.1 -23.01 49.98 52.96 42.84 42.84 -15.07 -1.19 6.942 37.88 64.86 54.94 79.93 79.93
0.705 -1.19 27.97 -4.165 -7.14 38.87 52.96 50.97 50.97 -5.157 -6.149 0.9917 45.82 64.86 56.92 63.87 85.88
0.71 -3.173 30.94 5.95 15.87 31.93 61.88 65.85 65.85 1.983 -17.06 0.9917 51.96 67.83 63.87 45.82 85.88
0.715 -1.19 35.9 24.99 37.88 32.92 68.82 76.96 80.92 13.88 -20.03 -4.165 49.98 74.97 73.98 36.89 82.91
0.72 2.975 39.87 38.87 49.98 38.87 65.85 74.97 86.87 17.85 -20.03 -12.1 35.9 72.99 81.91 32.92 78.94
0.725 4.958 32.92 41.85 45.82 43.83 55.93 65.85 81.91 13.88 -19.04 -21.02 9.917 61.88 83.9 35.9 73.98
0.73 6.942 18.84 37.88 31.93 54.94 43.83 49.98 75.96 3.967 -9.124 -23.01 -11.11 43.83 76.96 38.87 60.89
0.735 10.91 4.958 19.83 12.89 62.87 38.87 33.92 57.91 -3.173 -3.173 -23.01 -30.15 21.82 61.88 37.88 34.91
0.74 8.925 0.9917 0.9917 -5.157 63.87 35.9 21.82 37.88 -17.06 -2.182 -23.01 -45.02 1.983 37.88 21.82 0.9917
0.745 6.942 0 -18.05 -20.03 59.9 37.88 16.86 22.81 -26.18 0.9917 -20.03 -48.2 -4.165 20.83 3.967 -38.08
0.75 2.975 -8.132 -29.16 -20.03 56.92 44.82 13.88 13.88 -26.18 3.967 -15.07 -44.03 -1.19 16.86 0 -63.07
0.755 0.9917 -14.08 -29.16 -9.124 53.95 48 9.917 7.934 -21.02 3.967 -9.124 -37.09 1.983 25.98 -2.182 -73.19
0.76 2.975 -17.06 -22.02 1.983 53.95 46.81 6.942 11.9 -7.14 5.95 -3.173 -25.19 17.85 45.82 19.83 -59.11
0.765 -1.19 -17.06 -12.1 17.85 54.94 44.82 5.95 21.82 1.983 9.917 1.983 -8.132 37.88 66.84 49.98 -29.16
0.77 -1.19 -16.07 -9.124 28.96 57.91 44.82 15.87 32.92 9.917 11.9 2.975 7.934 52.96 74.97 81.91 0
0.775 0.9917 -11.11 -10.12 24 58.91 48.99 27.97 41.85 11.9 5.95 1.983 20.83 61.88 70.81 91.83 29.95
0.78 0.9917 -3.173 -16.07 13.88 51.96 46.81 32.92 37.88 0 -3.173 -7.14 19.83 53.95 51.96 83.9 43.83
0.785 -5.157 -2.182 -27.17 3.967 35.9 37.88 27.97 21.82 -15.07 -25.19 -31.14 5.95 33.92 33.92 45.82 41.85
0.79 -13.09 -10.12 -25.19 -1.19 16.86 26.97 13.88 7.934 -30.15 -49.19 -57.12 -12.1 9.917 16.86 0.9917 33.92
0.795 -21.02 -16.07 -20.03 2.975 0 17.85 2.975 0 -40.06 -68.03 -76.16 -32.13 -4.165 8.925 -35.11 20.83
0.8 -21.02 -10.12 -13.09 3.967 -2.182 15.87 -2.182 -3.173 -43.04 -75.17 -79.14 -37.09 -5.157 9.917 -53.15 11.9
0.805 -5.157 -1.19 0.9917 8.925 14.88 32.92 11.9 7.934 -33.12 -61.09 -57.12 -20.03 5.95 19.83 -43.04 12.89
0.81 10.91 14.88 3.967 11.9 38.87 57.91 39.87 27.97 -15.07 -35.11 -25.19 1.983 27.97 32.92 -18.05 20.83
0.815 24.99 30.94 3.967 15.87 55.93 75.96 55.93 39.87 -2.182 -13.09 0.9917 24 45.82 48 7.934 27.97
0.82 26.97 33.92 1.983 13.88 60.89 81.91 56.92 34.91 5.95 1.983 4.958 24 46.81 55.93 26.97 26.97
0.825 12.89 15.87 -16.07 7.934 52.96 64.86 32.92 14.88 1.983 0 -2.182 1.983 34.91 59.9 28.96 12.89
0.83 -3.173 -6.149 -35.11 0 31.93 43.83 3.967 -3.173 -3.173 -15.07 -21.02 -27.17 9.917 51.96 15.87 -5.157
0.835 -13.09 -31.14 -48.2 -3.173 20.83 26.97 -14.08 -18.05 -15.07 -24.2 -40.06 -51.17 -2.182 42.84 1.983 -27.17
0.84 -17.06 -35.11 -52.16 -13.09 13.88 22.81 -26.18 -22.02 -23.01 -24.2 -46.01 -59.11 -8.132 32.92 1.983 -43.04
0.845 -5.157 -28.16 -49.19 -17.06 25.98 33.92 -17.06 -15.07 -23.01 -13.09 -35.11 -49.19 -1.19 27.97 1.983 -49.19
0.85 10.91 -14.08 -35.11 -9.124 41.85 56.92 -2.182 -2.182 -13.09 1.983 -9.124 -25.19 13.88 32.92 20.83 -41.06
0.855 26.97 0 -21.02 -2.182 57.91 78.94 15.87 11.9 0.9917 21.82 11.9 0 33.92 40.86 48.99 -27.17
0.86 34.91 11.9 -13.09 5.95 67.83 87.86 29.95 21.82 3.967 35.9 27.97 19.83 45.82 45.82 72 -11.11
0.865 30.94 13.88 -9.124 9.917 69.82 83.9 31.93 24 7.934 37.88 29.95 27.97 48 41.85 88.86 -2.182
0.87 22.81 0.9917 -13.09 3.967 63.87 72 27.97 24 5.95 35.9 21.82 24 43.83 37.88 92.82 11.9
0.875 10.91 -9.124 -21.02 -1.19 53.95 49.98 15.87 15.87 -2.182 24 3.967 5.95 29.95 27.97 79.93 17.85
0.88 -1.19 -17.06 -31.14 -15.07 41.85 27.97 0.9917 -2.182 -5.157 11.9 -15.07 -13.09 15.87 21.82 55.93 19.83
0.885 -1.19 -20.03 -35.11 -23.01 33.92 15.87 -13.09 -11.11 -11.11 0 -31.14 -33.12 3.967 19.83 27.97 19.83
0.89 0.9917 -19.04 -31.14 -21.02 35.9 15.87 -15.07 -19.04 -13.09 -3.173 -39.07 -41.06 0.9917 21.82 3.967 19.83
0.895 14.88 0.9917 -19.04 -11.11 45.82 29.95 -5.157 -13.09 -11.11 -5.157 -39.07 -35.11 0.9917 27.97 -9.124 17.85
0.9 32.92 25.98 -2.182 -1.19 57.91 50.97 12.89 -1.19 -4.165 -5.157 -30.15 -17.06 5.95 32.92 -16.07 13.88
0.905 48.99 46.81 10.91 12.89 72.99 72 37.88 24.99 -1.19 -1.19 -14.08 2.975 24.99 38.87 -16.07 11.9
0.91 54.94 57.91 25.98 25.98 79.93 89.85 57.91 49.98 9.917 1.983 1.983 25.98 45.82 45.82 -9.124 13.88
0.915 50.97 60.89 34.91 33.92 86.87 103.9 72 69.82 19.83 12.89 25.98 42.84 66.84 54.94 2.975 14.88
0.92 40.86 55.93 35.9 25.98 84.89 106.9 66.84 74.97 21.82 20.83 35.9 46.81 76.96 59.9 19.83 14.88
0.925 24.99 44.82 24 11.9 75.96 96 53.95 65.85 17.85 24 35.9 33.92 69.82 53.95 33.92 7.934
0.93 8.925 22.81 10.91 0.9917 63.87 76.96 35.9 53.95 10.91 18.84 22.81 17.85 59.9 48 44.82 -1.19
0.935 2.975 1.983 1.983 -7.14 43.83 48 18.84 34.91 1.983 4.958 0 -3.173 40.86 40.86 48.99 -7.14
0.94 -15.07 -18.05 -15.07 -19.04 27.97 15.87 -2.182 13.88 -7.14 -1.19 -15.07 -23.01 24 29.95 51.96 -19.04
0.945 -29.16 -38.08 -33.12 -31.14 18.84 0 -10.12 0 -16.07 -3.173 -18.05 -30.15 16.86 24 61.88 -17.06
