    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2 356.2
0.625 8.87 32.87 4 -1.043 12.87 36.87 17.91 8.87 4 5.913 1.913 42.96 -8 -8 -39.13 -105
0.63 -3.13 17.91 -3.13 -10.09 -2.087 30.96 12 0.8696 4.87 2.957 5.913 44 0 0.8696 -21.04 -67.13
0.635 -17.04 0.8696 -25.04 -25.04 -9.043 21.91 4 -6.087 4 4 16 52 21.91 0 -1.043 -17.04
0.64 -19.13 -14.09 -41.04 -45.04 -12 16 0 -14.09 0 10.96 28 62.96 37.91 4.87 28.87 25.91
0.645 -19.13 -25.04 -55.13 -54.09 -11.13 12.87 -7.13 -16 1.913 16.87 40 76 52 8 48 64
0.65 -17.04 -29.04 -56 -54.09 -7.13 10.96 -6.087 -13.04 0.8696 20 44.87 80.87 57.91 10.96 61.91 82.96
0.655 -19.13 -34.09 -58.09 -50.09 -12 0 -14.09 -20 2.957 16 38.96 72 50.96 14.96 60 82.96
0.66 -33.04 -44 -58.09 -47.13 -24 -16 -31.13 -31.13 5.913 4 21.91 48 34.96 13.91 48 68
0.665 -53.04 -56 -60 -44 -40 -31.13 -48 -46.09 6.957 -13.04 2.957 21.91 16.87 8.87 36 50.96
0.67 -67.13 -59.13 -58.09 -44 -47.13 -40 -64 -55.13 6.957 -27.13 -6.087 0.8696 1.913 2.957 28.87 34.96
0.675 -63.13 -57.04 -53.04 -42.09 -47.13 -40 -67.13 -60 4.87 -32 -11.13 -5.043 0.8696 1.913 28 25.91
0.68 -45.04 -38.09 -37.04 -35.13 -30.09 -25.04 -56 -52 4 -24 -7.13 -6.087 0.8696 2.957 30.96 17.91
0.685 -25.04 -11.13 -25.04 -21.04 -11.13 1.913 -37.04 -36 8 -13.04 1.913 -7.13 0 1.913 34.96 12
0.69 -5.043 5.913 -11.13 -12 1.913 18.96 -21.04 -20 8.87 -6.087 13.91 -11.13 -2.087 1.913 28 1.913
0.695 -1.043 20.87 -3.13 -1.043 10.96 34.96 -9.043 -10.09 13.91 1.913 21.91 -12 0.8696 4.87 24 -7.13
0.7 2.957 25.91 0.8696 5.913 13.91 42.96 -1.043 1.913 17.91 1.913 29.91 -11.13 4.87 5.913 14.96 -15.13
0.705 -1.043 28 9.913 17.91 17.91 52 9.913 12 25.91 8.87 29.91 -5.043 9.913 5.913 9.913 -23.13
0.71 0.8696 30.96 20 29.91 18.96 56 21.91 26.96 36.87 12 30.96 5.913 20 12 9.913 -26.09
0.715 6.957 26.96 21.91 36 12.87 54.96 25.91 29.91 40.87 14.96 25.91 16.87 28.87 12.87 0.8696 -27.13
0.72 10.96 20 17.91 32 4 49.91 21.91 29.91 40 10.96 21.91 24 33.91 9.913 -3.13 -25.04
0.725 4.87 16 8 22.96 0.8696 48 17.91 25.91 37.91 2.957 20 24.87 40 6.957 -11.13 -17.04
0.73 2.957 6.957 1.913 6.957 -6.087 44.87 8.87 13.91 25.91 -1.043 16.87 28.87 44.87 4 -9.043 -4
0.735 -5.043 0.8696 -11.13 -1.043 -13.04 33.91 0.8696 5.913 16 -2.087 13.91 28 45.91 0 -3.13 4
0.74 -11.13 -6.087 -19.13 -12 -14.09 20.87 -11.13 0 4.87 -1.043 8.87 20.87 41.91 4 0.8696 16.87
0.745 -19.13 -18.09 -28 -21.04 -20 1.913 -30.09 -15.13 -1.043 -2.087 -1.043 0 29.91 2.957 4.87 24.87
0.75 -29.04 -31.13 -37.04 -27.13 -33.04 -21.04 -55.13 -39.13 -15.13 -19.13 -17.04 -27.13 5.913 -2.087 0 24
0.755 -33.04 -45.04 -45.04 -34.09 -49.04 -42.09 -75.13 -62.09 -22.09 -35.13 -40 -61.04 -10.09 -2.087 -6.087 18.96
0.76 -43.13 -56 -49.04 -39.13 -64 -59.13 -90.09 -77.04 -25.04 -52 -61.04 -87.13 -22.09 -8 -20 8
0.765 -55.13 -57.04 -45.04 -31.13 -73.04 -61.04 -89.04 -77.04 -17.04 -61.04 -69.04 -101 -25.04 -11.13 -31.13 1.913
0.77 -57.04 -48 -30.09 -18.09 -70.09 -54.09 -76 -64 -4 -57.04 -69.04 -105 -18.09 -9.043 -39.13 -3.13
0.775 -47.13 -36 -16 -6.087 -68 -50.09 -64 -52 0.8696 -52 -65.04 -109 -15.13 -9.043 -53.04 -19.13
0.78 -35.13 -19.13 -5.043 -2.087 -61.04 -45.04 -53.04 -45.04 5.913 -47.13 -63.13 -117 -19.13 -13.04 -71.13 -43.13
0.785 -21.04 -1.043 0.8696 0 -53.04 -37.04 -41.04 -41.04 5.913 -47.13 -67.13 -127.1 -31.13 -21.04 -95.13 -71.13
0.79 -3.13 9.913 -2.087 0 -41.04 -29.04 -33.04 -43.13 0 -47.13 -71.13 -133 -43.13 -29.04 -119.1 -97.04
0.795 10.96 17.91 -2.087 -1.043 -29.04 -23.13 -21.04 -43.13 -1.043 -41.04 -73.04 -129 -53.04 -35.13 -139.1 -121
0.8 26.96 20 1.913 0.8696 -15.13 -13.04 -9.043 -33.04 -3.13 -31.13 -67.13 -115.1 -53.04 -37.04 -149 -139.1
0.805 38.96 21.91 12.87 1.913 -1.043 -2.087 2.957 -14.09 0 -21.04 -53.04 -97.04 -43.13 -35.13 -145 -147.1
