    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2 333.2
0.625 -11.06 -23.1 3.904 -11.06 -9.11 -31.07 -3.091 -7.158 -6.019 -25.05 -11.06 -31.07 -29.12 -23.1 -27 -47.01
0.63 -16.11 -17.08 9.923 -10.09 -12.04 -29.12 1.952 -4.067 -16.11 -22.12 0.9761 -28.14 -30.1 -22.12 -19.03 -41.16
0.635 -11.06 -15.13 7.971 -5.043 -12.04 -28.14 5.856 0 -20.01 -23.1 0 -24.08 -26.03 -26.03 -17.08 -38.07
0.64 -5.043 -19.03 0.9761 -3.091 -13.01 -33.02 -2.115 -3.091 -24.08 -25.05 -1.139 -27 -29.12 -33.02 -21.15 -39.04
0.645 1.952 -25.05 -15.13 -5.043 -12.04 -35.14 -8.134 -8.134 -28.14 -27 -10.09 -30.1 -29.12 -33.02 -23.1 -40.02
0.65 6.995 -31.07 -27 -11.06 -11.06 -34.16 -22.12 -23.1 -30.1 -24.08 -23.1 -34.16 -29.12 -28.14 -27 -37.09
0.655 7.971 -35.14 -39.04 -25.05 -13.01 -31.07 -33.02 -33.02 -30.1 -21.15 -33.02 -41.16 -27 -19.03 -27 -35.14
0.66 2.928 -33.02 -38.07 -34.16 -16.11 -32.05 -40.02 -39.04 -27 -20.01 -36.11 -44.09 -25.05 -10.09 -30.1 -29.12
0.665 1.952 -23.1 -33.02 -36.11 -19.03 -29.12 -36.11 -45.06 -27 -20.01 -34.16 -49.13 -26.03 -10.09 -33.02 -23.1
0.67 -2.115 -15.13 -21.15 -35.14 -15.13 -31.07 -25.05 -41.16 -29.12 -27 -25.05 -47.01 -29.12 -17.08 -27 -17.08
0.675 6.995 -7.158 -16.11 -26.03 -7.158 -27 -17.08 -34.16 -34.16 -28.14 -15.13 -40.02 -31.07 -26.03 -20.01 -14.15
0.68 13.99 -7.158 -17.08 -26.03 -6.019 -26.03 -17.08 -29.12 -38.07 -31.07 -7.158 -36.11 -38.07 -38.07 -13.01 -19.03
0.685 17.89 -17.08 -29.12 -31.07 -9.11 -23.1 -19.03 -33.02 -43.11 -31.07 -5.043 -35.14 -43.11 -47.01 -7.158 -23.1
0.69 15.94 -25.05 -34.16 -36.11 -10.09 -20.01 -25.05 -34.16 -38.07 -27 -2.115 -27 -41.16 -49.13 0 -25.05
0.695 0.9761 -31.07 -37.09 -39.04 -14.15 -23.1 -29.12 -37.09 -33.02 -27 -4.067 -23.1 -35.14 -51.08 -5.043 -30.1
0.7 -13.01 -37.09 -37.09 -37.09 -19.03 -31.07 -35.14 -37.09 -29.12 -35.14 -15.13 -27 -39.04 -59.05 -15.13 -43.11
0.705 -22.12 -31.07 -29.12 -31.07 -22.12 -36.11 -41.16 -39.04 -30.1 -47.01 -26.03 -34.16 -46.04 -69.14 -29.12 -52.06
0.71 -24.08 -29.12 -26.03 -25.05 -25.05 -44.09 -43.11 -36.11 -37.09 -59.05 -35.14 -40.02 -50.1 -73.04 -40.02 -60.03
