    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2
38.6133 3.977 -9.038 -15.04 12.94 0 -9.038 -19.02 -1.012 12.94 4.989 -3.037 0 4.989 -19.02 9.978
38.62 0.9399 -19.02 -29.06 0 -9.038 -19.02 -34.05 -13.01 0 -6.001 -17.06 -9.038 -1.012 -29.06 3.977
38.6267 1.952 -20.03 -28.05 0 -8.025 -19.02 -28.05 -22.05 0.9399 -15.04 -21.04 -13.01 -4.049 -31.02 5.929
38.6333 4.989 -10.05 -12 -1.012 1.952 -5.061 -10.05 -18 8.965 -11.06 -9.038 -3.037 0 -17.06 17.93
38.64 14.97 -1.012 4.989 8.965 8.965 9.978 7.953 -3.037 18.94 0.9399 9.978 7.953 -1.012 4.989 33.98
38.6467 21.98 12.94 17.93 17.93 15.98 25.96 24.94 6.941 19.96 3.977 29.93 18.94 1.952 30.94 40.99
38.6533 24.94 24.94 22.99 22.99 18.94 35.93 28.99 20.97 18.94 1.952 39.98 19.96 -6.001 38.97 33.98
38.66 28.99 31.96 26.97 17.93 19.96 38.97 29.93 24.94 15.98 -6.001 41.93 22.99 -8.025 38.97 28.99
38.6667 29.93 35.93 25.96 15.98 15.98 41.93 35.93 29.93 13.95 -23.06 37.96 23.93 -9.038 22.99 23.93
38.6733 24.94 33.98 26.97 14.97 6.941 34.99 34.99 37.96 15.98 -45.04 27.98 27.98 -10.05 6.941 21.98
38.68 7.953 27.98 19.96 6.941 -8.025 20.97 20.97 29.93 2.964 -66.01 7.953 20.97 -16.05 -13.01 10.99
38.6867 -4.049 14.97 5.929 -2.024 -24 1.952 1.952 12.94 -9.038 -81.05 -9.038 2.964 -21.04 -35.07 0
38.6933 -14.03 -1.012 -1.012 -22.05 -28.05 -7.013 -18 -3.037 -27.04 -78.01 -23.06 -14.03 -24 -49.02 -14.03
38.7 -16.05 -11.06 -9.038 -38.03 -23.06 -15.04 -31.02 -22.05 -37.02 -66.01 -25.02 -29.06 -17.06 -45.04 -15.04
38.7067 -20.03 -23.06 -24 -48.01 -21.04 -21.04 -38.03 -36.01 -44.03 -57.05 -22.05 -42.01 -19.02 -39.04 -10.05
38.7133 -27.04 -30 -44.03 -54.01 -26.03 -33.04 -53.07 -50.03 -50.03 -56.03 -29.06 -49.02 -26.03 -35.07 -7.013
38.72 -35.07 -36.01 -57.05 -60.01 -33.04 -46.06 -64.06 -65.07 -59.07 -64.06 -37.02 -55.02 -37.02 -37.02 -13.01
38.7267 -38.03 -39.04 -59.07 -69.05 -36.01 -52.06 -66.01 -74.04 -67.02 -67.02 -39.04 -61.02 -47.07 -33.04 -19.02
38.7333 -29.06 -36.01 -45.04 -70.06 -25.02 -42.01 -58.06 -73.02 -69.05 -58.06 -33.04 -59.07 -53.07 -15.04 -13.01
38.74 -15.04 -24 -30 -68.04 -14.03 -29.06 -43.02 -68.04 -64.06 -44.03 -17.06 -47.07 -52.06 4.989 0.9399
38.7467 -8.025 -13.01 -26.03 -60.01 -7.013 -17.06 -24 -58.06 -58.06 -37.02 -2.024 -36.01 -47.07 22.99 4.989
38.7533 -2.024 -1.012 -31.02 -52.06 -3.037 -9.038 -11.06 -46.06 -47.07 -34.05 3.977 -21.04 -37.02 34.99 9.978
38.76 -1.012 -1.012 -29.06 -40.05 -1.012 0.9399 4.989 -33.04 -35.07 -40.05 13.95 -8.025 -26.03 36.95 8.965
38.7667 8.965 2.964 -11.06 -26.03 6.941 13.95 29.93 -10.05 -21.04 -53.07 23.93 0.9399 -21.04 30.94 2.964
38.7733 15.98 11.93 9.978 -14.03 8.965 28.99 42.95 7.953 -16.05 -72.01 23.93 10.99 -24 14.97 0
38.78 14.97 21.98 22.99 -10.05 0.9399 36.95 44.97 21.98 -15.04 -93.05 15.98 9.978 -34.05 -3.037 -15.04
38.7867 0 25.96 17.93 -11.06 -13.01 25.96 37.96 19.96 -21.04 -105.1 1.952 5.929 -39.04 -27.04 -29.06
38.7933 -8.025 19.96 12.94 -11.06 -23.06 12.94 23.93 16.99 -21.04 -104 -3.037 1.952 -36.01 -37.02 -32.03
38.8 -16.05 6.941 8.965 -10.05 -30 0.9399 8.965 8.965 -26.03 -97.03 -13.01 -9.038 -34.05 -41.07 -29.06
38.8067 -23.06 -12 1.952 -19.02 -39.04 -13.01 -2.024 -1.012 -33.04 -91.03 -25.02 -16.05 -36.01 -43.02 -26.03
38.8133 -36.01 -32.03 -18 -34.05 -48.01 -31.02 -25.02 -9.038 -40.05 -93.05 -35.07 -23.06 -34.05 -37.02 -25.02
38.82 -54.01 -48.01 -44.03 -48.01 -58.06 -45.04 -44.03 -32.03 -46.06 -89 -43.02 -27.04 -32.03 -31.02 -19.02
38.8267 -68.04 -58.06 -64.06 -56.03 -62.03 -55.02 -54.01 -48.01 -50.03 -83 -43.02 -31.02 -26.03 -19.02 -11.06
38.8333 -65.07 -67.02 -71.07 -59.07 -53.07 -57.05 -58.06 -57.05 -53.07 -69.05 -39.04 -35.07 -23.06 -9.038 -7.013
38.84 -49.02 -65.07 -65.07 -60.01 -36.01 -47.07 -49.02 -58.06 -54.01 -48.01 -29.06 -37.02 -20.03 0.9399 -3.037
38.8467 -27.04 -49.02 -59.07 -61.02 -21.04 -33.04 -31.02 -53.07 -53.07 -35.07 -17.06 -33.04 -19.02 10.99 0.9399
38.8533 -15.04 -31.02 -49.02 -53.07 -11.06 -15.04 -13.01 -41.07 -47.07 -29.06 -7.013 -21.04 -15.04 20.97 5.929
38.86 -9.038 -17.06 -33.04 -39.04 -9.038 -5.061 -1.012 -27.04 -39.04 -37.02 -1.012 -11.06 -15.04 24.94 11.93
38.8667 -5.061 -9.038 -11.06 -27.04 -11.06 -1.012 7.953 -12 -31.02 -51.04 -3.037 -5.061 -21.04 16.99 3.977
38.8733 0.9399 -3.037 0 -21.04 -17.06 0.9399 10.99 1.952 -27.04 -73.02 -11.06 -9.038 -33.04 -5.061 -19.02
38.88 0.9399 7.953 9.978 -17.06 -25.02 -2.024 14.97 2.964 -25.02 -101 -25.02 -15.04 -43.02 -41.07 -55.02
38.8867 -9.038 19.96 9.978 -15.04 -37.02 -2.024 16.99 7.953 -25.02 -129.1 -39.04 -19.02 -49.02 -77 -78.01
38.8933 -29.06 11.93 2.964 -11.06 -46.06 -1.012 10.99 4.989 -23.06 -136.1 -49.02 -18 -49.02 -91.03 -80.04
38.9 -41.07 -5.061 -1.012 -3.037 -51.04 -7.013 4.989 -1.012 -17.06 -121 -47.07 -15.04 -33.04 -85.03 -67.02
38.9067 -39.04 -28.05 -6.001 0 -42.01 -8.025 4.989 1.952 -3.037 -86.04 -35.07 -4.049 -11.06 -57.05 -45.04
38.9133 -27.04 -29.06 -7.013 1.952 -31.02 -3.037 5.929 5.929 0.9399 -45.04 -17.06 -2.024 0 -27.04 -31.02
38.92 -13.01 -12 -3.037 0.9399 -13.01 2.964 6.941 7.953 -7.013 -19.02 0.9399 4.989 0.9399 0.9399 -18
38.9267 -17.06 -5.061 -10.05 -17.06 -10.05 2.964 -1.012 -2.024 -27.04 -12 0 -1.012 -11.06 8.965 -12
38.9333 -31.02 -22.05 -24 -34.05 -16.05 -5.061 -17.06 -13.01 -47.07 -22.05 -6.001 -9.038 -28.05 8.965 -19.02
38.94 -43.02 -52.06 -42.01 -46.06 -26.03 -25.02 -36.01 -31.02 -57.05 -32.03 -20.03 -25.02 -36.01 2.964 -27.04
38.9467 -41.07 -63.05 -52.06 -50.03 -26.03 -33.04 -35.07 -43.02 -57.05 -24 -24 -33.04 -32.03 -1.012 -30
38.9533 -20.03 -44.03 -47.07 -46.06 -15.04 -23.06 -18 -38.03 -51.04 0 -11.06 -28.05 -25.02 16.99 -18
38.96 -3.037 -13.01 -31.02 -42.01 0.9399 -7.013 -1.012 -31.02 -49.02 3.977 0 -20.03 -22.05 28.99 -12
38.9667 0.9399 -1.012 -19.02 -38.03 0 1.952 -1.012 -18 -46.06 -14.03 -3.037 -18 -28.05 16.99 -20.03
38.9733 -8.025 -2.024 -8.025 -28.05 -14.03 -2.024 -1.012 -11.06 -36.01 -54.01 -23.06 -23.06 -30 -15.04 -39.04
38.98 -19.02 0 7.953 -10.05 -28.05 -8.025 1.952 -6.001 -26.03 -82.06 -35.07 -24 -32.03 -51.04 -54.01
38.9867 -19.02 0 27.98 2.964 -35.07 -5.061 15.98 0 -17.06 -93.05 -38.03 -10.05 -30 -65.07 -52.06
38.9933 -16.05 6.941 35.93 14.97 -41.07 0 28.99 20.97 -15.04 -94.06 -31.02 1.952 -27.04 -63.05 -48.01
39 -25.02 5.929 26.97 10.99 -42.01 1.952 21.98 27.98 -19.02 -94.06 -32.03 1.952 -30 -67.02 -48.01
39.0067 -37.02 -8.025 2.964 1.952 -46.06 1.952 8.965 23.93 -25.02 -86.04 -32.03 1.952 -32.03 -63.05 -45.04
39.0133 -43.02 -28.05 -18 -14.03 -42.01 -7.013 -5.061 0 -27.04 -64.06 -24 0.9399 -24 -47.07 -29.06
39.02 -41.07 -45.04 -32.03 -29.06 -32.03 -14.03 -12 -17.06 -33.04 -30 -9.038 0 -15.04 -15.04 -6.001
39.0267 -37.02 -48.01 -41.07 -43.02 -21.04 -16.05 -18 -25.02 -45.04 -7.013 0.9399 -6.001 -16.05 4.989 1.952
39.0333 -39.04 -53.07 -53.07 -55.02 -25.02 -23.06 -41.07 -33.04 -59.07 -3.037 -5.061 -27.04 -29.06 8.965 -13.01
39.04 -51.04 -60.01 -60.01 -59.07 -34.05 -38.03 -66.01 -49.02 -71.07 -8.025 -25.02 -48.01 -45.04 2.964 -31.02
39.0467 -63.05 -75.05 -67.02 -61.02 -45.04 -55.02 -78.01 -66.01 -75.05 -13.01 -43.02 -65.07 -53.07 -11.06 -43.02
39.0533 -63.05 -83 -68.04 -57.05 -46.06 -65.07 -82.06 -76.06 -73.02 -12 -51.04 -70.06 -51.04 -11.06 -44.03
39.06 -59.07 -85.03 -69.05 -53.07 -43.02 -65.07 -76.06 -77 -69.05 -17.06 -51.04 -67.02 -47.07 -13.01 -46.06
39.0667 -49.02 -75.05 -63.05 -47.07 -45.04 -59.07 -68.04 -72.01 -61.02 -35.07 -53.07 -61.02 -49.02 -27.04 -49.02
39.0733 -47.07 -61.02 -55.02 -33.04 -53.07 -53.07 -58.06 -62.03 -51.04 -57.05 -55.02 -53.07 -49.02 -45.04 -53.07
39.08 -45.04 -45.04 -39.04 -17.06 -57.05 -45.04 -43.02 -50.03 -37.02 -75.05 -55.02 -39.04 -49.02 -63.05 -53.07
39.0867 -37.02 -29.06 -19.02 -7.013 -53.07 -31.02 -16.05 -29.06 -27.04 -81.05 -49.02 -25.02 -47.07 -73.02 -55.02
39.0933 -25.02 -11.06 -1.012 -1.012 -39.04 -11.06 0.9399 -9.038 -23.06 -71.07 -37.02 -17.06 -49.02 -73.02 -59.07
39.1 -13.01 -2.024 1.952 -2.024 -25.02 3.977 3.977 0.9399 -21.04 -57.05 -25.02 -15.04 -47.07 -69.05 -59.07
39.1067 -9.038 -2.024 3.977 3.977 -19.02 11.93 8.965 2.964 -15.04 -49.02 -15.04 -13.01 -35.07 -63.05 -51.04
39.1133 -15.04 -3.037 1.952 11.93 -21.04 9.978 8.965 4.989 -7.013 -43.02 -13.01 -7.013 -21.04 -57.05 -39.04
39.12 -21.04 -8.025 4.989 12.94 -29.06 3.977 9.978 7.953 -3.037 -38.03 -15.04 -3.037 -12 -47.07 -29.06
39.1267 -26.03 -10.05 2.964 0.9399 -37.02 0 7.953 5.929 -11.06 -30 -17.06 -5.061 -20.03 -37.02 -27.04
39.1333 -28.05 -16.05 -6.001 -10.05 -36.01 -3.037 -2.024 -1.012 -30 -12 -15.04 -15.04 -34.05 -23.06 -31.02
39.14 -30 -32.03 -31.02 -29.06 -30 -12 -28.05 -24 -46.06 0 -14.03 -27.04 -46.06 -11.06 -34.05
39.1467 -28.05 -48.01 -54.01 -42.01 -23.06 -27.04 -49.02 -43.02 -59.07 8.965 -19.02 -39.04 -46.06 -1.012 -31.02
39.1533 -25.02 -55.02 -60.01 -42.01 -19.02 -36.01 -60.01 -53.07 -57.05 6.941 -24 -43.02 -39.04 2.964 -24
39.16 -27.04 -47.07 -51.04 -39.04 -29.06 -41.07 -59.07 -57.05 -55.02 -1.012 -33.04 -41.07 -31.02 -1.012 -19.02
39.1667 -28.05 -42.01 -40.05 -36.01 -40.05 -41.07 -49.02 -51.04 -50.03 -11.06 -35.07 -36.01 -28.05 -7.013 -11.06
39.1733 -34.05 -41.07 -41.07 -37.02 -44.03 -44.03 -53.07 -43.02 -50.03 -13.01 -40.05 -37.02 -26.03 -15.04 -10.05
39.18 -35.07 -46.06 -40.05 -35.07 -39.04 -44.03 -54.01 -44.03 -49.02 -19.02 -45.04 -38.03 -31.02 -23.06 -9.038
39.1867 -33.04 -39.04 -33.04 -25.02 -35.07 -39.04 -43.02 -43.02 -47.07 -27.04 -41.07 -38.03 -31.02 -33.04 -9.038
39.1933 -18 -17.06 -19.02 -15.04 -32.03 -26.03 -32.03 -36.01 -42.01 -38.03 -32.03 -34.05 -29.06 -39.04 -10.05
39.2 -5.061 -6.001 -5.061 -8.025 -32.03 -11.06 -13.01 -27.04 -34.05 -39.04 -24 -23.06 -30 -49.02 -16.05
39.2067 -3.037 -7.013 -2.024 -4.049 -28.05 -3.037 -5.061 -17.06 -22.05 -27.04 -18 -16.05 -31.02 -47.07 -22.05
39.2133 -6.001 -9.038 1.952 0.9399 -23.06 -2.024 1.952 -4.049 -10.05 -9.038 -18 -11.06 -28.05 -49.02 -30
39.22 -7.013 -3.037 11.93 8.965 -19.02 0.9399 4.989 -1.012 -1.012 -1.012 -21.04 -11.06 -22.05 -47.07 -32.03
39.2267 -8.025 1.952 21.98 14.97 -27.04 0.9399 12.94 4.989 -1.012 -9.038 -22.05 -5.061 -20.03 -49.02 -28.05
39.2333 -7.013 1.952 20.97 14.97 -28.05 5.929 11.93 11.93 0.9399 -11.06 -16.05 -2.024 -21.04 -43.02 -22.05
39.24 -7.013 -2.024 15.98 14.97 -28.05 7.953 11.93 11.93 -1.012 -9.038 -12 0 -26.03 -31.02 -16.05
39.2467 -10.05 -7.013 3.977 13.95 -26.03 4.989 10.99 6.941 0 -2.024 -4.049 2.964 -31.02 -13.01 -10.05
39.2533 -9.038 -7.013 5.929 17.93 -19.02 3.977 11.93 5.929 0.9399 0 0.9399 6.941 -31.02 -1.012 -7.013
39.26 -3.037 1.952 12.94 13.95 -17.06 8.965 10.99 6.941 1.952 1.952 0 12.94 -23.06 2.964 -2.024
39.2667 0 0 9.978 9.978 -20.03 8.965 7.953 7.953 1.952 3.977 0.9399 11.93 -9.038 4.989 8.965
39.2733 -4.049 0 0.9399 6.941 -26.03 1.952 0.9399 3.977 1.952 0 -3.037 8.965 0 2.964 11.93
39.28 -13.01 -5.061 -1.012 7.953 -37.02 -13.01 -13.01 -1.012 0.9399 -3.037 -21.04 -2.024 0 -19.02 3.977
39.2867 -9.038 -3.037 0 12.94 -37.02 -20.03 -12 -9.038 1.952 -8.025 -28.05 -5.061 1.952 -39.04 1.952
39.2933 -1.012 2.964 6.941 18.94 -25.02 -11.06 -5.061 -7.013 1.952 -4.049 -23.06 -3.037 6.941 -53.07 0.9399
39.3 18.94 16.99 19.96 21.98 -6.001 4.989 0.9399 0 8.965 3.977 -6.001 0 6.941 -53.07 0.9399
39.3067 28.99 22.99 22.99 22.99 2.964 21.98 12.94 1.952 12.94 12.94 5.929 5.929 2.964 -47.07 3.977
39.3133 28.99 22.99 24.94 24.94 5.929 29.93 17.93 7.953 13.95 20.97 15.98 5.929 -1.012 -37.02 1.952
39.32 21.98 18.94 34.99 32.97 1.952 25.96 29.93 13.95 15.98 22.99 17.93 5.929 -1.012 -23.06 -2.024
39.3267 11.93 17.93 41.93 35.93 -3.037 21.98 40.99 24.94 15.98 13.95 13.95 7.953 -5.061 -21.04 -1.012
39.3333 1.952 15.98 43.96 33.98 -17.06 17.93 36.95 32.97 11.93 3.977 5.929 7.953 -17.06 -19.02 -11.06
39.34 -3.037 9.978 29.93 21.98 -27.04 11.93 21.98 25.96 0 -1.012 0.9399 0 -35.07 -23.06 -25.02
39.3467 -7.013 -1.012 7.953 11.93 -29.06 3.977 7.953 11.93 -7.013 -1.012 -5.061 -7.013 -45.04 -25.02 -35.07
39.3533 -5.061 -17.06 -2.024 9.978 -16.05 -2.024 3.977 -1.012 -5.061 6.941 0.9399 -9.038 -36.01 -17.06 -35.07
39.36 -2.024 -21.04 3.977 13.95 -1.012 -2.024 6.941 0.9399 1.952 21.98 9.978 0.9399 -19.02 -5.061 -19.02
39.3667 6.941 -14.03 14.97 18.94 6.941 3.977 16.99 8.965 12.94 30.94 17.93 11.93 -2.024 0.9399 0.9399
39.3733 6.941 -6.001 14.97 16.99 6.941 7.953 10.99 20.97 12.94 34.99 17.93 17.93 0.9399 0.9399 7.953
39.38 6.941 -6.001 2.964 14.97 4.989 5.929 0 16.99 10.99 41.93 11.93 13.95 8.965 0.9399 10.99
39.3867 9.978 -14.03 -6.001 17.93 3.977 0 -6.001 5.929 19.96 54.95 5.929 10.99 26.97 -3.037 12.94
39.3933 6.941 -22.05 -14.03 16.99 4.989 -3.037 -12 0.9399 30.94 66.95 5.929 11.93 44.97 4.989 25.96
39.4 -1.012 -25.02 -19.02 14.97 3.977 -6.001 -13.01 0.9399 34.99 69.99 8.965 18.94 55.96 22.99 45.98
39.4067 -7.013 -21.04 -23.06 3.977 0.9399 -9.038 -9.038 0.9399 25.96 57.99 9.978 13.95 45.98 32.97 49.96
39.4133 -12 -13.01 -17.06 -1.012 -2.024 -8.025 -4.049 -2.024 12.94 47 8.965 11.93 30.94 28.99 40.99
39.42 -3.037 -5.061 -5.061 5.929 1.952 -2.024 2.964 -4.049 7.953 41.93 11.93 10.99 20.97 22.99 30.94
39.4267 12.94 0.9399 4.989 24.94 8.965 10.99 25.96 4.989 17.93 47.94 22.99 19.96 16.99 26.97 27.98
39.4333 25.96 16.99 24.94 45.98 18.94 32.97 44.97 28.99 27.98 49.96 32.97 37.96 6.941 34.99 27.98
39.44 19.96 33.98 35.93 51.98 13.95 43.96 47 44.97 31.96 32.97 28.99 40.99 -7.013 28.99 14.97
39.4467 2.964 32.97 39.98 42.95 0.9399 33.98 33.98 47.94 16.99 2.964 8.965 26.97 -31.02 0.9399 -8.025
39.4533 -10.05 14.97 24.94 22.99 -20.03 1.952 -1.012 28.99 0 -18 -15.04 1.952 -48.01 -33.04 -40.05
39.46 -22.05 -7.013 1.952 0.9399 -35.07 -27.04 -34.05 -2.024 -20.03 -31.02 -45.04 -30 -55.02 -57.05 -61.02
39.4667 -29.06 -34.05 -26.03 -17.06 -48.01 -49.02 -65.07 -24 -35.07 -38.03 -67.02 -55.02 -49.02 -71.07 -65.07
39.4733 -40.05 -47.07 -42.01 -26.03 -49.02 -65.07 -80.04 -45.04 -38.03 -33.04 -81.05 -64.06 -41.07 -77 -65.07
39.48 -42.01 -46.06 -44.03 -24 -40.05 -67.02 -76.06 -56.03 -30 -18 -77 -56.03 -18 -75.05 -48.01
39.4867 -30 -36.01 -39.04 -18 -19.02 -53.07 -53.07 -49.02 -14.03 6.941 -50.03 -36.01 1.952 -53.07 -20.03
39.4933 -11.06 -19.02 -35.07 -13.01 0 -29.06 -30 -32.03 0 48.95 -12 -10.05 29.93 -11.06 14.97
39.5 -2.024 -8.025 -20.03 -9.038 12.94 -4.049 -16.05 -18 3.977 81.99 14.97 5.929 38.97 28.99 45.98
39.5067 -1.012 -4.049 -10.05 -6.001 10.99 2.964 -7.013 -10.05 3.977 81.99 22.99 9.978 32.97 50.97 55.96
39.5133 -5.061 -7.013 -5.061 -3.037 1.952 1.952 -8.025 -4.049 3.977 63.99 13.95 10.99 24.94 44.97 42.95
39.52 -10.05 -11.06 -9.038 -1.012 -6.001 -2.024 -6.001 -4.049 2.964 42.95 0.9399 7.953 14.97 28.99 26.97
39.5267 -9.038 -17.06 -15.04 -1.012 -9.038 -11.06 -5.061 -1.012 -1.012 35.93 0.9399 0 1.952 14.97 11.93
39.5333 -2.024 -9.038 -13.01 -8.025 -3.037 -8.025 -7.013 -1.012 -12 41.93 1.952 -6.001 -9.038 8.965 0.9399
39.54 2.964 1.952 -8.025 -16.05 2.964 0.9399 -8.025 -10.05 -20.03 48.95 -2.024 -17.06 -22.05 8.965 -15.04
39.5467 11.93 6.941 -2.024 -13.01 10.99 9.978 -1.012 -15.04 -19.02 54.95 1.952 -16.05 -26.03 10.99 -18
39.5533 14.97 14.97 0 -2.024 12.94 19.96 7.953 -6.001 -8.025 47.94 7.953 -7.013 -18 12.94 -8.025
39.56 4.989 12.94 0 2.964 4.989 19.96 8.965 -1.012 0 30.94 5.929 0 -12 4.989 -1.012
39.5667 -4.049 1.952 -4.049 4.989 -6.001 1.952 -1.012 6.941 1.952 8.965 -3.037 0 -14.03 -11.06 -5.061
39.5733 -11.06 -9.038 -9.038 0 -11.06 -11.06 -12 3.977 -1.012 0 -15.04 -1.012 -17.06 -33.04 -19.02
39.58 -3.037 -5.061 -11.06 -2.024 -4.049 -13.01 -11.06 -2.024 -3.037 8.965 -13.01 -3.037 -18 -39.04 -25.02
39.5867 3.977 3.977 -7.013 0.9399 1.952 -3.037 -3.037 -7.013 0.9399 25.96 -1.012 -1.012 -19.02 -37.02 -23.06
39.5933 7.953 7.953 -9.038 -1.012 7.953 1.952 0.9399 -3.037 0.9399 37.96 7.953 -2.024 -19.02 -27.04 -19.02
39.6 1.952 -1.012 -17.06 -5.061 7.953 -2.024 -2.024 -1.012 0.9399 44.97 11.93 0 -15.04 -21.04 -15.04
39.6067 -2.024 -19.02 -27.04 -9.038 9.978 -5.061 -7.013 0 0.9399 49.96 13.95 0 -7.013 -11.06 -9.038
39.6133 0.9399 -21.04 -31.02 -7.013 8.965 -7.013 -12 1.952 0 54.95 13.95 3.977 0.9399 -1.012 -2.024
39.62 -1.012 -11.06 -25.02 -1.012 2.964 -5.061 -12 0 -2.024 48.95 9.978 1.952 -1.012 10.99 1.952
39.6267 -7.013 -1.012 -19.02 -1.012 -2.024 -9.038 -16.05 0.9399 -5.061 34.99 -1.012 -1.012 -15.04 2.964 -3.037
39.6333 -13.01 -1.012 -18 -9.038 -12 -16.05 -25.02 -8.025 -16.05 19.96 -16.05 -15.04 -32.03 -11.06 -23.06
39.64 -11.06 -5.061 -17.06 -15.04 -16.05 -23.06 -28.05 -22.05 -25.02 14.97 -27.04 -27.04 -39.04 -27.04 -39.04
39.6467 -6.001 -4.049 -12 -9.038 -17.06 -22.05 -27.04 -29.06 -18 7.953 -28.05 -31.02 -36.01 -37.02 -43.02
39.6533 -11.06 -1.012 -1.012 0 -27.04 -19.02 -21.04 -23.06 -9.038 -5.061 -33.04 -25.02 -33.04 -47.07 -41.07
39.66 -16.05 -1.012 7.953 15.98 -34.05 -15.04 -9.038 -10.05 2.964 -27.04 -35.07 -15.04 -23.06 -57.05 -37.02
39.6667 -14.03 3.977 12.94 25.96 -30 -6.001 6.941 0.9399 16.99 -34.05 -30 -2.024 -6.001 -69.05 -27.04
39.6733 1.952 10.99 18.94 34.99 -11.06 0.9399 23.93 15.98 33.98 -23.06 -13.01 19.96 10.99 -63.05 -5.061
39.68 14.97 16.99 22.99 36.95 7.953 18.94 29.93 30.94 43.96 1.952 7.953 35.93 28.99 -41.07 15.98
39.6867 25.96 15.98 24.94 34.99 25.96 27.98 26.97 33.98 39.98 31.96 28.99 40.99 33.98 -7.013 31.96
39.6933 25.96 6.941 21.98 26.97 31.96 24.94 19.96 32.97 36.95 65 36.95 34.99 28.99 22.99 39.98
39.7 23.93 3.977 17.93 18.94 37.96 15.98 19.96 22.99 30.94 87.99 44.97 32.97 23.93 53 45.98
39.7067 25.96 3.977 5.929 12.94 40.99 18.94 26.97 22.99 25.96 100.9 51.98 37.96 27.98 72.95 56.97
39.7133 25.96 2.964 0 6.941 44.97 24.94 24.94 29.93 24.94 106 57.99 42.95 31.96 76.93 65
39.72 17.93 1.952 -11.06 -1.012 38.97 24.94 14.97 26.97 13.95 94.93 49.96 37.96 23.93 72.95 62.97
39.7267 7.953 0.9399 -19.02 -6.001 23.93 11.93 0 14.97 -1.012 73.96 34.99 16.99 7.953 56.97 45.98
39.7333 1.952 -2.024 -17.06 -14.03 3.977 -2.024 -9.038 -1.012 -12 50.97 14.97 -2.024 -4.049 32.97 21.98
39.74 -5.061 -3.037 -8.025 -14.03 -3.037 -13.01 -16.05 -13.01 -27.04 23.93 1.952 -22.05 -15.04 8.965 1.952
39.7467 -14.03 -12 0 -14.03 -17.06 -22.05 -17.06 -16.05 -27.04 1.952 -15.04 -33.04 -22.05 -5.061 -5.061
39.7533 -18 -16.05 0 -14.03 -21.04 -26.03 -19.02 -15.04 -25.02 -15.04 -29.06 -31.02 -18 -23.06 -15.04
39.76 -14.03 -13.01 0 -13.01 -20.03 -22.05 -14.03 -14.03 -20.03 -30 -32.03 -27.04 -14.03 -41.07 -21.04
39.7667 0 4.989 3.977 -3.037 -14.03 -9.038 0 -12 -12 -35.07 -21.04 -15.04 -5.061 -43.02 -19.02
39.7733 13.95 29.93 23.93 11.93 -2.024 7.953 27.98 0 -2.024 -27.04 -1.012 3.977 7.953 -31.02 -3.037
39.78 28.99 42.95 47 23.93 21.98 32.97 53.94 23.93 14.97 -7.013 20.97 27.98 26.97 -11.06 19.96
39.7867 37.96 37.96 45.98 19.96 38.97 41.93 62.97 47 15.98 -1.012 33.98 43.96 37.96 0.9399 37.96
39.7933 37.96 31.96 26.97 0 44.97 40.99 43.96 48.95 2.964 9.978 34.99 37.96 38.97 8.965 43.96
39.8 35.93 31.96 1.952 -19.02 48.95 31.96 30.94 31.96 -11.06 22.99 31.96 21.98 27.98 14.97 37.96
39.8067 31.96 31.96 -7.013 -35.07 50.97 25.96 24.94 12.94 -25.02 34.99 33.98 9.978 19.96 26.97 33.98
39.8133 23.93 15.98 -15.04 -43.02 47 21.98 18.94 2.964 -29.06 40.99 37.96 5.929 15.98 38.97 31.96
39.82 13.95 -5.061 -29.06 -49.02 39.98 13.95 5.929 0 -35.07 35.93 33.98 1.952 7.953 44.97 27.98
39.8267 5.929 -19.02 -41.07 -55.02 29.93 0 1.952 -11.06 -43.02 30.94 25.96 -3.037 0 44.97 19.96
39.8333 7.953 -9.038 -39.04 -51.04 23.93 -3.037 -1.012 -23.06 -45.04 25.96 17.93 -15.04 -1.012 47 13.95
39.84 13.95 9.978 -19.02 -39.04 19.96 -2.024 3.977 -23.06 -41.07 17.93 13.95 -17.06 -3.037 42.95 7.953
39.8467 13.95 25.96 -2.024 -29.06 9.978 3.977 16.99 -10.05 -37.02 0.9399 5.929 -15.04 -7.013 28.99 -2.024
39.8533 3.977 23.93 5.929 -25.02 -3.037 -2.024 8.965 -2.024 -35.07 -29.06 -5.061 -15.04 -13.01 6.941 -11.06
39.86 -2.024 16.99 4.989 -22.05 -17.06 -9.038 -1.012 -5.061 -33.04 -50.03 -23.06 -17.06 -14.03 -7.013 -23.06
39.8667 -4.049 14.97 8.965 -16.05 -18 -15.04 0.9399 -9.038 -23.06 -58.06 -31.02 -13.01 -6.001 -23.06 -27.04
39.8733 2.964 24.94 20.97 1.952 -4.049 -5.061 18.94 1.952 -4.049 -50.03 -21.04 0.9399 10.99 -31.02 -17.06
39.88 22.99 38.97 35.93 10.99 8.965 14.97 47 16.99 8.965 -34.05 -1.012 15.98 29.93 -25.02 1.952
39.8867 34.99 44.97 34.99 12.94 24.94 31.96 59.94 37.96 9.978 -10.05 13.95 31.96 38.97 -5.061 15.98
39.8933 37.96 39.98 20.97 0 33.98 34.99 53 43.96 1.952 5.929 24.94 35.93 38.97 16.99 28.99
