    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1 264.1
0.625 5.933 -1.032 37.92 31.98 -19.09 0.9028 9.931 -3.095 -41.01 -35.08 15.99 -3.095 -35.08 -71.06 33.92 -25.02
0.63 17.93 6.964 46.94 43.98 0.9028 1.935 10.96 9.931 -11.09 -24.12 9.931 -6.062 -22.05 -54.04 13.93 -23.09
0.635 16.89 16.89 44.88 39.98 4.901 8.899 3.998 17.93 10.96 -16.12 -2.064 -11.09 -3.095 -30.05 -10.06 -14.06
0.64 11.99 16.89 37.92 25.92 0 3.998 -2.064 15.99 33.92 -5.03 -3.095 -13.03 13.93 -9.028 -25.02 -1.032
0.645 3.998 8.899 31.98 12.9 -7.093 -1.032 -2.064 9.931 43.98 -2.064 0.9028 -2.064 35.98 -1.032 -18.06 12.9
0.65 -5.03 -1.032 26.95 5.933 -15.09 -7.093 1.935 6.964 49.91 7.996 11.99 9.931 51.97 3.998 0.9028 32.89
0.655 -21.02 -7.093 27.99 1.935 -19.09 -13.03 5.933 5.933 41.91 7.996 29.92 27.99 53.91 5.933 27.99 43.98
0.66 -26.05 -7.093 30.95 6.964 -14.06 -14.06 12.9 11.99 36.89 8.899 45.91 39.98 44.88 8.899 45.91 37.92
0.665 -22.05 2.966 34.95 10.96 -4.127 -8.125 12.9 19.99 26.95 1.935 47.98 38.95 18.96 3.998 41.91 11.99
0.67 -11.09 8.899 37.92 15.99 1.935 -5.03 9.931 25.92 15.99 -3.095 39.98 27.99 -9.028 0 21.92 -25.02
0.675 -1.032 16.89 38.95 18.96 10.96 1.935 4.901 26.95 2.966 -13.03 29.92 14.96 -38.05 0.9028 2.966 -60.1
0.68 8.899 14.96 34.95 14.96 12.9 0.9028 -1.032 18.96 -10.06 -24.12 25.92 1.935 -56.1 -8.125 -8.125 -78.03
0.685 3.998 2.966 23.99 0 1.935 -2.064 -7.093 0 -29.02 -37.01 25.92 -15.09 -61 -13.03 -11.09 -69.13
0.69 -9.028 -15.09 13.93 -17.02 -19.09 -3.095 -16.12 -18.06 -49.01 -48.11 25.92 -30.05 -52.1 -14.06 -6.062 -36.11
0.695 -31.08 -35.08 5.933 -45.01 -53.01 -11.09 -25.02 -38.05 -69.13 -58.04 21.92 -43.08 -41.01 -12.12 -2.064 2.966
0.7 -47.07 -43.08 7.996 -61 -79.06 -19.09 -29.02 -51.07 -79.06 -63.07 11.99 -53.01 -29.02 -7.093 -7.093 39.98
0.705 -45.01 -37.01 17.93 -50.04 -81.12 -19.09 -23.09 -43.08 -77.12 -56.1 3.998 -55.07 -21.02 -6.062 -21.02 57.91
0.71 -23.09 -17.02 31.98 -20.12 -53.01 -13.03 -13.03 -23.09 -59.07 -45.01 1.935 -49.01 -23.09 -13.03 -35.08 49.91
0.715 1.935 4.901 45.91 9.931 -9.028 -5.03 -1.032 0.9028 -31.08 -31.08 7.996 -39.08 -31.08 -21.02 -45.01 19.99
0.72 23.99 24.89 51.97 32.89 23.99 0.9028 0 9.931 -1.032 -21.02 17.93 -25.02 -43.08 -29.02 -41.01 -11.09
0.725 29.92 30.95 45.91 29.92 37.92 0.9028 -2.064 7.996 13.93 -15.09 29.92 -11.09 -51.07 -29.02 -25.02 -39.08
0.73 13.93 18.96 31.98 3.998 19.99 -9.028 -5.03 -2.064 17.93 -15.09 33.92 0 -49.01 -17.02 0.9028 -47.07
0.735 -5.03 -1.032 13.93 -27.08 -11.09 -19.09 -17.02 -9.028 11.99 -15.09 27.99 15.99 -39.08 -1.032 25.92 -33.02
0.74 -31.08 -23.09 -2.064 -57 -43.08 -27.08 -31.08 -15.09 0 -9.028 13.93 25.92 -21.02 9.931 51.97 -1.032
0.745 -51.07 -37.01 -5.03 -69.13 -61 -29.02 -43.08 -19.09 -7.093 -1.032 1.935 23.99 -3.095 17.93 65.9 27.99
0.75 -59.07 -39.08 -5.03 -65 -57 -23.09 -49.01 -21.02 -13.03 3.998 -3.095 7.996 -2.064 15.99 67.97 51.97
0.755 -61 -33.02 0 -53.01 -43.08 -17.02 -51.07 -27.08 -13.03 7.996 -5.03 -11.09 -1.032 7.996 53.91 61.91
0.76 -57 -25.02 11.99 -43.08 -27.08 -11.09 -43.08 -35.08 -9.028 3.998 -3.095 -37.01 -15.09 -2.064 25.92 51.97
0.765 -49.01 -19.09 21.92 -37.01 -15.09 -13.03 -29.02 -41.01 -7.093 -3.095 -3.095 -55.07 -31.08 -3.095 -11.09 23.99
0.77 -37.01 -15.09 27.99 -33.02 -13.03 -13.03 -15.09 -40.11 -8.125 -15.09 -5.03 -61 -45.01 -6.062 -52.1 -7.093
0.775 -22.05 -9.028 35.98 -30.05 -15.09 -13.03 -3.095 -24.12 -12.12 -24.12 -7.093 -47.07 -48.11 -8.125 -80.09 -39.08
0.78 -11.09 -3.095 45.91 -13.03 -13.03 -5.03 5.933 0.9028 -17.02 -23.09 -5.03 -11.09 -39.08 -15.09 -79.06 -55.07
0.785 -1.032 8.899 63.97 14.96 -3.095 3.998 23.99 40.88 -12.12 -10.06 5.933 35.98 -18.06 -18.06 -42.04 -47.07
0.79 14.96 28.89 86.93 56.88 18.96 17.93 47.98 90.92 0 2.966 32.89 93.89 8.899 -24.12 12.9 -18.06
0.795 35.98 48.88 101.9 91.96 49.91 29.92 69.9 129.9 15.99 15.99 59.97 138 41.91 -31.08 73.9 15.99
0.8 56.88 69 106.9 113 80.99 31.98 79.96 150 41.91 22.96 74.93 154 69 -27.08 113.9 50.94
0.805 69.9 76.99 90.92 107.9 94.92 27.99 67.97 134 59.97 23.99 64.87 127.9 73.9 -27.08 115.9 69
0.81 61.91 78.93 61.91 81.9 85.89 21.92 37.92 87.96 63.97 21.92 29.92 75.96 61.91 -17.02 87.96 67.97
0.815 39.98 66.94 26.95 47.98 62.94 19.99 1.935 32.89 60.87 23.99 0 14.96 41.91 -6.062 48.88 56.88
0.82 12.9 44.88 -1.032 20.89 32.89 23.99 -30.05 -6.062 50.94 32.89 -30.05 -26.05 26.95 5.933 10.96 43.98
0.825 -11.09 14.96 -17.02 1.935 5.933 29.92 -45.01 -25.02 45.91 39.98 -45.01 -45.01 23.99 21.92 -7.093 35.98
0.83 -33.02 -9.028 -27.08 -3.095 -7.093 29.92 -44.11 -18.06 40.88 41.91 -47.07 -36.11 27.99 35.98 -16.12 31.98
0.835 -42.04 -33.02 -32.11 -10.06 -20.12 23.99 -38.05 -5.03 37.92 24.89 -38.05 -18.06 28.89 34.95 -17.02 24.89
0.84 -47.07 -47.07 -37.01 -19.09 -31.08 7.996 -31.08 -1.032 21.92 3.998 -33.02 -1.032 19.99 15.99 -17.02 9.931
0.845 -46.04 -43.08 -31.08 -24.12 -31.08 -1.032 -26.05 -1.032 5.933 -17.02 -21.02 8.899 3.998 -12.12 -15.09 -3.095
0.85 -42.04 -37.01 -21.02 -19.09 -27.08 1.935 -18.06 -3.095 -7.093 -28.12 -9.028 18.96 -8.125 -49.01 -12.12 -20.12
0.855 -34.05 -25.02 -7.093 -6.062 -10.06 3.998 -4.127 -1.032 -12.12 -24.12 -1.032 23.99 -14.06 -75.06 -11.09 -25.02
0.86 -22.05 -19.09 1.935 1.935 0 15.99 4.901 11.99 -3.095 -8.125 7.996 26.95 -8.125 -83.06 -2.064 -16.12
0.865 -16.12 -15.09 1.935 6.964 5.933 24.89 10.96 25.92 5.933 1.935 5.933 20.89 0 -68.1 -2.064 -2.064
0.87 -17.02 -23.09 -9.028 0.9028 -5.03 21.92 1.935 21.92 7.996 5.933 -3.095 3.998 7.996 -45.01 3.998 17.93
0.875 -22.05 -29.02 -28.12 -22.05 -30.05 9.931 -8.125 1.935 -3.095 -4.127 -20.12 -10.06 1.935 -24.12 11.99 26.95
0.88 -33.02 -31.08 -45.01 -49.01 -59.07 0.9028 -30.05 -32.11 -42.04 -33.02 -41.01 -34.05 -25.02 -17.02 10.96 13.93
0.885 -35.08 -27.08 -53.01 -65 -69.13 -7.093 -49.01 -69.13 -85.12 -65 -57 -55.07 -65 -25.02 5.933 -9.028
0.89 -24.12 -17.02 -48.11 -62.03 -52.1 -5.03 -54.04 -86.02 -112.1 -78.03 -64.1 -66.03 -98.02 -29.02 1.935 -47.07
0.895 -9.028 -9.028 -38.05 -45.01 -20.12 3.998 -50.04 -81.12 -111 -67.06 -58.04 -70.03 -115 -32.11 -12.12 -80.09
0.9 1.935 -7.093 -27.08 -19.09 7.996 17.93 -41.01 -53.01 -79.06 -41.01 -49.01 -59.07 -103 -25.02 -25.02 -99.05
0.905 13.93 -7.093 -18.06 1.935 28.89 27.99 -25.02 -11.09 -31.08 -5.03 -38.05 -35.08 -69.13 -15.09 -25.02 -96.08
0.91 14.96 -9.028 -12.12 20.89 34.95 29.92 -9.028 19.99 5.933 16.89 -30.05 -3.095 -26.05 -5.03 -23.09 -78.03
0.915 9.931 -7.093 -3.095 35.98 31.98 27.99 -2.064 41.91 33.92 35.98 -29.02 27.99 11.99 -1.032 -13.03 -45.01
0.92 6.964 2.966 0.9028 42.95 28.89 25.92 3.998 58.94 54.94 48.88 -28.12 57.91 50.94 4.901 0.9028 -4.127
0.925 4.901 14.96 3.998 42.95 23.99 21.92 3.998 60.87 69 52.88 -29.02 77.9 76.99 16.89 26.95 31.98
0.93 0.9028 14.96 -3.095 27.99 17.93 17.93 -2.064 55.97 77.9 49.91 -25.02 83.96 91.96 27.99 51.97 67.97
0.935 -14.06 -1.032 -25.02 4.901 3.998 7.996 -11.09 40.88 78.93 42.95 -27.08 73.9 88.99 36.89 69 89.89
0.94 -33.02 -29.02 -53.01 -22.05 -17.02 -3.095 -29.02 14.96 58.94 19.99 -33.02 45.91 63.97 28.89 64.87 87.96
0.945 -53.01 -57 -71.06 -53.01 -47.07 -17.02 -49.01 -17.02 19.99 -1.032 -47.07 1.935 17.93 7.996 37.92 63.97
0.95 -63.07 -69.13 -71.06 -71.06 -71.06 -29.02 -63.07 -61 -23.09 -25.02 -65 -47.07 -35.08 -11.09 0.9028 21.92
0.955 -65 -57 -57 -81.12 -83.06 -31.08 -73.13 -97.11 -69.13 -41.01 -79.06 -93.12 -87.05 -23.09 -45.01 -15.09
0.96 -59.07 -29.02 -41.01 -75.06 -85.12 -27.08 -71.06 -117.1 -99.05 -47.07 -81.12 -125.1 -115 -25.02 -79.06 -49.01
0.965 -49.01 -3.095 -31.08 -65 -79.06 -25.02 -61 -115 -107 -47.07 -71.06 -131 -115 -21.02 -95.05 -65
0.97 -41.01 4.901 -31.08 -51.07 -71.06 -25.02 -47.07 -93.12 -101.1 -45.01 -55.07 -111 -97.11 -19.09 -91.05 -69.13
0.975 -35.08 0.9028 -37.01 -35.08 -57 -27.08 -29.02 -63.07 -89.12 -47.07 -35.08 -81.12 -79.06 -21.02 -75.06 -65
0.98 -27.08 -3.095 -33.02 -17.02 -35.08 -25.02 -15.09 -31.08 -75.06 -51.07 -19.09 -49.01 -67.06 -25.02 -53.01 -57
0.985 -17.02 -3.095 -17.02 0 -3.095 -13.03 -1.032 -7.093 -59.07 -47.07 -5.03 -23.09 -63.07 -19.09 -29.02 -45.01
