    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1 274.1
0.625 32.93 15.93 7.897 -21.02 14.99 8.968 1.874 -8.031 -1.071 0 -22.09 -31.05 -42.03 -45.11 -5.086 -40.02
0.63 37.88 30.92 23.96 -7.094 21.95 20.88 12.98 3.882 13.92 4.953 -22.09 -26.1 -27.04 -27.04 -6.023 -38.01
0.635 40.96 42.97 35.87 -6.023 27.98 27.98 15.93 9.905 19.94 18.87 -20.08 -22.09 -23.02 -18.07 1.874 -30.12
0.64 39.89 38.95 34.94 -6.023 25.97 30.92 13.92 -2.008 15.93 26.9 -12.05 -15.13 -22.09 -11.11 24.9 -16.06
0.645 31.99 23.96 20.88 -28.11 10.98 23.96 2.945 -20.08 -1.071 25.97 -6.023 -9.102 -29.05 -17.13 48.99 -2.008
0.65 11.91 -1.071 -6.023 -51.13 -18.07 -1.071 -6.023 -49.12 -26.1 18.87 -3.079 -7.094 -46.05 -30.12 76.97 1.874
0.655 -1.071 -25.03 -19.01 -67.06 -37.08 -24.09 -23.02 -64.12 -50.06 0 -7.094 -7.094 -61.04 -40.02 97.98 11.91
0.66 -22.09 -50.06 -28.11 -69.07 -58.09 -53.01 -34.13 -60.1 -59.03 -23.02 -11.11 -8.031 -62.11 -40.02 109.9 17.94
0.665 -43.1 -63.05 -29.05 -55.01 -65.05 -73.08 -46.05 -45.11 -51.13 -40.02 -18.07 -14.05 -56.09 -40.02 113 22.89
0.67 -56.09 -68.13 -23.02 -36.01 -68.13 -79.11 -48.05 -28.11 -34.13 -42.03 -18.07 -20.08 -42.03 -46.05 113 23.96
0.675 -64.12 -65.05 -20.08 -23.02 -61.04 -73.08 -51.13 -11.11 -20.08 -37.08 -16.06 -24.09 -29.05 -59.03 100.9 23.96
0.68 -61.04 -62.11 -21.02 -21.02 -52.07 -60.1 -53.01 -13.12 -14.05 -28.11 -12.05 -25.03 -32.13 -64.12 87.94 22.89
0.685 -54.08 -49.12 -19.01 -21.02 -40.02 -41.09 -50.06 -13.12 -15.13 -13.12 -3.079 -18.07 -37.08 -68.13 76.97 19.94
0.69 -36.01 -30.12 -14.05 -23.02 -24.09 -20.08 -35.07 -7.094 -27.04 1.874 3.882 -5.086 -41.09 -70.01 66.93 21.95
0.695 -14.05 2.945 1.874 -19.01 -6.023 2.945 -8.031 1.874 -29.05 14.99 5.89 -2.008 -36.01 -57.02 54.88 21.95
0.7 10.98 38.95 34.94 -2.008 21.95 24.9 18.87 29.98 -16.06 31.99 11.91 9.905 -23.02 -38.01 37.88 24.9
0.705 26.9 70.94 62.91 10.98 45.91 43.9 51.94 57.96 -2.008 47.92 18.87 21.95 -5.086 -19.01 7.897 20.88
0.71 38.95 94.9 73.89 25.97 62.91 53.94 73.89 74.96 12.98 60.9 18.87 27.98 5.89 -5.086 -18.07 7.897
0.715 46.98 103.9 68 29.98 76.97 56.89 77.9 75.9 25.97 66.93 20.88 36.94 17.94 0.937 -35.07 -4.016
0.72 52.87 93.97 43.9 17 85.93 54.88 65.99 60.9 25.97 71.88 27.98 40.96 18.87 6.96 -30.12 -9.102
0.725 49.93 72.95 13.92 2.945 86.87 51 48.99 36.94 13.92 76.97 34.94 37.88 11.91 4.953 -7.094 -6.023
0.73 39.89 44.98 -11.11 -21.02 80.98 37.88 29.98 14.99 -5.086 83.93 43.9 34.94 7.897 -5.086 35.87 -3.079
0.735 17.94 13.92 -23.02 -37.08 66.93 17 8.968 1.874 -16.06 90.89 44.98 25.97 1.874 -22.09 85 7.897
0.74 -5.086 -14.05 -32.13 -46.05 43.9 -5.086 -2.008 -4.016 -30.12 85 36.94 17 -4.016 -30.12 128 11.91
0.745 -32.13 -43.1 -36.01 -44.04 11.91 -40.02 -19.01 -4.016 -31.05 55.95 10.98 1.874 -6.023 -36.01 153 10.98
0.75 -56.09 -61.04 -43.1 -39.09 -21.02 -68.13 -34.13 -11.11 -33.06 10.98 -19.01 -12.05 -12.05 -37.08 143 4.953
0.755 -66.12 -69.07 -49.12 -39.09 -43.1 -85.13 -44.04 -19.01 -29.05 -28.11 -52.07 -35.07 -25.03 -36.01 90.89 0.937
0.76 -60.1 -60.1 -49.12 -38.01 -52.07 -82.05 -46.05 -23.02 -28.11 -53.01 -67.06 -47.12 -30.12 -34.13 0.937 0.937
0.765 -48.05 -40.02 -43.1 -34.13 -46.05 -65.05 -43.1 -27.04 -23.02 -55.01 -66.12 -53.01 -39.09 -36.01 -90.08 6.96
0.77 -32.13 -21.02 -37.08 -30.12 -31.05 -44.04 -38.01 -25.03 -24.09 -35.07 -49.12 -47.12 -45.11 -45.11 -150.1 10.98
0.775 -21.02 -2.008 -24.09 -16.06 -16.06 -23.02 -30.12 -17.13 -19.01 -2.008 -26.1 -35.07 -45.11 -49.12 -147.1 6.96
0.78 -8.031 9.905 -10.04 0.937 -5.086 -8.031 -24.09 -12.05 -5.086 15.93 -7.094 -23.02 -49.12 -40.02 -94.1 -1.071
0.785 -7.094 12.98 -8.031 14.99 -1.071 2.945 -15.13 -7.094 2.945 20.88 -2.008 -16.06 -51.13 -31.05 -35.07 -7.094
0.79 -4.016 22.89 -2.008 23.96 -11.11 7.897 3.882 -1.071 18.87 19.94 -6.023 -12.05 -47.12 -24.09 -11.11 -19.01
0.795 3.882 32.93 0 28.91 -13.12 18.87 13.92 3.882 24.9 10.98 -9.102 -17.13 -41.09 -19.01 -21.02 -31.05
0.8 12.98 43.9 -1.071 29.98 -12.05 25.97 20.88 2.945 24.9 10.98 -17.13 -21.02 -36.01 -16.06 -62.11 -41.09
0.805 20.88 51 0.937 24.9 -14.05 27.98 15.93 -4.016 14.99 20.88 -15.13 -18.07 -32.13 -21.02 -84.06 -43.1
0.81 20.88 46.98 0 18.87 -12.05 15.93 0.937 -29.05 2.945 35.87 -13.12 -20.08 -31.05 -33.06 -74.02 -39.09
0.815 14.99 25.97 0.937 15.93 -12.05 0 -22.09 -51.13 -11.11 42.97 -12.05 -17.13 -34.13 -42.03 -25.03 -31.05
0.82 6.96 -1.071 2.945 5.89 -24.09 -23.02 -34.13 -59.03 -15.13 42.97 -12.05 -5.086 -33.06 -37.08 18.87 -13.12
0.825 -6.023 -19.01 4.953 -9.102 -37.08 -43.1 -29.05 -47.12 -18.07 34 -11.11 1.874 -24.09 -29.05 56.89 -1.071
0.83 -22.09 -30.12 -1.071 -21.02 -50.06 -50.06 -5.086 -19.01 -21.02 14.99 -12.05 13.92 -7.094 -20.08 65.99 14.99
0.835 -22.09 -24.09 -10.04 -31.05 -46.05 -39.09 10.98 1.874 -26.1 2.945 -8.031 24.9 7.897 -1.071 57.96 30.92
0.84 -13.12 -5.086 -13.12 -28.11 -38.01 -21.02 26.9 17 -24.09 0.937 -2.008 30.92 14.99 20.88 35.87 38.95
0.845 -6.023 3.882 -11.11 -13.12 -24.09 -2.008 24.9 17 -23.02 3.882 6.96 25.97 14.99 40.96 5.89 41.9
0.85 -6.023 6.96 -11.11 10.98 -19.01 6.96 17 6.96 -14.05 7.897 7.897 17 11.91 51.94 -18.07 38.95
0.855 -6.023 2.945 2.945 34 -21.02 7.897 6.96 1.874 4.953 8.968 11.91 6.96 1.874 60.9 -42.03 28.91
0.86 -11.11 -2.008 23.96 55.95 -24.09 9.905 2.945 4.953 20.88 5.89 9.905 0 -6.023 70.94 -55.01 17
0.865 -15.13 -3.079 38.95 74.96 -29.05 10.98 4.953 18.87 43.9 0.937 7.897 -1.071 -6.023 77.9 -56.09 1.874
0.87 -11.11 0 49.93 88.88 -25.03 18.87 11.91 35.87 66.93 -1.071 5.89 1.874 2.945 89.95 -65.05 -7.094
0.875 -4.016 4.953 51.94 97.98 -22.09 31.99 20.88 48.99 85 -1.071 6.96 9.905 11.91 105.9 -81.12 -10.04
0.88 6.96 13.92 42.97 102.9 -15.13 38.95 26.9 51 97.98 0.937 14.99 21.95 25.97 126 -99.05 -14.05
0.885 13.92 21.95 35.87 100.9 -17.13 47.92 31.99 45.91 98.92 2.945 22.89 31.99 34 130 -99.05 -17.13
0.89 13.92 22.89 22.89 87.94 -27.04 41.9 25.97 29.98 80.98 -3.079 22.89 30.92 30.92 117 -71.08 -25.03
0.895 9.905 3.882 5.89 59.97 -46.05 17 0.937 4.953 45.91 -7.094 10.98 15.93 11.91 92.89 -11.11 -38.01
0.9 2.945 -19.01 -3.079 28.91 -60.1 -16.06 -27.04 -21.02 2.945 -20.08 -6.023 -5.086 -10.04 61.97 49.93 -55.01
0.905 -17.13 -55.01 -16.06 -2.008 -66.12 -65.05 -67.06 -52.07 -35.07 -35.07 -34.13 -37.08 -38.01 25.97 97.98 -74.02
0.91 -39.09 -85.13 -22.09 -17.13 -76.03 -103.1 -95.04 -73.08 -68.13 -49.12 -58.09 -63.05 -59.03 -2.008 115 -81.12
0.915 -49.12 -95.04 -26.1 -24.09 -73.08 -109.1 -90.08 -74.02 -76.03 -56.09 -65.05 -61.04 -58.09 -7.094 115.9 -74.02
0.92 -44.04 -72.01 -18.07 -19.01 -60.1 -78.04 -56.09 -53.01 -64.12 -47.12 -48.05 -37.08 -39.09 -4.016 123.9 -50.06
0.925 -26.1 -32.13 -4.016 -12.05 -42.03 -25.03 -5.086 -19.01 -44.04 -33.06 -18.07 2.945 -7.094 15.93 143 -14.05
0.93 0.937 11.91 12.98 -7.094 -22.09 27.98 39.89 8.968 -21.02 -15.13 12.98 36.94 17 39.89 170 17.94
0.935 19.94 48.99 23.96 -2.008 -5.086 60.9 66.93 37.88 -5.086 2.945 45.91 64.92 36.94 62.91 188.9 47.92
0.94 30.92 55.95 30.92 -7.094 7.897 71.88 71.88 52.87 1.874 11.91 58.9 68 43.9 85 175.9 59.97
0.945 28.91 47.92 28.91 -5.086 8.968 58.9 61.97 56.89 4.953 19.94 58.9 62.91 44.98 100.9 137.9 57.96
0.95 18.87 28.91 21.95 0.937 -2.008 38.95 41.9 57.96 13.92 21.95 49.93 48.99 44.98 107.9 82.99 45.91
0.955 10.98 13.92 17.94 14.99 -8.031 19.94 26.9 53.94 35.87 15.93 36.94 38.95 49.93 119 32.93 36.94
0.96 6.96 8.968 11.91 40.96 -13.12 15.93 14.99 43.9 64.92 14.99 31.99 35.87 59.97 123.9 12.98 30.92
0.965 10.98 9.905 6.96 58.9 -8.031 17.94 8.968 29.98 81.92 11.91 26.9 32.93 61.97 120.9 12.98 30.92
0.97 14.99 12.98 0 65.99 -2.008 18.87 5.89 12.98 79.91 5.89 29.98 25.97 53.94 99.99 27.98 21.95
