    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1 184.1
0.625 -33.08 -37.03 -55.01 1.978 -21.03 -32 -47.01 -18.07 21.93 -1.079 -14.02 0.9888 16 44.94 1.978 42.97
0.63 -49.08 -59.06 -64 0 -39.01 -53.03 -61.03 -27.06 19.96 -24 -37.03 -12.04 5.933 42.97 -17.08 32.99
0.635 -63.01 -81.08 -61.03 0.9888 -50.07 -76.04 -63.01 -30.02 26.97 -33.08 -46.02 -13.03 0.9888 44.94 -25.08 33.98
0.64 -71.01 -91.06 -50.07 3.955 -57.08 -93.03 -63.01 -27.06 32 -36.04 -43.06 -6.022 3.955 48.99 -17.08 50.97
0.645 -69.03 -87.01 -35.06 5.933 -59.06 -100 -57.08 -20.04 37.93 -31.01 -38.02 1.978 9.978 54.92 0.9888 64.99
0.65 -63.01 -76.04 -19.06 11.96 -57.08 -97.08 -47.01 -15.01 37.93 -33.08 -35.06 -2.067 11.96 53.93 1.978 67.96
0.655 -51.06 -59.06 -8 14.92 -55.01 -89.08 -43.06 -10.07 32 -36.04 -40 -6.022 5.933 42.97 1.978 52.94
0.66 -47.01 -49.08 -4.045 12.94 -54.02 -79.01 -43.06 -13.03 19.96 -50.07 -58.07 -22.02 -5.034 24.99 -26.07 20.94
0.665 -49.08 -51.06 -7.011 8 -59.06 -79.01 -49.08 -19.06 5.933 -67.06 -81.08 -45.03 -29.03 5.933 -63.01 -17.08
0.67 -49.08 -57.08 -9.079 5.933 -62.02 -81.08 -60.04 -28.04 0 -74.07 -94.02 -65.08 -48 -7.011 -93.03 -48
0.675 -47.01 -53.03 -9.079 0.9888 -60.04 -86.02 -66.07 -37.03 -2.067 -71.01 -95.01 -72 -61.03 -16 -104 -61.03
0.68 -37.03 -40 -5.034 -3.056 -49.08 -79.01 -65.08 -43.06 -5.034 -55.01 -81.08 -67.06 -69.03 -21.03 -93.03 -61.03
0.685 -15.01 -18.07 0 -7.011 -27.06 -59.06 -47.01 -38.02 -5.034 -28.04 -52.04 -55.01 -63.01 -25.08 -65.08 -53.03
0.69 6.921 1.978 13.93 -9.079 0.9888 -33.08 -22.02 -30.02 -11.06 -6.022 -26.07 -37.03 -58.07 -29.03 -40 -48
0.695 24.99 8 32 -9.079 16 -3.056 1.978 -15.01 -19.06 1.978 -3.056 -23.01 -49.08 -39.01 -25.08 -57.08
0.7 36.94 16 46.92 0 27.96 16 28.94 3.955 -20.04 8.989 6.921 -8 -39.01 -47.01 -18.07 -63.01
0.705 38.92 24 56.99 0.9888 29.93 33.98 48.99 21.93 -22.02 11.96 17.98 -1.079 -19.06 -51.06 -16 -72
0.71 38.92 22.92 59.96 3.955 27.96 41.98 57.98 35.96 -21.03 19.96 29.93 11.96 -5.034 -53.03 -3.056 -69.03
0.715 38.92 18.97 50.97 6.921 28.94 45.93 60.94 44.94 -21.03 35.96 45.93 28.94 8.989 -46.02 21.93 -51.06
0.72 38.92 13.93 34.97 0.9888 34.97 45.93 50.97 42.97 -19.06 56 61.93 36.94 20.94 -38.02 52.94 -29.03
