    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1 208.1
0.625 13.92 13.92 28.96 30.99 20.93 4.979 26.93 10.97 -2.032 39.93 -1.016 -33.02 -14.02 25 -29.06 -34.04
0.63 28.96 21.95 44.91 31.91 26.93 26.93 35.97 4.979 3.963 47.96 3.963 -29.06 0.9145 35.97 -21.03 -24.08
0.635 34.95 32.92 46.94 41.97 45.93 38.92 28.96 19.92 21.95 63 0 -6.097 23.98 44 -1.016 -1.016
0.64 19.92 16.97 26.93 40.95 42.98 27.94 0 19.92 28.96 65.95 -15.04 -10.06 21.95 40.95 -1.016 -2.032
0.645 32.92 14.94 28.96 41.97 31.91 32.92 6.91 16.97 22.96 61.98 1.931 0 30.99 54.97 2.947 -1.016
0.65 46.94 25 39.93 55.99 40.95 34.95 30.99 32.92 30.99 63 12.9 19.92 45.93 63 26.93 17.99
0.655 39.93 19.92 50.91 63 38.92 26.93 46.94 42.98 32.92 63.91 25 29.98 40.95 58.94 22.96 20.93
0.66 48.98 28.96 67.98 74.99 37.9 26.93 63.91 52.94 31.91 54.97 47.96 38.92 44.91 58.94 32.92 23.98
0.665 50.91 38.92 63 86.98 46.94 25.91 63.91 63.91 35.97 55.99 41.97 50.91 53.96 50.91 48.98 41.97
0.67 39.93 31.91 49.99 83.93 47.96 30.99 45.93 55.99 35.97 57.92 25.91 35.97 49.99 33.94 34.95 41.97
0.675 40.95 34.95 55.99 76.92 40.95 44 44 48.98 32.92 46.94 27.94 28.96 55.99 21.95 26.93 39.93
0.68 32.92 36.99 48.98 64.93 38.92 44 49.99 45.93 33.94 33.94 29.98 34.95 59.95 8.942 36.99 45.93
0.685 9.958 15.95 26.93 41.97 19.92 29.98 41.97 30.99 26.93 14.94 23.98 21.95 36.99 -1.016 25 37.9
0.69 0.9145 0.9145 7.926 13.92 -3.048 7.926 23.98 11.99 9.958 0.9145 17.99 5.995 7.926 3.963 10.97 11.99
0.695 -2.032 -15.04 0.9145 1.931 -11.08 -6.097 9.958 3.963 -2.032 0.9145 3.963 0 -3.048 13.92 12.9 -2.032
0.7 1.931 -38 -15.04 0.9145 -6.097 -22.05 -7.011 0 -2.032 -2.032 -15.04 -4.064 -11.08 11.99 2.947 -5.081
0.705 1.931 -39.02 -8.027 0 -4.064 -41.05 -11.08 -10.06 -12.09 -2.032 -33.02 -17.07 -18.09 0.9145 -5.081 -25.1
0.71 22.96 -12.09 4.979 8.942 0 -47.05 -3.048 -13.01 -25.1 1.931 -37.09 -22.05 -23.07 15.95 -7.011 -35.06
0.715 30.99 0 0.9145 4.979 1.931 -42.07 -17.07 -21.03 -21.03 1.931 -43.08 -42.07 -40.04 18.9 -23.07 -53.04
0.72 33.94 -2.032 7.926 0.9145 -3.048 -40.04 -17.07 -24.08 -22.05 -4.064 -39.02 -59.04 -50.09 17.99 -43.08 -73.06
0.725 41.97 5.995 20.93 10.97 -2.032 -19 0.9145 -8.027 -24.08 14.94 -21.03 -45.01 -34.04 28.96 -31.09 -65.03
0.73 33.94 -1.016 0 11.99 15.95 -5.081 -1.016 1.931 -1.016 31.91 -7.011 -21.03 -11.08 25.91 -13.01 -41.05
0.735 21.95 -17.07 -3.048 11.99 23.98 0.9145 -2.032 7.926 11.99 23.98 -3.048 -2.032 3.963 13.92 -1.016 -19
0.74 14.94 -22.05 -2.032 8.942 21.95 11.99 3.963 7.926 19.92 26.93 0.9145 18.9 18.9 25 14.94 -5.081
0.745 0.9145 -36.07 -20.02 -11.08 11.99 6.91 -3.048 -3.048 27.94 19.92 -2.032 17.99 19.92 20.93 14.94 -1.016
0.75 -16.05 -53.04 -23.07 -26.01 -1.016 -1.016 -2.032 -14.02 21.95 12.9 0 14.94 26.93 8.942 12.9 -2.032
0.755 -28.04 -69.1 -24.08 -32.01 -13.01 7.926 -2.032 -16.05 11.99 20.93 0 7.926 30.99 8.942 20.93 9.958
0.76 -38 -80.07 -32.01 -38 -21.03 -1.016 -17.07 -21.03 5.995 12.9 -7.011 0 25 1.931 14.94 11.99
0.765 -35.06 -91.04 -24.08 -33.02 -29.06 -18.09 -15.04 -26.01 -2.032 -12.09 -16.05 -1.016 11.99 -19 16.97 9.958
0.77 -37.09 -93.08 -21.03 -25.1 -39.02 -22.05 -23.07 -25.1 -21.03 -33.02 -33.02 -5.081 -1.016 -29.06 8.942 0
0.775 -37.09 -79.05 -23.07 -21.03 -33.02 -27.03 -41.05 -23.07 -31.09 -27.03 -45.01 -9.043 -7.011 -33.02 -5.081 -5.081
0.78 -22.05 -60.05 -18.09 -22.05 -25.1 -7.011 -37.09 -25.1 -31.09 -8.027 -41.05 -2.032 1.931 -23.07 0.9145 0.9145
0.785 -18.09 -53.04 -33.02 -30.08 -25.1 4.979 -47.05 -30.08 -19 1.931 -30.08 -8.027 -1.016 -12.09 4.979 0
0.79 -13.01 -48.06 -29.06 -25.1 -13.01 14.94 -47.05 -28.04 -4.064 1.931 -20.02 -7.011 7.926 -9.043 10.97 5.995
0.795 -3.048 -43.08 -17.07 -13.01 -2.032 30.99 -19 -13.01 0.9145 7.926 -5.081 5.995 19.92 -2.032 28.96 23.98
0.8 -10.06 -53.04 -25.1 0 9.958 30.99 -9.043 2.947 7.926 4.979 -2.032 14.94 26.93 8.942 36.99 31.91
0.805 -19 -50.09 -22.05 3.963 33.94 39.93 -9.043 18.9 14.94 19.92 -6.097 11.99 29.98 6.91 28.96 38.92
0.81 2.947 -29.06 -9.043 2.947 42.98 58.94 -2.032 13.92 9.958 41.97 1.931 2.947 28.96 21.95 16.97 31.91
0.815 21.95 -21.03 -2.032 0 38.92 49.99 2.947 -2.032 11.99 32.92 0.9145 -22.05 11.99 30.99 -5.081 2.947
0.82 23.98 -17.07 9.958 17.99 46.94 45.93 3.963 0.9145 15.95 32.92 -18.09 -47.05 3.963 26.93 -31.09 -7.011
0.825 32.92 -9.043 14.94 21.95 41.97 39.93 -2.032 -2.032 9.958 38.92 -38 -64.02 -3.048 26.93 -63.1 -21.03
0.83 30.99 -24.08 0.9145 12.9 23.98 9.958 -25.1 -18.09 1.931 7.926 -50.09 -80.07 -22.05 18.9 -83.02 -44.1
0.835 11.99 -29.06 -2.032 8.942 17.99 -1.016 -30.08 -19 -7.011 1.931 -55.07 -72.04 -28.04 3.963 -75.09 -45.01
0.84 16.97 -21.03 -1.016 0.9145 4.979 7.926 -27.03 -21.03 -23.07 5.995 -37.09 -52.03 -26.01 5.995 -57 -45.01
0.845 36.99 -21.03 0 0.9145 0 0 -5.081 -13.01 -26.01 -2.032 -13.01 -22.05 -22.05 14.94 -23.07 -38
0.85 29.98 -15.04 17.99 25.91 27.94 19.92 21.95 17.99 -9.043 14.94 -7.011 11.99 -2.032 20.93 16.97 -5.081
0.855 23.98 -13.01 13.92 27.94 34.95 40.95 23.98 26.93 2.947 38.92 -6.097 19.92 14.94 14.94 30.99 2.947
0.86 15.95 -25.1 -1.016 7.926 11.99 9.958 11.99 9.958 3.963 12.9 -1.016 7.926 3.963 -2.032 20.93 -3.048
0.865 -12.09 -41.05 -7.011 -8.027 -9.043 -11.08 5.995 0.9145 -2.032 0 -7.011 -6.097 0.9145 -22.05 12.9 -2.032
0.87 -24.08 -53.04 -13.01 -24.08 -26.01 -7.011 -7.011 -23.07 -15.04 -7.011 -19 -32.01 0.9145 -25.1 0.9145 1.931
0.875 -9.043 -49.08 -8.027 -40.04 -39.02 -2.032 -6.097 -43.08 -27.03 -21.03 -21.03 -44.1 0 -17.07 -3.048 -3.048
0.88 -4.064 -28.04 5.995 -36.07 -33.02 13.92 1.931 -34.04 -25.1 -9.043 -12.09 -34.04 2.947 -6.097 -1.016 -1.016
0.885 2.947 -19 12.9 -19 -17.07 31.91 4.979 -22.05 -15.04 8.942 -14.02 -28.04 13.92 -4.064 -1.016 1.931
0.89 7.926 -17.07 15.95 -9.043 -18.09 27.94 0 -20.02 -9.043 0 -12.09 -29.06 5.995 -8.027 -17.07 -12.09
0.895 0.9145 -23.07 10.97 -7.011 -16.05 3.963 -2.032 -17.07 -9.043 -18.09 -17.07 -24.08 -3.048 -8.027 -23.07 -22.05
0.9 -2.032 -39.02 -2.032 0 -8.027 -1.016 -15.04 -3.048 -7.011 -17.07 -29.06 -16.05 -4.064 -13.01 -9.043 -17.07
0.905 -7.011 -42.07 -15.04 -23.07 -19 -9.043 -23.07 -14.02 -8.027 -21.03 -38 -23.07 -19 -22.05 -11.08 -34.04
0.91 -16.05 -39.02 -25.1 -50.09 -33.02 -18.09 -31.09 -30.08 -17.07 -30.08 -30.08 -24.08 -32.01 -18.09 -19 -47.05
0.915 -5.081 -39.02 -19 -41.05 -21.03 -6.097 -21.03 -25.1 -23.07 -9.043 -29.06 -13.01 -23.07 -15.04 0.9145 -31.09
0.92 -5.081 -44.1 -13.01 -35.06 -23.07 -6.097 -21.03 -28.04 -26.01 -13.01 -28.04 -27.03 -37.09 -13.01 -3.048 -44.1
0.925 -20.02 -43.08 -17.07 -50.09 -41.05 -34.04 -19 -44.1 -43.08 -48.06 -22.05 -50.09 -76.01 -22.05 -31.09 -79.05
0.93 -14.02 -36.07 -2.032 -26.01 -39.02 -43.08 -3.048 -35.06 -63.1 -46.03 -25.1 -58.02 -90.03 -32.01 -35.06 -93.08
0.935 -19 -33.02 3.963 -13.01 -45.01 -45.01 0.9145 -29.06 -65.03 -45.01 -27.03 -85.05 -107.1 -35.06 -65.03 -119.1
0.94 -23.07 -29.06 0 -19 -51.01 -46.03 -3.048 -35.06 -63.1 -53.04 -23.07 -107.1 -119.1 -31.09 -101 -137.1
0.945 -3.048 -29.06 1.931 1.931 -21.03 -22.05 0.9145 -22.05 -54.06 -10.06 -24.08 -89.01 -83.02 -15.04 -83.02 -103
0.95 -2.032 -42.07 -10.06 1.931 -5.081 -9.043 -13.01 -25.1 -33.02 0.9145 -37.09 -86.07 -60.05 -7.011 -75.09 -75.09
0.955 -22.05 -59.04 -32.01 -32.01 -15.04 -25.1 -25.1 -38 -27.03 -22.05 -40.04 -77.02 -48.06 -18.09 -65.03 -57
0.96 -28.04 -61.07 -33.02 -30.08 -11.08 -18.09 -19 -28.04 -35.06 -20.02 -32.01 -36.07 -10.06 -20.02 -19 -11.08
0.965 -33.02 -66.05 -22.05 -29.06 -11.08 -14.02 -11.08 -17.07 -23.07 -19 -15.04 -11.08 9.958 -20.02 10.97 15.95
