    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2 322.2
0.625 -19.03 -1.101 0.9438 -2.045 -23.12 -11.01 -25.01 -15.1 -25.01 -25.01 -31.15 -75.03 -27.06 -41.06 -93.12 -67.01
0.63 -11.01 4.876 1.888 2.989 -14 -6.135 -27.06 -23.12 -23.12 -19.03 -42 -94.07 -23.12 -52.07 -116.1 -94.07
0.635 0 14.94 1.888 9.91 -2.045 -2.045 -13.06 -20.13 -17.15 -7.079 -45.15 -97.06 -12.11 -53.01 -125.1 -108.1
0.64 9.91 24.85 11.96 23.91 9.91 9.91 3.933 -1.101 -7.079 3.933 -31.15 -87.15 -2.045 -43.1 -113.1 -103
0.645 24.85 30.99 21.87 31.93 29.89 24.85 22.97 15.89 3.933 20.92 -9.124 -61.03 12.9 -26.11 -88.09 -82.11
0.65 28.94 24.85 14.94 24.85 32.88 21.87 21.87 20.92 11.96 25.96 -1.101 -44.04 20.92 -13.06 -59.15 -58.04
0.655 17.93 6.921 -2.045 3.933 21.87 9.91 -1.101 0 14 14 -3.146 -41.06 14 -7.079 -37.12 -37.12
0.66 1.888 -13.06 -20.13 -16.04 0.9438 -7.079 -35.08 -27.06 1.888 0 -16.04 -49.08 0 -5.034 -23.12 -23.12
0.665 -21.08 -35.08 -42 -37.12 -20.13 -28 -62.13 -58.04 -9.124 -20.13 -32.09 -53.01 -17.15 -10.07 -16.04 -13.06
0.67 -37.12 -49.08 -53.01 -49.08 -39.01 -41.06 -67.01 -69.06 -25.01 -33.03 -41.06 -47.03 -33.03 -13.06 -11.01 -3.146
0.675 -39.01 -47.03 -52.07 -46.09 -44.04 -38.07 -46.09 -53.01 -31.15 -33.03 -34.13 -22.02 -36.02 -8.022 -3.146 5.978
0.68 -35.08 -45.15 -49.08 -41.06 -40.11 -28 -18.09 -25.01 -27.06 -25.01 -18.09 10.85 -30.04 -1.101 5.978 23.91
0.685 -27.06 -39.01 -43.1 -33.03 -29.1 -19.03 3.933 0 -17.15 -13.06 -1.101 49.87 -17.15 15.89 25.96 43.89
0.69 -21.08 -35.08 -39.01 -27.06 -17.15 -10.07 25.96 24.85 -3.146 1.888 3.933 84.94 0 38.85 44.99 63.87
0.695 -15.1 -33.03 -35.08 -26.11 -3.146 -1.101 43.89 40.9 5.978 12.9 5.978 102.9 10.85 62.92 52.85 77.87
0.7 -5.034 -29.1 -29.1 -25.01 5.978 1.888 49.87 47.98 17.93 25.96 -2.045 99.89 23.91 73.93 51.91 75.98
0.705 3.933 -17.15 -23.12 -16.04 15.89 11.96 50.97 50.97 28 30.99 -9.124 81.96 29.89 65.91 38.85 53.96
0.71 14 -5.034 -17.15 -6.135 19.98 14 40.9 40.9 31.93 23.91 -23.12 39.96 25.96 29.89 14.94 9.91
0.715 15.89 -1.101 -13.06 -1.101 14 9.91 17.93 21.87 23.91 5.978 -37.12 -3.146 11.96 -15.1 -13.06 -41.06
0.72 9.91 -1.101 -11.01 -2.045 1.888 -2.045 0 0 7.865 -7.079 -45.15 -49.08 -3.146 -61.03 -45.15 -85.1
0.725 0.9438 -1.101 -9.124 0.9438 -7.079 -11.01 -19.03 -13.06 -5.034 -21.08 -45.15 -81.01 -17.15 -81.01 -75.03 -109
0.73 -13.06 -5.034 -11.01 -5.034 -19.03 -21.08 -27.06 -21.08 -19.03 -25.01 -37.12 -95.01 -23.12 -69.06 -101.1 -107.1
0.735 -23.12 -11.01 -15.1 -13.06 -25.01 -27.06 -25.01 -19.03 -25.01 -23.12 -27.06 -97.06 -19.03 -39.01 -119.1 -95.01
0.74 -27.06 -19.03 -19.03 -21.08 -25.01 -29.1 -21.08 -17.15 -25.01 -15.1 -17.15 -95.01 -13.06 -11.01 -127.1 -81.01
0.745 -25.01 -25.01 -21.08 -27.06 -21.08 -25.01 -21.08 -19.03 -21.08 -11.01 -11.01 -89.03 -7.079 1.888 -125.1 -71.1
0.75 -23.12 -31.15 -21.08 -33.03 -19.03 -23.12 -25.01 -27.06 -13.06 -7.079 -5.034 -75.03 -3.146 7.865 -105.1 -55.06
0.755 -21.08 -35.08 -15.1 -35.08 -19.03 -19.03 -28 -32.09 -7.079 -7.079 -2.045 -46.09 0.9438 14 -67.01 -27.06
0.76 -21.08 -39.01 -11.01 -39.01 -21.08 -21.08 -28 -34.13 -3.146 -9.124 5.978 -10.07 -1.101 23.91 -23.12 5.978
0.765 -25.01 -41.06 -9.124 -37.12 -29.1 -23.12 -23.12 -27.06 -7.079 -17.15 11.96 23.91 -5.034 37.91 17.93 45.93
0.77 -29.1 -35.08 -9.124 -34.13 -35.08 -27.06 -8.022 -11.01 -16.04 -23.12 11.96 54.9 -14 47.98 47.98 75.98
0.775 -27.06 -25.01 -11.01 -26.11 -33.03 -23.12 1.888 1.888 -26.11 -26.11 9.91 72.99 -24.07 49.87 65.91 89.98
0.78 -17.15 -11.01 -7.079 -13.06 -21.08 -9.124 5.978 7.865 -33.03 -19.03 9.91 75.98 -23.12 45.93 73.93 95.96
0.785 -2.045 6.921 0.9438 4.876 -1.101 7.865 15.89 14.94 -18.09 -1.101 17.93 77.87 -6.135 47.98 84 104
0.79 18.88 28.94 5.978 22.97 26.9 31.93 17.93 20.92 4.876 24.85 25.96 73.93 12.9 53.96 95.96 115
0.795 33.98 36.97 11.96 31.93 42 39.96 17.93 19.98 29.89 42 31.93 57.89 31.93 56 98 115.9
0.8 32.88 30.99 9.91 29.89 38.85 32.88 10.85 11.96 43.89 38.85 28 32.88 35.87 42.94 84.94 92.97
0.805 16.99 16.99 0.9438 14 16.99 8.966 0 0.9438 31.93 14.94 9.91 0 15.89 4.876 48.92 40.9
