    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1 232.1
0.625 29.92 16.89 -2.04 15.98 19.95 25.95 13.94 0.9067 -15.07 7.934 -37.06 -23.01 -47.03 -9.067 -51 -71.06
0.63 43.97 30.94 0.9067 33.89 42.95 44.99 19.95 25.95 9.974 40.91 -24.03 16.89 -2.04 26.97 0 -4.08
0.635 58.94 40.91 3.967 45.9 64.94 62.9 21.99 51.91 52.93 68.91 -2.04 56.89 62.9 70.95 51.91 71.97
0.64 67.89 46.92 0 49.98 75.94 67.89 21.99 62 83.98 81.94 11.9 83.98 113.9 97.92 75.94 131.9
0.645 62.9 42.95 -1.02 42.95 68.91 59.96 15.98 64.94 96 74.92 24.93 90.9 130.9 96.9 83.98 154.9
0.65 44.99 26.97 -2.04 27.99 47.94 37.97 11.9 56.89 79.9 48.96 22.89 85.91 111 59.96 74.92 130
0.655 19.95 6.914 -7.027 3.967 15.98 11.9 5.894 39.89 35.93 11.9 11.9 65.96 62 13.94 59.96 75.94
0.66 1.927 -7.027 -12.01 -9.067 -6.007 -5.1 1.927 22.89 -2.04 -15.07 3.967 44.99 5.894 -23.01 49.98 21.99
0.665 -15.07 -23.01 -18.02 -22.1 -23.01 -19.04 -2.04 4.987 -36.04 -37.06 1.927 19.95 -31.05 -43.07 38.99 -6.007
0.67 -21.08 -29.01 -21.08 -31.05 -27.09 -21.08 0.9067 -9.067 -51 -43.07 7.934 -2.04 -53.04 -41.03 27.99 -13.03
0.675 -23.01 -29.01 -19.04 -30.03 -25.05 -15.07 0 -23.01 -46.01 -39.1 15.98 -15.07 -54.06 -25.05 21.99 -6.007
0.68 -21.08 -25.05 -15.07 -30.03 -24.03 -5.1 3.967 -39.1 -36.04 -31.05 23.91 -32.07 -50.09 -13.03 13.94 -4.08
0.685 -19.04 -19.04 -9.067 -29.01 -29.01 0.9067 5.894 -49.07 -33.09 -29.01 23.91 -47.03 -51 -15.07 -2.04 -17
0.69 -15.07 -9.067 -5.1 -24.03 -32.07 -2.04 1.927 -53.04 -41.03 -35.02 15.98 -54.06 -62.11 -31.05 -12.01 -48.05
0.695 -7.027 0.9067 -1.02 -18.02 -32.07 -2.04 -2.04 -51 -55.08 -43.07 1.927 -62.11 -78.09 -55.08 -30.03 -85
0.7 -2.04 6.914 0.9067 -7.027 -31.05 0.9067 -1.02 -43.07 -65.06 -49.07 -5.1 -65.06 -87.04 -71.06 -49.07 -111.1
0.705 11.9 16.89 0.9067 1.927 -16.09 0 -5.1 -37.06 -63.02 -43.07 -9.067 -64.04 -83.08 -69.02 -64.04 -117.1
0.71 25.95 22.89 0.9067 13.94 -2.04 5.894 -5.1 -33.09 -49.07 -23.01 -9.067 -61.09 -65.06 -51 -70.04 -101.1
0.715 35.93 26.97 -2.04 19.95 15.98 17.91 -5.1 -29.01 -23.01 -2.04 -5.1 -53.04 -37.06 -23.01 -71.06 -67.1
0.72 43.97 32.98 1.927 23.91 29.92 29.92 -3.06 -19.04 -2.04 23.91 -3.06 -33.09 -5.1 1.927 -57.01 -23.01
0.725 49.98 36.95 7.934 27.99 37.97 37.97 0 -1.02 19.95 39.89 -5.1 -5.1 15.98 23.91 -35.02 13.94
0.73 49.98 38.99 11.9 31.96 37.97 39.89 11.9 19.95 33.89 45.9 -9.067 21.99 35.93 39.89 -7.027 47.94
0.735 43.97 34.91 9.974 33.89 33.89 37.97 23.91 43.97 41.93 45.9 -13.03 47.94 49.98 49.98 9.974 71.97
0.74 35.93 22.89 0 29.92 27.99 31.96 27.99 55.99 43.97 39.89 -13.03 55.99 53.95 53.95 17.91 79.9
0.745 25.95 4.987 -9.067 19.95 21.99 21.99 17.91 47.94 39.89 29.92 -11.11 45.9 45.9 49.98 11.9 73.9
0.75 15.98 -9.067 -21.08 1.927 13.94 11.9 0 23.91 29.92 17.91 -5.1 21.99 31.96 35.93 0 55.99
0.755 7.934 -23.01 -27.09 -9.067 3.967 3.967 -13.03 0.9067 13.94 3.967 0.9067 0.9067 9.974 15.98 -6.007 33.89
0.76 0 -25.05 -25.05 -21.08 0.9067 -1.02 -21.08 -19.04 0 -3.06 1.927 -15.07 -3.06 -2.04 -10.09 15.98
0.765 -1.02 -21.08 -19.04 -27.09 -9.067 -7.027 -17 -27.09 -7.027 -11.11 1.927 -17 -17 -9.067 -9.067 5.894
0.77 -9.067 -13.03 -17 -27.09 -15.07 -13.03 -7.027 -23.01 -15.07 -15.07 -2.04 -17 -23.01 -15.07 -8.047 -2.04
0.775 -15.07 -9.067 -19.04 -25.05 -23.01 -15.07 -3.06 -19.04 -21.08 -17 -7.027 -19.04 -29.01 -19.04 -18.02 -9.067
0.78 -17 -7.027 -23.01 -25.05 -25.05 -13.03 -5.1 -19.04 -25.05 -19.04 -13.03 -33.09 -39.1 -27.09 -39.1 -31.05
0.785 -13.03 -3.06 -21.08 -23.01 -21.08 -7.027 -9.067 -25.05 -29.01 -21.08 -13.03 -49.07 -53.04 -36.04 -59.05 -61.09
0.79 -5.1 2.947 -10.09 -12.01 -13.03 0 -9.067 -29.01 -29.01 -19.04 -7.027 -57.01 -65.06 -40.01 -71.06 -90.1
0.795 3.967 8.954 0 0 -2.04 11.9 0.9067 -25.05 -23.01 -11.11 -2.04 -51 -67.1 -33.09 -65.06 -103
0.8 17.91 22.89 16.89 20.97 17.91 22.89 11.9 -11.11 -8.047 0.9067 6.914 -28.11 -51 -6.007 -40.01 -92.03
0.805 27.99 32.98 20.97 32.98 29.92 32.98 17.91 5.894 2.947 16.89 8.954 -2.04 -23.01 16.89 -10.09 -56.1
0.81 33.89 36.95 15.98 37.97 39.89 39.89 17.91 21.99 19.95 31.96 3.967 15.98 9.974 39.89 9.974 -5.1
0.815 35.93 36.95 10.99 38.99 48.96 50.89 7.934 29.92 36.95 46.92 0 28.9 41.93 52.93 21.99 46.92
0.82 39.89 38.99 12.92 36.95 56.89 58.94 1.927 27.99 52.93 58.94 -4.08 30.94 63.92 59.96 26.97 86.93
0.825 43.97 44.99 25.95 39.89 63.92 65.96 5.894 21.99 65.96 67.89 -11.11 27.99 71.97 62 21.99 103.9
0.83 48.96 56.89 39.89 49.98 70.95 69.93 15.98 13.94 77.98 75.94 -11.11 21.99 67.89 62.9 17.91 97.92
0.835 50.89 68.91 52.93 56.89 70.95 63.92 25.95 7.934 77.98 68.91 -15.07 9.974 52.93 56.89 9.974 74.92
0.84 45.9 72.99 53.95 57.91 59.96 47.94 27.99 1.927 71.97 51.91 -15.07 -2.04 33.89 37.97 5.894 47.94
0.845 36.95 68.91 45.9 47.94 40.91 25.95 24.93 0.9067 52.93 26.97 -7.027 -3.06 16.89 14.96 4.987 31.96
0.85 20.97 58.94 34.91 29.92 16.89 5.894 17.91 -1.02 28.9 0.9067 2.947 0 1.927 -3.06 10.99 27.99
0.855 4.987 42.95 29.92 16.89 -1.02 -5.1 15.98 3.967 2.947 -16.09 20.97 3.967 -2.04 -14.05 19.95 32.98
0.86 1.927 38.99 22.89 5.894 -12.01 -19.04 25.95 0.9067 -10.09 -28.11 36.95 14.96 -11.11 -17 30.94 29.92
0.865 -4.08 34.91 21.99 5.894 -18.02 -21.08 30.94 0.9067 -22.1 -34 45.9 15.98 -22.1 -12.01 30.94 17.91
0.87 -9.067 30.94 13.94 5.894 -19.04 -19.04 29.92 0.9067 -27.09 -37.06 47.94 3.967 -33.09 -19.04 21.99 -7.027
0.875 -10.09 26.97 6.914 8.954 -14.05 -15.07 21.99 -5.1 -23.01 -38.08 41.93 -11.11 -40.01 -34 0 -38.08
0.88 -14.05 16.89 0 3.967 -12.01 -11.11 13.94 -11.11 -15.07 -35.02 35.93 -25.05 -45.11 -52.02 -17 -69.02
0.885 -21.08 8.954 0.9067 -2.04 -15.07 -13.03 9.974 -9.067 -13.03 -35.02 29.92 -31.05 -47.03 -61.09 -19.04 -85
0.89 -23.01 0.9067 -1.02 -2.04 -16.09 -10.09 13.94 0.9067 -10.09 -30.03 32.98 -14.05 -43.07 -51 1.927 -84.1
