    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1 175.1
0.625 -1.026 23 19.92 42.92 37.96 30.95 -3.078 35.99 61.98 35.99 12.99 40.95 52.92 23 38.98 31.97
0.63 10.94 36.93 34.97 51.98 46.93 28.98 1.966 40.95 60.96 23 3.933 33 39.92 7.951 16.93 3.933
0.635 11.97 38.98 27.96 54.97 52.92 24.96 0.9404 42.92 57.96 18.98 2.992 28.98 33.94 2.992 4.958 -2.052
0.64 6.925 37.96 38.98 58.99 50.95 13.94 -1.026 34.97 50.95 12.99 6.925 27.96 29.92 0.9404 8.977 -7.01
0.645 19.92 44.97 49.93 58.99 43.94 18.98 15.99 34.97 47.96 5.984 0.9404 35.99 27.96 1.966 12.99 -9.062
0.65 17.95 39.92 35.99 61.98 46.93 19.92 9.917 40.95 47.96 10.94 3.933 39.92 26.93 8.977 18.98 -3.078
0.655 1.966 36.93 21.97 60.96 41.98 10.94 1.966 39.92 49.93 7.951 6.925 38.98 26.93 8.977 28.98 1.966
0.66 -2.052 27.96 13.94 49.93 28.98 0 0.9404 30.95 45.99 2.992 0 33 29.92 3.933 26.93 8.977
0.665 -7.01 19.92 1.966 37.96 13.94 -1.026 -3.078 16.93 33.94 3.933 0.9404 20.95 28.98 11.97 20.95 18.98
0.67 -15.05 11.97 7.951 37.96 5.984 -11.03 -1.026 7.951 23.94 0 3.933 17.95 35.99 19.92 28.98 29.92
0.675 -5.044 3.933 7.951 35.99 4.958 -11.03 -6.07 0.9404 23 0 -5.044 8.977 36.93 13.94 28.98 28.98
0.68 -3.078 3.933 -2.052 25.99 3.933 -13.08 -17.01 -6.07 17.95 -1.026 -9.062 -2.052 18.98 5.984 10.94 14.96
0.685 -9.062 0 0.9404 21.97 0.9404 -17.01 -15.05 -15.05 10.94 -2.052 -3.078 -7.01 15.99 7.951 14.96 9.917
0.69 -2.052 -3.078 -3.078 13.94 0 -5.044 -17.01 -19.06 11.97 -2.052 -7.01 -1.026 21.97 7.951 24.96 13.94
0.695 17.95 1.966 -2.052 17.95 9.917 9.917 -3.078 -13.08 19.92 9.917 0.9404 9.917 25.99 11.97 34.97 28.98
0.7 31.97 19.92 15.99 37.96 27.96 29.92 20.95 4.958 34.97 21.97 19.92 36.93 46.93 31.97 58.99 45.99
0.705 35.99 23.94 15.99 47.96 30.95 35.99 21.97 17.95 50.95 23 21.97 43.94 54.97 29.92 68.99 47.96
