    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1 265.1
0.625 -1.036 0.9062 -3.107 -7.12 0 -2.071 -1.036 -7.12 -3.107 0.9062 0.9062 0.9062 -5.049 -17.09 15.92 35.99
0.63 0.9062 0.9062 -2.071 -4.013 5.955 5.955 -1.036 -2.071 -3.107 -2.071 0 0.9062 -4.013 -13.08 3.884 22.91
0.635 -3.107 -2.071 -2.071 -8.026 3.884 2.978 1.942 -5.049 -8.026 -1.036 -7.12 -6.085 -8.026 -14.11 -4.013 13.98
0.64 -1.036 -1.036 -1.036 -9.062 -2.071 0.9062 -3.107 -9.062 -11 -7.12 -21.1 -15.02 -15.02 -17.09 -19.03 0
0.645 2.978 -2.071 1.942 -5.049 0.9062 -2.071 -11 -12.04 -7.12 -11 -26.02 -21.1 -20.07 -15.02 -38.06 -15.02
0.65 2.978 0 2.978 0 2.978 0 -9.062 -6.085 -1.036 -13.08 -27.06 -17.09 -17.09 -9.062 -64.08 -47.12
0.655 10.87 1.942 5.955 3.884 7.897 0 -1.036 0.9062 1.942 -9.062 -19.03 -13.08 -9.062 -7.12 -89.07 -89.07
0.66 14.89 10.87 5.955 10.87 12.95 8.933 3.884 4.919 8.933 0.9062 -3.107 0 -3.107 -2.071 -98.13 -120
0.665 14.89 16.96 3.884 8.933 16.96 16.96 13.98 6.991 6.991 3.884 2.978 2.978 -1.036 0 -93.08 -128
0.67 14.89 15.92 0 3.884 15.92 19.94 17.99 3.884 1.942 15.92 7.897 5.955 0.9062 -3.107 -67.06 -109
0.675 12.95 12.95 0.9062 -1.036 15.92 17.99 13.98 -2.071 1.942 19.94 10.87 8.933 -3.107 -2.071 -31.07 -60.07
0.68 8.933 5.955 -1.036 0 15.92 13.98 5.955 -3.107 -4.013 19.94 6.991 6.991 -3.107 0 1.942 -4.013
0.685 4.919 -2.071 -5.049 -3.107 15.92 9.968 0 -5.049 -9.062 15.92 1.942 0 -5.049 0.9062 31.98 37.93
0.69 -1.036 -5.049 -13.08 -5.049 9.968 1.942 -1.036 -7.12 -11 7.897 1.942 0.9062 -7.12 0.9062 53.98 68.87
0.695 -3.107 -13.08 -23.04 -9.062 1.942 -1.036 -9.062 -13.08 -17.09 1.942 -3.107 -5.049 -13.08 -3.107 65.89 81.95
0.7 -11 -21.1 -31.07 -15.02 -5.049 -13.08 -17.09 -23.04 -23.04 -2.071 -9.062 -13.08 -23.04 -11 61.88 73.92
0.705 -15.02 -27.06 -37.02 -21.1 -15.02 -25.11 -27.06 -31.07 -27.06 -1.036 -13.08 -19.03 -33.01 -19.03 47.9 55.93
0.71 -15.02 -29.13 -33.01 -23.04 -21.1 -35.08 -31.07 -35.08 -29.13 -7.12 -19.03 -25.11 -39.1 -25.11 23.95 35.99
