    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1 157.1
0.625 -21.02 -31.06 -8.053 -7.056 -25 -26 -32.06 -19.02 -17.03 -21.02 -23.01 -51 -18.02 -17.03 -8.053 1.994
0.63 -29.07 -39.04 -37.04 -27.07 -23.01 -25 -47.02 -39.04 -33.06 -15.03 -15.03 -55.07 -31.06 -33.06 0.9971 9.971
0.635 -29.07 -45.02 -62.05 -47.02 -15.03 -18.02 -54.07 -57.06 -50.01 -11.04 -7.056 -51 -42.03 -49.01 8.974 22.93
0.64 -29.07 -42.03 -74.01 -54.07 -6.059 -9.05 -52 -64.04 -54.07 -5.062 -1.074 -35.05 -44.02 -55.07 19.94 30.99
0.645 -27.07 -37.04 -67.03 -51 0.9971 -3.068 -37.04 -59.06 -43.03 -2.071 1.994 -13.04 -35.05 -49.01 21.94 33.98
0.65 -13.04 -21.02 -43.03 -32.06 2.991 0 -13.04 -34.05 -20.02 3.988 5.982 6.979 -11.04 -29.07 25.92 31.98
0.655 -1.074 -2.071 -8.053 -4.065 6.979 6.979 6.979 -2.071 1.994 11.96 11.96 24.93 7.977 -1.074 27 25.92
0.66 16.95 9.971 15.95 13.96 11.96 13.96 25.92 21.94 23.93 17.95 17.95 35.97 29.99 15.95 19.94 19.94
0.665 30.99 23.93 39.96 29.99 17.95 19.94 39.96 39.96 32.98 21.94 24.93 41.95 36.97 27.99 16.95 11.96
0.67 36.97 34.97 45.94 33.98 23.93 21.94 43.95 46.94 31.98 20.94 25.92 40.96 31.98 28.99 10.97 10.97
0.675 36.97 35.97 39.96 28.99 22.93 20.94 35.97 37.97 23.93 14.96 13.96 29.99 20.94 20.94 7.977 10.97
0.68 28.99 28.99 27.99 15.95 11.96 11.96 23.93 22.93 7.977 -1.074 0 16.95 5.982 10.97 2.991 12.96
0.685 14.96 15.95 17.95 5.982 -3.068 -2.071 9.971 7.977 -1.074 -19.02 -20.02 0 0 0 0 7.977
0.69 -1.074 1.994 9.971 3.988 -25 -17.03 -3.068 0.9971 -2.071 -39.04 -45.02 -13.04 -5.062 -2.071 -11.04 -2.071
0.695 -11.04 -4.065 14.96 10.97 -42.03 -36.05 -12.04 0 7.977 -53.07 -57.06 -24.01 -1.074 3.988 -26 -19.02
0.7 -13.04 -9.05 25.92 24.93 -50.01 -47.02 -11.04 6.979 20.94 -51 -57.06 -22.01 11.96 15.95 -43.03 -41.03
0.705 -15.03 -9.05 43.95 39.96 -43.03 -45.02 0.9971 23.93 37.97 -37.04 -41.03 -9.05 27.99 31.98 -57.06 -65.04
0.71 -5.062 0 58.98 50.93 -22.01 -27.07 14.96 48.93 53 -17.03 -19.02 3.988 46.94 45.94 -63.05 -80.07
0.715 0.9971 1.994 68.95 54 -5.062 -8.053 30.99 63.97 58.98 -2.071 -1.074 15.95 56.99 54 -64.04 -82.07
0.72 4.985 5.982 59.98 47.94 1.994 0 35.97 65.96 54 3.988 1.994 17.95 55.99 51.92 -63.05 -73.02
