    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1 149.1
0.625 0.9463 -1.019 -1.019 0 -2.038 9.972 0.9463 -9.026 -5.022 -17.03 0.9463 -3.057 -1.019 -15.07 -1.019 -7.061
0.63 0.9463 0 2.984 4.95 4.95 14.99 0.9463 -4.003 -6.042 -11.06 -1.019 1.965 -2.038 -8.007 0.9463 0
0.635 3.931 4.95 9.972 11.94 13.98 19 9.972 0 1.965 -3.057 8.953 7.934 8.953 -1.019 8.953 10.99
0.64 7.934 7.934 17.98 17.98 21.98 21.98 19.94 9.972 7.934 0 13.98 15.94 19.94 9.972 24.97 23.95
0.645 11.94 7.934 19 21.98 27.95 23.95 22.93 19 19.94 6.988 21.98 25.99 28.97 14.99 36.98 29.99
0.65 2.984 2.984 13.98 19.94 24.97 20.96 17.98 17.98 24.97 3.931 19 20.96 28.97 12.96 38.94 29.99
0.655 -3.057 -7.061 0.9463 7.934 11.94 17.98 1.965 9.972 15.94 -2.038 5.969 5.969 17.98 0 26.93 17.98
0.66 -18.05 -23 -19.07 -2.038 0.9463 12.96 -13.03 -3.057 1.965 -6.042 -6.042 -4.003 3.931 -10.04 8.953 6.988
0.665 -35.01 -44.04 -40.03 -20.02 -15.07 6.988 -32.03 -24.02 -9.026 -14.05 -22.06 -21.04 -9.026 -23 -5.022 -4.003
0.67 -51.03 -65 -55.03 -41.05 -35.01 0.9463 -45.06 -43.02 -27 -23 -37.05 -35.01 -25.04 -31.01 -25.04 -21.04
0.675 -60.05 -81.01 -63.04 -56.05 -48.04 -9.026 -55.03 -58.01 -38.07 -31.01 -47.02 -44.04 -36.03 -34.07 -33.05 -30.06
0.68 -69 -87.06 -65 -64.05 -58.01 -19.07 -57.07 -66.02 -48.04 -37.05 -51.03 -55.03 -46 -36.03 -41.05 -38.07
0.685 -71.04 -89.02 -61.07 -67.04 -61.07 -27 -55.03 -69 -55.03 -43.02 -51.03 -59.03 -51.03 -39.02 -47.02 -43.02
0.69 -69 -84.07 -54.01 -58.01 -58.01 -28.02 -48.04 -64.05 -56.05 -42.07 -44.04 -53.06 -48.04 -37.05 -41.05 -37.05
0.695 -68.06 -80.07 -48.04 -49.06 -52.04 -24.02 -36.03 -55.03 -52.04 -38.07 -32.03 -44.04 -42.07 -33.05 -35.01 -31.01
0.7 -69 -75.05 -45.06 -39.02 -47.02 -23 -31.01 -43.02 -45.06 -35.01 -25.04 -37.05 -35.01 -29.04 -27 -21.04
0.705 -62.02 -68.06 -40.03 -33.05 -41.05 -14.05 -22.06 -31.01 -37.05 -24.02 -16.01 -24.02 -25.04 -20.02 -17.03 -13.03
0.71 -54.01 -64.05 -36.03 -29.04 -35.01 -8.007 -18.05 -23 -25.04 -17.03 -14.05 -18.05 -17.03 -12.01 -9.026 -9.026
0.715 -47.02 -59.03 -33.05 -25.04 -29.04 -3.057 -17.03 -19.07 -19.07 -9.026 -13.03 -13.03 -9.026 -11.06 -3.057 -7.061
0.72 -39.02 -55.03 -27 -21.04 -23 -2.038 -15.07 -15.07 -13.03 -3.057 -11.06 -7.061 -3.057 -5.022 0.9463 -7.061
0.725 -33.05 -51.03 -25.04 -17.03 -17.03 1.965 -11.06 -13.03 -11.06 -2.038 -7.061 -3.057 0.9463 -3.057 0.9463 -9.026
0.73 -31.01 -49.06 -23 -15.07 -13.03 3.931 -9.026 -11.06 -9.026 1.965 -7.061 -1.019 -2.038 -1.019 -3.057 -7.061
0.735 -31.01 -47.02 -25.04 -15.07 -13.03 3.931 -11.06 -11.06 -7.061 1.965 -9.026 -5.022 -2.038 0.9463 -11.06 -7.061
0.74 -31.01 -47.02 -29.04 -17.03 -15.07 1.965 -17.03 -15.07 -9.026 0 -15.07 -11.06 -1.019 -1.019 -19.07 -7.061
0.745 -29.04 -45.06 -33.05 -21.04 -17.03 -2.038 -23 -16.01 -8.007 -2.038 -19.07 -19.07 -3.057 -3.057 -25.04 -5.022
0.75 -27 -41.05 -31.01 -23 -19.07 -1.019 -23 -19.07 -11.06 -1.019 -21.04 -21.04 -3.057 -5.022 -19.07 -1.019
0.755 -25.04 -37.05 -29.04 -20.02 -18.05 -3.057 -19.07 -16.01 -10.04 -2.038 -15.07 -16.01 0 -4.003 -7.061 0.9463
0.76 -25.04 -35.01 -25.04 -14.05 -16.01 -7.061 -12.01 -10.04 -10.04 -4.003 -9.026 -10.04 -1.019 -6.042 0.9463 6.988
0.765 -23 -29.04 -21.04 -11.06 -17.03 -7.061 -5.022 -9.026 -13.03 -5.022 -3.057 -5.022 -2.038 -5.022 4.95 7.934
0.77 -18.05 -27 -14.05 -4.003 -12.01 -4.003 0 -5.022 -9.026 0 -2.038 0.9463 0.9463 0 4.95 6.988
