    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1 299.1
0.625 4.966 -15.04 -17.09 1.899 9.933 1.899 -7.011 -4.09 -11.1 9.933 9.933 4.966 -9.056 -32.13 0.8764 -31.11
0.63 8.91 -5.112 -9.056 10.96 16.94 -4.09 -11.1 -2.045 -4.09 4.966 4.966 1.899 -7.011 -17.09 6.865 -17.09
0.635 20.89 4.966 13 30.97 40.9 9.933 -7.011 7.888 14.9 7.888 11.98 15.92 8.91 15.92 23.96 16.94
0.64 22.93 19.87 52 42.94 65 44.99 5.989 30.97 39 16.94 22.93 37.98 35.93 55.94 44.99 59.89
0.645 18.99 15.92 81.94 39 75.96 79.9 17.97 46.89 52 26 31.99 52.88 55.94 86.91 56.97 87.93
0.65 2.921 2.921 91 23.96 58.87 100.9 17.97 47.91 47.91 27.9 27.9 50.98 57.99 94.94 54.92 98.89
0.655 -9.056 -6.135 82.97 13.88 31.99 103 17.97 41.92 39.88 17.97 14.9 39 52 81.94 37.98 87.93
0.66 -17.09 -10.08 66.9 18.99 4.966 86.91 13.88 33.89 32.87 5.989 0.8764 23.96 34.91 65.88 15.92 65
0.665 -15.04 0.8764 58.87 35.93 1.899 66.9 13.88 31.99 31.99 -7.011 -3.067 11.98 27.9 47.91 3.944 52
0.67 0.8764 21.91 65 56.97 20.89 59.89 21.91 40.9 34.91 -9.056 -2.045 16.94 29.94 47.91 4.966 49.96
0.675 16.94 41.92 76.98 60.91 47.91 62.96 26.88 44.99 30.97 -8.034 2.921 21.91 27.9 50.98 9.933 52.88
0.68 24.98 46.89 78.88 39.88 58.87 68.94 26 39.88 13.88 -7.011 3.944 20.89 19.87 46.89 8.91 50.98
0.685 16.94 34.91 67.92 10.96 48.93 65 23.96 26.88 1.899 -2.045 0.8764 13 10.96 37.98 4.966 44.99
0.69 4.966 21.91 52 -9.056 32.87 56.97 16.94 17.97 -12.12 -2.045 0.8764 4.966 1.899 27.9 4.966 41.92
0.695 -1.022 9.933 39 -13 17.97 46.89 15.92 11.98 -11.1 -1.022 0.8764 5.989 1.899 21.91 9.933 37.98
0.7 -1.022 10.96 35.93 1.899 18.99 42.94 22.93 18.99 -2.045 2.921 6.865 18.99 14.9 26 21.91 42.94
0.705 2.921 20.89 40.9 15.92 26 46.89 31.99 30.97 13.88 15.92 27.9 31.99 29.94 35.93 36.96 46.89
0.71 13 30.97 52.88 29.94 36.96 54.92 35.93 39.88 23.96 23.96 37.98 44.99 37.98 39 48.93 48.93
0.715 18.99 33.89 57.99 39 39.88 60.91 39 43.97 22.93 21.91 35.93 39.88 35.93 36.96 41.92 39
0.72 20.89 30.97 55.94 41.92 39 58.87 35.93 39 15.92 13.88 18.99 24.98 24.98 24.98 24.98 26
0.725 18.99 23.96 46.89 47.91 33.89 46.89 31.99 29.94 9.933 0 -2.045 3.944 11.98 7.888 5.989 9.933
0.73 18.99 17.97 39 53.9 39.88 41.92 26 28.92 8.91 -1.022 -5.112 0.8764 2.921 3.944 0 2.921
0.735 16.94 8.91 32.87 48.93 42.94 39 22.93 26 10.96 7.888 -1.022 1.899 -2.045 0 -2.045 5.989
0.74 14.9 -1.022 26.88 27.9 42.94 39 9.933 13.88 3.944 26 3.944 6.865 0.8764 0.8764 6.865 8.91
0.745 10.96 -8.034 16.94 1.899 32.87 36.96 0 -2.045 0 36.96 17.97 14.9 -1.022 1.899 20.89 9.933
0.75 4.966 -21.03 7.888 -26 17.97 27.9 -7.011 -15.04 -17.09 39 17.97 15.92 -7.011 0.8764 26.88 11.98
0.755 -3.067 -29.07 0.8764 -41.04 -2.045 20.89 -17.09 -33.01 -31.11 23.96 5.989 3.944 -15.04 -2.045 23.96 5.989
0.76 -9.056 -33.01 1.899 -39 -5.112 9.933 -22.06 -41.04 -36.08 1.899 -6.135 -3.067 -20.01 -1.022 13 5.989
0.765 -13 -27.02 4.966 -24.1 -7.011 5.989 -25.12 -37.1 -29.07 -11.1 -22.06 -15.04 -21.03 0 0 7.888
0.77 -13 -18.11 14.9 -7.011 0 1.899 -21.03 -25.12 -13 -19.13 -27.02 -16.07 -15.04 4.966 -2.045 14.9
0.775 -7.011 -11.1 22.93 3.944 1.899 6.865 -16.07 -8.034 0.8764 -19.13 -23.08 -11.1 -4.09 13 -7.011 21.91
0.78 0.8764 -1.022 26.88 19.87 9.933 11.98 -8.034 2.921 13 -20.01 -15.04 -3.067 -1.022 15.92 -5.112 33.89
0.785 2.921 -2.045 24.98 27.9 9.933 13 -2.045 15.92 21.91 -21.03 -7.011 -2.045 9.933 21.91 -5.112 35.93
0.79 8.91 6.865 22.93 39 14.9 14.9 7.888 27.9 33.89 -16.07 0.8764 4.966 23.96 28.92 1.899 44.99
0.795 10.96 13.88 26.88 40.9 17.97 18.99 17.97 34.91 39.88 -10.08 3.944 11.98 30.97 33.89 0 48.93
