    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2 
7.465 2.876 5.483 5.348 4.315 -0.1348 1.258 -0.4045 3.191 2.665 -4.315 -3.095 -0.6878 -2.067 -5.124 -4.674
7.47 1.798 4.629 4.404 4.09 -0.1348 1.258 1.079 2.831 3.998 -2.517 -1.204 3.439 1.258 -1.528 0
7.475 1.258 3.685 3.056 2.966 0.7191 2.607 3.865 2.517 4.213 -1.079 1.204 6.706 3.416 1.978 3.596
7.48 1.528 3.416 1.528 0.8989 2.742 4.809 5.888 1.753 3.009 0.7191 3.783 7.738 3.775 5.393 5.393
7.485 1.528 3.236 -0.5393 -2.022 4.719 5.843 4.854 -0.4045 0.3009 3.326 5.503 5.761 2.517 8.36 5.034
7.49 0.3596 1.798 -3.775 -5.528 5.348 4.27 0.1348 -4.494 -3.439 6.112 5.847 1.72 0.7191 10.34 3.236
7.495 -1.978 -1.303 -7.64 -8.629 4 0.4494 -6.067 -8.944 -6.749 8.18 4.987 -1.72 0 11.06 2.067
7.5 -4.764 -5.124 -10.07 -9.663 1.213 -3.596 -10.16 -10.74 -7.652 8.719 3.697 -2.321 1.528 10.34 2.876
7.505 -6.831 -8 -9.573 -8.09 -1.888 -6.112 -10.02 -8.584 -5.589 7.461 2.064 -0.3439 4.315 8.18 4.674
7.51 -7.64 -9.213 -6.921 -5.034 -4.404 -6.966 -7.146 -4.315 -2.321 4.674 0 1.72 6.022 4.404 5.303
7.515 -7.64 -9.438 -4.539 -2.472 -5.978 -7.506 -4.27 -1.034 -0.172 0.9888 -2.665 1.892 5.034 -0.08989 3.955
7.52 -7.371 -9.483 -3.955 -1.438 -6.831 -8.539 -3.056 -0.6292 -0.2579 -2.067 -5.503 0.3439 1.708 -3.955 1.618
7.525 -6.742 -9.124 -5.124 -1.798 -6.562 -8.899 -3.371 -2.607 -1.978 -3.775 -6.964 -1.806 -2.607 -5.663 -0.4494
7.53 -4.674 -7.326 -6.427 -2.607 -4.449 -6.787 -3.955 -4.854 -3.783 -3.775 -5.761 -3.525 -6.292 -5.124 -2.427
7.535 -0.9888 -3.281 -5.933 -2.472 -0.764 -1.843 -3.371 -4.899 -4.17 -2.697 -2.321 -4.041 -8.09 -3.056 -4.135
7.54 3.506 2.157 -2.517 -0.4944 2.697 3.73 -1.169 -1.438 -2.407 -1.798 1.118 -3.009 -7.461 -1.169 -5.393
7.545 7.011 6.921 2.427 2.921 4.225 6.876 1.528 4.135 0.4299 -1.888 2.493 -1.29 -5.393 -0.8989 -6.292
7.55 8.449 8.899 6.157 6.202 3.506 6.292 2.876 8.584 2.579 -2.876 1.29 -0.08598 -3.775 -2.247 -6.652
7.555 8 7.685 6.921 7.82 1.663 3.191 2.247 9.843 3.009 -3.865 -1.204 0.3439 -3.596 -4.045 -6.022
7.56 6.382 4.674 5.303 7.73 0.1798 0.08989 0.9438 8.36 2.407 -4.135 -3.353 0.7738 -4.584 -4.854 -4.315
7.565 4.225 1.573 3.371 6.787 -0.3146 -1.124 0.2697 5.753 1.763 -3.775 -3.869 1.29 -5.573 -4.494 -2.607
7.57 1.978 -0.5843 2.022 5.618 -0.1798 -0.764 0.3596 3.281 1.548 -3.685 -3.181 1.462 -5.933 -3.685 -2.067
7.575 0 -2.022 1.213 4.494 -0.04494 -0.04494 0.5843 1.393 1.591 -4.135 -1.892 1.376 -4.854 -3.056 -2.157
7.58 -1.528 -2.562 0.6742 3.64 0.08989 0.4944 0.9438 0.5843 1.634 -4.225 -0.3439 1.634 -2.337 -2.157 -1.438
7.585 -1.618 -1.798 0.4944 3.191 1.213 1.708 1.708 0.764 1.591 -2.787 1.892 2.235 0.5393 -0.5393 0.5393
7.59 0.08989 0.6292 0.8539 2.966 4.045 4.315 2.787 1.438 1.247 0.6292 4.901 2.751 2.337 2.337 2.876
7.595 3.236 4.27 1.978 2.876 7.775 7.371 4.225 2.472 1.118 4.764 7.91 3.267 2.966 6.112 4.674
7.6 6.112 7.371 3.91 3.101 10.02 8.809 5.843 4.045 1.763 7.73 9.286 4.471 3.506 9.348 6.022
7.605 6.921 8.315 5.663 3.326 9.213 7.056 6.742 5.573 3.009 8.18 8.168 6.191 4.584 10.79 7.191
7.61 5.303 6.652 5.753 2.652 5.798 2.831 5.708 5.708 3.783 6.382 5.331 7.566 5.663 10.07 8.09
7.615 2.157 3.326 3.461 0.6742 1.933 -1.393 2.562 3.596 3.138 3.865 2.407 7.738 6.022 7.91 8.719
7.62 -1.169 0.04494 -0.08989 -1.978 -0.4045 -3.506 -1.169 0.08989 1.29 2.067 0.5159 6.534 5.483 5.573 9.169
7.625 -3.865 -2.247 -3.506 -4.18 -1.034 -3.011 -4.09 -3.371 -0.9888 1.258 0 4.471 4.225 4.045 8.719
7.63 -5.393 -3.64 -6.157 -5.393 -0.5393 -1.213 -5.528 -5.888 -2.88 0.809 0.08598 1.978 2.787 3.416 6.742
7.635 -5.663 -4.539 -7.91 -5.708 -0.08989 0.2247 -5.573 -6.742 -3.697 0.1798 0.08598 0 1.978 3.236 4.045
7.64 -5.213 -4.944 -8.18 -5.124 0 0.764 -4.449 -5.393 -3.138 -0.3596 -0.172 -0.2579 2.157 2.966 2.247
7.645 -4.584 -4.674 -6.742 -3.82 -0.04494 0.4944 -2.697 -2.652 -1.806 -0.5393 -0.6019 0.2579 2.517 1.888 1.438
7.65 -3.775 -3.91 -4.045 -2.292 0.04494 -0.1798 -1.393 -0.4494 -0.8168 -0.4494 -1.204 0.08598 1.798 -0.4494 0.7191
7.655 -2.966 -3.551 -1.303 -0.764 -0.08989 -1.753 -1.034 0.08989 -0.6448 -0.5393 -2.493 -1.376 -0.1798 -3.685 -0.5393
7.66 -2.427 -4.225 0.8989 0.6742 -1.618 -4.494 -0.8989 -0.3596 -0.8598 -1.528 -4.815 -3.439 -2.607 -7.011 -1.978
7.665 -2.067 -5.708 2.337 2.067 -4.225 -7.775 -0.4494 -0.8539 -0.7738 -3.326 -7.566 -5.245 -4.404 -9.528 -3.326
7.67 -1.528 -6.742 2.876 2.876 -6.472 -9.798 -0.08989 -1.079 -0.4729 -5.393 -9.372 -6.534 -5.483 -10.61 -4.854
7.675 -0.1798 -5.933 2.697 2.831 -6.697 -9.258 -0.2247 -1.124 -0.2579 -6.652 -9.286 -7.222 -5.843 -10.16 -6.292
7.68 1.528 -3.191 2.337 2.427 -4.719 -6.292 -0.9438 -1.169 -0.3439 -6.652 -7.394 -6.964 -5.303 -8.539 -6.742
7.685 3.146 0.3596 1.843 2.157 -1.753 -2.382 -1.843 -1.303 -0.5589 -5.483 -4.471 -6.019 -4.225 -6.022 -5.843
7.69 4.225 3.146 0.8539 1.843 0.8539 0.8989 -2.607 -1.573 -0.8598 -3.685 -1.634 -4.901 -2.966 -2.966 -4.135
7.695 4.674 4.315 -0.08989 1.438 2.517 2.921 -2.247 -0.9888 -0.6448 -1.438 0.8598 -3.181 -1.888 0.4494 -1.618
7.7 4.674 4.36 0.2697 1.213 3.326 3.91 0.1348 1.483 0.6019 0.6292 3.095 -0.4299 -0.4494 3.775 1.348
7.705 4.404 4.225 2.921 1.708 3.865 4.719 4.225 5.393 2.665 2.247 4.987 2.665 0.8989 5.843 3.865
7.71 4.315 4.36 6.337 2.472 4.404 5.528 7.82 8.225 4.256 2.966 6.362 4.815 1.888 6.112 4.494
7.715 4.494 4.404 7.955 2.742 4.494 6.112 8.944 7.865 4.299 2.697 6.62 5.245 2.337 4.944 3.596
7.72 4.494 3.955 6.652 2.067 3.64 6.112 7.775 4.854 2.966 2.157 6.019 4.643 2.787 3.865 2.876
7.725 3.865 3.191 3.461 0.6742 2.022 5.663 5.843 1.573 1.419 2.427 5.331 4.041 3.506 4.225 3.146
7.73 2.876 2.697 0.764 -0.6742 0.809 5.393 4.584 0.2247 0.7738 3.865 5.503 4.213 4.404 6.022 4.045
7.735 1.888 2.876 0.809 -0.8989 0.8539 5.573 4.719 1.888 1.806 6.022 6.534 5.245 5.573 8.27 5.124
7.74 1.258 3.64 4.18 0.8989 1.843 6.022 6.112 5.663 4.256 7.371 7.566 6.878 7.191 9.079 6.022
7.745 1.079 4.494 8.944 4.045 2.966 6.427 7.461 8.944 6.62 7.011 7.394 7.652 8.18 7.371 5.933
7.75 1.348 4.989 11.78 6.292 3.596 6.742 7.101 9.034 7.007 4.674 5.675 5.933 7.281 3.685 3.865
7.755 1.618 5.079 10.74 5.708 3.506 6.876 4.854 5.663 4.643 1.438 3.009 2.064 4.315 -0.1798 0.5393
7.76 0.8989 4.584 6.562 2.517 2.787 6.382 2.247 1.079 0.8598 -0.9888 0.5159 -1.548 0.809 -2.787 -2.247
7.765 -1.079 3.281 1.528 -1.393 1.438 4.719 0.764 -2.157 -2.149 -2.247 -1.204 -3.353 -1.708 -3.865 -3.506
7.77 -3.955 0.764 -2.607 -4.36 -0.3146 1.708 0.4494 -3.461 -3.439 -2.607 -2.407 -3.267 -2.876 -4.494 -3.056
7.775 -6.382 -2.697 -5.258 -5.528 -2.202 -1.753 0.8539 -3.416 -3.052 -2.876 -3.611 -2.407 -2.966 -5.393 -1.528
7.78 -7.281 -5.753 -5.663 -4.944 -3.73 -4.494 2.022 -2.562 -1.892 -3.326 -4.729 -1.634 -3.056 -6.382 0.4494
7.785 -6.112 -6.742 -3.506 -3.236 -4.18 -5.438 3.865 -1.258 -1.032 -3.506 -5.331 -1.806 -4.045 -6.652 1.528
7.79 -3.056 -4.944 0.4045 -1.213 -3.056 -4.494 5.888 0.1348 -1.161 -2.607 -4.729 -2.923 -6.112 -5.573 0.5393
7.795 0.7191 -1.169 4.719 0.809 -1.034 -2.697 7.461 1.843 -1.591 -0.8989 -3.267 -3.783 -8 -3.596 -1.798
7.8 3.775 2.697 8.18 2.966 0.5393 -1.348 8.449 4.18 -1.29 0.7191 -1.72 -3.353 -8.449 -1.708 -3.685
7.805 5.213 5.034 9.933 4.809 0.7191 -0.8539 8.449 6.517 0 1.079 -1.118 -1.978 -7.461 -1.169 -4.225
7.81 5.034 5.303 9.438 5.258 -0.1348 -0.6742 6.742 7.326 1.161 -0.2697 -1.29 -0.9458 -6.022 -1.798 -4.045
7.815 4.225 4.09 6.966 3.73 -1.079 -0.1798 3.416 5.798 1.161 -2.427 -1.548 -0.9458 -4.764 -2.517 -3.506
7.82 3.326 2.202 3.64 1.303 -1.438 0.4045 -0.2697 2.787 0.08598 -3.685 -1.29 -1.204 -3.326 -2.067 -2.517
7.825 2.427 0.1348 0.3596 -0.5843 -1.213 0.4944 -3.281 -0.6742 -1.204 -3.326 -0.172 -1.032 -1.528 -0.6292 -1.438
7.83 1.618 -1.978 -2.742 -1.348 -0.8989 -0.3596 -5.348 -4 -2.106 -1.888 1.032 -0.7738 0.08989 0.3596 -0.8989
7.835 1.079 -3.775 -5.528 -1.483 -0.764 -1.663 -6.202 -6.517 -2.106 -0.5393 1.634 -0.6019 1.169 0.2697 -0.8989
7.84 0.7191 -4.449 -6.966 -1.483 -0.8539 -2.427 -5.528 -7.281 -1.204 -0.1798 1.548 -0.2579 1.708 -0.7191 -0.9888
7.845 0.4494 -3.596 -6.382 -1.663 -0.8539 -2.022 -3.506 -6.067 0.04299 -0.2697 1.29 0.2579 1.888 -1.258 -1.258
7.85 0.08989 -1.753 -4.584 -2.112 -0.4944 -0.764 -1.753 -4.18 0.7308 0.08989 1.29 0.6878 1.798 -0.5393 -1.978
7.855 -0.5393 -0.3146 -3.326 -2.472 -0.2247 0 -1.618 -2.921 0.4299 1.079 1.204 0.4299 1.438 0.8989 -2.787
7.86 -1.888 -0.4045 -3.506 -2.337 -1.034 -0.6292 -3.146 -2.831 -0.3439 2.157 0.5159 -0.3439 1.079 1.888 -3.056
7.865 -3.506 -2.112 -4.809 -1.933 -3.011 -2.697 -5.348 -3.82 -1.032 2.247 -0.9458 -1.634 0.3596 1.528 -2.787
7.87 -4.494 -4.135 -6.427 -1.753 -4.899 -4.584 -7.056 -5.124 -1.419 0.9888 -2.149 -2.837 -0.5393 0.2697 -2.337
7.875 -3.955 -5.034 -7.326 -2.067 -5.258 -4.719 -6.876 -5.258 -1.032 -0.5393 -1.892 -2.579 -0.6292 -0.3596 -1.528
7.88 -2.157 -4.36 -6.697 -2.067 -3.551 -2.607 -3.955 -2.921 0.3869 -0.9888 0.4299 0.172 0.809 0.7191 0.2697
7.885 -0.2697 -2.607 -4.629 -1.213 -0.5843 0.764 0.809 1.213 2.407 0 3.869 3.955 3.056 2.787 2.427
7.89 0.8989 -0.764 -2.202 0.1348 2.292 3.955 4.989 4.584 3.568 1.618 6.362 5.675 3.596 3.865 3.146
7.895 1.528 0.764 -0.2697 1.213 3.955 5.573 6.562 4.944 2.923 2.427 6.448 3.869 1.618 2.966 1.708
7.9 1.978 2.337 1.258 1.843 4 5.169 5.708 2.562 1.247 2.067 4.213 0.2579 -1.169 1.079 -0.1798
7.905 2.427 4 2.876 2.382 2.966 3.236 3.73 -0.4045 -0.08598 1.079 1.204 -1.978 -2.337 -0.08989 -0.809
7.91 2.876 5.124 4.045 2.787 1.798 0.7191 1.708 -2.022 -0.08598 0.5393 -0.8598 -1.29 -0.7191 0.3596 0.6292
7.915 2.607 4.629 3.865 2.697 0.8539 -1.438 0.1348 -1.348 0.9888 0.5393 -1.634 1.806 2.697 1.978 3.685
7.92 0.809 1.933 2.112 1.708 -0.2697 -3.281 -1.213 0.6292 2.192 0.6292 -1.72 5.073 5.663 2.966 6.831
7.925 -2.517 -2.472 -1.124 -0.3146 -1.933 -5.034 -3.371 1.618 2.021 0 -2.064 5.675 5.843 2.427 7.64
7.93 -6.112 -7.326 -5.843 -3.416 -3.82 -6.876 -7.281 -0.4494 -0.04299 -1.079 -2.665 3.009 3.146 0.8989 5.213
7.935 -8.629 -11.28 -11.37 -6.472 -5.348 -8.809 -12.4 -5.124 -2.88 -1.888 -3.267 -0.8598 0 -0.08989 1.618
7.94 -9.348 -13.3 -15.78 -7.865 -6.247 -10.43 -16.27 -9.124 -4.17 -1.978 -3.353 -2.923 -0.6292 -0.08989 -0.4494
7.945 -8.539 -12.85 -16.85 -6.921 -6.202 -10.79 -16.63 -9.753 -3.138 -1.798 -3.439 -2.579 0.8989 -0.1798 -0.6292
7.95 -6.022 -9.618 -13.98 -4.674 -4.989 -9.079 -13.17 -7.056 -1.075 -2.517 -4.041 -1.806 2.337 -1.798 -0.809
7.955 -1.888 -3.865 -8.36 -2.472 -2.652 -5.303 -7.326 -3.056 0.08598 -4.404 -5.245 -2.579 1.708 -5.124 -2.427
7.96 2.697 2.966 -2.202 -0.9888 0 -0.809 -1.213 0.1348 -0.3009 -6.382 -6.362 -4.385 -0.3596 -8.18 -4.854
7.965 6.292 8.404 2.112 0 2.157 2.337 3.101 1.528 -1.548 -7.011 -6.448 -5.675 -2.157 -8.989 -6.382
7.97 7.191 9.798 3.101 0.7191 2.876 2.876 3.91 0.8989 -2.622 -5.573 -5.245 -5.589 -2.427 -7.281 -6.202
7.975 5.124 6.607 1.169 0.8989 1.933 0.9438 1.303 -0.7191 -2.88 -2.966 -3.611 -4.385 -1.348 -4.315 -4.404
7.98 1.079 0.8539 -1.393 0.4944 -0.1798 -1.753 -2.742 -1.978 -2.321 -0.8989 -2.407 -2.751 0 -1.798 -2.247
7.985 -2.517 -3.775 -2.697 -0.4494 -2.157 -3.191 -5.798 -2.292 -1.677 -0.2697 -1.806 -1.634 0.4494 -0.5393 -1.079
7.99 -3.865 -4.764 -2.742 -1.843 -2.562 -2.112 -6.337 -2.022 -1.634 -0.6292 -0.9458 -1.118 -0.1798 0.08989 -1.438
7.995 -2.607 -2.292 -2.472 -2.921 -1.124 0.7191 -4.045 -1.213 -1.763 -0.5393 0.8598 0 -0.7191 1.348 -1.618
8 -0.5393 1.213 -2.112 -2.652 1.034 3.685 0.4045 0.5843 -1.161 0.809 3.439 2.493 0.08989 3.416 0
8.005 0.1798 3.416 -1.169 -0.809 2.697 5.124 5.034 3.056 0.3009 2.966 5.589 5.417 1.618 5.124 2.966
8.01 -0.1798 3.64 0.3596 1.258 3.371 5.034 7.236 4.404 1.462 4.674 6.191 6.448 1.978 5.393 4.674
8.015 -0.5393 3.191 2.202 2.382 3.461 4.27 5.933 3.551 1.419 5.034 5.073 4.901 0.7191 4.315 3.955
8.02 0.1798 3.64 3.955 2.517 3.461 3.91 2.921 1.303 0.5589 4.315 3.439 2.407 -0.809 3.056 1.978
8.025 1.708 5.124 5.438 2.562 3.596 4 0.809 -0.4944 0 3.416 2.493 0.8598 -1.438 2.337 0.5393
8.03 2.966 6.247 6.292 3.056 3.64 4.135 0.809 -0.9438 0.04299 2.787 2.751 0.6878 -1.079 2.337 0.1798
8.035 3.056 5.573 6.382 3.775 3.146 3.685 2.022 -0.2247 0.5589 2.517 3.267 0.7738 -0.5393 2.517 0.4494
8.04 1.978 3.101 5.753 4.045 1.753 2.337 2.652 0.5393 0.8598 2.247 2.837 0.08598 -0.8989 2.427 0.1798
8.045 0.6292 0.08989 3.91 2.966 -0.1798 0.3596 0.809 -0.08989 0.3009 1.798 0.8598 -2.235 -2.427 1.888 -1.618
8.05 0.1798 -2.067 0.3596 0.1798 -1.933 -1.573 -3.82 -2.787 -1.29 0.9888 -1.806 -5.503 -4.584 0.5393 -5.393
8.055 0.5393 -3.011 -3.91 -3.101 -3.146 -3.191 -8.989 -5.978 -2.966 -0.3596 -4.385 -7.91 -5.933 -1.978 -9.169
8.06 0.809 -3.281 -6.112 -4.809 -3.91 -4.315 -10.92 -6.517 -3.052 -2.337 -6.105 -7.05 -4.944 -5.663 -10.25
8.065 -0.08989 -3.64 -3.775 -3.281 -4.539 -4.899 -7.461 -2.966 -0.9888 -4.584 -6.878 -2.837 -1.798 -9.348 -7.64
8.07 -1.978 -4.18 2.742 0.809 -4.854 -4.719 0.1348 3.281 2.278 -6.202 -6.62 2.923 2.247 -11.42 -2.067
8.075 -3.955 -4.719 10.34 5.393 -4.539 -3.685 8.584 9.303 5.331 -6.202 -5.503 8.34 6.112 -9.978 4.944
8.08 -5.303 -4.719 15.55 8.404 -3.596 -2.247 14.61 12.85 7.308 -4.045 -3.353 12.21 9.079 -5.213 11.69
8.085 -5.663 -4.045 16.27 8.989 -2.112 -0.764 16.22 12.9 7.695 -0.5393 -0.4299 13.33 10.52 0.809 15.37
8.09 -4.584 -2.607 12.4 7.236 -0.1348 0.6742 12.63 9.483 6.277 2.697 2.579 10.75 9.438 5.124 13.84
8.095 -1.798 -0.4045 5.888 4.045 2.202 2.202 5.124 3.82 3.482 4.494 4.729 5.073 6.022 6.382 7.461
8.1 2.157 2.427 -0.4494 0.9438 4.404 3.73 -3.461 -1.978 0.5159 4.584 5.417 -1.118 1.888 5.483 -0.5393
8.105 5.933 5.303 -4.764 -1.034 5.753 4.854 -10.25 -6.337 -1.677 3.955 4.729 -5.761 -1.348 4.494 -6.382
8.11 8 7.011 -6.607 -2.022 6.157 5.303 -13.35 -8.449 -3.009 3.506 3.783 -7.48 -3.056 4.674 -8.36
8.115 7.281 6.742 -6.112 -2.247 5.798 5.213 -11.96 -7.865 -3.482 3.596 3.697 -6.277 -3.326 5.933 -6.472
8.12 4.225 4.854 -3.191 -1.483 5.169 5.213 -6.382 -4.449 -2.794 4.045 4.729 -2.751 -2.607 7.371 -2.517
8.125 0.7191 2.876 1.438 0.2697 4.989 5.933 1.034 0.6292 -1.161 4.404 6.362 1.204 -1.978 8.18 0.8989
8.13 -0.809 2.112 5.888 2.112 5.618 7.281 6.742 5.034 0.7308 4.494 7.48 3.697 -2.337 8.27 1.798
8.135 0.08989 2.921 8.09 3.056 6.562 8.36 8.449 6.966 2.364 4.045 7.308 4.213 -3.416 7.82 0.7191
8.14 2.427 4.449 7.775 3.011 6.697 7.955 6.652 6.607 3.525 3.326 5.761 3.611 -4.135 7.191 -0.3596
8.145 4.045 5.483 6.202 2.697 5.438 5.843 3.865 5.213 4.127 2.157 3.525 2.923 -3.775 5.933 -0.4494
8.15 4.225 5.258 4.764 2.562 3.416 3.011 2.382 3.82 3.783 0.8989 1.548 2.235 -2.697 3.506 0
8.155 3.416 4 4.045 2.697 1.618 0.8539 3.056 2.787 2.665 -0.1798 0.3439 1.462 -1.348 0.5393 0.8989
8.16 2.067 2.157 3.955 2.966 0.4494 -0.2697 5.034 2.292 1.419 -1.079 -0.6878 1.118 0.2697 -2.067 2.247
8.165 0.4494 -0.08989 3.551 2.831 -0.4944 -1.393 6.157 1.708 0.4729 -1.888 -2.235 0.8598 1.888 -3.775 3.775
8.17 -1.528 -2.966 2.022 1.753 -2.022 -3.326 4.18 0.2697 -0.3439 -3.236 -4.471 0.3439 2.876 -4.854 4.584
8.175 -3.775 -5.978 -0.2697 0 -4.27 -6.112 -0.6292 -1.528 -1.204 -5.034 -6.62 0 3.506 -5.483 4.764
8.18 -5.663 -8 -1.843 -1.393 -6.607 -8.404 -5.393 -2.337 -1.462 -6.652 -7.566 0.6878 4.494 -5.483 4.944
8.185 -5.933 -7.865 -1.618 -1.483 -7.551 -8.719 -7.056 -1.348 -0.8168 -6.921 -6.448 2.493 6.022 -4.315 5.393
8.19 -4.045 -5.438 -0.4944 -0.809 -6.157 -6.517 -4.989 0.4494 0.2579 -5.393 -3.697 4.041 7.101 -1.798 5.303
8.195 -0.809 -2.202 -0.3146 -0.6742 -2.787 -3.011 -0.764 1.618 0.9458 -2.697 -0.6019 3.955 6.831 0.9888 4.045
8.2 1.708 0 -1.663 -1.528 0.4944 -0.2247 3.326 1.393 0.9028 -0.3596 1.29 1.978 5.034 2.876 1.708
8.205 1.978 0.04494 -3.865 -2.787 1.933 0.4944 5.438 -0.1798 0 0.3596 1.462 -1.376 2.157 2.787 -1.438
8.21 0.1798 -1.753 -5.798 -3.73 1.169 -0.2697 4.899 -2.697 -1.72 -0.4494 0.2579 -5.417 -1.169 0.9888 -4.944
8.215 -1.978 -3.91 -6.472 -3.865 -0.6742 -1.483 2.607 -5.258 -3.439 -1.528 -1.032 -8.942 -4.135 -0.809 -7.371
8.22 -2.876 -4.764 -5.393 -2.831 -2.202 -2.067 0.7191 -6.562 -4.385 -1.708 -1.806 -10.92 -6.202 -0.9888 -7.371
8.225 -1.978 -3.73 -3.056 -1.124 -2.382 -1.843 0.2247 -6.292 -4.428 -0.5393 -1.892 -11.44 -7.551 0.5393 -5.753
8.23 0 -1.348 -0.809 0.1348 -1.124 -1.034 0.4494 -5.438 -4.17 0.8989 -1.634 -11.44 -9.169 2.337 -4.404
8.235 2.337 1.079 0.4045 0.4494 0.6742 -0.2247 0.3146 -4.494 -3.869 1.528 -1.376 -10.75 -10.7 2.876 -4.315
8.24 3.865 2.697 1.258 0.4944 1.933 0.2247 -0.1798 -3.236 -3.052 0.809 -1.204 -8.684 -10.88 1.978 -4.584
8.245 4.135 3.011 2.562 1.079 2.067 0.3146 -0.5393 -1.169 -1.118 -0.3596 -0.7738 -4.987 -9.079 0.4494 -4.135
8.25 3.685 2.202 4.18 2.202 1.573 0.1798 -0.2247 1.483 1.462 -0.809 0.172 -0.9458 -5.933 -0.1798 -2.876
8.255 2.787 0.809 5.573 3.236 1.169 0.1348 1.213 4.36 4.084 0.1798 1.72 2.064 -2.787 0.4494 -0.809
8.26 1.438 -0.2697 6.427 3.82 1.213 0.4494 4.045 7.371 6.019 2.067 3.267 4.041 0 1.888 1.798
8.265 0.08989 -0.4045 6.382 3.64 1.528 1.258 7.236 9.618 6.878 3.506 4.299 5.159 1.978 2.337 4.045
8.27 -0.4494 0.6292 4.854 2.427 1.888 2.517 8.629 9.708 6.277 3.056 3.955 5.245 2.966 0.6292 4.584
8.275 0.3596 2.517 1.753 0.2247 2.112 3.64 6.921 7.011 4.6 0.7191 2.321 4.385 3.506 -2.697 3.596
8.28 2.427 4.629 -1.888 -2.022 1.933 4 2.876 2.787 2.665 -2.247 -0.2579 3.095 4.135 -6.112 2.067
8.285 4.674 6.247 -4.494 -3.506 1.438 3.506 -1.438 -0.9438 1.075 -4.225 -2.837 1.548 4.854 -7.82 0.8989
8.29 5.663 6.921 -5.258 -3.955 0.809 2.562 -4.18 -3.146 -0.2579 -4.225 -4.557 -0.08598 5.483 -7.461 0.3596
8.295 4.854 6.157 -4.315 -3.685 0.04494 1.393 -4.629 -3.596 -1.591 -2.517 -4.987 -1.032 6.112 -5.483 1.169
8.3 1.888 3.775 -2.472 -3.191 -1.528 -0.4494 -3.416 -2.876 -2.579 -0.6292 -4.729 -0.2579 7.191 -3.326 3.326
8.305 -2.157 0 -1.169 -3.011 -4.225 -3.461 -2.337 -2.382 -3.009 -0.1798 -4.385 1.462 8.539 -2.157 5.573
8.31 -5.753 -4.315 -1.933 -3.64 -7.236 -7.146 -3.146 -3.371 -3.052 -1.438 -4.299 2.579 9.258 -1.978 5.933
8.315 -7.191 -7.551 -4.899 -4.854 -9.124 -9.843 -5.573 -5.258 -2.622 -3.416 -4.041 2.407 9.258 -2.067 4.135
8.32 -6.292 -7.91 -8.045 -5.483 -8.539 -9.663 -7.146 -6.022 -1.548 -4.584 -2.923 1.72 8.989 -1.258 1.798
8.325 -3.596 -4.719 -9.213 -4.629 -5.303 -5.663 -5.933 -4.315 0 -3.775 -0.5159 1.204 8.899 0.7191 0.2697
8.33 -0.1798 0.8539 -7.865 -2.742 -0.4045 0.8989 -2.607 -1.213 0.9888 -1.348 2.321 0.2579 8.09 2.876 -0.7191
8.335 2.337 6.247 -5.303 -1.124 4.18 7.191 0.2697 1.034 0.6019 1.348 4.557 -1.72 5.753 4.315 -2.337
8.34 2.966 9.079 -3.146 -0.6742 6.472 10.29 0.7191 0.9438 -0.9888 3.416 5.245 -4.987 1.798 4.315 -4.854
8.345 1.618 8.36 -2.382 -1.348 5.888 9.348 -1.528 -1.573 -3.181 4.315 4.385 -8.942 -2.966 3.416 -8.09
8.35 -0.8989 4.944 -3.236 -2.562 3.551 5.888 -5.079 -5.483 -5.245 4.854 2.837 -12.12 -7.461 2.427 -10.79
8.355 -3.416 0.4494 -4.809 -3.506 1.124 2.022 -7.371 -8.494 -6.534 5.483 1.806 -12.64 -10.25 2.247 -10.79
8.36 -5.303 -3.551 -5.483 -3.236 -0.5393 -0.9438 -6.382 -8.539 -6.405 6.292 1.806 -9.63 -10.52 2.876 -7.011
8.365 -6.652 -6.697 -4.449 -1.618 -1.573 -3.101 -2.247 -5.393 -4.987 6.652 2.321 -4.299 -9.348 3.326 -1.618
8.37 -7.191 -8.899 -2.157 0.4944 -2.562 -4.989 2.472 -0.9438 -3.224 5.933 2.407 0.08598 -8.809 2.517 1.978
8.375 -6.831 -9.843 0.3596 2.337 -3.551 -6.517 5.663 2.787 -1.935 3.955 1.376 1.72 -9.978 0 1.798
8.38 -5.213 -8.404 2.876 3.64 -4.18 -6.697 6.921 5.124 -1.161 1.528 -0.5159 1.032 -11.87 -3.326 -0.8989
8.385 -2.247 -4 5.169 4.584 -3.551 -4.404 7.236 6.247 -0.6878 -0.5393 -2.407 -0.4299 -12.94 -6.292 -3.955
8.39 1.528 2.652 6.831 4.764 -1.169 0.3596 7.371 6.337 -0.4299 -1.618 -3.181 -1.376 -12.31 -8.36 -5.663
8.395 5.303 9.438 7.281 4.045 2.292 5.933 7.506 6.022 0 -2.067 -2.579 -1.032 -9.888 -9.258 -5.393
8.4 7.281 13.71 6.831 3.011 5.169 9.798 7.551 5.843 1.161 -2.337 -1.29 0.7738 -6.022 -9.438 -3.416
8.405 6.921 14.2 5.978 2.067 5.798 10.38 6.742 5.663 2.88 -2.966 -0.2579 3.095 -1.798 -9.169 -1.258
8.41 5.124 11.42 4.404 1.034 4.27 8.09 4.045 4.404 4.041 -3.775 -0.08598 4.643 1.798 -8.539 -0.1798
