    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  P4  T6  O1  O2 
32.545 -6.292 -6.652 -13.35 -8.854 -4.09 -4.539 -9.708 -10.7 -5.374 -1.079 -3.783 -1.032 8.899 -3.506 -1.169
32.55 -3.596 -3.326 -11.33 -8.18 -1.393 -1.708 -7.596 -7.281 -3.224 1.258 -1.978 -0.6019 7.461 -2.787 -2.067
32.555 -1.798 -1.573 -9.708 -7.146 -0.5843 -0.6742 -6.742 -3.955 -1.333 1.888 -1.72 -1.032 5.124 -3.596 -3.326
32.56 -1.258 -1.393 -8.27 -5.978 -1.483 -1.303 -7.101 -2.382 -0.4729 0.7191 -2.751 -2.235 2.517 -5.124 -4.854
32.565 -1.079 -1.438 -6.022 -4.764 -2.517 -1.888 -7.191 -2.607 -0.6019 -0.6292 -3.525 -3.353 0.5393 -5.573 -5.573
32.57 -0.5393 -0.3596 -2.562 -3.416 -2.202 -1.034 -5.258 -3.191 -0.7738 -0.809 -2.923 -3.697 -0.3596 -3.865 -4.854
32.575 0.4494 1.618 0.9888 -1.933 -0.5843 1.079 -1.798 -3.236 -0.6448 0.08989 -1.204 -3.525 -1.079 -1.438 -3.775
32.58 1.528 3.236 2.337 -0.8539 1.124 3.281 0.9438 -2.966 -0.6878 0.5393 0.2579 -4.299 -2.607 -0.3596 -4.225
32.585 2.157 3.146 0.809 -0.2697 1.798 4 1.573 -2.652 -1.118 -0.08989 0.6019 -5.847 -5.303 -1.438 -6.202
32.59 1.708 1.663 -1.483 0.5393 1.079 3.236 1.393 -1.303 -1.29 -1.258 0.3439 -6.448 -7.64 -2.697 -7.64
32.595 0.4494 0.08989 -1.573 2.292 0.04494 2.112 2.697 1.843 -0.3869 -1.079 0.8598 -4.471 -8.36 -1.888 -6.292
32.6 -0.5393 -0.1798 1.303 4.449 0.1798 2.157 6.382 6.337 1.462 1.258 3.095 0 -7.191 2.067 -1.798
32.605 -0.6292 1.079 5.348 5.933 1.888 3.775 10.97 10.52 3.568 5.034 6.448 5.159 -5.034 7.371 4.315
32.61 0.1798 3.056 8.135 6.337 4.045 5.978 14.43 12.94 4.901 8 9.114 9.2 -3.146 11.24 9.528
32.615 1.258 4.674 8.629 5.888 5.258 7.461 15.24 12.85 4.686 8.539 9.802 10.15 -3.146 11.51 11.15
32.62 2.157 5.393 7.326 5.169 5.124 7.865 13.48 10.34 3.052 6.652 8.512 7.824 -5.483 8.719 8.449
32.625 2.607 5.483 6.292 4.719 4.27 7.64 10.97 7.146 1.118 4.045 6.534 4.385 -8.18 5.483 4.225
32.63 2.427 5.438 7.236 5.124 3.461 7.461 9.933 5.483 0.5159 2.157 5.159 2.751 -8.629 3.865 2.427
32.635 1.618 5.303 9.888 6.112 2.966 7.191 10.65 6.067 1.591 1.708 4.557 3.955 -5.573 4.135 4.315
32.64 0.5393 4.315 11.64 6.382 2.517 6.022 10.97 7.146 2.837 1.708 4.041 6.191 -0.8989 4.315 7.371
32.645 -0.5393 1.978 10.16 4.944 1.348 3.236 8.584 6.787 2.88 0.9888 2.407 7.05 2.607 2.876 8.629
32.65 -1.798 -1.348 5.483 2.067 -0.9888 -1.124 3.64 4.584 1.548 -0.809 -0.6019 5.933 3.685 -0.2697 6.831
32.655 -3.236 -4.674 -0.3146 -1.034 -4.135 -5.708 -2.112 1.303 -0.172 -3.236 -4.557 3.267 2.697 -3.955 2.697
32.66 -4.404 -6.517 -5.213 -3.461 -6.607 -8.494 -6.966 -2.157 -1.333 -5.393 -7.996 0.3439 1.528 -6.562 -1.798
32.665 -4.315 -6.157 -8 -4.629 -7.101 -8.404 -9.618 -5.079 -1.548 -6.382 -9.716 -1.806 1.888 -7.461 -4.854
32.67 -2.876 -3.775 -8.27 -4.315 -5.573 -5.888 -9.798 -6.876 -1.161 -6.202 -9.544 -2.923 3.685 -7.281 -5.933
32.675 -0.8989 -0.9438 -6.966 -3.191 -3.281 -2.876 -8.584 -7.955 -1.419 -5.393 -8.082 -4.041 4.944 -7.101 -6.742
32.68 0.08989 0.3596 -6.022 -2.787 -1.708 -1.303 -7.865 -9.348 -3.181 -4.584 -6.62 -6.534 3.236 -7.551 -9.258
32.685 -1.258 -0.9888 -6.921 -4.135 -1.888 -2.112 -8.584 -11.15 -5.89 -4.135 -6.105 -9.716 -0.8989 -8.09 -12.49
32.69 -5.303 -4.629 -9.213 -6.607 -3.64 -4.629 -10.07 -12.13 -7.523 -3.596 -6.362 -11.44 -4.404 -7.281 -13.84
32.695 -10.25 -8.674 -11.1 -8.494 -5.663 -7.191 -10.97 -11.28 -6.706 -2.337 -6.277 -10.23 -4.494 -4.674 -11.6
32.7 -13.39 -10.88 -11.01 -8.494 -6.337 -8.09 -10.43 -8.674 -3.998 -0.4494 -4.901 -6.878 -1.438 -1.169 -7.011
32.705 -12.58 -10.11 -8.449 -6.382 -5.169 -6.876 -8.18 -5.213 -1.204 1.169 -2.321 -3.181 2.157 1.708 -2.517
32.71 -8.27 -7.011 -3.865 -2.876 -3.146 -4.449 -4.225 -1.438 0.2579 1.618 0 -0.4299 3.506 2.517 0.2697
32.715 -2.697 -3.371 1.169 0.3596 -1.663 -2.337 0.4494 1.843 -0.129 0.2697 0.7738 0.6878 1.618 1.258 0.8989
32.72 1.528 -1.079 4.674 1.843 -1.213 -1.213 4.315 3.91 -1.935 -2.067 0 0.5159 -2.157 -0.9888 0.08989
32.725 3.506 -0.3146 5.843 1.169 -1.079 -0.8539 6.247 4.629 -3.697 -3.596 -1.032 0.08598 -5.034 -2.067 -0.08989
32.73 4.045 0 5.978 0 -0.1798 -0.1798 6.697 4.899 -3.869 -2.787 -0.6019 0.8598 -4.944 -0.809 1.528
32.735 4.584 1.258 6.607 0 1.798 1.303 6.337 5.348 -2.321 0.2697 1.978 2.493 -2.517 2.067 3.955
32.74 6.022 3.596 7.82 1.528 4.36 3.551 5.438 5.708 -0.08598 3.775 5.503 3.869 -0.3596 4.674 5.124
32.745 8.18 6.112 8.584 3.64 6.337 5.573 4.404 5.978 1.806 5.573 8.082 4.299 -0.08989 5.393 4.315
32.75 9.348 7.551 8.539 5.483 6.876 6.427 4.449 6.921 3.396 4.584 8.168 4.815 -1.079 3.865 2.966
32.755 8.719 7.685 8.27 6.607 6.247 6.112 6.427 9.079 4.729 1.708 6.191 6.105 -1.888 1.348 2.697
32.76 6.652 7.011 8.539 6.966 5.483 5.303 9.663 11.64 5.589 -0.9888 3.525 7.652 -1.798 -0.7191 3.416
32.765 4.674 6.427 9.438 6.742 5.303 4.674 12.4 12.85 5.46 -2.157 1.806 8.426 -0.8989 -1.438 4.674
32.77 3.685 6.112 10.16 6.112 5.213 4.09 12.54 11.51 4.213 -1.528 1.376 7.652 0.1798 -0.8989 5.393
32.775 3.416 5.483 9.124 4.764 4.539 3.056 8.539 6.921 1.935 0 1.548 4.815 0.8989 0 4.404
32.78 3.416 3.775 4.854 2.112 3.236 1.303 0.7191 -0.2247 -1.032 1.079 1.72 0.2579 0.9888 0.6292 1.708
32.785 2.787 1.079 -1.978 -1.483 1.843 -0.764 -8 -7.326 -3.611 1.348 1.72 -3.955 0.9888 0.809 -1.079
32.79 1.079 -1.843 -8.584 -4.584 0.764 -2.652 -13.35 -10.88 -4.557 1.169 1.462 -5.503 2.067 0.809 -2.067
32.795 -1.438 -4.27 -12.13 -5.753 -0.08989 -3.955 -12.99 -9.618 -3.74 0.809 1.118 -4.041 3.865 0.6292 -0.8989
32.8 -4.135 -6.067 -12.4 -5.258 -1.393 -4.854 -8.629 -5.933 -2.493 0.5393 0.172 -1.892 4.854 0 0.1798
32.805 -5.933 -7.326 -11.33 -4.629 -3.326 -5.798 -4.494 -3.506 -2.235 0.1798 -1.462 -1.204 4.135 -0.9888 -0.1798
32.81 -6.382 -8.09 -10.65 -4.854 -5.438 -6.921 -3.685 -4.449 -3.31 -0.1798 -3.525 -2.665 2.247 -1.708 -1.798
32.815 -5.573 -8.09 -10.7 -5.933 -6.742 -7.73 -6.697 -8.045 -5.073 -0.7191 -5.159 -5.159 0.08989 -1.978 -3.596
32.82 -3.865 -7.101 -10.7 -6.876 -6.337 -7.506 -11.42 -11.96 -6.405 -1.258 -5.847 -6.964 -1.169 -2.067 -4.404
32.825 -2.067 -5.393 -9.618 -6.697 -4.719 -6.202 -14.52 -13.3 -6.277 -2.157 -5.675 -6.706 -1.079 -2.697 -3.506
32.83 -0.809 -3.775 -6.966 -4.809 -3.326 -4.584 -13.62 -10.79 -4.428 -3.416 -5.331 -4.299 0.1798 -4.135 -1.348
32.835 -0.3596 -2.742 -3.596 -2.022 -3.101 -3.236 -9.258 -6.022 -1.849 -4.584 -5.159 -1.376 1.528 -5.753 0.3596
32.84 0 -2.202 -1.528 -0.2247 -3.236 -2.247 -4.18 -2.247 -0.3869 -4.854 -4.557 -0.3439 1.258 -6.292 0.2697
32.845 1.438 -1.573 -1.798 -0.4494 -2.472 -1.034 -0.7191 -1.124 -0.6878 -3.596 -2.665 -1.118 -0.5393 -4.674 -0.7191
32.85 3.416 -0.4045 -3.461 -1.933 -0.1798 0.5843 0.9438 -1.393 -1.806 -0.7191 0.4299 -1.72 -2.517 -1.169 -0.6292
32.855 4.764 0.6742 -4.449 -2.921 2.607 2.202 1.933 -0.8989 -2.235 2.517 3.783 -0.8598 -3.506 2.157 0.809
32.86 4.584 1.034 -3.73 -2.562 4.36 3.191 2.921 0.9888 -1.548 4.315 5.503 0.7738 -3.596 2.876 1.888
32.865 3.056 0.6292 -1.393 -1.169 4.225 3.326 4 3.371 -0.172 3.685 4.729 1.548 -3.775 0.6292 0.9888
32.87 1.618 0.7191 2.157 0.6292 2.742 3.281 5.258 5.124 1.118 1.258 2.321 0.9458 -4.404 -2.697 -1.618
32.875 1.798 2.517 6.202 2.472 1.708 4.045 6.652 5.528 1.806 -1.438 0.08598 -0.7738 -5.753 -4.404 -4.135
32.88 3.865 5.843 9.393 4.045 2.427 5.888 7.596 4.629 1.72 -2.966 -0.3439 -2.235 -7.281 -3.236 -5.034
32.885 6.562 9.034 10.65 5.303 4.494 7.73 7.82 3.64 1.634 -2.607 0.9458 -2.149 -8.09 -0.3596 -3.596
32.89 7.64 9.933 10.07 6.427 6.022 8.09 7.596 3.955 2.407 -1.348 2.579 -0.172 -7.281 2.157 -0.8989
32.895 5.843 7.955 8.404 7.281 5.663 6.472 7.101 5.618 3.912 -0.1798 3.267 2.493 -5.303 2.787 0.8989
32.9 2.337 4.404 6.202 7.146 3.73 3.91 5.933 7.056 4.858 0.08989 2.579 3.869 -3.416 1.888 0.3596
32.905 -0.3596 1.528 4 5.618 1.708 2.067 4.135 7.011 4.428 -0.08989 1.376 3.439 -1.978 0.8989 -1.438
32.91 -1.079 0.5843 2.202 3.551 0.4944 1.483 2.202 5.663 2.966 -0.4494 0.3439 2.235 -0.5393 0.9888 -2.247
32.915 -0.5393 0.6742 0.764 1.663 0 1.393 0.2247 3.506 1.247 -0.6292 -0.4299 1.032 1.258 1.618 -1.618
32.92 -0.5393 0.04494 -1.258 0 -0.764 0.5843 -2.337 0.3146 -0.4299 -1.079 -1.548 -0.9458 2.787 1.708 -1.258
32.925 -2.157 -2.202 -4.404 -1.978 -2.202 -1.258 -5.708 -3.91 -2.321 -2.067 -3.095 -4.041 3.416 0.6292 -2.427
32.93 -4.764 -5.258 -7.64 -4.225 -4.18 -3.506 -8.899 -8.315 -4.385 -2.876 -4.729 -7.308 3.326 -0.2697 -4.135
32.935 -7.191 -7.461 -9.573 -6.112 -5.753 -5.124 -10.92 -11.91 -6.405 -2.876 -5.503 -9.458 3.056 0.1798 -4.674
32.94 -7.91 -8.09 -10.02 -7.191 -6.247 -5.933 -12.09 -14.25 -8.211 -1.438 -4.987 -9.888 2.876 2.337 -3.416
32.945 -7.191 -7.91 -9.978 -7.506 -5.978 -6.876 -13.3 -15.28 -9.157 0.7191 -3.697 -8.598 3.326 4.854 -0.809
32.95 -6.382 -8.225 -10.11 -7.101 -6.112 -8.719 -14.83 -14.83 -8.469 2.427 -2.751 -6.277 4.584 5.753 1.708
32.955 -6.562 -9.393 -10.56 -6.382 -7.011 -10.92 -15.91 -12.94 -6.277 2.517 -2.751 -3.697 5.933 4.584 2.607
32.96 -7.101 -10.2 -10.65 -5.798 -7.64 -11.46 -15.28 -9.933 -3.482 0.8989 -3.181 -1.72 6.382 2.247 1.438
32.965 -6.562 -8.944 -9.258 -5.258 -6.652 -8.809 -11.55 -5.888 -1.075 -1.079 -3.095 -0.172 5.483 0.4494 -0.08989
32.97 -4.494 -4.989 -5.618 -3.955 -3.82 -3.506 -4.854 -0.9438 0.6019 -2.067 -1.72 1.462 3.955 0.4494 -0.4494
32.975 -1.798 0.2697 -0.4045 -1.663 -0.1798 2.067 2.337 3.461 1.419 -1.258 0.5159 2.321 1.888 1.888 0.08989
32.98 -0.08989 4.449 3.955 0.6292 2.742 5.393 6.247 5.124 1.075 0.6292 2.751 1.032 -0.7191 3.056 -0.4494
32.985 0 5.888 5.528 1.798 3.82 5.618 4.899 3.191 -0.172 2.247 3.783 -2.064 -3.775 2.966 -2.787
32.99 -0.8989 4.944 4.674 1.708 2.966 3.685 0.3146 -0.2247 -1.29 2.876 3.095 -4.815 -6.112 1.888 -5.393
32.995 -1.258 3.281 3.506 1.483 1.258 1.753 -3.236 -1.933 -1.333 2.157 1.462 -5.073 -7.191 0.4494 -6.562
33 0.2697 2.517 4 2.067 0.3146 1.079 -2.742 -0.1798 -0.08598 0.7191 0 -2.923 -7.281 -0.6292 -5.753
33.005 3.506 3.191 6.697 3.91 0.809 1.663 2.247 4.629 2.106 -0.5393 -0.4299 0.4299 -6.652 -1.348 -3.416
33.01 6.652 4.584 11.1 6.742 2.112 2.607 9.888 10.74 5.159 -1.618 0.4299 3.783 -5.124 -1.798 -0.3596
33.015 8 6.022 15.55 9.483 3.416 3.506 16.85 15.55 8.512 -2.517 1.892 6.448 -2.517 -2.337 2.607
33.02 7.64 7.281 17.84 10.74 4.404 4.809 20.22 17.08 11.26 -3.506 3.181 8.082 0.4494 -2.517 4.764
33.025 6.742 8.899 16.81 9.753 5.303 6.966 18.97 15.1 12.64 -4.045 3.697 9.028 3.506 -1.978 6.202
33.03 6.472 10.97 13.08 7.146 6.112 9.303 14.2 11.15 12.42 -3.416 3.439 9.544 6.202 -0.2697 7.371
33.035 6.652 12.58 8.225 4.09 6.517 10.25 7.82 6.472 10.7 -1.258 2.923 8.856 7.82 2.157 8
33.04 6.382 12.04 3.596 1.528 6.067 8.584 1.079 1.618 7.824 1.618 2.493 6.105 7.91 4.135 7.101
33.045 4.944 8.539 0.2247 0 4.404 4.36 -4.674 -2.652 4.815 4.045 1.892 2.235 7.101 4.584 5.303
33.05 2.247 2.831 -1.213 -0.3596 1.618 -0.764 -7.865 -4.809 2.923 4.944 0.8598 -0.6019 6.382 3.685 3.955
33.055 -0.809 -2.607 -0.9888 0.04494 -1.258 -4.629 -7.64 -4.27 2.45 4.135 -0.4299 -1.118 6.112 2.247 3.685
33.06 -3.236 -5.618 -0.6742 0.08989 -2.876 -5.708 -5.213 -2.157 2.364 2.876 -1.032 -0.2579 5.483 1.888 3.506
33.065 -4.315 -5.618 -1.483 -1.124 -2.562 -4.315 -2.472 -0.4944 1.548 2.517 -0.08598 0.4299 4.584 3.326 3.056
33.07 -4.674 -4 -3.236 -3.281 -1.034 -2.112 -0.6292 -0.2247 0.129 3.416 1.978 0.8598 4.225 6.022 2.517
33.075 -5.213 -2.652 -4.584 -4.899 0.2247 -0.5393 0.08989 -1.213 -0.9888 4.764 4.213 1.032 4.764 8.09 2.157
33.08 -5.753 -2.607 -4.674 -5.124 0.4944 0 -0.04494 -2.697 -1.161 5.034 4.901 1.29 5.483 7.64 1.528
33.085 -5.573 -3.056 -3.506 -4.045 -0.1348 0.2247 -0.5393 -3.416 -0.2149 3.416 3.611 1.806 5.483 4.494 0.6292
33.09 -4.494 -2.831 -1.573 -2.157 -1.169 0.5393 -0.4944 -2.067 1.548 0.9888 0.9458 2.923 4.494 0.6292 0.1798
33.095 -2.966 -1.663 0.3146 -0.3596 -1.843 0.809 0.3146 0.8989 3.439 -0.809 -1.118 4.299 3.236 -1.708 0.7191
33.1 -2.067 -0.6742 1.393 0.7191 -1.708 0.4944 1.169 3.73 4.686 -0.9888 -1.548 5.159 1.978 -1.618 1.618
33.105 -1.978 -0.9888 1.348 1.213 -0.9438 -0.5393 1.573 4.674 4.772 0.08989 -0.3439 5.073 1.169 -0.3596 2.517
33.11 -2.247 -2.517 0.8539 1.798 -0.1348 -1.933 1.708 3.506 3.869 1.258 0.9458 4.127 0.2697 0 2.517
33.115 -2.067 -3.73 0.6742 2.787 0.3146 -2.697 1.888 0.809 2.021 1.169 1.032 1.72 -1.978 -1.978 0.5393
33.12 -0.6292 -3.101 0.6742 3.461 0.809 -2.292 1.888 -2.517 -0.8598 -0.3596 -0.2579 -2.493 -6.652 -6.292 -3.775
33.125 1.708 -0.6292 0.6292 3.191 1.348 -1.258 1.888 -5.034 -4.041 -2.876 -2.321 -7.136 -11.96 -10.88 -8.36
33.13 3.506 2.112 1.303 2.562 1.618 -0.4494 3.146 -4.854 -5.804 -5.213 -3.955 -9.2 -14.92 -13.57 -10.07
33.135 3.685 3.461 3.371 2.472 1.348 -0.1348 6.607 -1.303 -4.901 -6.742 -4.471 -7.222 -13.75 -13.3 -7.82
33.14 2.607 3.236 6.202 3.101 1.169 0.3596 11.55 4 -1.935 -6.921 -3.611 -2.149 -9.528 -10.52 -3.056
33.145 1.888 2.876 8.449 3.685 1.753 2.202 16.18 8.989 1.29 -5.393 -1.462 3.439 -4.674 -5.933 1.798
33.15 2.427 3.865 9.258 3.64 3.326 5.258 18.83 12.22 3.568 -2.067 1.634 7.91 -0.809 -0.5393 5.753
33.155 3.775 6.067 8.494 2.787 5.169 8.225 18.34 13.21 4.471 2.247 4.901 10.4 1.888 4.764 8.629
33.16 4.854 7.73 6.427 1.618 6.472 9.393 14.56 11.96 4.514 5.843 7.136 11.26 4.045 8.629 10.52
33.165 4.674 7.101 3.775 0.7191 6.382 8.045 8.944 9.034 4.385 7.461 7.652 11.69 6.562 10.25 11.96
33.17 3.056 4.045 1.618 0.809 4.719 4.899 4.045 5.708 4.6 6.831 6.534 12.47 9.438 10.16 13.48
33.175 0.6292 0.1348 0.3596 1.618 2.337 1.573 1.663 2.742 4.6 5.213 4.643 13.07 11.42 9.438 14.11
33.18 -1.348 -2.876 -0.5843 1.933 0.4045 -0.6742 1.348 -0.1348 3.482 4.494 3.353 12.12 11.24 9.348 12.94
33.185 -2.517 -4.494 -2.157 0.8539 -0.6292 -1.753 1.483 -3.056 1.032 5.034 2.923 9.544 9.348 9.798 10.34
33.19 -2.966 -5.438 -4.404 -1.124 -1.573 -2.562 0.6292 -5.573 -1.591 5.753 2.665 6.534 7.191 9.978 7.371
33.195 -3.326 -6.652 -7.191 -3.371 -3.236 -3.73 -1.933 -7.64 -3.568 4.854 1.548 3.611 5.663 8.449 4.494
33.2 -3.775 -8.36 -10.61 -5.618 -5.348 -5.258 -6.472 -9.978 -4.901 1.798 -0.8598 0.6019 4.404 4.854 1.169
33.205 -4.315 -9.798 -14.43 -7.955 -7.281 -6.787 -12 -12.81 -6.105 -1.978 -3.783 -2.837 2.876 0.5393 -2.517
33.21 -4.764 -10.34 -17.53 -9.978 -8.584 -8.404 -16.76 -15.15 -7.265 -4.494 -6.534 -6.191 1.169 -2.697 -5.573
33.215 -5.393 -10.2 -18.7 -10.7 -9.213 -10.34 -19.51 -16 -7.953 -4.674 -8.34 -8.942 -0.2697 -4.404 -7.82
33.22 -5.573 -9.843 -17.57 -9.528 -9.213 -12.4 -20.13 -15.33 -7.824 -3.685 -9.458 -11.09 -1.978 -5.573 -9.888
33.225 -4.584 -9.303 -14.65 -6.562 -8.629 -13.44 -18.83 -13.62 -6.878 -3.326 -9.802 -12.47 -3.955 -7.191 -11.87
33.23 -2.427 -7.82 -10.2 -2.382 -7.461 -12 -15.01 -10.65 -5.116 -4.494 -9.458 -12.72 -6.112 -9.348 -13.03
33.235 0.3596 -4.584 -4.449 1.708 -5.483 -7.596 -8.404 -6.562 -3.095 -6.292 -8.254 -11.78 -8.18 -11.24 -13.12
33.24 2.966 0 1.528 4.404 -2.562 -1.438 -0.4494 -2.112 -1.806 -7.461 -6.534 -10.58 -10.16 -12.4 -12.4
33.245 4.404 4.18 6.427 5.124 0.3596 3.91 6.112 1.618 -1.634 -7.281 -5.159 -9.372 -11.33 -12.94 -11.24
33.25 4.315 6.247 8.854 4.719 1.978 6.202 8.899 3.865 -2.106 -6.472 -4.901 -8.082 -11.15 -13.57 -9.798
33.255 3.236 5.618 8.225 4.18 1.798 4.944 6.876 3.91 -2.45 -5.933 -5.589 -6.878 -9.798 -14.29 -8.449
33.26 2.337 3.371 4.809 3.91 0.6292 1.888 1.079 1.888 -2.278 -6.022 -5.933 -5.847 -8.36 -14.29 -7.82
33.265 2.427 1.303 0.5393 3.775 -0.08989 -0.4494 -5.034 -0.4045 -1.505 -5.663 -4.815 -4.643 -7.281 -12.04 -6.831
33.27 3.146 0.6292 -1.393 3.91 0.1348 -0.809 -7.416 -0.3596 0.04299 -3.955 -1.978 -2.149 -5.933 -7.191 -4.315
33.275 3.685 1.213 0.764 4.719 1.169 0.3146 -4.27 3.236 2.106 -0.9888 1.204 1.548 -3.955 -1.079 -0.4494
33.28 3.596 2.112 5.798 5.663 2.337 1.843 2.247 8.584 3.611 1.798 3.353 4.987 -1.978 3.865 3.146
33.285 3.236 2.607 10.11 5.798 3.056 2.966 8.225 12.54 3.783 3.326 4.299 7.05 -0.3596 6.472 5.663
33.29 2.697 2.697 10.7 4.36 3.371 3.685 10.7 13.08 2.665 3.685 4.729 7.566 0.9888 7.371 7.281
33.295 1.978 2.427 6.831 1.169 3.596 4.539 9.124 10.2 0.8168 3.685 5.761 7.05 2.157 8 8.09
33.3 0.9888 1.798 0.2247 -3.101 3.955 5.483 4.899 5.258 -1.333 4.135 7.222 5.503 2.876 8.719 7.91
33.305 -0.5393 0.2697 -5.933 -6.921 3.91 5.708 0.4944 0.7191 -3.224 4.584 7.824 3.525 3.416 8.899 6.921
33.31 -2.966 -2.202 -8.539 -8.135 2.427 4.045 -1.663 -1.258 -3.654 3.955 6.105 2.149 4.404 7.461 6.112
33.315 -6.112 -5.213 -6.472 -5.933 -0.6742 0.2247 -1.213 -0.4944 -2.149 1.438 2.064 1.548 6.022 3.955 5.573
33.32 -9.079 -7.91 -1.753 -1.708 -4.315 -4.449 0 1.213 0.4299 -1.978 -2.665 1.118 7.281 -0.4494 4.764
33.325 -11.15 -9.573 2.202 1.663 -6.831 -8.045 -0.08989 1.798 2.579 -4.404 -5.933 0.3439 7.551 -3.685 3.236
33.33 -11.78 -10.02 3.281 2.472 -7.281 -9.169 -2.202 0.6742 3.181 -4.135 -6.277 -0.8598 6.831 -4.045 1.169
33.335 -10.97 -9.213 1.348 0.809 -5.798 -7.685 -5.303 -1.663 1.935 -1.079 -4.127 -2.665 5.303 -1.888 -1.258
33.34 -8.539 -7.191 -2.157 -1.888 -3.146 -4.539 -7.775 -4.404 -0.4729 2.876 -0.7738 -4.987 3.146 1.079 -3.955
33.345 -5.124 -4.09 -5.258 -3.775 -0.2697 -0.9438 -8.315 -6.337 -2.579 5.663 2.064 -6.964 1.169 2.966 -5.933
33.35 -1.888 -0.4494 -6.067 -3.685 1.888 2.022 -6.157 -6.337 -2.966 5.933 3.611 -7.394 0 3.146 -6.022
33.355 -0.1798 2.697 -4.135 -2.067 2.966 3.865 -2.202 -4.449 -1.634 4.045 3.525 -6.105 -0.6292 1.708 -4.584
33.36 0.08989 4.404 -1.034 -0.6742 3.146 4.629 1.483 -2.067 -0.2579 1.348 2.321 -4.557 -2.247 -0.3596 -3.326
33.365 0 4.584 1.573 -0.7191 2.787 4.674 3.685 -0.1798 -0.172 -0.6292 0.6019 -3.955 -4.764 -2.067 -2.787
33.37 0.8989 4.36 3.64 -1.393 2.157 4.315 4.854 1.348 -0.8598 -1.438 -0.7738 -4.127 -6.921 -2.876 -2.517
33.375 3.416 5.124 5.753 -1.169 1.843 3.865 5.978 3.146 -0.9888 -1.348 -1.204 -4.213 -7.371 -3.416 -1.888
33.38 7.011 7.056 7.91 0.4045 2.337 3.64 7.101 4.899 0.08598 -1.348 -0.6878 -3.955 -5.753 -4.045 -1.079
33.385 9.798 8.809 9.034 2.472 3.64 3.82 7.64 5.888 2.064 -1.528 0.6019 -2.837 -2.876 -4.584 -0.3596
33.39 10.25 8.764 8.315 3.73 5.079 4.18 7.775 6.247 3.912 -1.438 2.493 -0.4299 0.08989 -4.135 0.7191
33.395 8.36 6.562 5.978 3.685 6.022 4.494 7.91 6.067 4.772 -0.2697 4.471 2.493 2.247 -1.978 2.427
33.4 5.843 3.596 2.921 2.787 6.292 4.674 7.955 5.258 4.342 1.798 5.933 4.471 2.607 1.258 3.685
33.405 4.764 1.933 0.764 1.933 6.067 4.584 7.416 3.551 2.923 3.506 6.019 4.127 1.528 3.685 3.955
33.41 5.303 2.382 0.5393 2.112 4.989 3.551 5.618 1.258 1.376 3.146 3.783 1.634 0.3596 3.416 2.607
33.415 6.202 3.955 1.798 2.876 2.787 1.213 1.978 -1.258 -0.04299 0.08989 -0.6019 -2.064 -0.5393 0.08989 -0.3596
33.42 6.022 4.674 2.652 2.831 -0.1348 -2.067 -3.056 -3.775 -1.72 -4.494 -5.761 -5.761 -1.438 -4.494 -4.315
33.425 4.494 3.461 1.663 1.258 -2.876 -5.034 -7.775 -5.258 -3.095 -8 -9.114 -7.394 -1.798 -6.921 -6.652
33.43 2.607 1.213 -0.4944 -0.8539 -4.315 -6.157 -9.663 -4.36 -3.009 -8.36 -8.942 -5.331 -1.079 -5.213 -5.213
33.435 1.528 -0.3146 -2.157 -1.843 -3.64 -4.899 -8.045 -1.528 -0.9028 -5.393 -5.417 -0.6878 0.8989 -0.1798 -0.7191
33.44 1.708 -0.3596 -2.876 -1.303 -1.079 -1.978 -5.169 0.5843 1.72 -1.258 -0.6019 3.439 3.056 4.944 3.416
33.445 2.517 0.4045 -3.371 -0.5393 1.843 0.8539 -4 -0.2247 2.923 1.708 2.923 4.557 4.045 7.551 4.764
33.45 2.697 0.6742 -4.36 -0.6292 3.461 2.022 -5.213 -3.775 1.849 2.607 4.041 2.923 3.775 7.461 3.416
33.455 1.708 -0.2697 -5.483 -1.798 2.966 1.124 -7.281 -7.596 -0.5589 1.978 3.267 0.5159 2.517 6.292 1.348
33.46 0.1798 -2.022 -5.843 -3.236 1.079 -0.8989 -8 -9.124 -2.665 0.9888 2.149 -1.032 0.7191 5.483 0.1798
33.465 -0.809 -3.416 -4.404 -3.685 -0.9888 -2.831 -6.517 -7.371 -3.181 0.08989 1.29 -1.032 -0.7191 5.213 0.4494
33.47 -0.9888 -3.596 -0.8989 -2.292 -2.652 -3.91 -3.371 -3.101 -1.849 -0.6292 0.4299 0 -1.348 4.854 1.258
33.475 -0.8989 -2.562 3.326 0.3596 -3.596 -4.135 -0.4944 1.348 0.129 -1.528 -0.7738 0.9458 -1.169 3.596 1.079
33.48 -0.809 -0.9438 5.933 2.562 -3.596 -3.461 0.1348 3.73 1.333 -1.888 -1.978 0.6878 -1.079 2.067 -0.809
33.485 -0.4494 0.6292 5.258 3.146 -2.427 -1.978 -1.528 3.596 1.505 -1.169 -2.235 0 -1.258 1.438 -3.056
33.49 0.08989 1.843 2.157 2.652 -0.5393 0 -3.91 2.472 1.72 0.5393 -0.9458 0 -0.9888 2.067 -3.506
33.495 0.7191 2.112 -1.258 2.337 1.169 1.708 -5.213 1.663 2.579 2.157 1.118 1.29 -0.1798 2.607 -1.978
