    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 1.583 3.122 0.7474 -1.451 4.001 1.275 0.6595 -1.363 -1.671 2.462 2.154 2.286 3.649 4.792 1.671 5.32
0.005 5.54 10.33 5.408 2.286 7.079 5.54 5.32 2.726 0.5276 4.177 4.88 4.441 5.232 7.211 2.638 5.892
0.01 8.705 15.48 11.3 8.969 9.057 9.145 10.16 8.09 4.748 4.792 6.507 6.243 6.727 8.969 3.869 6.023
0.015 9.409 14.9 15.74 15.26 8.793 10.02 12.27 12.4 9.145 3.649 6.243 6.903 7.386 8.661 5.012 5.32
0.02 7.298 8.046 15.08 16.31 6.199 7.342 10.02 12.57 9.585 1.231 4.704 6.551 6.155 5.76 6.111 4.133
0.025 2.99 -1.319 8.09 10.33 2.418 2.374 4.573 7.782 4.485 -0.7474 3.341 5.892 3.298 1.539 6.991 3.254
0.03 -1.143 -7.738 -1.363 1.099 -1.539 -2.286 -0.3957 1.319 -2.506 -1.935 2.066 4.485 -0.6155 -2.814 6.331 1.583
0.035 -3.429 -8.266 -8.178 -6.199 -5.1 -4.924 -2.726 -3.298 -6.771 -3.034 -0.08793 1.011 -4.88 -6.507 2.99 -2.242
0.04 -3.693 -4.353 -10.16 -8.793 -6.903 -5.056 -2.946 -5.276 -6.947 -3.825 -2.858 -4.177 -8.178 -8.398 -1.979 -6.771
0.045 -3.517 -0.2198 -8.53 -7.386 -5.452 -3.517 -3.298 -6.463 -4.924 -3.429 -4.792 -8.925 -9.233 -7.738 -6.199 -9.321
0.05 -3.429 0.6595 -6.331 -4.704 -1.671 -1.979 -5.628 -8.002 -3.473 -1.715 -5.144 -11.65 -8.969 -6.419 -8.398 -10.46
0.055 -3.693 -2.462 -6.551 -4.441 1.583 -1.759 -10.42 -10.55 -4.924 0.1319 -4.485 -12.4 -10.11 -7.606 -9.013 -12.79
0.06 -3.693 -6.947 -10.38 -7.87 2.286 -2.858 -15.96 -13.76 -9.805 1.319 -3.385 -11.7 -14.07 -11.61 -8.925 -16.62
0.065 -2.99 -8.574 -14.82 -12.05 0.9673 -3.869 -18.86 -15.65 -14.99 1.627 -2.594 -9.936 -18.51 -15.08 -8.53 -19.48
0.07 -1.231 -5.672 -15.39 -12.75 -0.6155 -3.693 -17.02 -13.98 -16.27 0.9233 -2.55 -7.738 -19.7 -14.51 -7.87 -18.55
0.075 0.7914 -0.4397 -10.64 -9.541 -1.539 -2.462 -11.3 -8.837 -12.53 -0.6155 -2.77 -5.232 -15.26 -9.145 -6.199 -12.49
0.08 1.935 3.781 -3.341 -5.188 -1.803 -0.7474 -4.089 -2.506 -6.111 -1.847 -1.847 -1.451 -5.452 -0.7474 -2.506 -1.803
0.085 1.319 5.32 2.814 -1.715 -1.891 1.231 3.298 3.034 0.6155 -1.847 1.055 4.617 6.683 7.606 3.254 10.2
0.09 0.2638 5.408 6.199 0.4397 -2.066 3.737 10.16 7.606 6.463 -0.7474 5.144 11.83 16.18 12.35 9.409 18.07
0.095 0.8793 6.463 7.211 1.539 -1.495 6.859 15.7 11.26 10.42 0.5716 8.925 17.54 19.35 12.4 14.16 18.69
0.1 4.133 9.541 6.991 2.418 1.231 10.07 18.82 13.85 12.18 1.583 11.34 20.09 17.02 10.6 16.36 14.38
0.105 8.178 12.93 6.947 4.792 6.287 11.83 19.13 15.61 12.71 2.594 11.83 19.13 13.32 10.2 15.56 9.849
0.11 10.64 13.76 7.43 8.178 10.68 10.46 16.31 16.4 12.62 3.385 10.33 15.21 10.86 11.08 11.96 7.211
0.115 9.936 10.73 7.386 9.321 10.64 6.067 10.73 15.3 10.82 3.825 7.65 9.321 8.881 10.07 6.815 5.1
0.12 6.683 5.32 5.892 6.419 5.716 1.187 4.177 11.48 6.683 4.221 5.144 3.649 5.628 5.452 1.803 1.979
0.125 2.902 0.3957 3.341 1.319 -0.1319 -0.6155 -0.6155 5.144 1.055 4.968 3.869 0.3078 0.5716 -1.407 -1.539 -2.286
0.13 0.6155 -2.33 0.3517 -3.473 -2.506 1.979 -2.682 -2.55 -5.012 5.848 4.133 -0.3078 -5.628 -7.914 -2.506 -6.727
0.135 0.4397 -3.385 -3.21 -7.255 0.3078 7.167 -3.517 -10.33 -10.68 6.375 5.54 0.3517 -10.95 -11.43 -1.407 -9.101
0.14 0.2638 -4.66 -7.167 -9.233 5.1 10.16 -4.485 -16.14 -14.2 5.979 6.463 0.4836 -12.84 -10.2 0 -7.43
0.145 -2.022 -6.771 -9.717 -7.958 6.947 7.65 -5.496 -17.54 -12.97 4.529 5.1 -1.275 -10.24 -5.32 -0.2198 -2.242
0.15 -6.331 -8.266 -8.749 -3.737 3.341 0 -5.892 -13.72 -7.167 1.979 1.099 -5.144 -5.584 -0.2198 -2.374 3.078
0.155 -10.11 -6.903 -3.561 0.8354 -3.517 -8.705 -5.276 -6.331 -0.1319 -0.8793 -3.913 -9.673 -2.198 1.979 -4.968 5.144
0.16 -10.99 -2.594 3.913 4.353 -8.53 -13.72 -3.298 1.715 5.144 -3.078 -7.386 -12.09 -1.231 1.143 -6.067 3.561
0.165 -8.617 1.979 10.6 7.079 -8.354 -12.66 -0.1319 8.178 7.562 -3.913 -8.002 -10.2 -1.187 -0.6155 -4.968 0.4836
0.17 -4.397 3.957 13.41 8.486 -4.089 -6.991 3.254 11.43 7.342 -3.341 -5.628 -4.573 -0.6595 -1.759 -2.242 -2.022
0.175 -0.1759 3.034 11.52 6.991 0.08793 -0.04397 5.408 11.39 5.496 -1.979 -1.539 2.198 0.7035 -1.583 0.7474 -3.034
0.18 3.341 1.715 6.683 3.254 1.099 5.452 6.287 9.277 4.001 -0.7474 2.154 7.255 2.814 0.04397 2.682 -2.286
0.185 5.628 2.55 1.539 -0.1759 -0.2638 8.749 6.551 6.419 3.781 -0.04397 3.781 9.145 4.968 2.198 2.902 -0.3957
0.19 7.123 6.067 -2.77 -2.462 -1.231 10.02 6.023 3.078 2.99 0 3.166 7.298 5.496 2.77 2.066 1.275
0.195 8.002 9.409 -6.507 -4.529 0.08793 9.101 3.605 -1.143 -0.7035 -0.7035 0.9233 2.33 3.254 0.5276 0.8793 1.583
0.2 7.298 8.881 -9.101 -6.243 2.506 5.32 -0.3078 -5.144 -6.155 -2.022 -2.374 -4.133 -0.1319 -3.034 -0.8793 1.143
0.205 4.397 3.517 -8.31 -5.628 3.517 -1.011 -3.781 -6.947 -9.189 -3.429 -6.111 -9.673 -1.847 -4.617 -3.385 1.319
0.21 0.3517 -3.034 -2.594 -1.935 1.803 -7.958 -4.748 -5.364 -7.035 -4.089 -8.749 -12.27 -0.6595 -2.418 -5.716 2.902
