    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 4.133 10.68 -6.023 -2.858 5.804 7.958 2.858 -3.298 -3.341 2.374 1.407 -0.3517 -3.957 0 -3.078 3.605
0.005 5.276 9.497 -9.321 -6.155 4.617 5.936 -0.08793 -5.012 -5.892 1.231 0.3517 -0.2638 -3.429 1.407 -2.462 6.419
0.01 5.276 5.804 -10.51 -6.551 2.638 2.902 -2.154 -5.408 -6.243 1.231 1.319 1.759 -1.231 3.429 0.9673 9.057
0.015 4.309 1.935 -9.233 -4.265 0.8793 0.3078 -2.682 -4.573 -4.485 2.022 3.254 4.573 1.935 5.628 5.979 11.26
0.02 3.429 -0.1759 -6.375 -0.4836 -0.2198 -1.363 -2.11 -3.034 -1.671 2.726 4.221 6.683 4.924 7.035 10.38 12.05
0.025 3.254 -0.2638 -3.254 3.298 -0.7914 -2.33 -1.055 -1.099 1.011 2.638 3.781 7.298 6.771 7.123 13.19 11.43
0.03 3.781 0.8793 -0.6595 5.672 -0.7035 -2.638 0.4397 1.275 3.078 2.198 2.902 7.035 7.474 5.628 14.51 10.11
0.035 4.309 2.462 1.583 5.628 0.2638 -1.847 2.902 4.353 4.397 2.462 3.078 7.035 7.65 3.429 14.68 8.617
0.04 4.221 4.001 4.177 4.045 1.935 0.3517 6.155 7.782 5.1 3.781 4.309 7.035 7.65 1.231 13.72 6.419
0.045 3.693 5.144 6.947 2.594 3.605 3.385 9.057 10.73 5.056 5.452 5.364 6.067 7.123 -0.7914 11.34 3.254
0.05 3.078 5.012 8.925 2.066 4.617 5.584 9.98 11.96 4.089 5.804 4.924 3.341 5.012 -3.254 7.474 0
0.055 2.726 2.858 9.145 1.759 4.529 5.408 7.958 10.73 2.418 4.221 2.462 -1.143 1.143 -6.331 2.99 -2.374
0.06 2.462 -1.275 7.123 0.7914 3.385 2.594 3.781 7.298 0.3517 1.671 -1.055 -6.243 -3.693 -9.673 -0.8793 -3.781
0.065 2.022 -6.023 3.473 -0.9673 1.803 -1.187 -0.3517 2.638 -1.847 -0.2638 -3.957 -10.38 -8.178 -12.13 -3.341 -4.133
0.07 1.407 -9.057 -0.5716 -3.254 0.8793 -3.473 -2.418 -1.803 -4.133 -0.3517 -4.485 -11.61 -10.82 -12.49 -4.133 -3.341
0.075 0.9673 -8.837 -4.001 -5.188 1.319 -2.55 -2.022 -5.056 -6.155 1.143 -2.374 -9.849 -11.17 -10.73 -3.517 -2.11
0.08 1.055 -5.716 -5.936 -5.408 2.594 0.7914 -0.7035 -6.727 -7.342 2.638 0.6155 -6.331 -10.2 -7.826 -2.198 -1.407
0.085 1.583 -1.627 -6.287 -3.254 3.385 4.265 -0.3517 -6.903 -7.167 2.374 2.55 -2.638 -8.969 -5.1 -0.9673 -1.407
0.09 2.374 1.407 -5.012 0.04397 2.814 5.54 -1.451 -5.804 -5.452 0 1.935 -0.08793 -7.826 -2.99 -0.7914 -1.407
0.095 3.429 2.858 -2.594 2.154 1.275 4.001 -2.858 -3.781 -2.638 -3.341 -0.7914 0.8793 -5.979 -1.231 -2.462 -0.7914
0.1 4.836 3.298 0.1759 1.891 -0.4397 0.8793 -2.902 -1.275 0.2198 -6.419 -4.836 0.6155 -3.078 0.9673 -5.54 0.08793
0.105 6.243 3.693 2.154 0.1319 -1.935 -1.891 -1.143 1.099 2.374 -8.002 -8.442 0 0.7035 3.517 -8.53 0.8793
0.11 6.683 4.221 2.594 -1.363 -2.99 -3.298 1.231 2.594 3.473 -8.178 -10.11 0.2638 3.957 5.54 -9.497 1.231
0.115 5.54 4.353 1.583 -1.627 -3.825 -3.605 2.418 2.682 3.605 -7.386 -9.585 1.319 5.012 5.804 -7.65 0.7914
0.12 2.99 3.429 0.1759 -0.7474 -4.748 -4.133 1.319 1.363 2.946 -6.155 -8.266 1.583 3.254 3.957 -4.309 -0.7914
0.125 0.1759 1.671 -0.7035 0.5716 -5.54 -5.848 -1.407 -0.9233 1.363 -4.924 -7.914 -0.3517 -0.4397 0.6155 -2.022 -3.605
0.13 -1.847 -0.1759 -0.9673 1.319 -5.496 -8.222 -4.66 -3.737 -1.055 -3.517 -8.969 -4.66 -4.66 -2.726 -2.55 -6.771
0.135 -2.814 -1.627 -1.275 0.8354 -4.133 -9.849 -7.43 -6.551 -3.825 -2.022 -10.38 -9.673 -8.002 -5.1 -5.012 -9.761
0.14 -3.869 -2.726 -2.594 0.08793 -2.242 -9.717 -9.717 -9.101 -6.023 -0.2638 -10.55 -13.1 -9.936 -5.979 -7.035 -12.05
0.145 -5.979 -3.869 -5.056 0.3517 -0.9673 -7.738 -11.56 -11.12 -7.079 1.319 -8.442 -13.45 -10.46 -5.276 -5.979 -12.57
0.15 -8.969 -5.1 -7.474 1.363 -0.6595 -4.748 -12.4 -12.18 -7.123 2.902 -4.133 -10.64 -9.673 -3.254 -1.495 -9.849
0.155 -10.73 -5.76 -8.09 1.539 -0.3517 -1.847 -11.12 -11.83 -6.815 4.573 1.055 -6.507 -7.65 -0.4397 4.221 -3.781
0.16 -9.761 -5.012 -6.111 0.2638 0.7035 0.1759 -7.562 -10.02 -6.727 6.067 5.276 -3.166 -4.748 2.286 8.53 3.429
