    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
10.945 4.944 6.966 7.146 9.169 8.36 9.034 0.3596 0.3869 8.36 5.073 -8.168 -1.72 -3.775 -9.169 -8.989
10.95 5.933 9.708 9.618 11.64 12.4 13.62 3.281 1.204 11.37 10.06 -3.095 0.6019 -2.157 -3.416 -4.944
10.955 4.584 10.11 9.528 10.56 12.54 13.39 3.416 1.376 11.01 11.78 0.5159 1.462 -1.079 0.8989 -2.697
10.96 2.427 7.82 7.056 6.876 8.809 9.303 1.348 1.29 7.64 10.58 2.407 1.118 -0.2697 3.056 -1.888
10.965 -0.08989 3.91 3.82 2.966 4.09 4.27 0.2247 1.763 4.315 8.684 3.525 1.032 0.809 4.045 -1.258
10.97 -2.966 0.1798 0.4045 0.9888 1.034 0.5393 0.4944 2.407 2.697 7.394 4.471 1.29 1.528 4.944 -0.2697
10.975 -5.213 -2.157 -3.326 0.7191 0.4944 -1.573 0.04494 2.407 2.517 6.878 5.245 1.462 1.258 6.112 0.8989
10.98 -6.022 -2.472 -6.382 1.124 2.022 -2.112 -0.5393 2.192 2.787 7.05 6.277 1.978 0.9888 7.64 2.427
10.985 -6.382 -0.8989 -6.607 1.393 4.449 -0.809 1.528 3.052 2.966 7.824 7.738 3.353 1.978 9.348 4.404
10.99 -7.371 1.079 -4.135 1.348 6.022 1.124 5.438 4.815 3.011 8.34 8.942 5.245 4.225 10.16 5.933
10.995 -8.27 1.663 -1.618 1.213 6.202 1.528 7.101 5.847 3.371 8.34 9.2 6.534 6.382 9.798 6.921
11 -7.191 0.4045 -1.124 1.798 5.753 0 5.618 5.159 4.989 8.512 9.028 7.05 7.461 9.888 8
11.005 -3.775 -0.809 -2.157 3.91 6.202 -1.348 3.371 3.267 8.135 10.06 9.372 7.222 7.461 11.33 9.888
11.01 0.3596 -0.5843 -3.685 6.202 7.326 -1.393 1.438 0.9888 10.7 11.69 9.544 6.62 6.022 13.12 11.15
11.015 3.506 0.3596 -5.303 6.337 6.966 -0.9438 -1.124 -1.634 10.16 10.83 7.566 4.385 2.966 12.76 9.888
11.02 4.225 0.5393 -6.472 2.966 3.236 -0.9888 -4.315 -4.041 5.528 6.362 2.751 0.3439 -0.6292 8.899 5.843
11.025 1.528 -0.7191 -6.607 -2.562 -3.371 -2.652 -6.292 -5.933 -1.483 -0.3439 -3.783 -4.557 -3.775 2.337 -0.1798
11.03 -3.685 -3.371 -6.517 -8.27 -11.1 -7.056 -8.27 -8.039 -8.494 -7.394 -10.49 -10.32 -6.831 -5.034 -7.461
11.035 -8.629 -6.517 -7.82 -12.72 -17.98 -13.71 -12.67 -11.26 -13.66 -13.15 -15.73 -16.16 -10.52 -11.6 -14.83
11.04 -10.88 -9.169 -10.29 -15.42 -21.84 -19.51 -17.8 -14.27 -15.55 -16.16 -18.14 -20.21 -13.66 -15.64 -20.13
11.045 -11.06 -10.16 -11.87 -16.04 -21.71 -20.72 -19.1 -14.7 -13.89 -15.65 -17.28 -20.29 -14.65 -16.45 -21.3
11.05 -10.97 -9.618 -11.46 -14.79 -18.11 -17.12 -15.82 -11.95 -10.38 -12.81 -14.36 -16.51 -12.85 -14.92 -18.43
11.055 -10.79 -8.809 -10.02 -12.58 -12.72 -11.69 -11.28 -7.867 -7.416 -9.2 -10.83 -10.75 -9.528 -12.04 -12.94
11.06 -9.438 -8.135 -8.09 -9.663 -7.011 -6.247 -7.551 -4.471 -5.663 -4.987 -6.878 -4.815 -5.663 -8 -6.112
11.065 -7.011 -7.056 -5.213 -6.382 -1.169 -1.348 -3.73 -2.493 -4.18 0.08598 -1.806 0.08598 -2.157 -2.966 0.6292
11.07 -4.854 -5.213 -2.112 -3.191 3.775 3.236 -0.6742 -2.021 -1.933 5.159 3.783 3.009 -0.4494 1.708 5.483
11.075 -4.045 -3.596 -0.5393 -1.708 6.697 6.562 0 -3.009 0.5393 8.168 7.91 3.611 -0.9888 4.315 7.281
11.08 -4.764 -3.011 -1.034 -2.157 6.831 7.82 -0.6292 -4.084 2.562 8.254 9.63 3.267 -2.247 4.944 7.371
11.085 -7.101 -3.371 -1.978 -3.64 4.989 7.281 0.4494 -3.826 3.101 6.019 9.114 3.697 -2.157 4.674 7.73
11.09 -9.978 -4.18 -2.337 -5.438 1.753 4.854 2.876 -2.665 1.169 2.321 6.792 4.729 -0.8989 4.045 8.27
11.095 -11.6 -5.573 -2.697 -7.416 -2.472 0.6742 3.101 -2.407 -2.472 -2.064 3.095 4.815 -0.08989 2.607 8.09
11.1 -10.79 -7.371 -3.506 -9.124 -6.607 -3.506 0.6292 -3.439 -5.888 -5.933 -1.204 3.353 -0.4494 0.08989 6.472
11.105 -9.079 -8.404 -4.18 -9.348 -9.124 -5.888 -1.483 -4.686 -6.337 -7.996 -4.729 0.7738 -1.798 -2.876 3.596
11.11 -8.36 -7.551 -4.494 -7.416 -8.764 -6.787 -2.562 -5.46 -3.82 -8.254 -6.792 -2.493 -3.865 -5.393 -0.2697
11.115 -8 -4.404 -4.764 -4.09 -6.112 -7.73 -4.315 -5.89 -0.5393 -7.394 -7.05 -6.105 -6.112 -5.753 -4.584
11.12 -5.393 0.8989 -4.045 -0.3596 -1.978 -8.764 -6.337 -5.976 1.618 -5.245 -4.643 -9.028 -7.191 -2.427 -7.371
11.125 0.2697 7.955 -0.9888 3.371 3.011 -8.045 -6.652 -5.288 2.607 -1.118 0.6019 -10.06 -6.472 4.225 -7.64
11.13 8 15.1 3.281 6.831 7.82 -5.258 -5.348 -4.299 3.011 3.783 6.706 -9.458 -4.854 11.33 -6.112
11.135 16.09 20 6.112 9.573 11.64 -1.573 -4.944 -3.482 3.281 7.308 10.83 -8.082 -3.416 15.19 -4.315
11.14 22.65 21.84 6.427 11.78 14.02 1.528 -4 -2.106 3.775 8.512 12.3 -5.417 -1.528 15.01 -2.157
11.145 25.89 22.02 6.202 14.07 15.42 4.449 0.5843 1.204 4.944 7.91 12.64 -0.6019 1.798 12.76 0.8989
11.15 25.35 22.07 7.056 15.69 15.6 6.652 8.225 6.277 6.247 6.191 13.24 5.589 6.292 10.34 4.315
11.155 22.74 21.84 8.584 15.1 13.48 7.955 14.52 10.79 6.517 3.611 14.36 11.26 9.978 8.449 7.191
11.16 19.87 20 9.753 11.87 9.663 8.944 17.26 13.03 5.708 1.376 15.22 15.39 11.96 7.191 9.708
11.165 16.27 15.91 10.47 7.73 5.708 10.61 17.93 12.9 4.449 0.3439 14.87 17.71 12.31 6.112 12.67
11.17 10.97 9.753 10.29 4.18 2.787 12.58 16.58 10.92 2.742 0.08598 12.38 18.23 11.33 4.584 15.37
11.175 4.404 2.292 8.944 1.303 0.8989 13.3 12.13 7.566 0.4494 -0.7738 7.222 16.51 9.348 2.067 16.81
11.18 -1.169 -4.764 7.191 -1.034 -1.034 12.45 6.157 3.912 -1.528 -2.579 0.7738 13.24 7.281 -0.9888 16.54
11.185 -4.944 -9.618 6.427 -2.742 -3.596 10.97 1.618 0.9028 -2.022 -4.729 -5.503 9.114 5.483 -4.404 14.29
11.19 -7.101 -11.87 6.157 -4.045 -7.011 8.629 -1.393 -1.763 -1.483 -7.48 -11.35 3.869 3.056 -8.719 9.258
11.195 -7.91 -12.72 4.225 -4.944 -10.83 4.404 -5.573 -5.202 -1.618 -11.01 -17.54 -2.665 -0.7191 -14.47 1.528
11.2 -7.73 -13.26 0.4944 -5.124 -13.75 -1.438 -10.34 -8.727 -3.146 -14.53 -22.96 -9.286 -4.854 -20.22 -6.921
11.205 -7.82 -13.3 -2.831 -4.135 -14.2 -6.831 -12.49 -10.45 -5.213 -16.16 -25.71 -13.84 -7.371 -23.64 -13.66
11.21 -8.809 -12.22 -4.315 -2.472 -12.27 -10.11 -11.96 -9.845 -6.382 -15.3 -24.85 -15.73 -7.91 -23.82 -17.98
11.215 -9.438 -10.52 -4.674 -1.528 -9.618 -11.1 -11.19 -8.125 -5.978 -12.98 -21.24 -15.65 -7.461 -21.48 -20.13
11.22 -8.27 -8.494 -4.449 -1.573 -6.966 -9.169 -10.29 -5.933 -4.135 -9.544 -15.99 -13.93 -6.472 -17.35 -19.42
11.225 -5.663 -5.933 -2.876 -1.348 -4.225 -3.91 -6.562 -3.095 -1.303 -5.073 -9.802 -10.15 -4.315 -11.69 -15.1
11.23 -3.056 -2.742 0.2247 0 -0.5393 2.787 0.2697 0.5589 0.9438 -0.2579 -3.181 -4.901 -1.258 -4.854 -8
11.235 -0.7191 0.2247 3.82 2.022 3.281 8.629 7.236 4.385 1.933 3.611 3.353 0.8598 1.888 2.247 0.1798
11.24 1.708 2.112 6.742 3.775 6.292 12.13 12.27 8.168 2.292 6.62 9.888 6.792 5.213 9.438 8.09
11.245 3.685 2.787 8.494 4.944 8 13.44 15.82 11.61 3.416 9.028 15.99 12.47 8.449 15.64 14.65
11.25 4.494 2.337 7.91 5.169 8.225 12.13 16.67 13.37 5.034 10.23 19.69 16.16 10.34 18.97 18.07
11.255 4.764 0.809 4.135 4.135 6.517 8 12.81 12.12 5.213 8.942 19.09 16.25 9.528 17.89 17.35
11.26 5.843 -0.9438 -0.9438 2.427 4 2.517 6.292 8.856 3.551 5.589 14.7 13.24 6.921 13.3 13.93
11.265 7.551 -1.618 -3.775 1.303 2.292 -1.438 2.247 5.89 1.124 2.149 9.2 9.2 4.404 7.64 10.25
11.27 8.719 -0.5393 -2.607 1.303 2.022 -2.337 2.112 4.299 -0.4494 -0.2579 4.901 5.847 2.517 2.966 7.281
11.275 8.989 1.124 0.8539 1.978 2.607 -0.5843 2.921 3.568 -0.3146 -1.29 2.407 3.439 1.079 0.1798 5.303
11.28 8.719 2.472 4.539 3.011 3.82 2.697 3.326 3.224 1.258 -0.6019 1.72 2.235 0.2697 -0.2697 4.225
11.285 7.73 3.551 7.551 4.764 5.393 6.697 4.584 3.396 4.09 2.149 2.407 2.064 0.5393 0.9888 3.775
11.29 6.022 4.674 9.213 6.921 7.416 9.438 6.022 3.912 6.787 5.503 3.009 1.72 1.079 2.067 2.697
11.295 4.674 5.258 8.584 8.315 8.449 9.483 5.573 4.127 8.09 7.308 1.978 0.2579 0.9888 1.079 0
11.3 4.494 4.989 6.202 7.91 8.09 7.326 4 4.256 7.64 6.964 -0.4299 -1.29 0.5393 -1.888 -3.506
11.305 4.135 4.225 3.955 6.337 6.562 5.213 4.27 4.858 5.798 5.159 -3.353 -1.548 0.5393 -5.843 -6.202
11.31 2.247 3.551 2.787 3.955 4.045 3.82 6.157 5.675 2.157 2.321 -6.019 -0.9458 0.6292 -9.618 -8.27
11.315 -0.6292 2.966 1.933 0.9438 0.5843 1.528 6.067 5.374 -3.101 -1.462 -8.598 -0.9458 0 -13.03 -10.34
11.32 -2.517 2.247 1.034 -2.382 -3.551 -2.157 3.551 4.041 -8.629 -5.073 -10.49 -2.321 -1.258 -15.55 -12.22
11.325 -3.056 1.528 0.6742 -5.258 -7.236 -6.427 0.9888 2.794 -11.64 -6.878 -10.66 -4.213 -1.978 -16.63 -13.21
11.33 -3.236 0.4494 0.2247 -7.191 -9.393 -10.52 -0.4944 1.978 -11.15 -6.448 -9.372 -5.933 -2.067 -16.09 -12.85
11.335 -3.955 -1.663 -1.708 -8.315 -10.02 -13.66 -2.921 1.032 -8.36 -4.471 -7.136 -6.706 -2.067 -13.75 -11.42
11.34 -5.393 -4.494 -5.169 -8.449 -8.899 -15.01 -5.663 -0.172 -4.809 -1.032 -3.955 -5.675 -1.618 -9.079 -8.449
11.345 -7.551 -6.202 -7.955 -6.831 -5.438 -13.84 -6.202 -0.7738 -1.708 4.213 0.6019 -2.579 -0.1798 -1.618 -3.685
11.35 -9.528 -5.618 -8.944 -3.596 -0.4494 -10.88 -4.809 -1.032 0.6292 9.974 5.933 1.118 1.438 6.742 1.528
11.355 -9.258 -3.596 -8.809 -0.5393 4.36 -7.685 -4.449 -1.591 2.022 14.01 10.06 3.783 2.067 13.3 5.663
11.36 -5.393 -1.618 -8.09 1.169 7.596 -4.674 -5.034 -2.493 2.697 15.13 11.87 4.643 1.348 16.27 8.449
11.365 0.4494 -0.1348 -6.247 1.978 8.719 -1.169 -4.449 -3.138 3.775 13.93 11.09 4.213 -0.2697 15.82 9.528
11.37 4.944 0.9888 -3.506 2.337 8.18 2.157 -3.416 -3.998 5.124 10.75 7.996 2.235 -3.146 12.58 8.18
11.375 6.652 1.798 -1.213 2.517 6.022 3.146 -4.764 -5.933 5.888 6.362 3.267 -1.29 -6.831 8.09 4.404
11.38 6.022 2.382 0.08989 2.652 3.236 1.483 -8.315 -8.125 5.843 2.579 -1.118 -5.159 -9.888 4.404 0.08989
11.385 3.506 2.787 1.303 2.787 1.303 -0.5843 -10.16 -8.985 5.843 0.9458 -3.525 -7.222 -10.25 3.056 -2.247
11.39 0.3596 2.697 2.517 2.876 0.6292 -1.213 -8.629 -7.867 5.753 1.204 -3.783 -7.05 -8.27 3.685 -2.517
11.395 -1.528 1.438 2.876 2.022 0.6742 0.04494 -5.753 -5.546 4.584 1.634 -3.611 -5.417 -5.663 4.584 -1.888
11.4 -0.7191 -0.6742 2.742 0.6292 0.5393 2.787 -2.337 -2.837 2.382 1.376 -3.525 -3.267 -3.056 4.854 -1.618
11.405 1.618 -1.978 3.685 -0.04494 0.3596 6.202 2.517 0.5159 0.08989 0.8598 -3.009 -0.6878 -0.2697 4.764 -1.528
11.41 3.236 -1.393 5.843 0.04494 0.1798 8.584 7.506 3.654 -1.618 0.172 -1.892 1.462 2.787 4.494 -1.618
11.415 3.146 0.2247 7.506 -0.1348 -0.1798 8.539 9.483 5.331 -3.101 -1.118 -0.5159 2.751 5.303 3.955 -1.438
11.42 2.157 1.753 7.596 -1.393 -0.809 7.326 8.18 5.417 -4.404 -2.579 1.118 3.181 6.742 3.416 -0.5393
11.425 0.7191 2.607 6.517 -3.236 -0.9438 6.472 6.382 4.385 -4.854 -3.267 2.665 3.095 6.921 3.146 0.9888
11.43 -0.6292 2.607 4.584 -4.36 -0.809 5.933 4.36 2.364 -4.539 -3.353 3.181 2.149 5.034 2.427 1.528
11.435 -1.618 1.169 1.303 -4.899 -1.213 3.64 0.08989 -0.4729 -4.27 -3.611 1.72 0.172 1.708 0.6292 0.6292
11.44 -2.247 -1.843 -2.787 -4.809 -2.652 -1.258 -4.944 -2.88 -3.91 -3.955 -0.9458 -1.376 -0.5393 -1.528 0
11.445 -4.135 -5.348 -6.022 -4.225 -4.629 -6.697 -7.146 -3.267 -3.101 -3.783 -2.837 -0.9458 0.2697 -2.607 1.258
11.45 -7.551 -7.82 -7.64 -3.506 -6.472 -10.56 -6.247 -1.892 -1.888 -3.267 -3.267 0.7738 3.056 -2.517 4.045
11.455 -10.16 -8.135 -8.225 -3.506 -7.865 -11.82 -5.573 -0.9028 -1.393 -3.353 -2.751 1.892 4.764 -1.978 5.933
11.46 -8.629 -5.708 -7.596 -3.73 -8.584 -10.52 -5.798 -1.161 -1.933 -3.697 -1.548 1.634 4.135 -1.438 5.663
11.465 -2.966 -0.6742 -4.854 -3.461 -8 -6.742 -4.674 -1.505 -2.876 -3.525 0.08598 1.032 2.427 -0.809 3.865
11.47 3.685 5.079 -0.6742 -2.652 -6.292 -2.562 -1.528 -0.9028 -3.73 -2.923 1.548 1.032 1.169 -0.7191 1.618
11.475 8.27 8.539 2.292 -2.292 -4.449 -0.2697 1.079 0.5589 -4.584 -2.837 1.548 1.462 0.809 -1.618 -0.1798
11.48 9.528 8.27 2.652 -2.382 -3.281 0.2697 2.247 1.978 -4.584 -3.095 0 1.72 0.8989 -3.146 -1.438
11.485 7.551 5.663 1.124 -1.843 -2.112 1.124 2.787 2.622 -2.966 -2.665 -1.634 1.376 0.4494 -4.315 -2.067
11.49 4.135 3.146 -0.809 -0.08989 -0.3146 2.921 2.472 1.677 -0.2697 -1.376 -2.665 -0.172 -1.169 -4.494 -3.236
11.495 1.708 1.618 -2.697 1.933 1.483 4.809 0.1348 -0.6878 1.663 0 -2.837 -2.407 -3.506 -3.596 -4.674
11.5 1.438 0.5393 -3.64 2.787 2.697 5.753 -1.933 -2.192 2.112 1.032 -2.149 -3.181 -4.045 -1.798 -4.854
11.505 1.348 -0.809 -3.056 2.202 2.966 5.573 -0.1348 -1.032 2.202 1.892 -0.8598 -1.462 -1.618 0.3596 -2.876
11.51 -0.5393 -3.011 -2.022 0.4944 2.292 3.685 3.596 1.591 2.831 1.892 -0.3439 0.6019 1.438 1.528 -0.7191
11.515 -3.865 -5.933 -2.562 -1.169 0.5843 -0.1798 4 2.321 4.135 0.6019 -1.978 -0.08598 1.438 0.8989 -0.8989
11.52 -6.382 -8.629 -4.809 -1.663 -1.169 -4.135 -0.8539 -0.5159 5.258 -1.032 -4.557 -3.697 -2.067 -0.3596 -3.056
11.525 -7.461 -9.888 -6.607 -0.764 -1.618 -4.989 -6.787 -4.987 5.258 -1.376 -5.589 -7.222 -6.202 -0.08989 -4.404
11.53 -8.36 -9.933 -6.787 0.1798 -0.6742 -2.022 -10.25 -8.297 3.056 -0.4299 -3.955 -7.824 -7.91 2.157 -2.697
11.535 -9.798 -10.38 -6.517 -0.4944 -0.1348 2.202 -11.15 -9.458 -0.764 0 -0.9458 -5.331 -6.292 4.764 1.978
11.54 -11.51 -11.91 -6.742 -3.281 -1.124 4.764 -10.11 -8.34 -4.36 -0.9458 1.548 -1.118 -2.427 5.933 7.73
11.545 -13.03 -12.67 -6.562 -5.618 -3.326 4.539 -7.326 -5.89 -5.258 -2.837 2.837 2.407 1.528 5.124 11.78
11.55 -13.39 -10.43 -5.213 -5.573 -4.944 1.438 -4.404 -3.525 -3.596 -4.901 2.837 3.697 3.685 2.607 12.04
11.555 -10.7 -4.899 -2.742 -2.831 -5.124 -3.146 -3.506 -1.763 -1.708 -6.362 2.235 3.353 4.315 -0.3596 9.079
11.56 -4.494 2.067 0.3146 0.9438 -3.011 -6.292 -2.517 0.4729 -1.034 -5.933 2.665 3.955 5.663 -2.337 5.933
11.565 2.966 7.955 3.64 4.719 0.9438 -5.618 1.888 4.471 -0.5393 -3.009 4.643 6.964 9.169 -2.607 5.034
11.57 8.36 10.52 5.528 7.236 5.213 -2.562 8.135 8.598 1.034 0.5159 6.448 10.58 12.67 -2.517 5.213
11.575 10.25 8.989 4.404 7.461 7.146 -0.5393 10.88 10.23 3.416 1.978 5.589 11.52 13.12 -3.685 3.955
11.58 9.708 5.034 1.618 5.933 5.303 -1.213 9.258 8.856 5.169 0.5159 1.978 9.544 10.34 -5.933 0.9888
11.585 7.91 2.067 0.9888 3.506 1.393 -2.831 7.775 7.265 4.539 -2.321 -1.806 7.222 7.191 -7.371 -1.618
11.59 6.112 2.247 4.315 1.483 -2.067 -2.607 9.528 7.695 1.348 -4.471 -3.267 6.792 6.112 -6.831 -2.067
11.595 5.933 5.034 9.888 0 -3.056 0.4494 13.12 9.716 -2.697 -4.471 -1.892 8.254 7.101 -4.315 -0.1798
11.6 8 8.27 14.65 -0.1798 -0.7191 5.933 16.09 11.26 -4.36 -1.634 1.548 9.802 8.18 -0.4494 2.697
11.605 10.43 10.25 16.76 1.483 4 11.91 17.12 10.53 -1.978 3.181 5.245 9.114 7.191 3.775 4.584
11.61 10.79 10.02 15.42 4.045 8.494 15.1 14.43 6.277 2.562 7.48 6.62 5.073 2.787 6.382 3.236
11.615 8.989 7.191 10.88 5.393 9.618 13.39 7.146 0.129 4.944 8.254 4.385 -1.204 -4.045 5.843 -1.169
11.62 7.011 2.921 5.573 4.36 7.056 8.539 -0.2697 -4.643 3.775 5.675 0.08598 -6.277 -9.528 2.787 -5.843
11.625 5.843 -0.3596 2.831 2.202 3.281 4.989 -2.067 -4.858 1.348 2.407 -3.009 -7.308 -10.88 -0.3596 -7.64
11.63 5.124 -1.303 3.371 0.6742 1.393 4.989 1.888 -1.419 0.9888 0.7738 -3.439 -4.901 -8.629 -1.888 -6.382
11.635 3.955 -0.6742 4.764 0.1798 1.708 6.742 6.067 1.806 2.966 0.6878 -1.978 -2.493 -6.022 -1.438 -4.404
11.64 1.528 -0.4045 4.539 -0.3596 2.382 7.326 6.562 2.407 5.124 1.032 -0.4299 -1.892 -4.944 0.1798 -3.326
11.645 -2.876 -1.618 2.112 -1.843 1.213 4.764 4.809 0.6019 4.629 0.6019 0 -2.751 -5.034 1.708 -3.236
11.65 -8.449 -4.135 -1.753 -4.719 -2.742 -0.6292 2.022 -1.72 0.6292 -1.548 -1.462 -3.955 -5.303 1.618 -3.685
11.655 -12.13 -6.831 -6.022 -8.135 -8.449 -7.236 -1.798 -3.396 -4.584 -4.987 -4.213 -4.471 -5.034 -0.2697 -3.955
11.66 -11.06 -7.82 -8.225 -9.933 -12.54 -11.91 -4.899 -3.568 -6.876 -7.394 -6.191 -3.697 -3.685 -2.337 -2.966
11.665 -6.202 -5.618 -6.427 -8.18 -12.27 -12.36 -4.989 -1.978 -4.27 -6.62 -5.331 -1.892 -1.438 -2.427 -0.8989
11.67 -0.8989 -0.9888 -2.112 -3.506 -8 -10.2 -3.865 -0.3009 0.764 -3.525 -2.665 -1.032 0 -1.258 0.08989
11.675 2.876 3.146 0.4494 0.809 -2.831 -9.213 -5.483 -0.7738 2.966 -1.032 -0.8598 -2.837 -0.809 -1.169 -1.798
11.68 5.483 4.719 -0.9888 2.876 0.4045 -10.52 -10.7 -3.654 0.3596 -0.7738 -1.462 -6.534 -3.506 -3.236 -5.573
11.685 7.461 4.404 -4.809 3.146 1.753 -11.51 -15.46 -7.265 -4.27 -1.72 -3.525 -9.63 -5.933 -6.292 -8.719
11.69 8.899 4.315 -7.64 3.326 2.742 -10.02 -17.48 -10.15 -6.697 -2.579 -5.073 -10.66 -7.281 -8.449 -9.798
11.695 10.25 5.528 -7.64 4.18 4.27 -6.517 -17.66 -11.82 -5.303 -2.837 -5.245 -10.06 -7.73 -8.809 -9.348
11.7 11.24 7.551 -4.944 5.124 5.753 -3.011 -15.6 -12.04 -1.348 -2.579 -3.955 -8.856 -7.281 -7.82 -8.539
11.705 10.7 8.989 -1.034 5.438 6.427 -1.169 -10.25 -9.974 1.888 -2.149 -1.978 -7.824 -6.202 -6.652 -8.449
11.71 7.551 8.539 1.034 4.494 5.393 -1.618 -3.775 -6.491 2.112 -2.493 -0.9458 -7.824 -5.303 -6.652 -9.708
11.715 2.966 5.753 -0.5843 2.247 3.101 -3.326 -0.1348 -3.138 -0.809 -3.697 -1.548 -8.684 -5.303 -7.82 -11.6
11.72 -1.258 2.022 -4.225 0.2697 1.079 -3.146 0.4045 -0.5159 -3.955 -4.127 -2.235 -8.684 -5.213 -7.64 -11.51
11.725 -4.854 -0.1348 -5.618 0.08989 1.258 1.034 1.843 2.364 -4.539 -2.149 -0.8598 -6.105 -3.506 -4.494 -8.27
11.73 -7.91 0.4045 -2.876 1.753 3.461 7.101 5.573 5.589 -2.607 1.204 2.235 -1.978 -0.6292 0.3596 -3.685
11.735 -9.079 2.427 1.573 3.236 5.169 10.47 8.809 8.039 -0.4494 3.353 4.643 0.7738 1.528 4.045 -0.809
11.74 -6.831 4.045 4.809 3.146 4.809 8.809 10.11 8.856 0.4045 3.095 4.729 0.7738 2.337 4.944 -0.7191
11.745 -2.157 4.674 5.933 2.022 2.876 4.719 10.29 8.598 0.764 1.72 3.439 -0.7738 2.247 4.404 -1.708
11.75 1.528 4.539 5.573 0.7191 1.169 1.483 9.348 7.136 1.618 0.9458 2.493 -2.407 1.528 4.404 -2.067
11.755 2.247 3.461 4.315 -0.3146 0.3596 0.4944 6.112 4.299 2.652 1.204 2.665 -3.009 0.4494 5.573 -0.9888
11.76 0 1.663 3.011 -1.213 0.2697 1.213 1.978 1.376 2.787 2.407 3.955 -2.321 -0.08989 7.461 0.9888
11.765 -3.416 0.08989 2.382 -1.798 0.5843 2.157 0.2697 -0.04299 2.022 3.955 5.331 -0.8598 0.1798 8.899 2.697
11.77 -5.753 -0.4045 1.528 -1.618 0.764 1.483 0.4494 -0.2149 0.4944 4.729 5.245 -0.172 0.5393 8.719 2.517
11.775 -4.764 0 -0.6292 -0.9438 0.8989 -1.438 -0.8539 -0.4729 -1.079 4.127 3.267 -1.118 0 7.011 0.2697
11.78 -0.5393 0.9888 -3.011 0.1798 1.753 -3.73 -3.82 -1.376 -1.528 3.955 1.204 -2.149 -0.5393 5.753 -1.348
11.785 3.596 2.517 -2.427 2.517 4.315 -1.933 -4.449 -1.634 0.1348 6.105 1.634 -0.6019 0.809 6.921 0.2697
11.79 4.315 4.045 1.798 5.258 8.135 4.045 -1.348 -0.4299 2.607 10.15 4.815 3.955 4.225 9.708 5.303
11.795 1.978 4.494 6.742 6.876 10.88 10.47 2.742 1.419 4.539 13.84 8.512 9.286 7.91 12.04 10.88
11.8 -0.08989 3.82 8.944 6.876 11.73 13.75 5.798 3.654 5.933 15.73 11.18 13.5 10.88 13.12 14.74
11.805 -0.1798 3.191 7.596 6.382 11.01 13.26 8.135 5.847 8.09 16.16 12.47 15.91 12.76 13.21 16.36
11.81 0.7191 3.416 3.64 6.382 9.888 9.753 8.629 7.351 10.74 15.39 12.64 16.08 13.21 12.4 15.55
11.815 0.6292 3.596 -1.213 5.843 8.404 4.315 5.753 7.05 11.33 12.98 11.35 14.19 12.04 9.708 12.85
11.82 -1.258 2.742 -4.809 4.09 5.753 -1.169 0.809 5.546 8 9.028 8.77 11.18 9.978 5.393 9.618
11.825 -4.494 0.9888 -5.483 1.034 2.202 -5.213 -1.933 3.955 1.663 4.385 5.589 8.082 7.82 0.3596 7.011
11.83 -7.191 -0.809 -4.18 -2.292 -2.112 -7.955 -2.697 2.622 -5.124 -0.6019 1.72 4.729 4.944 -4.315 4.584
11.835 -6.562 -2.292 -3.506 -4.899 -6.472 -10.7 -4.225 0.4729 -9.258 -5.503 -2.665 0.6019 1.079 -7.73 1.708
11.84 -1.798 -3.191 -3.91 -5.978 -9.663 -12.63 -6.697 -2.064 -8.764 -8.856 -6.362 -2.837 -2.157 -9.079 -0.5393
11.845 4.045 -3.056 -3.326 -4.899 -10.61 -11.91 -7.236 -3.31 -4.764 -9.372 -7.824 -3.955 -2.876 -8.18 -0.9888
11.85 6.472 -2.472 -0.8539 -3.281 -9.708 -8.809 -5.258 -3.181 -0.9438 -7.824 -7.308 -2.837 -1.348 -6.652 -0.1798
11.855 4.225 -2.742 1.303 -3.551 -9.213 -6.022 -4.36 -3.009 -1.079 -6.62 -6.62 -1.634 -0.1798 -6.112 0.1798
11.86 -0.08989 -4.719 0.9888 -6.202 -10.52 -5.528 -5.933 -4.17 -4.449 -6.792 -6.792 -2.149 -1.079 -6.472 -0.809
11.865 -4.135 -7.596 -1.978 -9.303 -12.45 -7.146 -7.91 -6.835 -7.416 -7.308 -7.996 -4.643 -4.404 -6.652 -3.236
11.87 -6.831 -10.56 -6.382 -10.65 -13.71 -9.528 -9.753 -10.45 -7.011 -7.652 -10.49 -8.598 -9.438 -6.921 -6.652
11.875 -7.91 -13.26 -10.7 -9.798 -13.75 -11.37 -12.76 -14.32 -3.955 -8.168 -14.44 -12.9 -14.47 -8.18 -10.52
11.88 -7.461 -15.15 -12.76 -7.596 -12.31 -11.73 -15.33 -16.47 -0.7191 -8.426 -18.49 -15.48 -16.81 -10.07 -13.39
11.885 -6.292 -14.88 -11.06 -5.079 -9.528 -9.483 -14.29 -15.3 0.7191 -7.738 -19.95 -14.7 -15.19 -11.24 -13.66
11.89 -4.854 -11.96 -6.472 -3.056 -6.157 -5.843 -9.933 -11.44 0.08989 -6.362 -17.71 -11.26 -11.24 -10.61 -11.96
11.895 -2.157 -7.416 -1.708 -1.798 -3.416 -2.112 -5.663 -7.265 -1.483 -5.073 -12.55 -7.136 -7.461 -8.36 -9.169
