    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 46.02 46.02 46.02 46.02 46.02 46.02 46.02 46.02 45.02 46.02 45.02 45.02 45.02 46.02 46.02 46.02
0 -4.315 2.787 4.135 4.809 -6.472 3.191 0.3146 4.539 2.858 -3.865 5.012 10.29 5.628 -0.4494 5.124 -2.607
0.005 -4.404 3.82 5.708 5.303 -5.034 5.978 3.955 6.202 3.561 -1.258 8.178 13.54 9.761 -0.3596 7.461 1.708
0.01 -5.303 2.787 4.809 5.034 -3.73 7.011 5.213 5.573 3.298 0.4494 8.881 13.63 10.55 -1.169 7.73 4.315
0.015 -7.281 -0.3146 0.7191 3.191 -3.685 4.764 3.011 2.202 1.671 0.6292 6.595 10.29 7.826 -1.618 6.382 4.854
0.02 -9.258 -4.315 -5.303 -0.4944 -4.899 0 -1.438 -2.787 -0.9673 -0.4494 2.374 5.012 3.254 -0.6292 4.225 4.494
0.025 -10.07 -7.596 -11.19 -5.438 -6.472 -5.483 -6.472 -7.865 -4.045 -1.888 -2.198 -0.6155 -1.583 1.528 1.978 4.494
0.03 -9.258 -9.753 -15.33 -10.74 -7.596 -9.843 -10.97 -12.04 -7.035 -3.236 -6.243 -6.067 -5.628 3.506 -0.3596 5.483
0.035 -7.461 -11.19 -17.26 -15.01 -7.91 -12.49 -14.74 -14.74 -9.277 -4.135 -9.497 -11.43 -8.266 4.225 -3.506 7.371
0.04 -5.573 -12.22 -16.81 -16.72 -7.146 -13.35 -17.08 -15.28 -10.07 -4.584 -12.22 -16.62 -9.321 3.955 -7.461 8.989
0.045 -4.135 -12.58 -14.52 -15.28 -5.213 -12.67 -17.53 -13.75 -9.761 -4.764 -13.98 -21.02 -9.761 2.876 -11.78 8.539
0.05 -3.056 -11.73 -11.87 -12.22 -2.382 -11.19 -16.49 -11.87 -9.936 -5.124 -14.16 -24.18 -11.26 0.4494 -16.09 4.225
0.055 -2.067 -9.798 -10.43 -9.843 0.4494 -9.663 -15.24 -11.33 -11.48 -5.843 -12.75 -25.5 -14.68 -3.506 -19.51 -3.685
0.06 -0.9888 -7.191 -10.47 -8.899 2.562 -8.315 -14.56 -12.4 -13.41 -6.472 -10.29 -24.45 -18.82 -7.91 -20.67 -12.58
0.065 0.2697 -4.494 -10.83 -8.449 3.64 -6.831 -14.52 -13.71 -13.76 -6.202 -7.211 -21.19 -21.19 -10.88 -18.79 -18.7
0.07 1.438 -2.157 -10.52 -7.011 3.91 -5.034 -14.47 -13.84 -11.34 -4.854 -4.045 -15.92 -20.14 -11.15 -14.2 -19.78
0.075 1.978 -0.1798 -8.854 -4.045 4 -2.742 -13.08 -11.69 -6.683 -2.787 -0.7035 -9.497 -15.12 -8.719 -8.27 -16.54
0.08 2.337 1.933 -5.348 -0.1798 4.584 0.3146 -8.719 -6.831 -1.231 -1.079 2.638 -2.814 -7.386 -4.674 -2.787 -11.42
0.085 3.506 4.854 -0.2697 3.101 5.618 4.225 -1.303 0.1348 3.341 -0.5393 5.804 3.341 0.7914 -0.9888 0.7191 -7.101
0.09 6.112 8.18 5.124 4.494 6.427 8.494 7.416 7.326 6.023 -1.348 8.442 8.354 7.123 0.6292 2.427 -4.494
0.095 9.348 11.01 9.348 3.685 6.472 12.27 14.88 12.72 6.903 -2.697 10.38 12.13 10.73 0.3596 3.865 -2.787
0.1 12.04 12.54 11.6 2.022 6.067 15.06 19.51 15.42 6.859 -2.517 11.78 15.12 12.22 -0.4494 6.562 -0.6292
0.105 13.03 12.45 11.91 1.169 6.157 16.18 20.76 15.37 6.507 0.2697 12.93 17.06 12.31 -0.809 10.61 2.337
0.11 11.69 10.43 10.16 1.348 6.876 14.79 18.61 12.54 5.364 4.764 13.37 17.15 11.17 -0.809 14.11 5.034
0.115 8.09 6.382 6.876 1.888 7.326 10.43 13.8 7.865 3.385 8.899 12.31 14.86 9.233 -1.079 15.19 6.472
0.12 3.506 1.124 3.596 2.607 6.337 4.135 8.27 3.596 1.627 10.7 9.321 11.08 7.474 -1.438 14.02 7.191
0.125 -0.5393 -3.596 2.202 4.045 3.73 -1.888 4 1.888 1.407 10.07 5.188 7.298 6.683 -1.438 12.13 8.539
0.13 -3.326 -6.562 3.011 5.933 0.4494 -5.798 1.528 2.742 2.594 7.73 0.8793 5.012 6.331 -1.079 11.15 10.7
0.135 -4.584 -7.326 4.764 7.101 -2.022 -7.236 0.3596 4.449 3.781 5.303 -2.55 4.045 5.54 -0.3596 11.33 12.67
0.14 -4.854 -6.607 5.708 6.292 -2.787 -7.146 -0.4494 4.989 3.605 3.865 -5.452 3.341 3.605 0.5393 10.97 12.76
0.145 -4.404 -5.483 4.584 3.101 -2.157 -6.966 -2.022 3.236 1.583 3.056 -8.002 1.671 0.5276 1.528 8.449 10.34
0.15 -3.685 -4.809 1.213 -1.618 -1.303 -7.371 -4.539 -0.8539 -1.627 1.978 -10.38 -1.055 -3.166 2.337 3.416 6.112
0.155 -3.056 -4.674 -3.191 -5.573 -1.258 -7.64 -7.056 -5.663 -4.397 0.1798 -11.61 -3.341 -6.155 3.056 -2.157 1.438
0.16 -2.697 -3.91 -6.157 -6.112 -1.708 -6.067 -7.596 -8.404 -4.88 -1.618 -10.46 -3.429 -7.298 3.955 -5.663 -2.517
0.165 -2.067 -1.483 -5.843 -2.112 -1.348 -1.843 -5.213 -7.326 -2.462 -2.427 -6.507 -0.8793 -6.419 4.764 -5.933 -6.022
0.17 -0.7191 2.247 -2.427 4.315 0.4045 3.865 -1.258 -3.101 1.363 -1.708 -0.8793 2.814 -4.748 4.584 -4.225 -9.798
0.175 1.438 6.157 2.157 9.888 3.101 8.719 1.978 2.022 4.792 0.1798 4.221 5.364 -3.517 3.056 -2.607 -13.93
0.18 4.494 9.348 6.427 12.45 5.798 11.42 3.506 6.472 6.683 2.876 7.914 6.067 -2.902 0.9888 -1.708 -17.17
0.185 8.27 12.04 9.753 12.22 8.18 12.63 3.775 9.124 7.035 5.753 10.46 6.155 -2.638 -0.9888 -0.7191 -17.89
0.19 12.04 14.7 11.6 10.43 10.43 14.02 4.09 9.618 5.936 8.36 13.19 7.65 -2.286 -3.056 1.618 -15.82
0.195 14.65 17.3 11.82 8.315 12.81 16.63 5.798 8.449 3.825 10.52 16.88 11.52 -1.143 -5.034 5.663 -12.13
0.2 15.64 19.19 10.65 6.697 15.1 19.87 9.258 7.281 1.803 11.96 20.49 16.8 1.407 -6.652 9.978 -7.82
0.205 15.28 19.46 8.674 5.483 16.4 21.89 13.39 7.281 0.6155 12.22 22.07 20.75 5.54 -7.191 12.85 -3.326
0.21 14.11 17.71 6.337 4.225 15.46 20.81 15.73 8.09 0 10.79 20.05 20.84 9.321 -6.382 12.94 1.348
0.215 12.22 14.25 4.225 2.787 11.73 15.96 14.61 8.09 -0.7035 7.82 14.51 16.53 10.64 -4.494 10.88 6.112
0.22 9.438 10.16 3.056 1.798 6.157 8.809 9.978 6.247 -1.715 4.225 7.123 9.409 8.442 -2.337 8.27 10.07
0.225 5.573 6.292 2.966 1.933 0.6292 1.573 3.326 2.202 -2.902 1.258 -0.08793 2.022 2.902 -0.8989 6.652 11.51
0.23 0.3596 2.427 2.607 2.427 -3.596 -4.36 -3.865 -3.461 -4.353 -0.4494 -5.892 -3.869 -4.045 -0.8989 5.753 10.07
0.235 -5.843 -2.067 0.5393 2.022 -6.652 -8.944 -10.34 -9.303 -5.848 -1.169 -10.2 -7.914 -9.849 -1.978 4.674 6.472
0.24 -11.96 -7.056 -3.101 0.1348 -8.944 -12.22 -14.97 -13.03 -6.683 -1.079 -13.54 -10.73 -11.96 -2.517 2.787 3.146
0.245 -16 -10.88 -6.921 -2.382 -10.43 -13.8 -17.44 -13.62 -6.639 -0.08989 -15.83 -12.84 -10.55 -1.528 0.2697 1.169
0.25 -16.45 -11.64 -9.258 -4.674 -10.47 -13.17 -18.47 -12.04 -6.463 1.528 -16.44 -14.51 -8.266 0.08989 -2.157 -0.2697
0.255 -13.12 -8.494 -9.528 -5.933 -8.27 -9.753 -18.65 -10.25 -6.727 3.596 -14.42 -15.12 -7.826 0.6292 -3.865 -3.146
0.26 -6.652 -1.888 -8.045 -5.933 -3.416 -3.73 -17.66 -9.124 -7.255 5.933 -9.761 -13.89 -9.585 -0.7191 -4.225 -8.27
0.265 1.528 6.112 -5.843 -5.258 3.281 3.596 -14.65 -8.584 -7.518 7.82 -3.517 -10.38 -12.22 -3.596 -3.775 -14.38
0.27 8.719 12.4 -4.404 -5.034 9.438 9.708 -9.303 -8.09 -7.386 8.539 2.55 -5.628 -13.54 -6.292 -3.685 -18.52
0.275 11.78 13.93 -4.135 -5.798 12.36 11.87 -2.112 -7.056 -6.595 7.64 6.595 -1.231 -11.78 -7.101 -4.944 -18.52
0.28 8.899 9.573 -3.865 -6.472 10.92 9.034 6.247 -4.494 -4.397 5.663 7.826 1.407 -6.331 -4.674 -7.551 -13.93
0.285 0.8989 0.809 -1.843 -5.303 6.247 2.652 14.65 0 -0.3078 3.596 6.771 2.022 1.495 0.2697 -10.16 -6.112
0.29 -9.079 -9.079 2.067 -1.753 0.8539 -4.27 21.53 5.708 5.012 2.427 4.573 1.407 9.761 5.753 -11.24 2.697
0.295 -17.08 -16.63 6.472 2.966 -3.101 -9.213 25.71 11.24 10.2 2.067 2.462 1.143 16.53 9.618 -9.618 10.79
0.3 -20.13 -19.37 9.258 6.742 -4.674 -10.92 26.47 15.01 13.89 2.247 0.4397 2.022 21.02 11.33 -5.573 17.35
0.305 -18.16 -17.62 9.034 7.73 -4.404 -10.79 23.19 15.69 14.95 1.888 -2.286 3.517 22.42 10.88 -0.7191 21.75
0.31 -13.66 -14.56 5.303 5.169 -4.045 -11.73 15.37 12.27 12.71 0.1798 -6.683 3.517 20.22 8.899 1.978 23.1
0.315 -10.34 -13.71 -0.6292 0.1348 -4.989 -15.87 3.91 5.348 8.002 -3.056 -12.49 0.4397 14.68 6.112 0.8989 21.48
0.32 -9.708 -16.31 -6.292 -4.719 -7.056 -22.34 -8.09 -2.247 2.99 -7.191 -18.29 -5.276 8.002 3.685 -3.236 18.25
0.325 -10.61 -20.54 -9.303 -7.191 -9.124 -27.82 -16.81 -7.506 -0.3957 -11.06 -22.16 -11.7 2.286 2.517 -7.91 15.46
0.33 -10.7 -23.1 -9.258 -7.056 -10.43 -29.12 -19.82 -9.258 -1.979 -14.02 -22.77 -15.92 -1.143 2.247 -10.88 14.2
0.335 -9.169 -21.89 -7.64 -5.933 -11.19 -25.17 -17.39 -8.404 -2.726 -15.82 -20.14 -16.27 -2.462 2.067 -10.88 13.75
0.34 -6.382 -16.9 -5.933 -5.169 -11.87 -17.53 -11.73 -6.337 -3.341 -16.09 -15.3 -12.93 -2.462 1.169 -8.27 12.31
0.345 -3.506 -9.798 -4.629 -5.124 -12.22 -8.854 -5.528 -4.135 -3.869 -14.56 -9.321 -7.738 -1.935 -0.5393 -3.955 9.079
0.35 -1.079 -2.831 -3.73 -5.393 -11.46 -1.438 -1.034 -2.112 -4.221 -11.06 -2.726 -2.814 -1.495 -2.876 1.258 4.764
0.355 1.258 2.517 -3.236 -5.618 -8.719 3.865 0.8539 -0.2247 -4.001 -5.753 4.133 0.6155 -0.7035 -4.584 6.742 1.258
0.36 4.315 6.247 -3.011 -5.663 -3.91 7.551 0.764 1.708 -2.77 0.4494 10.73 2.462 0.7035 -4.404 11.96 -0.2697
0.365 8.27 8.584 -3.326 -6.022 1.843 9.978 -0.8539 3.056 -1.099 6.202 15.39 2.374 1.935 -2.427 15.1 -0.8989
0.37 11.69 9.169 -4.989 -7.64 6.472 10.61 -4.404 1.933 -0.5276 9.618 16.36 0.2638 0.8793 -0.6292 14.38 -3.326
0.375 12.76 7.73 -8.09 -10.83 8.36 8.944 -9.573 -2.517 -2.154 9.978 13.28 -3.781 -3.605 -0.8989 9.348 -9.348
0.38 11.33 4.899 -11.19 -14.16 7.506 5.663 -14.29 -8.629 -5.276 8 7.738 -8.53 -10.64 -3.236 2.067 -17.62
0.385 8.719 2.247 -12.27 -15.6 5.348 2.202 -16.09 -13.26 -8.09 5.034 2.11 -11.7 -17.06 -6.112 -4.315 -24.45
0.39 6.382 0.4944 -10.74 -14.29 2.876 -0.5843 -14.16 -14.34 -9.321 1.888 -1.759 -12.22 -20.22 -8.36 -7.91 -26.88
0.395 4.584 -1.348 -7.865 -11.06 0 -3.685 -10.43 -12 -8.53 -1.528 -4.397 -10.55 -19.08 -8.899 -9.258 -24.81
0.4 2.247 -5.034 -5.303 -7.101 -3.73 -8.404 -7.865 -8.045 -6.243 -5.753 -7.826 -9.057 -14.86 -7.82 -10.43 -20.49
0.405 -1.798 -11.24 -4.36 -3.596 -8.404 -15.15 -9.169 -5.258 -3.693 -10.88 -13.72 -10.11 -10.64 -5.843 -13.03 -17.17
0.41 -7.371 -18.65 -5.708 -1.393 -12.85 -22.38 -15.06 -6.202 -2.726 -16 -21.37 -14.16 -9.673 -3.865 -16.9 -16.27
0.415 -13.12 -24.27 -8.944 -0.6742 -15.78 -27.19 -23.28 -11.28 -4.089 -19.69 -27.87 -18.73 -12.66 -2.427 -20.13 -16.99
