    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 3.781 5.804 4.792 5.188 6.023 5.056 2.682 4.045 3.605 4.924 8.793 5.1 2.726 -1.055 4.309 1.319
0.005 1.583 2.594 3.122 0.9233 5.408 2.594 0.6155 2.11 0.9673 5.188 10.64 4.397 1.231 -3.166 5.979 0.7914
0.01 -0.5276 -0.3078 1.363 -4.573 3.298 -0.7914 -2.462 -1.583 -3.385 4.397 10.64 2.638 -1.495 -5.364 6.683 -0.3517
0.015 -1.583 -1.275 2.814 -8.046 1.187 -1.759 -3.473 -4.265 -6.771 3.429 10.55 1.759 -3.166 -5.804 5.54 -1.055
0.02 -0.7914 0.6155 7.474 -6.507 0 0.8354 -1.099 -3.473 -6.287 2.726 10.9 3.078 -2.198 -3.869 3.166 -0.5276
0.025 2.462 5.54 12.35 1.143 -0.08793 4.748 2.814 0.6155 -1.451 1.671 10.29 5.188 0.7035 -0.7914 0.08793 0.5276
0.03 6.331 10.42 14.11 11.26 -0.2198 6.111 5.012 4.704 4.221 -0.7914 6.155 4.485 2.55 1.495 -3.781 0.1759
0.035 7.298 10.68 11.43 16.53 -1.495 2.726 3.166 4.748 5.804 -5.1 -1.759 -0.9673 0.6155 1.407 -8.442 -2.55
0.04 5.276 6.639 5.979 13.32 -3.122 -3.122 -1.715 0.1319 1.891 -8.881 -9.936 -8.53 -4.309 -0.8793 -11.61 -6.683
0.045 4.221 3.341 1.583 5.452 -2.374 -6.243 -5.716 -5.188 -3.693 -8.617 -13.1 -12.75 -8.53 -3.517 -11.26 -9.321
0.05 6.243 3.517 0.7474 -1.099 1.759 -3.21 -5.012 -6.815 -6.551 -3.429 -9.057 -10.64 -8.881 -4.397 -7.826 -8.705
0.055 8.178 4.089 2.33 -4.529 6.507 3.781 -0.04397 -4.045 -5.628 3.781 -0.7914 -4.397 -5.54 -3.254 -4.133 -5.804
0.06 6.419 1.979 2.858 -5.672 8.046 8.925 4.836 0 -3.078 9.057 6.067 1.231 -1.759 -1.935 -2.198 -3.078
0.065 1.935 -1.231 0.7474 -4.792 5.848 8.31 5.672 1.891 -1.055 10.38 7.738 2.374 -0.6155 -1.935 -2.11 -2.726
0.07 -2.374 -2.682 -2.462 -2.374 1.979 2.814 1.935 0.3957 -0.6155 8.002 4.221 -1.407 -2.726 -3.517 -3.693 -4.573
0.075 -4.748 -1.847 -4.66 -0.5716 -1.319 -3.605 -3.869 -3.298 -1.803 3.781 -1.847 -7.738 -5.979 -5.276 -6.595 -7.123
0.08 -3.869 0.6595 -5.232 -0.4397 -2.99 -7.518 -8.222 -6.331 -3.122 -0.6155 -7.211 -12.31 -7.562 -5.892 -9.145 -8.178
0.085 1.319 4.836 -4.265 -0.3517 -2.462 -7.298 -8.31 -6.023 -2.682 -3.781 -10.02 -12.57 -5.979 -4.66 -9.409 -6.243
0.09 8.881 8.53 -1.495 0.3957 -0.2198 -3.693 -3.649 -2.286 -0.8793 -5.364 -10.02 -9.145 -1.935 -1.935 -7.386 -2.11
0.095 13.81 7.914 2.198 -0.3517 1.935 0.8354 2.902 1.847 -0.1759 -5.716 -7.474 -4.221 1.935 0.7914 -3.517 2.11
0.1 12.66 2.506 4.573 -4.485 2.77 4.133 7.211 3.341 -1.847 -4.748 -2.462 1.055 3.781 2.374 2.462 5.012
0.105 7.211 -3.298 3.649 -9.585 2.594 5.672 6.903 2.11 -3.869 -1.935 4.221 7.298 4.221 2.99 10.55 6.683
0.11 0.4397 -5.848 -0.1319 -11.65 1.627 5.936 3.166 0.3957 -3.385 1.495 10.38 13.45 4.66 4.045 18.11 7.474
0.115 -5.628 -5.628 -4.704 -9.101 -0.4397 4.968 -1.143 0.1759 0.2638 3.341 13.19 17.23 5.452 5.892 21.72 7.386
0.12 -9.409 -4.177 -7.123 -2.286 -3.385 2.946 -3.21 2.066 5.936 2.462 11.17 16.8 6.243 7.826 20.05 6.419
0.125 -8.178 -1.451 -5.144 7.474 -5.012 1.055 -1.231 5.496 11.61 -0.08793 5.628 12.31 6.683 8.793 13.89 5.1
0.13 -2.726 1.759 0.9673 16.58 -4.133 0.5276 4.265 8.749 14.6 -2.99 -1.231 5.012 6.243 8.002 4.66 3.429
0.135 2.11 2.638 7.123 19.35 -2.418 0.4397 9.893 9.101 11.96 -5.804 -7.738 -3.517 3.957 4.573 -6.419 0.9673
0.14 2.462 0.2638 8.134 13.15 -2.154 -1.143 11.52 5.232 3.605 -8.354 -13.01 -11.17 -0.5276 -1.055 -16.36 -2.638
0.145 -0.4397 -2.506 3.341 2.462 -3.122 -4.309 8.486 -0.7474 -6.111 -9.321 -16.09 -15.56 -5.628 -6.771 -21.37 -6.067
0.15 -2.814 -2.77 -2.286 -5.672 -3.166 -6.859 3.869 -5.188 -12 -7.562 -15.65 -15.92 -8.705 -9.585 -20.05 -7.298
0.155 -2.55 -1.539 -3.957 -8.53 -1.187 -6.903 1.055 -5.804 -11.91 -2.902 -11.26 -13.1 -8.002 -8.178 -13.45 -5.364
0.16 -0.2638 -1.187 -1.539 -8.222 1.891 -4.397 1.099 -3.166 -7.035 3.254 -3.693 -7.826 -3.429 -3.429 -4.133 -0.1759
0.165 2.462 -2.066 1.231 -7.474 4.617 -0.4397 3.298 1.143 -0.1759 9.321 4.309 -0.8793 3.869 2.814 4.836 6.771
0.17 3.781 -3.21 1.407 -7.386 5.628 3.254 6.331 5.452 5.54 12.84 9.673 5.716 10.82 8.354 10.29 12.75
0.175 1.847 -4.309 -1.275 -7.43 4.089 5.144 8.222 8.002 7.826 11.87 10.55 9.497 13.81 10.73 10.55 14.25
0.18 -2.286 -4.748 -4.265 -5.452 0.8793 4.704 7.694 8.002 6.815 6.683 7.386 9.409 11.43 8.969 6.859 10.38
0.185 -5.628 -3.693 -4.309 0.4836 -2.066 2.77 5.364 6.727 5.452 -0.3517 1.935 6.331 6.419 5.364 2.022 4.221
0.19 -6.595 -2.242 -0.6155 9.057 -4.529 -0.2198 2.726 5.892 6.023 -7.562 -4.485 1.055 2.814 2.814 -2.814 -0.1759
0.195 -8.002 -3.869 3.166 14.64 -8.53 -5.716 0.08793 5.54 7.606 -14.51 -11.7 -5.54 2.022 2.726 -7.65 -0.7914
0.2 -12.13 -9.453 2.594 12.84 -14.99 -13.85 -2.946 4.66 7.958 -20.31 -18.55 -11.78 3.429 4.573 -11.61 1.671
0.205 -17.06 -15.12 -2.418 5.804 -20.66 -21.15 -5.276 3.473 6.815 -22.42 -22.16 -14.33 5.628 7.386 -12.57 5.452
0.21 -18.38 -15.96 -6.595 0 -20.93 -22.69 -4.924 3.122 5.32 -18.82 -19.79 -11.87 6.859 9.585 -9.761 8.178
0.215 -14.16 -11.52 -5.1 -0.7474 -14.77 -16.93 -1.803 3.649 4.045 -10.82 -11.61 -5.979 5.979 9.497 -5.1 7.826
0.22 -6.507 -4.924 1.803 2.726 -5.232 -6.595 2.242 4.309 3.166 -1.583 -0.7035 0.4397 3.429 6.683 -0.7035 5.1
0.225 1.583 1.231 9.98 7.694 3.737 3.957 6.243 5.188 3.385 6.243 8.705 5.628 1.759 3.078 2.55 2.55
0.23 8.178 6.507 15.12 11.61 10.02 11.7 9.98 7.035 5.144 11.61 14.16 8.705 2.462 1.143 4.748 2.462
0.235 12.57 10.77 15.08 12.35 13.41 15.34 12.84 8.969 6.903 14.33 15.92 9.585 4.397 0.9673 6.683 3.957
0.24 15.12 13.81 10.2 8.969 15.12 16 13.41 9.321 6.727 15.48 16 9.497 5.276 1.495 9.233 5.364
0.245 16.8 15.34 3.034 2.33 16.18 15.34 11.48 7.342 4.529 15.92 16 9.849 5.012 2.198 12.31 6.243
0.25 16.53 13.94 -3.122 -5.408 15.61 13.63 7.958 4.133 1.407 15.12 15.48 10.2 4.573 3.605 13.89 7.211
0.255 11.52 7.518 -6.815 -12.31 11.08 9.101 3.649 0.7035 -1.583 11.08 12.4 8.354 4.485 5.1 11.7 8.266
0.26 1.143 -2.99 -7.65 -15.87 2.638 1.627 -0.3957 -1.847 -3.429 4.133 6.507 4.045 4.66 5.979 6.771 9.145
0.265 -10.29 -12.18 -4.88 -13.01 -5.54 -5.32 -2.55 -2.374 -2.638 -2.374 0.3517 -0.3517 4.66 5.54 2.198 9.145
0.27 -16.36 -14.2 1.803 -3.166 -8.969 -7.782 -1.803 -0.6155 0.8354 -5.452 -3.166 -2.726 3.605 3.429 0 6.947
0.275 -14.6 -8.574 9.409 8.354 -7.079 -5.408 -0.1759 1.099 3.957 -5.54 -3.605 -2.99 -0.3517 -1.055 -0.4397 1.319
0.28 -7.826 -0.1319 12.22 13.28 -3.166 -1.143 -0.7914 0.1759 3.298 -4.397 -2.198 -1.759 -6.419 -6.859 -0.7035 -6.507
0.285 -0.7035 5.979 6.991 7.518 -0.2638 1.935 -3.957 -3.298 -1.055 -2.99 -0.5276 0.7914 -10.64 -10.38 -0.6155 -12.05
0.29 3.693 7.386 -3.737 -5.188 0.7035 2.726 -7.65 -6.947 -6.375 -1.231 1.055 4.573 -10.02 -9.057 0.7914 -12.05
0.295 4.221 4.397 -13.67 -17.19 0.3078 1.671 -10.24 -8.881 -10.02 0.2638 2.462 8.002 -5.54 -4.133 3.693 -7.123
0.3 2.286 -0.04397 -17.15 -21.63 -0.2198 0.2638 -11.52 -8.925 -10.77 1.319 3.605 10.38 -0.3517 0.9673 7.474 -0.6155
0.305 0.7914 -1.627 -12.31 -15.87 0.4397 0.6595 -10.95 -6.859 -7.782 2.198 4.66 11.78 3.605 4.573 10.64 5.1
0.31 2.11 2.242 -1.803 -2.374 2.418 3.122 -7.914 -2.462 -1.363 2.902 4.924 12.31 6.331 7.123 11.34 8.881
0.315 5.892 9.585 8.266 11.96 4.353 5.848 -3.385 2.99 6.023 2.99 4.221 11.43 7.914 8.793 8.793 10.2
0.32 9.936 15.52 12.75 20.44 5.32 6.903 0.7914 7.386 11.21 3.078 3.078 9.585 8.266 9.409 4.836 9.057
0.325 12.4 16.71 11.04 20.66 5.848 6.595 3.649 9.057 12.49 4.397 2.814 8.002 7.65 8.705 2.374 6.243
0.33 11.96 12.97 6.243 14.6 6.243 5.408 4.573 7.474 9.585 6.155 3.078 6.507 5.1 5.804 1.935 2.11
0.335 7.826 5.892 1.099 4.968 5.276 3.034 2.506 2.462 2.682 5.804 2.638 3.078 -0.3517 0 1.759 -3.429
0.34 0.5276 -1.583 -3.649 -5.892 2.066 -0.2198 -2.286 -4.88 -6.419 2.55 0.8793 -1.935 -7.562 -7.298 0.7035 -9.057
0.345 -5.979 -5.584 -7.298 -15.17 -1.319 -2.154 -7.035 -11.26 -13.67 -0.6155 -0.3517 -5.628 -12.57 -11.96 0.08793 -11.61
0.35 -7.298 -4.177 -8.31 -19.13 -2.066 -0.6595 -8.617 -13.41 -15.61 -0.4397 0.6155 -5.54 -12.75 -11.96 1.319 -9.849
0.355 -2.99 -0.04397 -6.067 -16.53 0.1759 3.034 -7.386 -11.56 -12.66 2.902 3.254 -2.55 -9.849 -8.881 3.693 -5.892
0.36 2.814 1.935 -2.33 -9.057 2.99 5.628 -6.155 -8.398 -8.046 5.979 4.573 0.8793 -7.211 -6.155 5.012 -3.166
0.365 4.836 -0.4397 -0.08793 0.2198 3.693 4.573 -6.595 -5.892 -4.221 5.628 1.935 2.462 -5.804 -5.012 3.166 -2.55
0.37 0.9673 -5.892 -1.671 8.31 0.9233 -0.3517 -8.09 -4.265 -1.935 0.7914 -4.66 1.055 -5.1 -4.836 -2.198 -3.166
0.375 -7.386 -11.87 -7.65 11.61 -4.792 -7.562 -10.07 -4.001 -1.935 -7.035 -12.93 -3.341 -5.188 -5.364 -9.761 -4.573
0.38 -15.83 -16.53 -16 7.606 -10.99 -13.76 -12.13 -6.023 -4.66 -13.72 -18.82 -8.881 -6.683 -6.683 -16.09 -6.947
0.385 -19.96 -18.51 -22.34 -2.242 -14.16 -15.65 -13.72 -10.11 -8.969 -15.48 -19.7 -13.1 -9.585 -8.617 -18.64 -9.936
0.39 -17.76 -17.32 -23.04 -13.23 -12.66 -12.71 -14.2 -14.47 -12.79 -12.49 -16.53 -15.21 -13.19 -10.55 -17.76 -13.54
0.395 -11.61 -13.81 -18.16 -20.49 -8.266 -7.562 -13.89 -17.23 -14.6 -8.442 -12.49 -16.44 -16.71 -12.22 -15.83 -17.5
0.4 -4.66 -8.486 -10.77 -21.5 -3.166 -2.154 -12.53 -16.75 -13.59 -5.979 -9.233 -16.18 -18.29 -12.93 -13.98 -20.31
0.405 2.286 -0.5716 -3.254 -16.14 2.154 4.045 -8.398 -11.78 -8.969 -3.869 -4.924 -12.22 -15.83 -11.7 -10.38 -19.17
0.41 10.11 9.277 3.825 -6.771 7.782 11.61 -0.9233 -3.561 -2.198 0 1.671 -4.221 -10.02 -9.057 -3.781 -13.45
0.415 16.88 16.58 9.761 1.407 11.91 17.5 6.507 3.298 2.418 4.836 8.881 3.869 -5.1 -7.562 3.869 -5.979
0.42 18.11 15.96 12.18 3.869 11.83 17.23 8.969 4.397 1.539 7.65 12.13 7.298 -4.045 -8.354 9.145 -0.3517
0.425 10.73 6.727 9.101 0.4836 6.991 8.925 4.617 -0.3517 -3.649 6.155 8.178 4.309 -5.452 -9.409 9.585 2.462
0.43 -3.078 -5.804 1.099 -4.441 -0.6595 -4.88 -4.001 -6.683 -8.574 0.3517 -2.198 -3.166 -5.716 -7.826 5.012 3.254
0.435 -17.06 -15.04 -8.574 -7.211 -8.266 -18.82 -12.84 -10.55 -9.805 -7.474 -14.6 -11.34 -3.693 -3.605 -2.462 2.286
0.44 -24.09 -16.93 -15.48 -6.815 -13.19 -27.3 -18.42 -10.68 -7.342 -13.63 -23.13 -15.83 -0.6155 0.9673 -9.497 0
