    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
30.55 -1.438 -5.753 -12.09 -1.483 -4.629 -4.719 -0.764 1.583 5.618 8.266 5.716 9.585 13.39 2.517 8.27
30.555 6.022 1.843 -9.079 -3.011 -4.494 -7.191 -2.157 1.495 0.3146 4.221 2.198 7.386 11.15 -2.787 3.955
30.56 14.65 9.753 -3.371 -1.933 -1.213 -8.045 -3.91 1.187 -4.764 -1.407 -4.133 4.748 8.809 -7.551 0.9888
30.565 20.13 15.42 1.034 2.921 4.584 -6.966 -5.348 2.77 -8.36 -6.771 -10.73 4.836 9.079 -11.87 1.798
30.57 18.88 16.76 1.753 9.213 9.933 -4.809 -5.573 6.507 -9.843 -10.38 -14.33 7.298 11.24 -15.73 5.034
30.575 11.24 13.21 -1.438 11.78 9.978 -4.27 -5.618 9.629 -11.1 -13.19 -14.77 7.386 11.06 -19.51 5.213
30.58 1.798 6.292 -6.742 6.697 2.472 -7.326 -7.461 7.826 -15.01 -17.67 -14.33 0.7035 4.494 -23.64 -1.618
30.585 -3.416 -0.4494 -10.34 -3.64 -9.079 -12.72 -10.52 0 -22.02 -24.09 -15.21 -11.08 -7.551 -27.6 -12.76
30.59 -1.978 -3.955 -8.989 -12.72 -17.53 -16.22 -11.87 -9.98 -28.81 -29.55 -16.36 -20.75 -19.51 -30.02 -21.12
30.595 1.978 -4.449 -3.955 -16.13 -18.38 -15.46 -9.933 -15.96 -30.65 -29.28 -14.68 -22.42 -24.72 -29.03 -21.66
30.6 1.978 -5.663 -0.3146 -15.19 -13.8 -11.1 -6.292 -15.21 -24.09 -20.66 -6.859 -15.74 -21.48 -22.2 -14.83
30.605 -4.404 -10.11 -0.9888 -14.11 -8.899 -5.079 -2.382 -9.453 -10.65 -4.748 7.562 -4.66 -12.94 -8 -3.775
30.61 -12.13 -15.6 -3.281 -15.33 -6.742 2.202 1.438 -2.374 4.135 12.49 23.65 5.628 -3.775 11.06 7.011
30.615 -14.65 -16.85 -2.921 -17.57 -6.247 9.438 4.539 3.122 13.93 23.57 33.5 11.17 2.517 28.04 13.39
30.62 -10.16 -11.01 0.8989 -16.85 -4.494 13.35 5.079 5.32 16.31 25.15 32.36 10.9 5.483 36.4 13.84
30.625 -3.236 -0.6292 5.258 -11.01 0.2247 10.7 2.607 4.265 15.33 21.02 23.83 7.298 6.292 35.06 11.33
30.63 -0.9888 6.831 6.382 -2.337 4.539 1.438 -1.258 1.319 16.49 17.94 15.65 4.309 6.921 29.21 10.34
30.635 -7.64 4.27 2.022 2.652 2.607 -11.69 -5.258 -1.143 20.72 18.47 12.57 3.166 8.27 24.63 11.96
30.64 -20.67 -9.213 -7.011 -0.8989 -7.775 -24.36 -9.034 -2.33 22.83 19.17 12.13 2.638 9.618 22.83 14.11
30.645 -31.64 -25.48 -16.36 -9.708 -21.03 -31.19 -11.69 -2.902 18.29 15.04 9.233 1.583 9.348 20.94 14.65
30.65 -32.27 -32.49 -20.54 -15.55 -26.74 -28.81 -12.36 -3.166 7.236 5.188 1.319 0 7.011 14.65 11.69
30.655 -21.3 -24.22 -18.29 -12.36 -19.55 -18.61 -11.64 -3.166 -4.494 -5.804 -8.705 -2.638 2.697 3.146 3.865
30.66 -5.213 -5.573 -12.58 -2.022 -3.685 -5.483 -10.38 -2.814 -10.25 -11.52 -14.95 -6.419 -2.787 -9.079 -7.191
30.665 7.64 12.27 -6.247 8.899 11.42 6.652 -7.461 -1.759 -7.64 -8.793 -13.45 -9.145 -7.101 -15.46 -16
30.67 13.75 20.9 0.9438 15.37 18.83 16.99 -0.7191 0.8354 0.04494 -0.7035 -6.771 -7.826 -7.371 -13.48 -16.81
30.675 13.93 19.51 9.618 16.45 18.11 24.63 9.124 5.276 6.337 5.804 -1.407 -2.198 -2.607 -7.191 -9.708
30.68 10.88 13.12 17.89 14.65 13.98 27.42 17.84 10.02 7.91 6.419 -1.231 5.012 4.854 -2.787 0.3596
30.685 7.011 7.64 23.24 13.17 11.15 24.09 22.38 13.28 6.382 2.902 -3.517 11.34 10.97 -2.697 8.09
30.69 3.506 5.079 24.81 12.36 10.29 16.63 23.51 15.12 4.989 -0.08793 -2.99 15.83 13.03 -5.124 10.88
30.695 -0.2697 3.011 22.79 9.618 7.596 8.674 22.7 17.1 3.011 -1.671 0.9673 18.2 10.97 -7.64 8.18
30.7 -5.034 -1.708 17.39 3.056 0.809 2.562 20.18 18.77 -2.157 -4.485 3.605 17.85 6.472 -9.618 1.798
30.705 -9.528 -8.764 9.708 -4.584 -6.697 -0.6292 15.15 17.32 -10.11 -9.497 1.055 14.86 1.438 -11.33 -4.315
30.71 -11.24 -13.66 2.022 -7.506 -8.764 -0.9888 7.191 10.82 -15.33 -13.01 -4.573 9.761 -2.607 -11.33 -7.191
30.715 -8.899 -12.45 -3.91 -3.146 -2.517 -0.04494 -3.146 0.2198 -11.6 -9.409 -6.595 2.638 -5.573 -7.101 -7.011
30.72 -2.876 -4.719 -7.775 5.663 8.18 0.04494 -13.8 -10.95 1.753 2.638 -0.5276 -5.452 -8.09 2.427 -5.753
30.725 6.742 6.787 -9.124 14.07 16.22 -0.04494 -20.58 -18.42 17.71 17.59 10.9 -11.7 -9.978 15.19 -3.685
30.73 20.04 18.83 -7.461 18.92 16.9 1.034 -20.13 -19.92 25.93 25.85 18.91 -13.19 -10.07 25.17 -0.6292
30.735 33.53 27.46 -4.584 19.19 10.83 3.056 -14.34 -16.31 21.03 21.28 15.83 -10.64 -7.73 27.06 2.247
30.74 40.18 28.76 -3.775 16.04 2.202 3.73 -8.584 -11.43 7.64 7.826 2.902 -7.035 -3.865 21.66 3.596
30.745 34.25 21.21 -5.618 11.91 -3.146 2.157 -5.708 -7.606 -2.787 -3.341 -8.969 -4.133 0.2697 15.64 4.764
30.75 16.63 7.73 -6.517 8.899 -2.517 0.8989 -3.506 -4.221 -2.112 -3.429 -10.29 -0.9673 4.135 14.74 7.281
30.755 -4.135 -5.258 -3.281 7.64 2.652 1.843 0.3596 0.8354 7.146 5.188 -1.759 2.374 7.011 17.35 9.348
30.76 -17.44 -11.6 2.787 6.876 8 3.506 5.034 6.331 14.83 11.7 6.595 3.957 7.191 16.63 7.101
30.765 -16.9 -9.034 7.64 5.303 9.978 2.921 7.146 8.222 12.81 7.65 5.804 1.495 3.506 7.91 -1.079
30.77 -5.124 -1.124 8.045 2.112 7.281 -1.708 4.315 3.869 1.753 -5.892 -4.66 -5.364 -3.056 -6.202 -12.58
30.775 6.831 4.719 3.685 -4 0.04494 -10.07 -3.685 -4.704 -11.51 -21.02 -17.94 -14.86 -9.528 -18.7 -23.01
30.78 9.348 3.191 -3.236 -13.39 -10.25 -19.64 -14.29 -13.06 -20.63 -30.25 -26.56 -22.95 -12.76 -24.63 -27.96
30.785 2.067 -3.865 -8.719 -23.19 -19.64 -26.11 -22.25 -16.58 -24.36 -32.18 -27.96 -25.06 -11.24 -24.81 -24.99
30.79 -5.753 -8.674 -9.258 -28.85 -23.78 -25.53 -23.24 -14.03 -25.71 -30.51 -24.97 -19.26 -6.292 -24.45 -16.18
30.795 -5.213 -5.303 -5.393 -28.31 -20.76 -17.66 -17.48 -7.474 -28.13 -29.37 -21.37 -9.233 -1.079 -27.24 -8
30.8 3.775 4.404 -0.9888 -23.33 -12.22 -6.562 -9.303 -0.6595 -30.92 -28.14 -17.41 -1.143 0.7191 -30.56 -5.843
30.805 13.21 12.94 1.258 -16.63 -1.843 4.135 -2.022 3.21 -29.75 -22.16 -10.29 1.407 -1.798 -28.49 -9.079
30.81 14.56 13.84 2.067 -8.944 7.101 12.49 3.371 3.913 -21.44 -9.233 0.6155 -0.7914 -6.921 -18.88 -13.48
30.815 5.753 6.472 2.517 -0.9438 12.67 16.63 6.112 2.374 -8.27 6.243 10.38 -5.628 -12.4 -7.101 -16.72
30.82 -7.461 -4.36 1.753 6.517 13.89 14.74 4.854 -1.143 4.539 16.97 13.19 -10.9 -17.26 -0.809 -18.88
30.825 -16.36 -12.22 -0.6292 12.81 11.69 8.225 0.6742 -5.936 13.57 19.96 9.321 -13.89 -20.49 -1.978 -19.06
30.83 -15.46 -13.35 -2.697 16.76 8.944 2.607 -2.157 -9.365 19.46 18.91 5.364 -11.43 -20.04 -4.584 -14.74
30.835 -7.101 -8.944 -1.978 17.57 7.191 2.697 -0.4944 -8.002 23.73 19.17 7.123 -3.078 -13.84 -1.348 -4.854
30.84 1.438 -3.281 1.303 14.92 7.056 8.674 4.494 -2.286 26.47 21.98 14.25 8.266 -2.697 8.899 8.36
30.845 4.854 0.4494 4.989 11.19 7.91 15.64 9.438 3.341 26.2 24.01 20.4 18.03 9.079 20.13 20.85
30.85 3.236 1.798 6.831 8.18 8.18 18.25 10.7 4.441 22.16 20.84 19.08 22.69 16.99 24.9 28.04
30.855 -0.809 1.034 5.034 5.483 5.393 12.76 6.876 0.3517 15.46 11.61 9.585 20.93 18.52 20.76 27.24
30.86 -5.303 -1.978 -0.4944 0.7191 -1.798 0.4944 -0.809 -4.704 9.573 0.9673 -1.671 14.95 15.37 13.75 20.76
30.865 -8.899 -6.831 -7.236 -6.652 -11.24 -12.67 -7.191 -5.672 7.775 -4.309 -6.419 9.936 12.13 12.13 15.46
30.87 -10.7 -11.37 -11.69 -14.34 -18.61 -19.73 -8.315 -0.4836 9.888 -1.671 -1.935 9.585 12.31 18.61 16.18
30.875 -10.88 -14.2 -13.39 -19.82 -21.08 -19.15 -5.753 6.815 11.91 4.133 5.452 11.78 14.74 26.25 20.04
30.88 -11.51 -15.73 -15.19 -22.2 -19.91 -15.51 -4.944 9.497 8.719 5.804 7.035 10.99 14.47 25.62 19.51
30.885 -14.38 -17.35 -18.38 -21.3 -17.26 -13.35 -8.404 3.605 0.2697 0.4397 0 4.397 8.27 14.02 11.51
30.89 -18.88 -18.65 -19.87 -16.81 -13.89 -12.45 -12.85 -7.123 -8.944 -8.002 -10.2 -4.924 -1.978 -1.978 -0.08989
30.895 -22.38 -17.71 -16.04 -8.809 -8.854 -10.11 -13.12 -14.86 -14.16 -13.01 -15.39 -11.7 -10.52 -13.03 -8.629
30.9 -20.94 -12.4 -7.101 0.6742 -1.483 -5.124 -7.685 -14.68 -13.53 -11.43 -11.7 -12.93 -12.85 -13.84 -9.798
30.905 -12.04 -2.472 3.146 8.809 6.831 1.573 1.124 -7.958 -9.124 -5.54 -1.671 -8.881 -8.809 -7.191 -3.865
30.91 3.506 9.258 10.88 12.63 12.49 7.506 9.933 0.3078 -5.528 -1.231 7.298 -2.726 -2.247 -0.9888 4.315
30.915 19.78 17.98 13.71 9.978 10.97 9.753 15.24 6.507 -6.427 -3.605 8.53 1.319 2.517 -1.798 8.36
30.92 29.3 20.09 11.37 2.202 1.483 6.787 15.46 9.717 -12.04 -12.75 1.143 1.407 3.146 -9.978 5.483
30.925 29.03 16.81 6.652 -4.719 -10.29 0.8539 13.03 10.46 -17.93 -22.69 -8.881 -0.6155 1.169 -19.51 -0.4494
30.93 22.47 13.26 3.775 -4.09 -15.73 -3.236 11.15 10.38 -19.06 -26.03 -14.07 -1.495 -0.4494 -24.27 -4.225
30.935 14.92 13.08 4.584 4.854 -10.38 -2.517 10.7 9.673 -13.75 -20.49 -11.34 -0.3517 0.08989 -22.65 -4.225
30.94 9.258 15.06 7.371 16.67 1.978 1.843 9.978 8.002 -5.393 -9.673 -3.957 1.231 2.157 -17.98 -2.787
30.945 5.034 15.15 10.38 23.55 13.53 7.281 8.404 5.672 1.034 0.08793 2.814 2.374 3.865 -13.93 -1.438
30.95 1.348 11.15 13.26 22.02 17.39 12.18 7.461 4.133 2.112 5.012 5.276 3.693 4.764 -12.04 0.08989
30.955 -1.888 4.315 14.83 13.3 12.4 14.25 7.326 4.265 -2.067 4.485 3.341 5.188 5.034 -11.33 2.067
30.96 -3.775 -2.157 12.18 1.483 2.427 11.73 5.843 4.045 -8.315 1.407 0 5.716 4.584 -9.978 3.326
30.965 -3.236 -5.528 4.225 -8.584 -6.607 4.854 1.843 1.495 -12.63 -0.5276 -0.7035 4.836 3.236 -6.652 3.416
30.97 -0.6292 -5.303 -6.022 -14.2 -11.1 -2.742 -3.056 -2.682 -12.81 -0.08793 2.11 3.605 1.348 -1.708 2.517
30.975 0.9888 -4.045 -14.02 -16.36 -11.64 -8.629 -6.292 -5.364 -10.83 0.6155 5.364 2.726 -0.5393 2.427 0.1798
30.98 -1.798 -5.303 -17.39 -18.11 -12.31 -12.58 -7.146 -3.913 -9.663 -0.8793 5.364 1.847 -2.157 4.225 -2.966
30.985 -9.169 -10.11 -16.31 -21.03 -15.33 -15.55 -5.708 0.2198 -10.11 -4.485 1.847 0.8793 -3.596 4.584 -4.494
30.99 -16.9 -15.91 -12.04 -23.24 -19.55 -17.35 -2.607 3.605 -9.933 -7.123 -1.495 -0.3517 -4.674 5.753 -2.966
30.995 -20.22 -18.97 -6.652 -22.79 -21.66 -17.44 0.4045 3.429 -6.697 -6.419 -1.583 -2.99 -5.393 8.27 -0.5393
31 -17.44 -16.58 -2.157 -18.25 -18.65 -15.37 1.483 -0.7914 -0.2697 -2.726 1.143 -7.562 -6.202 10.7 -0.9888
31.005 -9.528 -8 1.124 -8.36 -9.393 -10.7 0.9438 -7.123 7.685 1.671 4.221 -12.57 -7.191 11.06 -4.854
31.01 1.169 5.079 4.27 6.112 4.404 -3.056 0.1798 -12.22 14.74 4.924 4.66 -15.56 -7.64 8.18 -9.258
31.015 11.06 17.84 6.427 20.72 17.98 5.393 -0.7191 -14.42 19.06 6.419 1.583 -15.83 -6.921 2.787 -11.24
31.02 16.09 23.73 5.213 28.49 25.21 11.33 -3.506 -14.6 19.64 6.595 -2.814 -14.51 -4.944 -3.056 -8.989
31.025 14.29 19.15 0.7191 25.98 23.24 13.39 -7.326 -14.03 16.67 6.683 -4.748 -11.43 -2.067 -6.112 -2.067
31.03 7.461 6.607 -2.876 15.28 14.43 13.39 -8.539 -12.57 11.42 7.035 -2.55 -5.452 1.708 -5.303 7.91
31.035 -0.9888 -7.011 -2.157 2.427 3.775 12.22 -5.348 -8.925 4.854 6.331 1.495 2.726 5.663 -2.517 16.27
31.04 -8 -15.55 1.483 -6.966 -4.225 8.629 -0.08989 -3.473 -1.888 3.869 4.133 10.38 8.09 -0.9888 18.61
31.045 -11.78 -16.85 3.91 -10.34 -7.775 1.798 3.73 1.891 -6.157 1.319 4.748 15.04 7.82 -1.978 15.1
31.05 -11.51 -13.53 2.607 -8.135 -7.236 -5.393 4.854 6.639 -6.247 1.231 4.836 16.8 5.753 -4.764 9.708
31.055 -8.629 -10.07 -1.618 -4.09 -4.764 -8.854 4.719 11.78 -3.506 3.341 5.188 16.62 4.225 -8.18 5.393
31.06 -4.854 -9.034 -5.888 -1.393 -1.753 -6.157 4.989 17.89 -1.573 4.66 4.309 15.65 4.584 -11.42 3.056
31.065 -0.5393 -8.584 -6.517 0.4045 1.528 2.112 7.685 23.3 -2.831 3.166 0.7035 14.68 6.202 -13.48 2.247
31.07 5.034 -5.169 -2.112 3.281 5.888 12.45 12 25.02 -5.618 -0.2638 -4.748 13.1 6.831 -13.48 1.618
31.075 10.7 1.303 4.315 7.101 9.933 19.33 14.34 20.62 -6.337 -2.198 -9.321 8.617 4.045 -10.88 -1.708
31.08 12.76 6.382 7.64 9.303 11.15 18.97 10.79 10.68 -2.831 0.4397 -9.849 -0.08793 -2.697 -5.753 -8.539
31.085 9.348 5.798 6.427 8.36 9.169 12.9 2.876 -0.7035 4 7.562 -5.188 -10.11 -10.61 1.528 -15.91
31.09 2.876 0.4944 4.674 6.292 6.787 6.562 -3.506 -7.914 10.43 15.65 2.11 -15.92 -15.01 9.708 -18.97
31.095 -1.618 -4.27 6.292 5.483 6.517 3.416 -4.315 -8.266 12.63 19.35 7.386 -15.12 -13.12 17.17 -16.45
31.1 -1.079 -4 10.16 6.202 8.09 1.573 -1.348 -4.045 9.888 16.53 8.09 -10.29 -6.292 22.74 -10.7
31.105 4.135 1.753 12.04 6.876 9.483 -2.247 1.303 -0.4836 6.247 10.02 6.507 -5.276 0.9888 26.79 -4.764
31.11 10.79 9.528 9.393 6.067 8.449 -7.371 1.708 0 5.888 4.924 6.947 -2.286 5.213 29.12 -0.4494
31.115 15.46 14.92 3.281 3.596 5.213 -10.74 0.3596 -0.7914 8.36 2.462 9.497 -1.319 5.843 27.33 0.4494
31.12 16.54 16.45 -3.281 1.213 2.247 -9.753 -1.169 -0.7914 9.213 -0.1759 9.849 -1.495 4.045 18.7 -1.888
31.125 16.27 16.58 -7.236 1.798 2.337 -4.36 -2.067 0.2638 4.449 -6.507 3.957 -1.759 2.067 4.135 -5.213
31.13 16.9 18.07 -7.82 6.427 5.753 2.382 -3.056 0.4397 -4.809 -16 -7.826 -2.374 0.809 -11.69 -7.191
31.135 17.26 19.6 -8.36 11.33 8.719 4.944 -7.506 -2.55 -13.35 -24.53 -20.66 -5.716 -0.809 -23.19 -8.539
31.14 13.03 16.67 -13.44 11.19 6.427 -0.4045 -17.8 -9.233 -16.27 -27.61 -28.31 -13.45 -4.404 -27.42 -11.6
31.145 2.876 7.326 -22.25 4.449 -1.618 -11.64 -30.38 -17.32 -12.49 -23.83 -27.52 -22.77 -9.888 -25.53 -16
31.15 -8.539 -4.225 -27.46 -5.169 -10.47 -20.85 -36.72 -22.16 -5.843 -16.09 -20.31 -27.7 -14.47 -21.48 -18.43
31.155 -14.47 -10.88 -21.75 -12.4 -14.83 -21.08 -30.88 -19.96 -2.157 -10.02 -12.57 -24.36 -14.56 -18.97 -16.36
31.16 -12.4 -9.034 -5.079 -14.97 -12.67 -12.13 -13.71 -10.55 -3.955 -8.354 -8.09 -13.54 -9.258 -17.62 -9.169
31.165 -5.843 -1.843 15.69 -13.57 -6.652 1.438 8.494 2.77 -7.91 -8.53 -5.452 1.407 -0.4494 -13.48 1.978
31.17 -0.8989 3.685 31.78 -10.25 -1.124 13.84 28.63 15.78 -8.764 -5.716 -0.7035 16.71 8.539 -3.596 14.2
31.175 -2.247 2.292 36.9 -7.506 0.08989 19.87 40.63 25.46 -4.36 1.671 7.211 28.49 14.92 9.618 22.74
31.18 -9.079 -5.663 30.43 -7.146 -3.596 17.3 41.8 29.46 2.382 10.55 15.48 34.12 17.26 21.03 24.36
31.185 -15.19 -14.16 18.52 -7.73 -8.989 9.034 34.56 27.3 7.955 17.23 20.84 33.85 16.18 27.69 21.12
31.19 -14.56 -16.27 9.933 -5.843 -10.7 2.067 24.94 21.02 11.73 21.54 23.04 29.99 13.48 30.92 17.26
31.195 -6.742 -10.29 8.989 0.764 -4.989 1.483 17.3 13.98 16 25.68 23.74 23.39 9.888 33.62 13.66
31.2 2.787 -0.4045 12.49 11.82 7.775 6.966 12.04 7.826 22.34 31.57 24.36 13.81 4.764 36.58 8.18
31.205 8.899 7.955 14.79 24.67 23.46 14.02 8 2.33 29.21 37.64 24.62 1.935 -2.697 37.48 -0.5393
31.21 10.34 12.13 12.72 34.43 35.01 18.02 4.225 -3.693 31.78 38.87 21.81 -9.936 -11.15 32.63 -11.06
31.215 8.449 11.87 6.382 35.24 35.46 14.92 -0.6742 -9.936 25.21 30.16 13.28 -19.52 -17.08 20.49 -20.13
31.22 4.135 7.371 -3.146 23.96 22.02 4.135 -8.539 -15.74 10.29 11.96 0.08793 -25.15 -17.98 4.315 -24.18
31.225 -1.888 -0.6742 -13.8 4.809 0.5843 -10.2 -18.56 -20.36 -5.303 -7.562 -11.96 -25.24 -13.3 -8.989 -20.31
31.23 -8.449 -9.843 -22.7 -11.6 -17.53 -21.12 -27.78 -23.3 -12.09 -18.47 -17.15 -19.43 -5.213 -14.83 -9.438
31.235 -12.67 -16.18 -27.91 -16.72 -23.37 -24.45 -33.66 -23.92 -6.876 -16.36 -14.6 -10.38 2.876 -13.84 2.787
31.24 -12.49 -16.49 -29.26 -9.978 -16.45 -21.21 -35.51 -22.25 5.079 -5.979 -8.442 -2.374 7.82 -9.888 10.25
31.245 -7.101 -10.29 -26.43 1.978 -4.135 -14.83 -32.13 -17.76 15.06 4.309 -3.254 2.814 8.989 -5.843 11.78
31.25 1.258 -0.6742 -18.61 10.74 4.989 -7.191 -22.47 -9.013 17.35 8.969 -0.5276 6.771 8.809 -1.888 11.06
31.255 7.461 6.382 -7.281 11.46 6.472 0.4045 -7.73 3.561 12.63 7.65 0.7035 11.43 10.07 1.708 11.33
31.26 6.742 6.517 3.551 5.573 2.742 6.517 7.191 16.44 5.753 4.221 2.198 16.71 13.21 3.955 13.3
31.265 0.08989 0.4944 11.06 0.1348 -0.2697 10.43 17.98 24.09 2.247 3.078 5.012 21.72 16.63 3.685 16.9
31.27 -6.202 -5.753 16.04 0.4944 1.573 12.67 23.55 24.05 3.82 5.364 8.178 25.06 17.89 0.7191 21.03
31.275 -6.921 -7.146 20.49 6.112 6.831 13.3 25.03 18.95 7.326 8.442 9.321 24.71 15.82 -3.416 23.01
31.28 -2.247 -3.506 23.6 11.06 10.38 11.82 23.6 13.72 8.09 8.354 7.211 19.79 10.25 -6.382 20.49
31.285 3.416 1.258 23.15 10.88 9.079 8.764 20.85 10.99 4.449 4.485 3.078 12.4 2.697 -6.921 14.29
31.29 5.933 3.551 17.48 5.303 4.315 5.708 18.2 10.02 -2.247 -1.231 -0.6155 5.628 -4.404 -6.022 7.281
31.295 4.045 2.157 6.697 -2.787 -0.9438 3.371 14.29 7.079 -9.888 -6.947 -3.166 0.6155 -9.528 -6.562 0.9888
31.3 -0.809 -1.483 -7.236 -10.83 -5.393 0.4045 7.506 -0.9233 -16.94 -12.05 -5.188 -3.869 -12.58 -9.708 -4.764
31.305 -5.124 -4.764 -19.69 -16.99 -8.539 -2.697 -1.528 -13.01 -22.07 -16.27 -6.947 -8.881 -14.56 -13.21 -9.528
31.31 -6.652 -5.438 -25.12 -19.69 -10.16 -3.461 -9.079 -23.96 -24.09 -18.55 -8.178 -13.81 -16.36 -13.75 -12.94
31.315 -5.933 -3.73 -22.2 -19.28 -9.843 -0.5393 -12.85 -28.67 -22.88 -18.64 -9.321 -18.2 -17.89 -10.79 -16.54
31.32 -5.753 -1.618 -14.97 -17.08 -8.09 3.91 -14.65 -26.03 -19.28 -16.27 -10.46 -21.9 -18.52 -6.202 -21.21
31.325 -6.742 -0.1348 -8.629 -13.8 -5.169 6.337 -16.85 -19.7 -13.89 -11.17 -10.55 -24.27 -17.08 -1.528 -24.81
31.33 -6.742 1.528 -5.258 -9.213 -2.067 4.854 -19.69 -13.63 -6.787 -3.341 -8.002 -23.65 -12.67 3.056 -24.09
31.335 -3.596 4.045 -4.225 -3.82 0.08989 -0.3146 -21.66 -9.189 0.9438 5.452 -2.55 -20.05 -5.663 7.64 -18.52
31.34 1.438 6.652 -4.629 0.9438 0.8989 -7.371 -21.12 -5.979 7.281 11.7 3.605 -14.51 1.618 11.33 -10.79
31.345 5.303 8.135 -5.124 3.685 0.8539 -12.49 -16.45 -3.254 10.02 12.84 7.738 -7.562 6.652 12.22 -2.876
31.35 5.483 8.09 -3.551 3.64 0.5393 -12.31 -7.011 -0.1319 7.461 8.178 8.002 1.055 9.169 9.618 4.584
31.355 1.438 6.382 0.7191 -1.124 -1.169 -7.281 4.989 3.737 0.2697 -0.6155 4.573 10.55 11.06 4.494 11.6
31.36 -5.573 2.876 6.022 -10.88 -6.472 -1.573 15.28 8.53 -8.899 -10.02 0 18.99 14.2 0.2697 17.98
31.365 -12.31 -1.618 10.47 -21.93 -14.38 0.809 21.53 14.07 -15.15 -15.65 -1.935 25.15 18.88 0.08989 24.36
31.37 -14.74 -5.124 13.3 -28.13 -20.76 0.3146 24.36 20.27 -15.24 -15.3 0.1759 28.67 23.64 3.236 30.29
31.375 -11.78 -5.708 13.39 -25.8 -21.26 -1.753 24.31 25.72 -10.52 -11.43 4.045 28.93 25.71 4.854 32.63
31.38 -5.573 -3.146 8.899 -16.58 -15.55 -4.315 20.18 27.57 -5.978 -8.617 5.54 24.97 22.83 0.809 28.67
31.385 0.809 1.438 0.2697 -5.843 -6.562 -6.247 12 23.57 -5.258 -8.881 3.605 18.03 15.28 -7.64 19.69
31.39 5.933 6.292 -8.449 1.888 1.798 -6.022 2.157 14.86 -7.865 -10.46 0.2638 10.55 6.382 -15.37 10.25
31.395 8.719 9.124 -12.99 4.18 6.427 -3.416 -6.517 5.276 -10.79 -11.08 -2.286 3.429 -0.5393 -18.07 2.966
31.4 8.36 8.404 -12.4 1.888 6.472 -0.2247 -13.62 -2.286 -11.6 -10.11 -4.309 -4.485 -5.213 -16 -2.427
31.405 5.303 4.899 -8.674 -1.213 4.225 1.438 -19.42 -7.914 -9.663 -8.617 -7.386 -14.42 -9.438 -12.94 -7.551
31.41 1.618 1.438 -4.404 -1.483 2.157 1.124 -23.82 -13.19 -6.382 -7.914 -12.4 -25.24 -15.37 -12.04 -13.39
31.415 -0.8989 0.04494 -2.382 1.753 1.169 -1.258 -27.28 -19.26 -3.596 -8.354 -18.64 -35.09 -22.83 -14.02 -21.21
31.42 -2.427 -0.08989 -3.91 6.157 0.4045 -5.124 -29.53 -25.11 -2.202 -8.881 -23.39 -41.24 -29.57 -16.36 -29.93
31.425 -3.056 -0.9438 -6.292 9.393 -0.2247 -7.64 -27.64 -27.57 -1.708 -7.65 -23.65 -40.45 -32.18 -16 -35.15
31.43 -2.427 -3.011 -4 10.61 0.1798 -4.809 -17.98 -22.95 -0.9438 -4.309 -18.91 -30.51 -27.69 -12.13 -32.18
31.435 -0.5393 -5.483 5.348 9.798 2.337 3.551 -1.258 -9.805 -0.4045 -0.6155 -11.7 -13.63 -16.27 -6.562 -21.3
31.44 1.708 -7.011 17.39 7.416 5.034 12.99 16.54 7.606 -0.5393 1.583 -4.836 4.221 -1.798 -1.079 -7.73
31.445 3.865 -6.652 24.22 5.079 7.416 17.53 28.45 21.72 0.4045 3.781 1.407 18.03 10.34 4.764 3.596
31.45 5.753 -4.135 20.9 5.303 8.989 14.97 30.83 27.3 4.899 8.969 8.617 25.41 16.99 11.96 10.07
31.455 6.562 -0.9438 8.315 8.135 9.888 6.292 24.45 23.7 12.72 17.32 16 25.85 17.53 19.06 11.06
31.46 5.124 0.764 -7.82 10.7 9.169 -4.584 12.63 14.55 20 25.06 20.31 20.22 13.39 22.74 8.18
31.465 2.157 0.6292 -19.33 10.7 7.056 -12.67 0.4944 4.617 22.38 27.7 19.17 11.34 7.191 21.75 4.854
31.47 0.08989 0.4045 -20.4 8.27 4.584 -13.98 -6.966 -2.418 19.28 24.18 13.72 3.254 1.618 18.25 3.685
31.475 0.4494 1.663 -12.76 4.719 3.461 -8.854 -8.899 -5.54 13.26 17.15 8.002 -1.935 -1.438 15.46 3.865
31.48 2.067 3.82 -4.539 1.169 3.685 -1.888 -8.225 -6.507 8.674 11.17 5.979 -3.957 -2.157 15.01 3.326
31.485 2.607 4.944 -2.787 -1.978 4.674 3.146 -7.91 -7.826 7.73 8.881 8.354 -3.078 -0.8989 15.55 2.517
31.49 1.079 3.551 -7.775 -5.393 4.764 5.258 -8.449 -10.2 8.494 8.881 11.43 0.08793 1.348 13.39 3.416
31.495 -2.157 -0.7191 -14.83 -10.2 1.528 4.719 -10.25 -12.27 6.247 6.067 8.793 2.814 3.506 5.753 5.393
31.5 -6.292 -7.101 -19.6 -16.76 -5.843 1.348 -13.89 -13.41 -1.438 -2.814 -2.286 1.495 3.326 -5.753 5.124
31.505 -9.348 -13.21 -19.87 -22.07 -14.97 -3.73 -18.43 -14.03 -11.24 -14.86 -17.5 -4.045 -0.1798 -15.82 1.169
31.51 -9.618 -16.27 -15.24 -22.38 -20.81 -8.225 -20.13 -13.67 -16.45 -23.3 -27.61 -10.11 -5.663 -18.88 -4.854
