    T[sec] F7  F3  F4  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 46.02 46.02 46.02 46.02 46.02 46.02 46.02 45.02 46.02 45.02 45.02 45.02 46.02 46.02 46.02
0 -6.292 -2.067 -0.809 14.38 6.067 6.067 9.393 0.4836 17.89 11.78 1.143 8.53 4.315 10.52 12.67
0.005 -12.94 -4.989 -3.416 18.02 6.382 7.551 9.618 -5.32 25.48 17.15 0.7914 7.474 2.427 17.89 12.4
0.01 -17.08 -5.843 -5.753 19.55 6.831 9.438 8.629 -9.233 28.27 19.7 0.7914 5.1 0.3596 22.65 10.16
0.015 -14.38 -1.213 -5.213 20.63 9.753 11.24 6.921 -8.266 24.18 17.23 -0.7035 1.847 -0.5393 19.69 6.022
0.02 -4.674 8.449 -1.303 22.07 14.11 11.46 6.112 -1.803 13.84 9.233 -6.683 -1.495 0.4494 7.191 1.258
0.025 7.191 18.43 3.775 22.47 16.63 8.989 7.101 6.287 0.9888 -1.319 -16.62 -4.397 2.697 -9.888 -2.067
0.03 15.73 22.74 6.607 18.34 13.71 3.506 6.472 9.629 -10.83 -10.29 -25.85 -8.178 3.596 -23.19 -5.573
0.035 18.43 18.83 4.719 6.472 4.27 -4.674 0.809 6.507 -20.13 -14.86 -28.31 -14.51 1.169 -26.88 -11.87
0.04 15.55 8.944 -0.809 -9.663 -7.73 -12.76 -6.697 2.594 -24.31 -13.63 -21.37 -20.14 -2.607 -21.03 -18.79
0.045 8.539 -1.663 -6.202 -21.03 -14.7 -16.18 -9.348 3.21 -20.67 -6.595 -7.562 -19.17 -3.955 -10.7 -20.4
0.05 -0.6292 -9.124 -7.236 -21.39 -12.85 -13.75 -5.258 6.331 -10.7 2.814 6.243 -11.08 -2.067 -3.955 -16.45
0.055 -9.978 -12.85 -3.236 -14.88 -6.472 -8.27 1.348 7.606 -1.348 7.914 12.93 -1.319 0.1798 -6.292 -12.94
0.06 -17.53 -14.61 2.427 -9.843 -3.775 -3.146 7.955 6.155 1.213 5.012 11.17 5.188 0.4494 -15.37 -13.03
0.065 -20.85 -14.83 6.112 -9.528 -6.921 1.618 13.48 3.649 -1.663 -2.462 6.419 8.705 -0.6292 -22.38 -13.21
0.07 -17.17 -11.82 6.787 -10.74 -10.7 6.607 16.63 0.5716 -4.764 -7.738 5.804 10.73 -1.528 -20.76 -9.798
0.075 -5.933 -4.225 6.337 -10.25 -9.663 10.34 15.91 -1.539 -5.438 -8.178 10.55 12.05 -1.348 -11.78 -3.056
0.08 7.371 5.303 6.831 -7.64 -4.854 11.24 13.62 0.2198 -5.393 -6.243 16.09 13.72 0.08989 -2.157 5.393
0.085 14.29 11.06 8.135 -5.079 -0.4045 10.2 12.67 4.748 -6.921 -4.748 17.59 16.27 2.067 2.966 14.56
0.09 9.978 9.124 8.719 -4.989 0.1798 9.303 12.18 6.815 -10.74 -4.309 14.68 17.59 2.607 3.865 21.39
0.095 -1.708 1.573 7.281 -8.225 -2.472 10.29 10.11 4.529 -15.55 -4.133 10.64 14.86 0.6292 3.416 22.65
0.1 -11.51 -4.989 4.539 -10.79 -4.404 13.8 8.135 2.242 -16.94 -2.022 9.145 9.673 -1.618 5.124 20.4
0.105 -12.58 -5.213 2.831 -7.011 -0.1348 19.1 8.989 3.429 -10.74 3.957 11.7 6.859 -1.348 10.34 20.13
0.11 -6.022 0.1348 3.596 3.146 9.933 22.34 10.7 5.672 1.483 12.4 15.56 7.562 1.528 16.81 22.56
0.115 0.3596 4.36 5.169 11.1 17.44 18.74 9.079 5.936 11.91 17.5 15.56 8.354 3.865 20.85 23.1
0.12 -1.079 0.4494 3.82 7.775 13.12 7.551 3.371 4.441 13.48 15.04 9.233 6.771 3.955 21.03 19.51
0.125 -11.96 -11.91 -2.517 -5.573 -2.292 -5.618 -3.91 0.5276 7.281 7.211 -0.9673 3.869 2.966 19.33 15.1
0.13 -24.99 -25.03 -11.64 -18.79 -18.29 -15.1 -11.42 -7.211 0 -0.6155 -10.82 0.7035 3.146 17.17 12.04
0.135 -29.48 -29.21 -18.07 -23.1 -24.85 -19.24 -17.44 -15.43 -3.236 -5.452 -17.59 -2.726 4.854 12.94 8.809
0.14 -20.31 -20.4 -17.75 -16.81 -19.73 -19.82 -18.38 -16.44 -1.393 -6.859 -20.22 -5.364 7.101 5.573 4.135
0.145 -2.787 -3.371 -10.97 -3.91 -7.146 -18.02 -13.21 -7.87 3.865 -4.573 -17.23 -5.628 8.449 -2.517 -0.4494
0.15 12.22 12.09 -1.978 8.764 6.157 -14.56 -6.202 2.594 9.933 0.7914 -9.057 -4.573 7.191 -6.742 -4.494
0.155 16.54 18.25 4.18 14.7 13.62 -10.65 -3.326 7.606 13.26 5.892 -0.08793 -5.54 3.236 -5.124 -8.629
0.16 10.34 13.98 5.393 11.82 12.49 -7.551 -5.169 6.375 11.96 6.683 4.573 -8.617 -1.079 -0.08989 -11.33
0.165 0.5393 4.629 3.416 4.315 6.697 -4.674 -8.27 1.583 8.135 2.99 3.341 -11.17 -2.876 4.674 -9.978
0.17 -5.124 -2.382 1.663 -1.393 2.921 -2.112 -10.2 -3.21 5.393 -1.671 -0.7035 -12.05 -2.427 7.281 -6.112
0.175 -3.236 -3.056 1.888 -3.326 4.27 -0.9888 -10.34 -4.309 5.843 -3.781 -3.429 -12.93 -2.876 8 -5.393
0.18 3.775 1.483 2.787 -2.742 8.045 -1.483 -8.629 0.4836 8.539 -1.935 -2.198 -14.6 -6.742 8.449 -9.978
0.185 9.079 6.157 1.573 -1.258 10.43 -2.202 -6.562 5.276 11.24 2.374 1.319 -15.74 -12.76 9.438 -16.36
0.19 7.011 5.843 -3.371 0.1348 8.854 -2.472 -7.865 1.143 11.64 5.188 1.671 -16 -17.71 8.629 -20.67
0.195 -2.427 -0.9438 -10.79 -0.1798 1.888 -3.685 -13.35 -11.7 8.494 2.814 -5.012 -16 -19.42 2.966 -22.11
0.2 -13.57 -10.88 -16.81 -2.607 -7.955 -5.843 -17.75 -22.86 3.775 -2.902 -15.48 -14.77 -16.99 -6.292 -20.49
0.205 -18.79 -17.26 -17.62 -3.191 -14.02 -5.663 -15.24 -23.74 2.517 -5.452 -20.49 -10.64 -11.87 -12.85 -15.91
0.21 -14.47 -14.92 -11.55 1.169 -10.47 -0.4944 -6.157 -15.12 6.652 -1.055 -15.48 -4.309 -6.292 -12.13 -10.7
0.215 -2.607 -4 -0.764 8.225 -0.6742 7.011 4.494 -2.814 10.2 3.781 -6.595 0.5276 -2.787 -8 -9.079
0.22 10.88 9.753 10.11 10.38 5.079 11.55 12.18 8.002 3.82 -1.143 -4.309 2.55 -1.079 -9.528 -10.88
0.225 19.96 19.28 16.81 3.416 0.4494 9.438 14.2 12.88 -15.01 -19.08 -12.4 2.902 0.4494 -21.66 -12.31
0.23 22.02 20.9 17.26 -9.753 -11.33 1.258 9.753 9.321 -37.3 -40.98 -23.92 2.462 2.427 -38.65 -10.97
0.235 19.42 16.76 12 -22.07 -21.17 -9.303 -0.1348 0.6155 -49.35 -51.97 -27.7 0.6155 3.146 -47.82 -8.539
0.24 16.99 12 3.64 -26.83 -21.71 -16.94 -11.33 -7.518 -43.6 -43.62 -17.15 -2.286 1.079 -40.18 -6.921
0.245 16.9 10.29 -4.764 -21.8 -12.27 -17.71 -19.46 -13.63 -24.31 -20.14 2.638 -4.309 -2.966 -18.25 -5.483
0.25 16.36 10.83 -11.28 -10.83 0.4494 -12.36 -23.87 -18.6 -5.034 3.605 18.11 -4.485 -6.202 4.045 -3.865
0.255 11.15 9.798 -15.42 -1.124 8.18 -6.697 -24.63 -21.06 2.382 13.98 18.47 -3.517 -6.472 12.31 -2.157
0.26 1.258 4.989 -16.99 3.596 7.91 -5.348 -20.94 -17.02 -2.562 9.761 6.331 -1.671 -3.326 4.135 0.1798
0.265 -8.719 -1.528 -15.28 7.056 5.393 -6.966 -12.81 -7.386 -9.393 2.286 -5.188 1.231 1.618 -9.079 4.584
0.27 -12.94 -5.483 -9.888 13.98 7.64 -7.506 -3.326 2.154 -7.056 3.341 -5.892 3.693 5.483 -12.76 8.899
0.275 -8.719 -4.27 -2.157 23.24 13.93 -5.169 4.315 7.123 5.079 13.63 2.814 3.517 5.753 -2.067 9.888
0.28 1.528 0.764 5.483 28.18 16.94 -0.764 9.303 8.222 17.8 24.01 11.96 1.495 2.697 16 7.371
0.285 12.4 6.157 11.15 24.49 12.09 4.404 12.85 7.738 22.11 26.03 14.6 1.055 -0.4494 29.93 5.483
0.29 18.52 8.944 13.98 14.2 2.382 8.629 15.37 7.738 16.67 18.47 10.02 4.221 -0.6292 33.08 6.742
0.295 17.71 7.955 13.62 3.146 -5.573 9.483 16.13 9.761 7.146 6.595 2.638 9.233 2.517 26.61 10.16
0.3 10.88 3.73 10.61 -4.09 -7.865 6.427 14.92 13.45 0.4944 -2.638 -2.726 13.63 6.831 16.54 12.85
0.305 0.8989 -2.337 6.337 -6.382 -5.933 1.798 12.49 16.14 -0.3146 -5.716 -3.781 16.09 9.978 8.809 13.03
0.31 -9.888 -9.034 2.517 -5.753 -3.775 -1.348 9.438 15.21 3.281 -3.254 -2.022 15.83 10.34 5.573 9.528
0.315 -19.15 -14.29 0.04494 -4.854 -3.775 -1.933 5.393 11.65 8.315 1.671 0.4397 11.96 7.551 5.753 1.888
0.32 -23.19 -15.37 -0.3596 -3.371 -3.91 -0.04494 0.8989 7.167 13.08 6.947 3.429 5.012 2.337 7.73 -7.281
0.325 -18.88 -10.43 1.618 1.169 -0.4494 3.551 -3.596 1.583 17.08 11.17 6.507 -3.078 -3.685 9.438 -14.38
0.33 -7.64 -1.213 4.584 8.494 6.112 6.382 -8.809 -6.067 18.52 11.7 6.771 -11.26 -8.719 8.539 -18.07
0.335 4.135 6.607 4.764 12.94 9.213 4.764 -14.65 -14.51 14.56 5.892 1.143 -18.91 -11.78 2.787 -19.96
0.34 9.528 8 -0.1798 9.753 3.191 -2.247 -18.74 -19.61 5.034 -4.573 -7.826 -23.48 -12.22 -6.202 -20.31
0.345 6.652 2.787 -8.09 0.1798 -8.584 -9.843 -17.12 -17.72 -4.989 -12.84 -12.49 -21.19 -9.438 -13.57 -16.9
0.35 -1.258 -4.045 -13.26 -8.584 -16.4 -12 -8.36 -8.486 -9.933 -13.19 -7.386 -11.43 -3.416 -15.19 -8.899
0.355 -8.629 -7.191 -11.69 -11.06 -13.57 -6.742 4.764 4.397 -9.034 -6.595 4.748 2.022 4.315 -12.22 2.067
0.36 -10.88 -4.899 -3.64 -7.101 -2.337 3.101 17.35 15.39 -6.921 0.3517 15.83 14.51 11.69 -9.348 13.75
0.365 -7.281 0.5393 6.876 -1.303 8.764 12.36 25.44 19.65 -8.989 1.583 19.26 23.21 17.44 -9.708 23.91
0.37 -0.5393 5.528 13.98 1.348 12.27 16.4 26.88 16.88 -15.33 -2.726 15.39 27 20.58 -11.24 29.93
0.375 5.483 7.775 12.99 -0.08989 8 12.94 21.08 10.9 -20.72 -6.859 10.55 25.5 20.49 -8.539 29.75
0.38 8.899 7.596 4.584 -2.337 2.652 4.539 10.47 5.364 -18.29 -4.133 11.34 19.7 16.54 2.157 24.99
0.385 9.438 6.247 -5.079 -0.809 2.652 -3.101 -0.2247 1.495 -6.112 6.331 17.85 12.13 9.708 18.25 19.96
0.39 6.652 3.056 -9.843 4.045 7.056 -5.798 -7.551 -1.583 9.708 18.29 23.13 4.309 2.157 31.19 16.99
0.395 -0.3596 -4 -8.584 7.281 8.629 -4.135 -10.56 -5.144 20.22 23.39 19.79 -3.341 -4.045 34.07 14.83
0.4 -10.16 -14.61 -4.539 5.034 2.562 -0.4494 -9.843 -9.189 21.21 19.35 8.354 -9.585 -8 28.04 11.33
0.405 -17.44 -23.51 -0.764 0 -7.551 4.135 -5.393 -11.34 15.96 10.99 -3.517 -12.13 -9.169 20.13 5.933
0.41 -16.36 -24.22 1.618 -2.427 -12.81 9.438 1.663 -8.178 10.74 4.397 -9.585 -10.2 -7.91 15.82 -0.9888
0.415 -6.382 -15.1 2.607 1.258 -7.91 14.29 8.225 0.2638 9.438 2.286 -9.233 -6.243 -5.753 14.47 -7.91
0.42 7.191 -1.303 2.787 9.393 4.899 17.03 11.55 9.497 12.13 3.869 -6.243 -2.814 -3.775 12.4 -11.87
0.425 16.9 8.989 3.64 17.26 17.62 16.9 11.28 13.63 16.27 7.386 -3.693 -1.231 -2.607 8.36 -10.88
0.43 17.53 10.25 5.618 19.6 22.25 14.02 8.674 10.29 19.19 10.9 -2.55 -1.847 -2.517 3.955 -7.64
0.435 9.438 3.191 6.831 14.29 16.09 8.27 4.809 2.022 17.93 11.34 -2.814 -4.748 -3.506 1.258 -7.281
0.44 -1.348 -6.022 5.843 3.64 3.73 0.9438 1.438 -5.32 11.24 6.419 -4.924 -8.178 -5.303 -1.079 -11.24
0.445 -6.921 -10.25 4.135 -6.607 -7.101 -4.944 1.258 -6.287 0.2697 -4.133 -9.321 -8.617 -6.202 -6.921 -15.55
0.45 -3.685 -6.742 4 -12.4 -11.33 -6.966 4.809 0.9233 -11.87 -16.97 -15.12 -4.573 -4.135 -18.25 -15.64
0.455 4.225 0.809 5.528 -12.54 -8.494 -5.708 8.944 11.39 -20.36 -25.59 -18.55 1.935 0.4494 -31.28 -10.79
0.46 9.888 6.831 7.64 -8.09 -1.483 -2.966 10.7 16.71 -20.67 -24.01 -14.51 7.474 4.854 -37.75 -3.865
0.465 9.169 8.539 10.07 -0.4045 6.427 0.4045 10.07 12.35 -12.58 -12.13 -2.638 9.761 5.843 -33.17 0.8989
0.47 3.506 7.371 12.45 7.775 12.67 3.73 8.629 1.495 -2.247 2.11 10.2 8.178 2.337 -21.84 0.2697
0.475 -2.337 6.337 12.49 13.35 15.28 5.169 6.157 -8.486 2.337 9.233 15.04 3.517 -3.326 -13.3 -4.494
0.48 -3.596 7.326 8.09 15.33 15.1 4.09 2.022 -12.71 -1.213 7.035 9.673 -0.7035 -6.742 -11.87 -7.64
0.485 1.438 10.2 0.4494 15.19 15.06 2.247 -2.876 -10.46 -7.551 2.55 1.407 -0.5276 -4.135 -12.58 -2.697
0.49 9.258 12.54 -7.056 14.88 16.94 2.022 -6.966 -4.617 -8.674 4.66 0.1759 4.66 4.315 -7.281 9.438
0.495 13.48 11.28 -11.69 14.29 19.87 3.685 -9.348 0.5716 -1.618 15.39 9.321 11.26 14.11 6.562 21.39
0.5 10.7 5.888 -12 12.9 20.99 5.708 -8.809 2.33 9.393 27.87 23.04 14.6 19.15 22.56 25.89
0.505 4.045 -0.08989 -7.775 11.19 18.38 6.697 -4.539 1.627 16.99 32.98 30.95 13.01 16.36 30.47 21.75
0.51 -0.08989 -2.517 -1.034 9.348 12.09 5.303 1.438 0.7035 16.22 26.2 26.73 7.123 7.551 24.99 12.4
0.515 0.9888 -0.7191 3.865 6.876 3.281 0.1798 4.449 0.04397 8.18 11.17 12.05 -1.495 -2.876 11.15 2.427
0.52 4.404 1.528 4.18 2.427 -6.157 -7.551 1.708 -2.726 -1.079 -3.781 -4.748 -10.46 -11.15 -0.7191 -4.225
0.525 5.393 0 1.663 -4.225 -15.37 -14.38 -4.404 -7.255 -6.292 -13.1 -17.15 -16.62 -15.01 -4.494 -6.562
0.53 1.708 -6.607 -0.3146 -13.26 -24.4 -17.35 -9.348 -10.07 -7.82 -18.64 -25.32 -18.91 -14.65 -3.685 -7.191
0.535 -4.045 -14.7 -1.528 -22.88 -33.35 -17.3 -11.46 -7.782 -9.978 -26.03 -33.68 -19.08 -11.87 -7.011 -9.528
0.54 -6.112 -17.98 -4.09 -29.53 -39.42 -16.9 -11.96 -1.319 -15.28 -36.84 -43.62 -18.91 -9.079 -18.07 -13.75
0.545 -0.6292 -12.27 -8.539 -29.62 -39.24 -17.26 -12.04 4.88 -21.44 -46.34 -50.65 -18.38 -7.551 -31.55 -17.44
0.55 9.258 -0.04494 -13.08 -23.82 -32.27 -17.75 -12.13 6.199 -24.36 -48.1 -48.54 -16.88 -7.371 -38.29 -18.97
0.555 15.19 10.34 -15.24 -17.21 -22.65 -17.75 -12.18 0.7035 -22.02 -40.01 -35.61 -14.68 -8.09 -33.44 -19.33
0.56 11.42 11.78 -13.48 -14.34 -15.78 -16.45 -11.19 -8.881 -16.4 -25.76 -16.09 -11.26 -8.449 -19.78 -18.34
0.565 1.348 4.539 -7.685 -14.97 -13.71 -12.31 -7.326 -16.14 -10.97 -11.78 2.638 -5.452 -7.281 -4.854 -14.74
0.57 -6.382 -4.494 -0.4944 -15.96 -13.93 -5.124 -0.9438 -15.96 -8.809 -2.726 14.77 2.11 -3.775 4.225 -8.36
0.575 -6.292 -8.944 3.236 -15.46 -12.85 3.011 4.449 -8.661 -10.43 0.3517 18.99 9.057 0.809 5.573 -1.438
0.58 -0.6292 -7.685 1.528 -13.8 -8.584 9.618 6.427 0.1319 -13.75 0.5276 18.82 13.63 4.944 2.337 3.955
0.585 3.685 -4.584 -2.382 -12.9 -2.876 13.75 6.112 5.276 -15.73 0.8793 18.11 16.27 7.82 -1.169 7.73
0.59 0.9888 -4.045 -3.775 -14.47 0.3596 14.07 5.213 6.463 -15.73 1.583 17.32 17.41 9.798 -3.596 9.978
0.595 -8.449 -7.506 -1.888 -17.66 -1.663 8.674 3.326 6.463 -14.88 0.3517 13.81 16.18 11.06 -5.124 10.88
0.6 -18.61 -11.87 0.4494 -18.79 -7.775 -1.843 -0.3596 8.002 -13.84 -2.814 6.859 12.22 11.06 -5.034 11.78
0.605 -21.84 -12.27 1.348 -13.57 -12.63 -12.63 -4.404 11.34 -10.7 -5.1 -0.4397 7.298 9.708 -0.8989 14.47
0.61 -15.19 -6.607 1.303 -1.843 -11.28 -17.12 -5.708 14.55 -3.326 -2.55 -3.429 3.781 8 8.36 18.25
0.615 -2.517 2.697 1.573 12.13 -2.876 -12.49 -2.876 14.73 7.865 5.804 0.2638 2.814 7.191 20.67 20.58
0.62 9.978 11.69 3.596 23.82 9.978 -0.6742 4.18 10.82 20.22 18.11 9.497 5.188 7.91 31.73 20.94
0.625 18.43 17.93 8.315 31.42 23.91 14.29 13.89 5.408 30.11 29.9 20.22 10.73 9.978 37.48 21.66
0.63 21.12 20.76 15.1 34.7 35.37 28.36 23.46 2.858 34.65 37.28 27.52 17.15 11.87 36.4 23.55
0.635 17.8 19.82 21.3 33.93 41.71 38.02 29.3 5.54 32.85 38.51 28.93 20.4 11.51 30.38 24.99
0.64 9.348 15.28 24.76 29.26 42.16 42.74 29.89 10.95 27.73 35.53 25.94 18.38 8 23.28 23.46
0.645 0.08989 9.303 25.89 22.74 38.29 43.69 26.88 14.25 22.97 31.04 21.28 11.96 2.607 18.07 17.71
0.65 -5.213 5.169 24.58 16.18 31.51 40.09 21.21 12.44 19.51 24.97 14.95 2.814 -2.876 13.66 6.292
0.655 -5.393 4.09 18.38 10.02 21.71 28.67 11.82 5.012 14.74 14.33 4.045 -8.705 -8.27 6.742 -10.52
0.66 -3.596 3.685 5.483 3.011 8.494 8.764 -1.663 -5.364 6.157 -1.935 -11.87 -20.58 -13.66 -3.596 -28.67
0.665 -5.124 -0.1798 -11.06 -5.393 -6.831 -14.02 -15.24 -14.38 -4.764 -19.7 -27.96 -28.67 -17.89 -13.93 -40.45
0.67 -13.03 -10.2 -24.67 -15.19 -21.57 -30.43 -23.46 -18.42 -13.17 -31.22 -36.32 -28.75 -17.71 -19.78 -40.9
0.675 -25.26 -24.67 -30.65 -24.4 -31.6 -35.1 -23.82 -16.53 -14.65 -30.95 -31.92 -20.49 -11.33 -19.24 -30.92
0.68 -35.33 -37.17 -28.81 -28.94 -33.89 -29.26 -18.16 -11.08 -8.629 -19.43 -16.71 -6.947 -0.2697 -14.83 -15.64
0.685 -35.96 -40.18 -22.2 -25.12 -27.42 -19.1 -10.11 -5.276 1.213 -3.605 0.5276 6.419 10.43 -11.51 -1.528
0.69 -26.34 -31.33 -15.28 -14.2 -15.82 -11.55 -4.494 -0.7035 8.09 6.683 9.761 13.98 15.64 -12.85 5.124
0.695 -13.39 -15.91 -11.87 -2.382 -5.663 -10.92 -4.449 1.539 7.326 6.155 6.595 12.31 13.12 -17.98 2.517
0.7 -5.303 -2.292 -12 3.596 -1.303 -15.01 -9.124 1.099 -0.1798 -2.462 -3.517 4.045 5.933 -21.39 -4.494
0.705 -4.404 4.944 -11.6 2.697 -2.157 -16.49 -13.35 -1.099 -8.809 -10.64 -10.46 -3.341 0.1798 -18.43 -7.371
0.71 -6.202 7.551 -7.056 -1.753 -3.191 -10.16 -12.81 -2.77 -13.62 -11.87 -8.09 -4.485 0.2697 -9.528 -1.798
0.715 -4.674 10.25 0.6292 -4.809 -0.809 3.101 -7.551 -2.066 -13.44 -5.979 1.671 0.2638 4.674 0.1798 9.169
0.72 2.787 16.18 7.955 -3.146 6.337 17.26 -0.1348 0.04397 -9.483 3.254 12.66 6.595 7.82 7.64 19.24
0.725 13.84 24.67 12.54 3.82 15.82 27.42 6.652 1.099 -2.472 12.57 20.66 10.29 5.303 14.11 23.82
0.73 22.74 31.46 13.89 12.58 23.19 30.25 10.79 -0.7474 6.472 20.49 24.53 8.705 -2.787 22.74 21.39
0.735 23.46 31.46 11.37 18.25 23.91 24.13 9.978 -5.979 15.6 25.68 24.62 1.935 -12.4 32.72 13.21
0.74 14.74 22.7 5.438 18.02 16.67 10.47 4.674 -11.74 21.26 26.29 20.84 -6.155 -18.43 39.1 3.596
0.745 1.169 8.27 -0.8989 13.3 4.494 -5.618 -0.7191 -13.54 21.21 21.1 12.22 -9.936 -17.26 36.22 -2.337
0.75 -10.16 -5.663 -3.865 7.191 -6.921 -18.2 -2.022 -7.65 15.73 10.38 -1.055 -6.595 -8.809 23.37 -3.236
0.755 -14.74 -14.25 -2.202 2.022 -13.3 -24.09 0.9438 4.792 8.36 -2.11 -15.74 1.583 3.326 7.101 -1.348
0.76 -12.13 -15.51 2.112 -0.9888 -12.94 -23.64 5.483 17.32 4.36 -10.29 -25.32 9.585 14.2 -2.517 0.809
0.765 -4.944 -10.74 6.382 -1.034 -7.101 -19.37 8.045 23.61 6.292 -10.11 -25.24 13.1 19.6 -0.6292 2.157
0.77 2.427 -3.371 7.506 0.6292 -0.1348 -14.7 6.157 21.32 11.15 -4.221 -18.03 10.2 17.98 7.82 1.169
0.775 5.843 2.067 3.596 2.157 2.697 -12.63 -0.5843 13.28 12.36 0.08793 -11.26 1.231 10.43 11.96 -3.865
0.78 4.404 3.281 -4 2.067 0.04494 -12.67 -9.303 4.177 6.202 -2.286 -10.29 -9.673 -0.08989 5.034 -12.13
0.785 1.438 1.573 -10.29 1.438 -5.079 -10.56 -14.74 -3.078 -4.18 -9.673 -13.72 -16.97 -9.708 -10.25 -19.42
0.79 1.169 0.1798 -11.37 1.483 -7.64 -3.91 -14.83 -7.738 -12.54 -15.92 -16.09 -18.47 -15.46 -25.53 -22.83
0.795 4.315 1.169 -8.719 2.022 -5.348 4.36 -12.9 -11.61 -15.24 -17.06 -14.07 -16.8 -17.26 -34.34 -22.02
0.8 8.539 4.09 -6.831 2.787 0.1348 8.629 -13.53 -16.53 -13.53 -13.98 -9.585 -15.48 -17.08 -35.96 -17.8
0.805 11.51 7.191 -7.775 4.315 5.393 6.517 -17.35 -21.5 -11.37 -10.64 -6.947 -15.48 -16.36 -33.35 -10.97
0.81 12.04 8.584 -9.798 6.112 7.685 0.08989 -20.94 -23.57 -11.46 -10.38 -8.354 -15.56 -14.74 -29.39 -3.685
0.815 9.798 6.652 -10.11 6.652 5.618 -5.618 -21.35 -21.02 -12.99 -12.05 -10.82 -14.6 -11.78 -23.55 1.348
0.82 5.213 1.169 -7.056 4.449 1.169 -6.517 -16.76 -15.65 -12.18 -10.99 -7.826 -11.34 -8 -13.57 3.775
0.825 0.1798 -5.753 -0.3596 -0.1348 -2.247 -0.9438 -7.281 -10.24 -6.247 -3.957 3.957 -5.188 -3.955 0.2697 5.393
0.83 -3.146 -10.7 7.91 -5.393 -2.742 7.82 4.629 -5.628 1.933 6.419 19.35 3.166 0.5393 12.76 7.73
0.835 -3.146 -10.79 14.07 -9.079 -1.618 13.93 14.25 0.04397 6.292 12.57 27.79 11.7 5.753 17.8 10.61
0.84 1.618 -5.034 15.87 -9.888 -0.809 13.35 19.46 8.09 3.191 10.02 23.39 19.08 11.87 14.38 14.02
0.845 11.24 5.169 14.65 -7.461 -1.348 7.685 21.53 18.38 -5.303 1.143 10.38 25.15 18.07 7.91 17.89
0.85 21.66 15.64 12.9 -4.045 -3.101 1.393 22.16 27.66 -12.81 -6.771 -1.143 28.4 21.84 4.494 20.22
0.855 25.89 20.63 10.43 -2.742 -5.438 -2.831 20.85 31.04 -15.15 -8.705 -4.133 26.2 20.13 5.303 17.53
0.86 19.42 16.99 5.888 -4.315 -6.831 -4.899 16.22 25.15 -11.46 -4.66 0.7914 18.2 12.49 6.831 9.978
0.865 4.854 7.236 -0.08989 -5.483 -5.124 -4.629 9.213 11.83 -4.944 1.055 7.211 8.266 2.697 5.034 1.978
0.87 -9.528 -2.517 -4.944 -3.596 -0.08989 -2.292 2.472 -2.638 0.3596 3.869 8.53 1.143 -3.416 -0.5393 -1.888
0.875 -16.54 -7.685 -6.742 0.1348 5.528 0.6292 -2.427 -11.83 2.157 2.638 4.485 -1.407 -3.236 -5.663 -0.9888
0.88 -14.83 -7.865 -5.303 2.112 8.09 3.011 -4.315 -13.94 1.618 0.9673 0.8793 -1.143 0.6292 -5.213 2.427
0.885 -8.719 -5.528 -0.9438 0.08989 6.921 4.944 -2.472 -11.17 1.843 3.341 3.254 -0.6155 3.146 1.888 5.124
0.89 -4.494 -3.596 4.584 -4.135 3.865 7.191 1.438 -6.419 4.27 9.497 10.55 -2.55 0.6292 9.888 3.146
0.895 -5.753 -3.056 7.775 -6.966 2.157 8.494 3.955 -2.242 7.191 14.68 15.3 -7.914 -6.292 11.24 -4.854
0.9 -10.43 -2.876 6.022 -5.393 3.865 7.775 2.697 -0.5276 7.91 14.07 11.87 -14.51 -13.84 3.146 -15.82
0.905 -12.76 -1.393 0.6292 0.04494 7.91 5.393 -1.124 -1.363 5.213 7.298 1.495 -18.29 -17.89 -10.34 -24
0.91 -9.528 0.764 -4.899 3.91 9.888 2.562 -4.629 -4.001 -0.4045 -2.286 -9.233 -17.59 -16.99 -22.56 -26.61
0.915 -3.596 0.764 -8.27 0.4944 5.708 -0.809 -6.202 -6.771 -7.506 -11.26 -14.51 -14.07 -13.03 -29.3 -25.08
0.92 -0.1798 -3.596 -8.584 -10.11 -4.629 -3.91 -5.303 -7.474 -13.12 -16.71 -12.93 -9.409 -8.719 -29.93 -21.21
0.925 -1.079 -10.11 -5.483 -20.9 -15.06 -4.36 -1.213 -3.957 -14.52 -17.76 -7.123 -3.078 -4.135 -25.26 -14.74
0.93 -3.506 -13.62 0.3146 -23.96 -18.83 -0.5843 4.989 4.529 -11.06 -14.68 -1.055 5.452 1.798 -16.27 -5.663
0.935 -3.506 -10.61 5.933 -17.3 -13.8 4.944 10.02 14.07 -4.404 -8.442 3.078 13.98 8.989 -3.955 3.506
0.94 0.6292 -1.933 8.494 -5.258 -3.685 8 10.29 18.07 2.697 0.1759 6.331 18.55 14.56 9.978 10.25
0.945 7.371 7.91 8.045 5.708 5.753 6.337 6.022 12.66 8.674 9.761 10.2 17.5 15.46 22.2 13.21
0.95 12.67 14.2 6.292 11.55 10.43 0.6292 -0.4944 1.671 12.13 17.41 13.63 11.7 11.6 28.22 12.85
0.955 12.85 13.89 3.461 11.6 9.483 -6.022 -7.146 -7.035 12.72 19.79 13.37 4.66 5.573 26.52 10.52
0.96 8.09 7.91 -1.169 8.989 5.438 -10.07 -11.73 -7.606 11.06 16.88 8.617 0.7914 1.258 20.94 9.258
