    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 -0.3517 -3.122 -1.759 -0.04397 1.055 -2.462 3.341 -3.078 -0.4836 0.1759 -0.7914 0.7914 1.407 -3.254 -5.012 -6.243
0.005 -2.198 -3.693 -3.781 -1.143 -1.671 -4.441 1.011 -4.748 -1.231 -1.759 -2.902 -0.8793 -0.7035 -2.286 -5.716 -10.02
0.01 -1.055 -1.231 -3.341 -0.9233 -1.979 -0.6595 0.9233 -3.122 0.04397 -4.045 -0.5276 1.407 -0.08793 1.319 -3.517 -9.497
0.015 1.759 2.286 -0.9673 0.4397 -0.3517 6.595 2.022 0.2638 2.726 -6.771 4.573 5.364 0.7914 3.781 0.08793 -7.298
0.02 3.693 4.265 1.715 2.198 1.143 12.05 2.594 3.034 5.32 -9.145 8.53 7.738 0.4397 3.254 3.254 -5.628
0.025 2.55 3.341 3.21 3.385 1.011 11.48 1.891 3.693 6.639 -9.936 8.09 7.211 -0.7035 1.583 4.66 -4.309
0.03 -0.8793 0.5276 2.814 3.473 -0.8354 5.144 0.2638 2.462 5.979 -7.914 3.693 4.485 -0.5276 1.319 4.309 -2.022
0.035 -4.573 -2.154 0.5276 1.979 -3.21 -2.726 -1.363 0.3957 3.298 -3.517 -1.231 1.759 2.11 3.254 2.902 1.231
0.04 -6.331 -3.385 -2.682 -0.7474 -4.66 -7.43 -2.198 -1.143 -0.3957 1.495 -3.078 1.231 6.243 5.716 2.198 4.397
0.045 -5.188 -2.682 -5.144 -3.473 -3.957 -6.639 -1.363 -1.055 -3.385 5.628 -0.08793 4.221 9.761 6.331 3.429 6.067
0.05 -1.759 -0.5276 -4.968 -4.617 -0.7914 -1.759 1.407 0.7914 -4.089 8.53 5.628 9.321 10.99 4.485 6.595 5.54
0.055 2.462 1.979 -2.154 -3.869 3.473 3.605 5.1 3.298 -2.682 10.29 9.849 12.75 9.497 1.583 9.409 3.166
0.06 5.628 3.781 1.407 -2.55 6.639 6.155 7.826 4.529 -0.7914 10.64 9.409 11.52 6.507 -0.3517 9.145 0.4397
0.065 6.683 4.309 3.517 -2.022 6.947 5.056 8.002 3.429 0.1319 8.354 4.397 5.364 3.078 -0.8793 4.66 -1.583
0.07 5.979 4.001 3.254 -2.902 4.617 1.715 5.364 0.5716 -0.1759 3.781 -2.198 -3.341 -0.3517 -1.319 -2.286 -3.341
0.075 4.309 3.429 1.187 -4.704 1.319 -1.935 0.6595 -2.594 -1.407 -1.143 -7.738 -11.52 -4.133 -2.902 -8.53 -6.419
0.08 2.55 2.946 -1.055 -6.111 -1.099 -5.1 -4.309 -4.704 -2.55 -4.485 -11.08 -17.06 -8.178 -5.364 -11.43 -10.99
0.085 1.143 2.682 -1.627 -5.54 -1.803 -7.342 -7.474 -4.704 -2.462 -5.012 -12.57 -18.91 -11.26 -6.595 -10.82 -14.86
0.09 0.4397 2.594 0.3517 -2.638 -1.187 -8.002 -7.738 -2.902 -1.099 -3.429 -12.84 -18.29 -12.31 -5.1 -8.617 -15.65
0.095 0.3517 2.286 3.385 0.7474 -0.7474 -6.551 -6.023 -1.143 0.08793 -1.847 -12.13 -17.23 -11.08 -2.022 -7.562 -13.28
0.1 0.3517 1.275 4.88 2.506 -1.627 -3.473 -4.221 -1.055 0 -2.022 -10.55 -16.27 -8.53 0.1759 -8.178 -9.321
0.105 0 -0.08793 3.517 1.891 -3.517 -0.1319 -3.298 -2.11 -0.9673 -4.045 -8.002 -13.72 -5.1 0.7035 -8.793 -5.628
0.11 -0.7914 -0.9233 0.6155 0.2198 -4.968 1.715 -2.726 -2.198 -1.319 -6.243 -5.188 -8.442 -0.8793 0.7914 -7.123 -2.462
0.115 -1.495 -0.7035 -1.407 -0.5716 -5.188 1.231 -1.451 0.04397 0.04397 -7.211 -3.341 -1.319 3.869 2.55 -2.814 0.3517
0.12 -2.198 -0.04397 -1.231 -0.04397 -4.88 -1.451 0.8354 3.913 2.638 -7.298 -3.078 4.924 8.266 6.243 1.935 3.693
0.125 -3.078 -0.1319 0.6595 1.143 -4.924 -4.704 3.561 7.035 4.704 -7.562 -3.429 8.266 10.38 9.585 5.1 7.211
0.13 -3.781 -1.363 2.33 1.539 -5.1 -6.199 5.584 7.123 4.485 -7.211 -2.55 8.793 9.145 9.497 6.331 9.585
