    T[sec] F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2 
41 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01 30.01
0 -1.407 -7.43 -6.155 -0.08793 -5.496 -11.08 -11.87 -9.717 -4.309 -2.286 -11.26 -15.21 -13.54 -5.892 -7.826 -9.409
0.005 -3.957 -13.06 -8.09 0.1319 -9.717 -18.11 -18.77 -12.79 -5.144 -4.133 -17.32 -22.16 -19.17 -9.145 -10.99 -13.1
0.01 -6.771 -17.23 -7.914 0.7035 -12.44 -22.16 -22.34 -12.62 -4.748 -5.364 -20.05 -24.36 -20.66 -11.17 -12.05 -14.6
0.015 -8.354 -17.59 -4.397 1.803 -11.52 -19.92 -19.39 -7.738 -2.33 -6.067 -17.15 -19.35 -15.65 -10.9 -10.46 -12.66
0.02 -7.298 -13.85 1.583 3.825 -7.738 -12.71 -11.12 -0.1759 1.319 -6.947 -11.52 -11.08 -6.771 -9.145 -8.705 -9.057
0.025 -3.517 -7.87 7.87 6.991 -4.001 -5.584 -2.286 6.155 4.704 -9.233 -8.881 -6.507 0.3517 -7.562 -10.38 -7.123
0.03 1.319 -1.935 13.67 11.21 -2.11 -1.583 4.485 10.9 8.002 -12.66 -10.64 -7.386 5.012 -6.859 -15.48 -7.386
0.035 4.924 3.078 19.39 15.78 -1.627 0.08793 10.2 16.27 12.09 -15.83 -13.45 -9.233 10.11 -6.067 -20.14 -7.123
0.04 7.211 7.958 24.62 19.7 -1.363 1.099 15.52 22.38 16.44 -17.59 -14.6 -8.881 16.27 -4.924 -22.16 -5.188
0.045 9.585 13.63 28.14 22.47 -0.04397 2.814 19.79 27.22 19.65 -17.41 -13.01 -6.067 20.93 -3.869 -21.46 -3.254
0.05 12.57 19.74 29.81 23.83 3.517 7.123 23.3 29.94 21.37 -14.86 -7.65 -0.7035 23.39 -2.638 -17.67 -1.671
0.055 15.48 24.84 30.16 23.52 9.013 14.38 26.78 30.91 22.12 -10.02 1.495 7.298 24.71 -0.6155 -10.38 0.8793
0.06 16.8 27.39 28.8 21.19 13.89 21.63 28.75 29.59 21.46 -3.869 11.52 15.04 24.09 2.286 -1.231 4.748
0.065 15.48 26.64 25.02 17.06 15.92 25.24 27.26 25.28 18.77 1.759 18.47 19.35 20.4 5.1 6.419 8.09
0.07 11.34 22.99 19.21 11.56 15.12 24.97 22.91 19.3 14.64 5.716 21.81 20.14 15.56 6.947 10.9 9.497
0.075 5.716 17.81 12.35 5.364 13.06 22.51 17.76 13.19 10.02 7.738 22.51 18.99 11.43 7.474 12.13 9.233
