    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1 254.1
0.625 -26.06 -5.087 -9.058 -6.08 -2.109 -12.04 -10.05 -1.117 0.9927 -18.12 -51.12 -9.058 7.941 -1.117 -41.07 -21.09
0.63 -27.05 -16.01 -9.058 -8.065 0.9927 -5.087 2.978 8.934 19.98 -19.11 -38.09 0.9927 26.93 0.9927 -25.06 1.985
0.635 -36.11 -40.08 -28.04 -28.04 5.956 0.9927 0.9927 9.927 26.93 1.985 -46.04 -2.109 25.93 -6.08 -21.09 1.985
0.64 -36.11 -62.04 -39.09 -58.07 0.9927 -5.087 -24.07 -8.065 17 -1.117 -47.03 -13.03 7.941 -17.12 -27.05 -17.12
0.645 -31.02 -68.12 -49.01 -75.07 -2.109 -11.04 -26.06 -18.12 1.985 -11.04 -46.04 -18.12 1.985 -22.09 -19.11 -5.087
0.65 -32.01 -55.09 -54.1 -72.09 -8.065 -15.01 -24.07 -32.01 -10.05 -2.109 -46.04 -19.11 -4.095 -11.04 -1.117 -1.117
0.655 -35.12 -49.01 -44.05 -67.01 -15.01 -31.02 -27.05 -35.12 -19.11 -29.04 -39.09 -15.01 -17.12 -5.087 -1.117 -2.109
0.66 -44.05 -54.1 -50.01 -57.08 -22.09 -43.06 -31.02 -19.11 -24.07 -57.08 -58.07 -16.01 -21.09 -6.08 2.978 0
0.665 -68.12 -69.11 -66.01 -62.04 -34.12 -51.12 -58.07 -24.07 -36.11 -49.01 -94.06 -39.09 -36.11 -9.058 -19.11 -18.12
0.67 -90.09 -86.11 -69.11 -82.02 -53.11 -55.09 -82.02 -54.1 -49.01 -59.06 -109.1 -68.12 -54.1 -17.12 -63.03 -50.01
0.675 -93.06 -89.09 -75.07 -99.02 -65.02 -43.06 -89.09 -73.09 -65.02 -35.12 -121.1 -87.11 -53.11 -13.03 -85.12 -61.05
0.68 -81.03 -79.04 -72.09 -105.1 -51.12 -27.05 -105.1 -81.03 -59.06 3.971 -131 -89.09 -41.07 -1.117 -89.09 -63.03
0.685 -74.08 -76.06 -64.03 -113 -34.12 -27.05 -95.05 -81.03 -40.08 -11.04 -118 -77.06 -36.11 -13.03 -81.03 -64.03
0.69 -68.12 -74.08 -61.05 -114 -31.02 -39.09 -80.03 -58.07 -35.12 -49.01 -105.1 -56.09 -34.12 -35.12 -63.03 -66.01
0.695 -64.03 -63.03 -57.08 -90.09 -30.03 -51.12 -73.09 -33.01 -34.12 -67.01 -86.11 -33.01 -26.06 -41.07 -37.1 -58.07
0.7 -64.03 -43.06 -46.04 -66.01 -34.12 -59.06 -38.09 -20.1 -32.01 -81.03 -56.09 -13.03 -24.07 -47.03 -31.02 -56.09
0.705 -51.12 -26.06 -30.03 -43.06 -33.01 -53.11 -11.04 -7.073 -35.12 -63.03 -37.1 -10.05 -19.11 -49.01 -35.12 -55.09
0.71 -35.12 -14.02 -18.12 -23.08 -15.01 -43.06 -22.09 1.985 -25.06 -43.06 -35.12 -12.04 -7.073 -37.1 -29.04 -37.1
