    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
21.64 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1 173.1
0.625 -18 -4.057 30.93 0 4.986 -1.014 23.92 17.92 23.92 4.986 55.95 27.97 11.92 -6 40.99 0
0.63 -12 0 34.99 11.92 10.99 -3.043 32.96 23.92 21.97 14.96 54.93 23.92 11.92 -9.043 24.93 8.958
0.635 -11.07 7.944 40.99 24.93 10.99 -15.04 39.98 26.96 22.99 1.944 28.99 13.94 3.972 -15.04 4.986 2.958
0.64 -15.04 7.944 35.92 19.95 9.973 -19.02 41.92 27.97 15.97 -21.04 11.92 5.916 -3.043 -23.07 -15.04 0.9297
0.645 -20.03 -2.028 34.99 13.94 4.986 -27.04 32.96 31.95 19.95 -40.06 1.944 -2.028 -11.07 -23.07 -37.02 -8.029
0.65 -27.04 -19.02 30.93 4.986 -2.028 -29.07 23.92 26.96 18.93 -43.02 -32.03 -9.043 -19.02 -25.02 -57.05 -14.03
0.655 -23.07 -27.04 24.93 6.93 -1.014 -11.07 15.97 26.96 12.93 -23.07 -53.07 -11.07 -17.07 -13.02 -65.08 -5.071
0.66 -15.04 -11.07 23.92 21.97 7.944 -2.028 3.972 19.95 13.94 25.95 -69.05 -19.02 -5.071 1.944 -61.02 7.944
0.665 -31.02 -19.02 9.973 7.944 1.944 0.9297 -15.04 0.9297 7.944 45.98 -101.1 -47.07 -5.071 9.973 -73.02 3.972
0.67 -60 -49.02 -12 -17.07 -16.06 -7.015 -51.05 -26.03 -5.071 8.958 -102 -63.05 -17.07 9.973 -85.02 -2.028
0.675 -85.02 -79.02 -40.06 -48 -43.02 -31.02 -67.02 -46.06 -26.03 -7.015 -85.02 -69.05 -33.04 -2.028 -83.08 -21.04
0.68 -100.1 -111.1 -52.06 -79.02 -66.01 -49.02 -55.02 -58.06 -51.05 -32.03 -70.06 -71.08 -53.07 -9.043 -71.08 -46.06
0.685 -97.02 -105.1 -44.03 -94.06 -80.03 -39.05 -35.07 -50.03 -66.01 -67.02 -40.06 -47.07 -53.07 -1.014 -49.02 -54
0.69 -87.05 -67.02 -33.04 -83.08 -69.05 -31.02 -17.07 -39.05 -51.05 -39.05 -11.07 -25.02 -41.07 0.9297 -19.02 -57.05
0.695 -83.08 -63.05 -23.07 -68.03 -57.05 -35.07 -11.07 -31.02 -38.03 -17.07 -2.028 -17.07 -29.07 0.9297 -1.014 -55.02
0.7 -79.02 -81.05 -15.04 -55.02 -55.02 -39.05 -17.07 -19.02 -31.02 -31.02 3.972 -5.071 -27.04 1.944 14.96 -49.02
0.705 -79.02 -85.02 -23.07 -33.04 -43.02 -49.02 -19.02 -11.07 -19.02 -21.04 0.9297 0.9297 -35.07 -3.043 26.96 -51.05
0.71 -69.05 -82.06 -15.04 -25.02 -42 -47.07 -3.043 -14.03 -25.02 -23.07 -10.06 -7.015 -41.07 -9.043 16.99 -53.07
0.715 -59.08 -72.01 1.944 -23.07 -49.02 -27.04 -1.014 -12 -27.04 -29.07 -13.02 -13.02 -39.05 -2.028 0.9297 -47.07
0.72 -65.08 -67.02 -10.06 -22.06 -30 -19.02 0 -5.071 -10.06 -2.028 -16.06 -18 -27.04 0 0.9297 -28.06
0.725 -63.05 -75.05 -11.07 -28.06 -23.07 -23.07 -2.028 -17.07 -14.03 1.944 -18 -26.03 -16.06 -2.028 -11.07 -2.028
0.73 -51.05 -60 1.944 -24 -24 -33.04 -2.028 -18 -25.02 -17.07 -30 -31.02 -17.07 7.944 -21.04 9.973
0.735 -47.07 -36 1.944 -9.043 -13.02 -33.04 -4.057 -14.03 -18 -19.02 -55.02 -34.06 -18 5.916 -41.07 16.99
0.74 -37.02 -13.02 6.93 -12 -19.02 -23.07 -8.029 -21.04 -19.02 -27.04 -63.05 -47.07 -25.02 3.972 -75.05 7.944
0.745 -29.07 -2.028 19.95 -7.015 -19.02 -29.07 -17.07 -15.04 -17.07 -25.02 -47.07 -47.07 -29.07 7.944 -95.08 -2.028
0.75 -55.02 -14.03 0 -1.014 -2.028 -29.07 -23.07 6.93 -2.028 -2.028 -38.03 -45.05 -25.02 0 -83.08 -9.043
0.755 -77.08 -57.05 -9.043 -7.015 -14.03 -29.07 -7.015 1.944 2.958 0.9297 -22.06 -44.03 -31.02 -11.07 -77.08 -30
0.76 -89.08 -82.06 -11.07 -22.06 -33.04 -55.02 1.944 -8.029 -8.029 -27.04 -9.043 -52.06 -46.06 -25.02 -79.02 -64.06
0.765 -101.1 -91.02 -20.03 -28.06 -37.02 -61.02 -6 -15.04 -17.07 -31.02 -19.02 -67.02 -55.02 -41.07 -77.08 -89.08
0.77 -91.02 -93.05 -12 -46.06 -52.06 -47.07 -7.015 -35.07 -30 -31.02 -12 -64.06 -57.05 -49.02 -73.02 -96.01
0.775 -73.02 -73.02 -2.028 -43.02 -52.06 -63.05 -14.03 -39.05 -40.06 -37.02 -2.028 -48 -48 -45.05 -59.08 -80.03
0.78 -70.06 -51.05 -8.029 -22.06 -34.06 -54 -20.03 -17.07 -31.02 -30 0 -23.07 -22.06 -28.06 -27.04 -34.06
0.785 -55.02 -59.08 -11.07 -26.03 -36 -29.07 -6 -9.043 -18 -11.07 0 1.944 8.958 -4.057 0.9297 13.94
0.79 -40.06 -52.06 -6 -24 -32.03 -28.06 0 0 -8.029 0 -5.071 14.96 25.95 9.973 10.99 49.95
0.795 -45.05 -23.07 -1.014 0.9297 -10.06 -29.07 1.944 21.97 6.93 0 -12 28.99 36.93 19.95 38.96 75.98
0.8 -40.06 -3.043 20.96 19.95 -9.043 -26.03 16.99 37.95 24.93 -8.029 1.944 48.93 45.98 21.97 68.96 96.94
0.805 -48 0.9297 25.95 33.97 -7.015 -38.03 22.99 50.96 37.95 -11.07 12.93 69.98 46.99 18.93 92.97 102.9
0.81 -68.03 11.92 18.93 58.99 2.958 -44.03 36.93 69.98 41.92 -24 24.93 81.98 50.96 12.93 114.9 105
0.815 -62.03 -8.029 12.93 49.95 5.916 -44.03 54.93 66.94 47.92 -27.04 38.96 83.92 50.96 17.92 125 101.9
0.82 -56.03 -54 1.944 11.92 -4.057 -46.06 52.99 42.93 39.98 -6 34.99 65.92 27.97 16.99 113 71.92
0.825 -69.05 -78.01 -12 0.9297 -16.06 -50.03 48.93 16.99 14.96 -30 27.97 40.99 -1.014 5.916 86.96 34.99
0.83 -64.06 -82.06 -8.029 -21.04 -28.06 -54 32.96 -2.028 -3.043 -66.01 26.96 15.97 -15.04 2.958 64.99 19.95
0.835 -68.03 -74.03 -6 -39.05 -37.02 -40.06 4.986 -14.03 -17.07 -33.04 14.96 1.944 -20.03 -1.014 36.93 1.944
0.84 -82.06 -57.05 -12 -30 -32.03 -32.03 -2.028 -7.015 -27.04 -12 -1.014 -11.07 -20.03 -8.029 8.958 -8.029
0.845 -68.03 -46.06 -2.028 -21.04 -19.02 -40.06 0.9297 -1.014 -13.02 -13.02 -12 -13.02 -4.057 1.944 -5.071 1.944
0.85 -46.06 -37.02 20.96 -9.043 -9.043 -28.06 8.958 13.94 2.958 20.96 -28.06 -6 5.916 3.972 -13.02 2.958
0.855 -47.07 -31.02 12.93 8.958 0 -17.07 1.944 21.97 12.93 16.99 -34.06 -4.057 8.958 5.916 -25.02 3.972
0.86 -38.03 -10.06 10.99 14.96 -1.014 -26.03 1.944 20.96 8.958 -14.03 -35.07 -18 5.916 7.944 -23.07 13.94
0.865 -37.02 0 13.94 4.986 -6 -19.02 -4.057 7.944 -1.014 -5.071 -40.06 -26.03 -1.014 4.986 -15.04 13.94
0.87 -62.03 -21.04 -8.029 0 -26.03 -18 -14.03 -13.02 -17.07 -10.06 -44.03 -39.05 -20.03 -8.029 -21.04 0.9297
0.875 -79.02 -77.08 -20.03 -37.02 -54 -33.04 -12 -41.07 -40.06 -39.05 -37.02 -48 -34.06 -13.02 -11.07 6.93
0.88 -89.08 -101.1 -8.029 -72.01 -68.03 -33.04 -5.071 -53.07 -48 -37.02 -24 -40.06 -31.02 -3.043 2.958 26.96
0.885 -111.1 -111.1 -28.06 -82.06 -69.05 -45.05 -20.03 -59.08 -51.05 -45.05 -21.04 -39.05 -27.04 -7.015 6.93 41.92
0.89 -107.1 -116 -41.07 -88.06 -75.05 -51.05 -25.02 -62.03 -60 -55.02 -21.04 -48 -24 -11.07 0.9297 46.99
0.895 -85.02 -93.05 -19.02 -85.02 -74.03 -41.07 -13.02 -59.08 -60 -33.04 -12 -38.03 -17.07 -2.028 2.958 54.93
0.9 -77.08 -82.06 -15.04 -70.06 -62.03 -41.07 -7.015 -42 -51.05 -25.02 1.944 -23.07 -9.043 -1.014 6.93 49.95
0.905 -81.05 -89.08 -17.07 -59.08 -57.05 -41.07 1.944 -21.04 -41.07 -29.07 17.92 -7.015 -2.028 -11.07 24.93 59.92
0.91 -95.08 -63.05 0 -40.06 -49.02 -49.02 14.96 -2.028 -19.02 -27.04 33.97 17.92 11.92 -7.015 58.99 77.92
0.915 -111.1 -40.06 -2.028 -9.043 -33.04 -75.05 16.99 10.99 -2.028 -47.07 29.92 28.99 14.96 -23.07 74.96 74.96
0.92 -105.1 -50.03 -11.07 -4.057 -46.06 -69.05 21.97 -2.028 -15.04 -35.07 22.99 13.94 -2.028 -41.07 64.99 41.92
