    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2 391.2
0.625 39.92 52.91 1.91 45.84 55.97 17.96 19.87 61.89 75.83 11.84 9.933 83.85 68 27.89 69.91 69.91
0.63 41.83 38.97 -3.056 35.91 51.96 15.85 3.82 46.99 74.88 6.876 0 64.94 73.92 31.9 68.96 69.91
0.635 37.82 22.92 -12.03 23.88 46.99 17.96 -4.011 29.99 65.9 8.978 1.91 36.87 68.96 40.88 61.89 68
0.64 21.97 4.966 -13.18 3.82 35.91 21.97 -5.157 11.84 47.94 15.85 7.831 15.85 57.88 41.83 57.88 63.99
0.645 6.876 -3.056 -6.112 -1.146 25.98 25.98 2.865 8.978 37.82 24.83 18.91 7.831 45.84 41.83 52.91 57.88
0.65 -2.101 -7.067 0 -6.112 15.85 21.97 11.84 10.89 28.84 28.84 21.97 7.831 37.82 39.92 42.98 49.85
0.655 -17 -9.169 -1.146 -7.067 0 11.84 17.96 13.94 21.97 23.88 17.96 7.831 25.98 31.9 21.97 23.88
0.66 -28.08 -11.08 -6.112 -3.056 -8.022 -2.101 13.94 17.96 11.84 9.933 6.876 3.82 10.89 14.9 -1.146 -6.112
0.665 -36.1 -13.18 -17 -4.011 -24.07 -17 0 6.876 1.91 -9.169 1.91 -4.011 -2.101 0 -16.04 -45.08
0.67 -41.07 -11.08 -25.02 -7.067 -41.07 -35.15 -7.067 -3.056 -23.11 -33.04 0.9551 -11.08 -27.12 -23.11 -23.11 -71.06
0.675 -35.15 -3.056 -21.01 -9.169 -44.12 -43.17 -6.112 -18.15 -44.12 -47.18 3.82 -3.056 -40.11 -32.09 -9.169 -71.06
0.68 -23.11 6.876 -7.067 -3.056 -32.09 -37.06 -1.146 -23.11 -56.16 -45.08 9.933 2.865 -38.01 -28.08 1.91 -54.06
0.685 -3.056 22.92 5.921 1.91 -5.157 -19.1 9.933 -17 -45.08 -27.12 5.921 13.94 -23.11 -11.08 9.933 -29.03
