    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1 191.1
0.625 3.919 14.93 23.98 14 1.959 3.919 25.94 27.99 7.931 25.94 23.98 39.94 29.95 9.984 29.95 21.93
0.63 10.92 18.94 30.98 31.91 12.97 5.972 37.98 37.98 33.96 55.98 33.96 55.98 40.96 28.93 48.99 60
0.635 11.94 14.93 33.96 35.92 11.94 2.986 37.98 39.94 55.98 73.99 33.96 57.94 40.96 32.94 56.92 76.98
0.64 1.959 6.998 27.99 23.98 1.959 -3.079 21.93 27.99 63.92 71.94 21.93 45.91 31.91 17.91 49.92 75.95
0.645 -9.051 0.9331 20.99 1.959 -4.012 -15.02 2.986 4.945 61.96 60.93 2.986 25.94 16.98 1.959 37.98 60
0.65 -17.08 -1.026 7.931 -9.051 -14.09 -17.08 -13.06 -9.051 57.94 50.95 -7.091 5.972 2.986 -14.09 26.97 35.92
0.655 -15.02 0.9331 7.931 -17.08 -13.06 -15.02 -21.09 -21.09 53.93 45.91 -17.08 -1.026 -1.026 -15.02 19.97 14
0.66 -2.053 12.97 15.96 -9.051 0 0 -15.02 -13.06 51.97 50.95 -11.01 -1.026 -3.079 -3.079 19.97 4.945
0.665 16.98 26.97 26.97 0 10.92 14.93 1.959 1.959 47.96 54.96 0 -2.053 0.9331 9.984 23.98 0.9331
0.67 37.98 34.99 37.98 11.94 31.91 37.98 7.931 7.931 41.99 47.96 3.919 0 -3.079 11.94 15.96 -3.079
0.675 54.96 38.91 36.95 15.96 46.93 50.95 12.97 10.92 29.95 39.94 8.957 0 -8.024 4.945 4.945 -18.01
0.68 60.93 36.95 26.97 14 49.92 53 6.998 4.945 21.93 27.99 4.945 -1.026 -20.06 -8.024 -6.065 -42.08
0.685 57.94 34.99 15.96 9.984 47.96 45.91 -2.053 -1.026 15.96 27.99 0.9331 -7.091 -27.06 -23.05 -21.09 -69.05
0.69 53 42.92 16.98 9.984 41.99 37.98 0.9331 -3.079 23.98 33.96 0.9331 -3.079 -20.06 -24.07 -24.07 -85
0.695 43.95 54.96 29.95 17.91 37.98 29.95 3.919 1.959 35.92 47.96 5.972 5.972 -6.065 -14.09 -18.01 -87.06
0.7 37.98 66.99 53.93 29.95 33.96 29.95 15.96 15.96 49.92 60 17.91 21.93 5.972 -1.026 -7.091 -73.06
0.705 37.98 74.93 73.99 41.99 37.98 33.96 32.94 32.94 57.94 61.96 32.94 35.92 17.91 1.959 1.959 -49.08
0.71 41.99 74.93 83.98 49.92 41.99 39.94 46.93 44.97 60 55.98 42.92 43.95 23.98 3.919 17.91 -19.03
0.715 43.95 66.99 77.91 51.97 41.99 37.98 49.92 43.95 53.93 45.91 41.99 43.95 23.98 3.919 33.96 5.972
