    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2 378.2
0.625 10.89 17.91 -16.07 -22.16 59.83 86.98 41.92 20.87 -22.16 106 68.88 0 61.86 32.87 106 34.9
0.63 30.84 44.87 15.88 -5.17 78.85 124.8 84.94 59.83 7.94 106 71.83 16.99 56.88 37.86 66.85 18.84
0.635 46.9 65.92 42.84 16.99 93.99 153.8 119.8 90.85 38.96 99.9 72.94 30.84 51.89 43.95 29.91 6.832
0.64 53 71.83 49.86 33.98 95.84 166.9 129.8 101.9 49.86 90.85 65.92 33.98 47.83 42.84 -2.031 3.878
0.645 42.84 61.86 41.92 27.88 91.96 153.8 116 81.99 29.91 87.9 47.83 23.82 41.92 35.82 -19.02 0
0.65 30.84 42.84 19.94 8.864 84.94 128.9 86.98 48.94 -2.031 86.98 24.93 10.89 32.87 25.85 -30.1 -1.108
0.655 20.87 25.85 -1.108 -11.08 73.86 97.87 57.98 21.97 -23.08 80.88 0 0.9233 23.82 12.93 -29.18 0.9233
0.66 6.832 7.94 -19.02 -33.05 57.98 67.96 33.98 1.847 -43.03 63.89 -23.08 -17.17 13.85 5.909 -25.11 -3.139
0.665 -5.17 -7.017 -31.02 -45.06 37.86 39.89 17.91 0.9233 -49.12 39.89 -47.09 -33.05 5.909 1.847 -11.08 -3.139
0.67 -17.17 -24.01 -38.04 -46.17 16.99 16.99 4.986 0 -48.01 14.96 -64.08 -46.17 4.986 0 3.878 -1.108
0.675 -25.11 -34.16 -45.06 -38.04 6.832 4.986 -2.031 0 -44.13 2.955 -70.17 -50.04 12.93 2.955 30.84 2.955
0.68 -29.18 -37.12 -53.18 -31.02 5.909 0.9233 -19.02 -7.017 -49.12 7.94 -71.09 -53.18 17.91 1.847 53.92 9.972
0.685 -29.18 -37.12 -56.14 -25.11 9.972 -7.017 -38.04 -19.02 -62.05 23.82 -76.08 -60.01 14.96 0 66.85 4.986
0.69 -25.11 -34.16 -58.17 -23.08 10.89 -23.08 -55.03 -35.09 -73.13 36.93 -88.08 -78.11 0.9233 -12 62.97 -4.063
0.695 -23.08 -27.15 -57.06 -15.14 17.91 -27.15 -65 -39.15 -79.03 43.95 -103 -97.13 -9.048 -19.02 49.86 -21.05
0.7 -17.17 -21.05 -48.01 -2.031 21.97 -24.01 -61.12 -34.16 -73.13 47.83 -109.1 -117.1 -19.02 -13.11 31.95 -33.05
0.705 -17.17 -20.13 -39.15 1.847 18.84 -15.14 -52.07 -25.11 -60.01 46.9 -109.1 -135.2 -27.15 -3.139 9.972 -45.06
0.71 -23.08 -27.15 -35.09 3.878 13.85 0 -35.09 -13.11 -47.09 45.98 -91.04 -135.2 -25.11 11.82 0.9233 -43.03
