    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
35.59 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1 129.1
0.625 20.99 11.97 7.94 7.94 21.99 13.99 21.99 11.97 6.995 16.95 16.95 20.99 16.95 10.97 2.962 -2.017
0.63 20.99 11.97 6.995 7.94 17.96 13.99 21.99 9.957 6.995 16.95 16.95 23.95 15 8.949 5.987 0
0.635 18.97 11.97 7.94 5.987 15.94 9.957 17.96 7.94 3.97 13.99 13.99 19.98 9.957 5.987 7.94 -3.025
0.64 18.97 16.95 12.98 8.949 16.95 6.995 17.96 10.97 8.949 17.96 17.96 16.95 11.97 8.949 10.97 1.954
0.645 15 16.95 12.98 6.995 17.96 8.949 17.96 12.98 13.99 15.94 17.96 16.95 9.957 7.94 10.97 1.954
0.65 12.98 15.94 7.94 3.97 19.98 9.957 17.96 11.97 9.957 15.94 17.96 15.94 7.94 5.987 9.957 3.97
0.655 8.949 10.97 0.9453 0.9453 15.94 10.97 15.94 10.97 5.987 15 15 15.94 6.995 2.962 13.99 12.98
0.66 2.962 2.962 1.954 -1.008 10.97 10.97 11.97 4.979 2.962 12.98 13.99 18.97 7.94 0.9453 22.94 20.99
0.665 -1.008 0.9453 -5.042 -1.008 5.987 7.94 9.957 -2.017 0.9453 9.957 3.97 17.96 1.954 -2.017 30 27.98
0.67 0.9453 -3.025 -5.042 0.9453 7.94 5.987 2.962 -1.008 -1.008 2.962 0.9453 10.97 0.9453 -1.008 32.96 25.96
0.675 -3.025 -7.058 -6.05 -3.025 2.962 1.954 1.954 -3.025 -5.042 1.954 -1.008 0.9453 0.9453 -4.033 23.95 16.95
0.68 -3.025 -9.012 -5.042 -3.025 -2.017 0.9453 -5.042 -5.042 -5.042 -5.042 -5.042 -5.042 -3.025 -5.042 5.987 3.97
0.685 -3.025 -8.003 0.9453 0 0 -2.017 -10.02 -2.017 0.9453 -5.042 -8.003 -13.04 -5.042 -2.017 -5.042 0
0.69 -1.008 -8.003 0 0 1.954 -6.05 -8.003 0 -1.008 -8.003 -10.02 -17.02 -1.008 0.9453 -17.02 -1.008
0.695 -1.008 -5.042 3.97 3.97 -5.042 -9.012 -7.058 0 1.954 -7.058 -11.03 -15.06 -1.008 0 -13.04 0
0.7 -1.008 1.954 6.995 13.99 -6.05 -8.003 1.954 4.979 8.949 -1.008 -5.042 -5.042 -1.008 4.979 -1.008 9.957
0.705 0.9453 1.954 10.97 12.98 -2.017 -3.025 1.954 11.97 9.957 0.9453 -1.008 0.9453 -1.008 3.97 8.949 13.99
0.71 0.9453 1.954 5.987 9.957 -1.008 0.9453 3.97 7.94 5.987 -1.008 -2.017 -2.017 -2.017 1.954 5.987 3.97
