    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1
0.625 -25.1 -15 -29.02 -25.1 -41.08 -43.04 -19.07 -31.13 -37.01 -35.05 -23.13 -45.01 -35.05 -23.13 -49.07 -27.06
0.63 -30 -25.1 -30 -29.02 -49.07 -45.01 -21.03 -35.05 -54.12 -43.04 -24.12 -54.12 -62.11 -32.11 -46.13 -35.05
0.635 -37.01 -37.01 -32.11 -39.12 -51.03 -41.08 -23.13 -40.1 -56.08 -43.04 -24.12 -58.04 -74.03 -32.11 -38.14 -40.1
0.64 -41.08 -45.01 -37.01 -45.01 -45.01 -35.05 -29.02 -43.04 -49.07 -35.05 -29.02 -55.1 -71.08 -31.13 -31.13 -39.12
0.645 -37.01 -37.01 -41.08 -49.07 -37.01 -27.06 -34.07 -44.02 -35.05 -23.13 -34.07 -50.05 -55.1 -28.04 -33.09 -42.06
0.65 -27.06 -23.13 -41.08 -47.11 -27.06 -23.13 -40.1 -46.13 -30 -17.11 -38.14 -49.07 -44.02 -29.02 -35.05 -44.02
0.655 -13.04 -11.08 -37.01 -39.12 -19.07 -19.07 -43.04 -47.11 -29.02 -15 -37.01 -47.11 -43.04 -31.13 -37.01 -45.01
0.66 -3.085 0.9814 -27.06 -25.1 -13.04 -15 -38.14 -42.06 -32.11 -17.11 -27.06 -41.08 -40.1 -29.02 -29.02 -34.07
0.665 0 0.9814 -13.04 -11.08 -11.08 -11.08 -28.04 -31.13 -30 -19.07 -13.04 -25.1 -34.07 -17.11 -11.08 -17.11
0.67 5.889 2.944 -2.103 -1.122 -7.01 -7.01 -11.08 -17.11 -23.13 -15 0 -1.122 -19.07 -1.122 9.955 3.926
0.675 5.889 2.944 11.92 -2.103 -5.047 -5.047 0 -5.047 -10.09 -11.08 13.88 17.95 0.9814 5.889 31.97 23.98
0.68 3.926 4.907 17.95 -2.103 -7.01 -5.047 11.92 -2.103 0 -9.113 23.98 31.97 18.93 3.926 43.88 29.86
0.685 1.963 8.973 15.98 -1.122 -9.113 -9.113 15.98 -2.103 0.9814 -11.08 25.94 33.93 17.95 -7.01 38 17.95
0.69 1.963 10.94 7.992 -1.122 -13.04 -15 9.955 -3.085 -5.047 -17.11 19.91 23.98 0 -29.02 17.95 -1.122
0.695 3.926 8.973 0 -1.122 -15 -21.03 0 -7.01 -19.07 -23.13 9.955 5.889 -21.03 -47.11 -1.122 -25.1
0.7 5.889 8.973 -2.103 0 -11.08 -23.13 -3.085 -9.113 -27.06 -25.1 0 -5.047 -39.12 -51.03 -25.1 -37.01
0.705 7.992 8.973 3.926 9.955 -3.085 -19.07 -3.085 -3.085 -27.06 -19.07 -5.047 -19.07 -43.04 -39.12 -45.01 -37.01
0.71 13.88 14.86 13.88 17.95 1.963 -9.113 0 -2.103 -17.11 -9.113 -11.08 -29.02 -37.01 -21.03 -57.06 -27.06
0.715 15.98 22.99 21.87 21.87 7.992 -3.085 7.992 1.963 -9.113 -1.122 -17.11 -39.12 -31.13 -7.01 -67.02 -21.03
0.72 13.88 22.99 19.91 17.95 3.926 -5.047 9.955 0.9814 -5.047 0.9814 -25.1 -53.14 -35.05 -3.085 -75.01 -21.03
0.725 1.963 12.9 3.926 3.926 -5.047 -15 0 -13.04 -11.08 -7.01 -35.05 -69.12 -49.07 -9.113 -79.08 -31.13
0.73 -11.08 -5.047 -15 -9.113 -21.03 -27.06 -17.11 -33.09 -25.1 -17.11 -47.11 -79.08 -67.02 -15 -75.01 -41.08
0.735 -31.13 -31.13 -37.01 -29.02 -33.09 -33.09 -41.08 -51.03 -35.05 -25.1 -53.14 -81.04 -73.05 -15 -59.03 -41.08
0.74 -43.04 -47.11 -49.07 -43.04 -37.01 -29.02 -59.03 -57.06 -37.01 -23.13 -49.07 -71.08 -65.06 -9.113 -35.05 -31.13
0.745 -41.08 -49.07 -45.01 -47.11 -29.02 -19.07 -61.13 -53.14 -29.02 -15 -35.05 -51.03 -43.04 -1.122 -9.113 -13.04
0.75 -27.06 -39.12 -33.09 -41.08 -17.11 -7.01 -49.07 -41.08 -15 -5.047 -17.11 -27.06 -19.07 0 7.992 0
0.755 -9.113 -21.03 -19.07 -31.13 -9.113 0.9814 -31.13 -27.06 -5.047 -2.103 -3.085 -7.01 -1.122 1.963 19.91 7.992
0.76 -2.103 -5.047 -13.04 -21.03 -3.085 -2.103 -15 -15 0.9814 1.963 -2.103 3.926 3.926 0 23.98 9.955
0.765 1.963 0.9814 -11.08 -13.04 0.9814 -2.103 -5.047 -7.01 0.9814 5.889 0.9814 9.955 5.889 -2.103 21.87 7.992
