    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1 307.1
0.625 -5.099 -19.05 -21.15 -15.15 -11.1 -17.1 0.8999 -1.05 -39.14 -43.04 7.949 5.999 -3.149 5.999 30 12
0.63 -7.049 -17.1 -15.15 -8.099 -12.15 -8.099 -2.1 1.95 -35.09 -27.15 1.95 8.999 -1.05 12.9 31.94 19.95
0.635 -16.05 -21.15 -5.099 -5.099 -14.1 -6.149 0.8999 0 -28.05 -22.05 -8.099 10.95 4.949 12 22.95 18.9
0.64 -19.05 -27.15 -3.149 -3.149 -17.1 -13.05 -5.099 -1.05 -25.05 -23.1 -23.1 7.949 5.999 5.999 7.949 9.898
0.645 -16.05 -33.14 -5.099 -4.049 -14.1 -17.1 -2.1 -2.1 -18.15 -26.1 -18.15 3.899 4.949 0.8999 1.95 5.999
0.65 -8.099 -35.09 -6.149 -3.149 -9.149 -17.1 0 0 -14.1 -32.09 0 0.8999 -2.1 -11.1 -4.049 0
0.655 -3.149 -35.09 -5.099 -2.1 0.8999 -11.1 7.949 3.899 -11.1 -35.09 19.95 0.8999 -1.05 -21.15 -5.099 -1.05
0.66 1.95 -29.1 -1.05 3.899 3.899 0.8999 12.9 7.949 -2.1 -32.09 39.89 0 -5.099 -27.15 -4.049 -6.149
0.665 0.8999 -27.15 -2.1 3 5.999 3.899 12.9 5.999 -1.05 -29.1 45.89 -6.149 -7.049 -33.14 -1.05 -16.05
0.67 -3.149 -23.1 -2.1 -2.1 3.899 7.949 15.9 3.899 -2.1 -23.1 35.99 -9.149 -7.049 -33.14 0 -27.15
0.675 -5.099 -23.1 0 -4.049 1.95 1.95 24 0 -2.1 -21.15 28.95 -8.099 -5.099 -29.1 5.999 -36.14
0.68 -7.049 -23.1 -6.149 -10.05 0 -2.1 31.94 -2.1 0.8999 -23.1 21 -2.1 -3.149 -23.1 12 -40.04
0.685 -9.149 -27.15 -7.049 -9.149 1.95 0.8999 35.99 0 0.8999 -29.1 18 0.8999 -1.05 -15.15 13.95 -37.04
0.69 -11.1 -31.04 0 -4.049 5.999 -2.1 34.94 1.95 0 -35.09 12.9 -2.1 0.8999 -11.1 9.898 -29.1
0.695 -11.1 -35.09 -1.05 1.95 5.999 3.899 24.9 1.95 5.999 -41.09 3 -1.05 0.8999 -11.1 -2.1 -19.05
0.7 -13.05 -39.14 0.8999 -1.05 5.999 9.898 7.949 0 7.949 -41.09 -3.149 -5.099 0.8999 -13.05 -13.05 -7.049
0.705 -9.149 -39.14 -7.049 -9.149 3.899 18 1.95 0.8999 7.949 -35.09 -7.049 -11.1 -2.1 -13.05 -23.1 3.899
0.71 -5.099 -35.09 -19.05 -17.1 5.999 25.95 -8.099 -1.05 5.999 -25.05 -5.099 -17.1 3.899 -7.049 -25.05 21.9
0.715 -2.1 -27.15 -25.05 -23.1 13.95 33.89 -13.05 0.8999 9.898 -13.05 -1.05 -17.1 9.898 0.8999 -23.1 35.99
0.72 3.899 -17.1 -23.1 -21.15 25.95 39.89 -11.1 1.95 19.95 -1.05 -1.05 -17.1 18 0 -21.15 41.99
0.725 5.999 -9.149 -11.1 -13.05 35.99 43.94 -5.099 9.898 33.89 1.95 -7.049 -15.15 21.9 -2.1 -23.1 35.99
0.73 9.898 -1.05 0 -1.05 39.89 41.99 1.95 21.9 43.94 9.898 -11.1 -9.149 25.95 -7.049 -25.05 24
0.735 13.95 0.8999 13.95 5.999 39.89 39.89 13.95 33.89 51.89 15.9 -9.149 0.8999 27.9 -13.05 -23.1 13.95
0.74 19.95 8.999 19.95 13.95 39.89 39.89 19.95 47.99 53.99 21.9 0.8999 5.999 33.89 -11.1 -13.05 12
0.745 24 12.9 18 15.9 37.94 41.99 21.9 55.94 55.94 25.95 9.898 15.9 37.94 0.8999 0.8999 13.95
0.75 24 15 7.949 12 33.89 39.89 15.9 57.89 55.94 21.9 18 19.95 37.94 7.949 5.999 13.95
0.755 15.9 8.999 -2.1 5.999 25.95 35.99 8.999 47.99 51.89 9.898 13.95 16.95 30 12 5.999 3.899
0.76 3.899 -1.05 -5.099 -2.1 15.9 27.9 0.8999 31.94 43.94 0.8999 1.95 4.949 15.9 0 0.8999 -9.149
0.765 -3.149 -7.049 -9.149 -3.149 3.899 19.95 -5.099 15.9 27.9 -7.049 -7.049 -1.05 1.95 -15.15 -9.149 -27.15
0.77 -5.099 -11.1 -7.049 -5.099 -2.1 15.9 -6.149 9.898 13.95 -6.149 -16.05 -4.049 0.8999 -29.1 -11.1 -33.14
0.775 0.8999 -7.049 -1.05 1.95 1.95 19.95 -6.149 13.95 3.899 0.8999 -12.15 -1.05 0 -31.04 -3.149 -25.05
0.78 3.899 0.8999 1.95 5.999 9.898 30 0.8999 27.9 3.899 15.9 -5.099 13.95 9.898 -17.1 5.999 -1.05
0.785 12 4.949 10.95 15 22.95 35.99 9.898 39.89 7.949 27 3 27.9 19.95 0 16.95 24.9
0.79 9.898 4.949 12.9 16.95 28.95 35.99 24 45.89 12.9 27 8.999 35.99 25.95 13.95 18.9 46.94
0.795 3.899 0.8999 13.95 9.898 24 31.94 37.94 41.99 12 15.9 5.999 31.94 24 15.9 18 55.94
0.8 0 -1.05 10.95 4.949 16.95 21.9 42.89 35.99 8.999 5.999 0.8999 28.95 19.95 5.999 16.95 52.94
0.805 -2.1 -3.149 8.999 1.95 12.9 16.95 35.99 31.94 4.949 1.95 1.95 28.95 18.9 -1.05 18.9 40.94
0.81 1.95 0.8999 9.898 3.899 5.999 13.95 19.95 30 0 0.8999 -1.05 31.94 15.9 -5.099 19.95 30
0.815 8.999 4.949 12 9.898 9.898 12.9 6.899 27.9 0.8999 0.8999 0.8999 34.94 15 0 18 21.9
0.82 12.9 8.999 13.95 15 7.949 8.999 -3.149 21.9 1.95 4.949 1.95 28.95 8.999 0.8999 7.949 13.95
0.825 9.898 8.999 9.898 13.95 1.95 3.899 -13.05 13.95 -7.049 -2.1 -3.149 12 0 1.95 0.8999 7.949
0.83 6.899 3 4.949 5.999 0 0.8999 -20.1 1.95 -17.1 -8.099 -9.149 0.8999 -6.149 0 -6.149 1.95
0.835 3 0.8999 1.95 0 -3.149 1.95 -27.15 -1.05 -24.15 -21.15 -13.05 -11.1 -13.05 -16.05 -1.05 -13.05
0.84 3.899 -3.149 -5.099 -9.149 -5.099 3.899 -29.1 -1.05 -25.05 -33.14 -19.05 -11.1 -19.05 -31.04 3.899 -29.1
0.845 6.899 -1.05 -2.1 -8.099 0.8999 10.95 -18.15 -2.1 -17.1 -29.1 -9.149 1.95 -14.1 -37.04 24 -36.14
0.85 7.949 0.8999 -1.05 -1.05 3 12.9 -5.099 7.949 -5.099 -16.05 0.8999 12 -4.049 -32.09 37.94 -33.14
0.855 4.949 4.949 5.999 3.899 8.999 9.898 3.899 15.9 0 -3.149 4.949 21 0 -25.05 47.99 -24.15
0.86 1.95 6.899 10.95 12 10.95 6.899 13.95 18 7.949 1.95 12 24 4.949 -20.1 37.94 -9.149
0.865 -1.05 0.8999 12.9 10.95 9.898 6.899 12.9 18 7.949 -3.149 5.999 21.9 4.949 -19.05 21.9 1.95
0.87 -2.1 -3.149 9.898 5.999 5.999 5.999 7.949 13.95 3.899 -11.1 0.8999 15.9 0 -15.15 3.899 3.899
0.875 3 -9.149 3.899 -1.05 7.949 7.949 0 7.949 3 -13.05 -5.099 13.95 1.95 -6.149 -1.05 9.898
0.88 4.949 -17.1 1.95 -3.149 6.899 8.999 -4.049 1.95 1.95 -10.05 -7.049 12 0 0.8999 -6.149 16.95
0.885 1.95 -23.1 -5.099 -3.149 9.898 7.949 -9.149 -2.1 1.95 -5.099 -3.149 5.999 -3.149 9.898 -5.099 19.95
0.89 1.95 -29.1 -5.099 -2.1 9.898 10.95 -9.149 0.8999 3 3 3 1.95 0 15 -1.05 19.95
0.895 0 -37.04 -7.049 -3.149 9.898 12.9 -4.049 -5.099 -1.05 8.999 3.899 -10.05 1.95 10.95 0.8999 21.9
0.9 -1.05 -41.09 -9.149 -7.049 1.95 18 -2.1 -7.049 -1.05 7.949 0.8999 -17.1 0.8999 3.899 -7.049 18
0.905 -2.1 -43.04 -8.099 -7.049 1.95 24.9 7.949 -11.1 0 9.898 -9.149 -18.15 1.95 1.95 -6.149 12.9
0.91 -2.1 -41.09 -8.099 -12.15 0 27.9 18.9 -11.1 -2.1 9.898 -20.1 -12.15 -2.1 5.999 -2.1 12.9
0.915 0.8999 -37.04 -9.149 -11.1 0.8999 30 21.9 -9.149 0.8999 12 -17.1 -3.149 0 13.95 1.95 13.95
0.92 -1.05 -31.04 -4.049 -8.099 -1.05 31.94 21.9 -1.05 0.8999 21 -2.1 3.899 5.999 18 16.95 16.95
0.925 -3.149 -25.05 1.95 -2.1 6.899 35.99 24 1.95 1.95 30.89 15 5.999 12 12 27 21
0.93 0.8999 -19.05 3.899 -2.1 12 39.89 25.95 9.898 7.949 33.89 30 3.899 15.9 0.8999 27.9 18
0.935 0 -17.1 12 3 12 41.99 28.95 12 9.898 30.89 30.89 -1.05 15.9 -19.05 19.95 12
0.94 1.95 -17.1 9.898 0 7.949 37.94 30.89 9.898 7.949 16.95 18.9 -4.049 7.949 -35.09 5.999 3.899
0.945 -2.1 -21.15 7.949 -2.1 0 31.94 30 3.899 1.95 1.95 3.899 -9.149 -2.1 -41.09 -3.149 -2.1
