    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1 185.1
0.625 -9.038 -19.07 -35.07 0.9941 -1.085 16 17.98 21.96 19.97 31.99 47.99 27.93 21.96 17.98 65.97 11.93
0.63 -3.073 -7.049 -28.02 7.953 -2.079 25.94 26.93 28.92 28.92 39.95 48.98 32.99 24.94 21.96 56.94 7.953
0.635 0.9941 -2.079 -20.06 12.92 1.988 35.97 29.91 34.98 29.91 37.96 35.97 26.93 20.97 20.97 37.96 0
0.64 2.982 5.965 -15 13.92 5.965 35.97 33.98 35.97 29.91 29.91 19.97 9.941 16 16 9.941 -3.073
0.645 6.959 9.941 -10.03 16 11.93 34.98 36.96 36.96 28.92 17.98 2.982 1.988 14.91 12.92 -12.02 -4.067
0.65 8.947 13.92 -10.03 16.99 16 28.92 35.97 33.98 31.99 8.947 -6.055 -7.049 13.92 12.92 -32.08 -2.079
0.655 12.92 13.92 -11.03 19.97 17.98 25.94 29.91 31.99 27.93 1.988 -11.03 -5.061 16 16 -41.03 9.941
0.66 16.99 16 -13.01 19.97 18.98 19.97 27.93 28.92 25.94 4.971 -7.049 1.988 20.97 19.97 -33.08 18.98
0.665 16.99 16 -15 14.91 16 18.98 18.98 17.98 17.98 5.965 0 0 17.98 17.98 -18.08 20.97
0.67 16.99 13.92 -13.01 3.977 11.93 16 7.953 5.965 1.988 7.953 7.953 1.988 11.93 7.953 0.9941 16
0.675 14.91 9.941 -11.03 0.9941 9.941 16 2.982 0 -4.067 8.947 13.92 1.988 3.977 0.9941 13.92 9.941
0.68 8.947 7.953 -9.038 -1.085 4.971 10.94 0 -2.079 -9.038 6.959 14.91 -3.073 1.988 -1.085 26.93 3.977
