    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2 377.2
0.625 49.91 28.91 11.97 29.84 39.97 25.97 23.94 33.89 41.99 7.919 -5.157 1.842 11.97 -7.183 -45.12 -117.1
0.63 41.99 21 4.973 27.99 40.89 27.99 26.89 23.94 42.91 17.86 -14.18 0.9209 30.94 0.9209 -24.13 -55.07
0.635 30.94 14.92 1.842 24.86 41.99 31.86 26.89 15.84 43.83 33.89 -16.02 -3.131 51.94 18.97 1.842 10.87
0.64 17.86 0.9209 -9.024 15.84 35.91 29.84 15.84 3.868 45.86 39.97 -13.08 -5.157 67.96 33.89 19.89 75.88
0.645 0 -9.024 -20.07 0 21.92 22.84 3.868 1.842 42.91 32.97 -5.157 -4.052 65.93 36.83 43.83 116.9
0.65 -15.1 -29.1 -33.15 -15.1 -2.026 2.947 -10.13 -11.05 21.92 10.87 0 -11.05 36.83 22.84 62.99 123.9
0.655 -43.1 -49.17 -39.04 -37.02 -37.02 -17.13 -21.18 -23.02 -9.024 -17.13 5.894 -15.1 -2.026 -2.026 83.98 105.9
0.66 -60.04 -55.07 -37.02 -46.04 -61.15 -34.07 -25.05 -25.05 -43.1 -46.04 14 -13.08 -36.1 -19.15 99.82 72.93
0.665 -64.09 -55.07 -29.1 -42.18 -73.12 -40.15 -17.13 -22.1 -70.17 -58.01 14 -14.18 -60.04 -33.15 101.8 42.91
0.67 -63.17 -49.17 -19.15 -31.13 -71.09 -35.18 -11.05 -17.13 -81.04 -57.09 5.894 -19.15 -63.17 -35.18 75.88 27.99
0.675 -50.09 -37.02 -9.024 -18.05 -56.17 -19.15 -6.078 -14.18 -72.01 -43.1 -1.105 -28.18 -46.04 -27.07 34.99 33.89
0.68 -42.18 -31.13 -3.131 -10.13 -44.02 -5.157 -4.052 -14.18 -56.17 -27.07 -11.05 -38.12 -25.05 -19.15 0 35.91
0.685 -39.04 -23.02 0.9209 -7.183 -35.18 1.842 -1.105 -13.08 -37.02 -19.15 -17.13 -45.12 -9.024 -13.08 -21.18 25.97
0.69 -39.04 -19.15 -2.026 -5.157 -32.05 5.894 -1.105 -5.157 -24.13 -19.15 -13.08 -36.1 -3.131 -15.1 -12.16 4.973
0.695 -39.04 -13.08 3.868 0.9209 -28.18 9.945 12.89 9.945 -15.1 -23.02 -2.026 -10.13 -3.131 -17.13 10.87 -24.13
0.7 -33.15 -3.131 9.945 7.919 -19.15 15.84 25.97 33.89 -5.157 -21.18 17.86 23.94 -3.131 -19.15 39.97 -57.09
0.705 -19.15 4.973 17.86 23.94 -3.131 29.84 41.99 58.94 1.842 -15.1 33.89 63.91 0.9209 -17.13 57.83 -78.09
0.71 -5.157 14.92 27.99 35.91 5.894 39.97 49.91 72.93 17.86 -9.024 41.99 83.98 1.842 -15.1 55.99 -95.03
0.715 1.842 21 35.91 41.99 17.86 49.91 45.86 69.99 25.97 -7.183 39.97 81.96 3.868 -15.1 39.97 -107
0.72 7.919 22.84 39.97 41.99 23.94 57.83 35.91 52.86 29.84 -5.157 25.97 55.99 0 -19.15 15.84 -119.2
0.725 14 24.86 39.97 39.97 29.84 63.91 21.92 31.86 27.99 -3.131 5.894 15.84 -1.105 -17.13 -9.024 -131.1
0.73 21.92 28.91 35.91 35.91 35.91 71.83 5.894 7.919 25.97 3.868 -15.1 -19.15 -1.105 -5.157 -41.07 -133.2
0.735 29.84 28.91 27.99 29.84 43.83 81.96 -1.105 -7.183 31.86 19.89 -41.07 -55.07 0 9.945 -73.12 -115.1
0.74 35.91 24.86 15.84 23.94 49.91 87.85 -10.13 -20.07 37.94 37.94 -59.12 -81.04 14 33.89 -97.06 -71.09
