    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1 196.1
0.625 32.94 31.98 29.97 21.93 33.99 39.93 27.96 17.91 17.91 21.93 21.93 21.93 23.94 25.95 15.99 33.99
0.63 16.95 17.91 16.95 8.905 17.91 25.95 12.93 3.926 -2.011 2.968 -2.011 0.9575 6.99 11.97 9.958 30.93
0.635 2.968 -1.053 1.915 -6.032 1.915 7.947 -2.011 -11.01 -17.04 -9 -14.08 -14.08 -5.075 -6.032 11.97 23.94
0.64 -17.04 -13.02 -19.05 -25.09 -17.04 -11.01 -23.08 -27 -35.04 -23.08 -27 -29.01 -25.09 -23.08 17.91 11.97
0.645 -21.06 -21.06 -34.09 -36 -24.03 -22.02 -36 -39.07 -41.08 -21.06 -24.03 -35.04 -35.04 -34.09 28.92 1.915
0.65 -19.05 -20.01 -39.07 -41.08 -26.04 -24.03 -38.01 -39.07 -39.07 -16.09 -16.09 -33.03 -37.06 -34.09 32.94 -20.01
0.655 -15.03 -17.04 -31.02 -35.04 -19.05 -21.06 -33.03 -35.04 -31.02 -9 -9 -23.08 -27 -29.01 27.96 -43.09
0.66 -7.085 -11.01 -17.04 -23.08 -11.01 -12.06 -23.08 -25.09 -21.06 -3.064 -1.053 -15.03 -16.09 -20.01 6.99 -64.06
0.665 -5.075 -8.043 -8.043 -15.03 -5.075 -6.032 -13.02 -15.03 -11.01 0.9575 -1.053 -7.085 -8.043 -11.01 -16.09 -74.01
0.67 -5.075 -7.085 -1.053 -9 -3.064 -1.053 -7.085 -5.075 -5.075 -1.053 -5.075 -3.064 -1.053 -3.064 -49.02 -71.05
0.675 -3.064 -7.085 0 -3.064 -2.011 -1.053 -3.064 -1.053 -2.011 -2.011 -6.032 -1.053 2.968 0 -71.05 -64.06
0.68 -1.053 -3.064 0 -2.011 -2.011 -1.053 -2.011 0 3.926 -2.011 -2.011 0 8.905 5.936 -77.08 -56.01
0.685 0.9575 -1.053 -1.053 5.936 0.9575 0.9575 3.926 5.936 9.958 -2.011 0 7.947 13.98 13.98 -71.05 -51.03
0.69 4.979 1.915 -1.053 11.97 2.968 0 11.97 13.98 15.99 6.99 12.93 17.91 24.99 23.94 -53.05 -39.07
0.695 10.92 2.968 1.915 15.99 10.92 5.936 19.92 19.92 21.93 16.95 26.91 27.96 33.99 29.97 -29.01 -22.02
0.7 10.92 0 1.915 17.91 17.91 13.98 25.95 25.95 23.94 23.94 35.91 35.91 37.92 33.99 -7.085 -5.075
0.705 6.99 -1.053 0 13.98 19.92 17.91 25.95 25.95 21.93 23.94 35.91 37.92 37.92 31.98 11.97 15.99
0.71 -1.053 -4.021 -5.075 5.936 13.98 15.99 17.91 15.99 9.958 13.98 27.96 29.97 27.96 23.94 31.98 38.97
0.715 -9 -19.05 -17.04 -3.064 -2.011 3.926 3.926 0 -1.053 -2.011 11.97 13.98 9.958 9.958 49.98 45.96
0.72 -23.08 -35.04 -33.03 -17.04 -15.03 -7.085 -9 -13.02 -19.05 -17.04 -3.064 -1.053 -5.075 -3.064 59.94 45.96
0.725 -35.04 -49.02 -45 -31.02 -33.03 -25.09 -25.09 -29.01 -33.03 -33.03 -23.08 -19.05 -21.06 -19.05 63.96 32.94
0.73 -45 -59.08 -53.05 -41.08 -45 -39.07 -37.06 -39.07 -41.08 -45 -37.06 -35.04 -33.03 -31.02 57.93 21.93
0.735 -51.03 -63 -57.07 -45 -53.05 -49.02 -45 -43.09 -43.09 -55.06 -51.03 -47.01 -41.08 -39.07 43.95 7.947
0.74 -57.07 -65.01 -53.05 -47.01 -59.08 -57.07 -51.03 -45 -47.01 -65.01 -65.01 -59.08 -49.02 -45 21.93 -8.043
0.745 -65.01 -65.01 -47.01 -47.01 -65.01 -65.01 -59.08 -51.03 -53.05 -79.09 -83.02 -75.07 -57.07 -53.05 -1.053 -36
0.75 -71.05 -65.01 -41.08 -49.02 -77.08 -75.07 -69.04 -57.07 -61.09 -93.07 -99.01 -91.06 -69.04 -63 -31.02 -69.04
0.755 -77.08 -65.01 -35.04 -51.03 -87.04 -85.03 -79.09 -65.01 -67.02 -101 -111.1 -105 -79.09 -73.06 -59.08 -101
0.76 -77.08 -65.01 -33.03 -53.05 -89.05 -91.06 -85.03 -67.02 -67.02 -97.09 -109.1 -107 -81 -77.08 -75.07 -122.1
0.765 -69.04 -61.09 -33.03 -49.02 -83.02 -89.05 -81 -63 -59.08 -83.02 -93.07 -95.08 -75.07 -71.05 -79.09 -121
0.77 -55.06 -53.05 -33.03 -41.08 -67.02 -75.07 -67.02 -53.05 -45 -57.07 -67.02 -71.05 -61.09 -55.06 -71.05 -95.08
0.775 -33.03 -37.06 -29.01 -31.02 -45 -53.05 -45 -39.07 -31.02 -33.03 -41.08 -43.09 -39.07 -35.04 -49.02 -58.02
0.78 -13.02 -17.04 -21.06 -21.06 -19.05 -29.01 -23.08 -25.09 -17.04 -7.085 -13.02 -17.04 -19.05 -17.04 -27 -27
0.785 0.9575 1.915 -11.01 -11.01 -1.053 -7.085 0 -12.06 -5.075 1.915 0.9575 2.968 -3.064 -2.011 -8.043 -1.053
0.79 12.93 12.93 0.9575 -2.011 7.947 7.947 6.99 0 1.915 13.98 16.95 16.95 3.926 0.9575 1.915 15.99
0.795 22.98 21.93 7.947 3.926 19.92 19.92 19.92 7.947 15.99 25.95 29.97 29.97 17.91 11.97 1.915 29.97
0.8 32.94 28.92 21.93 18.96 29.97 29.97 30.93 22.98 29.97 42.99 46.92 44.91 33.99 26.91 6.99 43.95
0.805 42.99 36.96 31.98 32.94 41.94 41.94 44.91 38.97 45.96 56.97 62.91 60.99 47.97 42.99 12.93 58.98
0.81 52.95 43.95 37.92 41.94 55.92 53.91 57.93 49.98 51.99 67.98 71.91 69.99 59.94 53.91 21.93 75.93
0.815 56.97 47.97 36.96 46.92 64.92 63.96 66.93 57.93 52.95 72.96 78.99 75.93 61.95 62.91 35.91 86.94
0.82 52.95 45.96 30.93 42.99 64.92 65.97 65.97 49.98 44.91 66.93 75.93 67.98 53.91 55.92 43.95 86.94
0.825 42.99 39.93 21.93 31.98 55.92 59.94 51.99 39.93 31.98 51.99 57.93 51.99 39.93 39.93 49.98 75.93
0.83 28.92 28.92 16.95 21.93 42.99 45.96 34.95 26.91 20.97 33.99 37.92 32.94 21.93 22.98 44.91 53.91
0.835 14.94 15.99 14.94 14.94 24.99 25.95 16.95 9.958 8.905 7.947 12.93 13.98 4.979 6.99 27.96 25.95
0.84 2.968 1.915 11.97 5.936 3.926 7.947 0 0 0.9575 -9 -11.01 -5.075 -5.075 -5.075 0 -9
0.845 -3.064 -3.064 10.92 1.915 -6.032 -4.021 -10.05 -4.021 -10.05 -31.02 -38.01 -29.01 -20.01 -18 -24.03 -40.02
0.85 -15.03 -13.02 3.926 -5.075 -23.08 -17.04 -25.09 -13.02 -21.06 -46.06 -58.02 -52.09 -37.06 -32.08 -49.02 -63
0.855 -29.01 -21.06 1.915 -15.03 -36 -31.02 -36 -26.04 -32.08 -58.02 -73.06 -70.09 -48.07 -43.09 -61.09 -74.01
0.86 -39.07 -31.02 -5.075 -21.06 -49.02 -41.08 -47.01 -31.02 -37.06 -66.07 -80.05 -78.04 -55.06 -50.08 -65.01 -69.04
0.865 -43.09 -35.04 -10.05 -23.08 -54 -52.09 -52.09 -36 -36 -63 -74.01 -77.08 -54 -50.08 -66.07 -56.01
0.87 -41.08 -37.06 -11.01 -25.09 -53.05 -55.06 -51.03 -35.04 -37.06 -57.07 -63 -67.02 -49.02 -47.01 -65.01 -33.03
0.875 -35.04 -31.02 -12.06 -22.02 -44.04 -51.03 -46.06 -31.02 -30.07 -45 -46.06 -49.02 -42.03 -40.02 -59.08 -15.03
0.88 -27 -26.04 -16.09 -19.05 -32.08 -41.08 -38.01 -26.04 -26.04 -29.01 -33.03 -36 -37.06 -36 -50.08 -5.075
0.885 -21.06 -21.06 -21.06 -19.05 -23.08 -29.01 -31.02 -25.09 -25.09 -19.05 -19.05 -25.09 -31.02 -29.01 -31.02 1.915
0.89 -17.04 -19.05 -24.03 -18 -14.08 -21.06 -19.05 -23.08 -20.01 -10.05 -5.075 -11.01 -25.09 -23.08 -5.075 18.96
0.895 -13.02 -17.04 -24.03 -18 -10.05 -13.02 -14.08 -15.03 -16.09 0 -1.053 -3.064 -17.04 -16.09 17.91 32.94
0.9 -7.085 -15.03 -23.08 -17.04 -3.064 -7.085 -9 -13.02 -11.01 3.926 11.97 0 -9 -11.01 39.93 49.98
0.905 -1.053 -6.032 -19.05 -10.05 0 -1.053 0 -6.032 -7.085 18.96 26.91 10.92 0.9575 0 54.96 68.94
0.91 12.93 -1.053 -13.02 -2.011 11.97 5.936 4.979 0 -1.053 32.94 40.98 22.98 7.947 2.968 64.92 85.98
0.915 24.99 11.97 -5.075 -2.011 23.94 19.92 11.97 1.915 3.926 41.94 47.97 31.98 15.99 11.97 73.92 93.93
0.92 28.92 20.97 -2.011 8.905 33.99 29.97 22.98 10.92 11.97 45.96 50.94 40.98 25.95 20.97 80.91 93.93
0.925 30.93 24.99 5.936 13.98 35.91 35.91 28.92 18.96 21.93 37.92 42.99 42.99 29.97 26.91 74.97 82.92
0.93 24.99 21.93 13.98 19.92 27.96 31.98 31.98 23.94 23.94 21.93 27.96 33.99 27.96 27.96 59.94 59.94
0.935 14.94 15.99 21.93 21.93 15.99 19.92 25.95 21.93 19.92 3.926 7.947 21.93 19.92 21.93 35.91 20.97
0.94 2.968 7.947 25.95 21.93 1.915 5.936 15.99 15.99 15.99 -7.085 -3.064 1.915 7.947 9.958 7.947 -21.06
0.945 -3.064 3.926 29.97 21.93 -5.075 -1.053 5.936 9.958 11.97 -15.03 -17.04 -7.085 0 0 -17.04 -61.09
