    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1 287.1
0.625 7.992 20.89 -9.113 -7.01 -3.085 -5.047 -3.085 -9.113 -29.02 -9.113 -5.047 -15 -21.03 -3.085 -3.085 19.91
0.63 5.889 20.89 0.9814 -1.122 -1.122 -6.029 4.907 -1.122 -22.01 -10.09 3.926 -3.085 -21.03 -4.066 -2.103 6.87
0.635 6.87 22.99 -1.122 0.9814 1.963 -6.029 11.92 9.955 -16.12 -12.06 11.92 -1.122 -22.01 -4.066 0 -10.09
0.64 5.889 22.99 -1.122 3.926 -2.103 -9.113 7.992 9.955 -11.08 -11.08 3.926 1.963 -25.1 -7.01 -9.113 -35.05
0.645 6.87 22.99 -6.029 5.889 1.963 -6.029 0.9814 7.992 -7.01 -7.01 1.963 5.889 -24.12 -6.029 -15 -53.14
0.65 0.9814 16.96 -11.08 1.963 -2.103 -6.029 -5.047 3.926 -13.04 -6.029 -6.029 9.955 -24.12 -5.047 -12.06 -63.09
0.655 -5.047 6.87 -15 -7.01 -11.08 -9.113 -13.04 -3.085 -17.11 -7.01 -15 7.992 -17.11 -7.01 -5.047 -57.06
0.66 -9.113 -1.122 -19.07 -22.01 -18.09 -8.132 -17.11 -18.09 -20.05 -10.09 -21.03 -1.122 -8.132 -3.085 0.9814 -37.01
0.665 -13.04 -9.113 -23.13 -36.03 -25.1 -11.08 -26.08 -36.03 -27.06 -12.06 -23.13 -14.02 -1.122 0.9814 -2.103 -12.06
0.67 -17.11 -19.07 -35.05 -49.07 -31.13 -15 -31.13 -57.06 -33.09 -15 -27.06 -35.05 -1.122 -1.122 -9.113 7.992
0.675 -20.05 -23.13 -42.06 -56.08 -37.01 -20.05 -36.03 -74.03 -38.14 -17.11 -30 -54.12 -5.047 -2.103 -17.11 31.97
0.68 -22.01 -25.1 -45.01 -58.04 -45.01 -22.01 -36.03 -86.09 -45.01 -15 -32.11 -66.04 -13.04 -5.047 -23.13 42.9
0.685 -21.03 -27.06 -43.04 -53.14 -49.07 -23.13 -33.09 -91.13 -51.03 -15 -31.13 -69.12 -23.13 -3.085 -23.13 45.99
0.69 -16.12 -23.13 -31.13 -47.11 -47.11 -13.04 -26.08 -82.02 -49.07 -8.132 -26.08 -61.13 -29.02 0 -14.02 41.92
0.695 -10.09 -17.11 -26.08 -41.08 -45.01 -3.085 -23.13 -71.08 -50.05 -2.103 -22.01 -51.03 -35.05 4.907 -12.06 31.97
0.7 -7.01 -15 -23.13 -37.01 -39.12 -1.122 -23.13 -59.03 -51.03 -1.122 -25.1 -45.01 -43.04 3.926 -19.07 7.992
0.705 -7.01 -11.08 -22.01 -35.05 -35.05 0 -27.06 -51.03 -52.02 0 -25.1 -43.04 -51.03 -1.122 -24.12 -8.132
0.71 -9.113 -7.01 -24.12 -31.13 -33.09 -4.066 -29.02 -41.08 -52.02 -4.066 -27.06 -37.01 -55.1 -6.029 -32.11 -26.08
0.715 -11.08 -7.01 -25.1 -27.06 -27.06 -11.08 -29.02 -35.05 -51.03 -9.113 -25.1 -31.13 -53.14 -17.11 -33.09 -37.01
0.72 -7.01 -5.047 -19.07 -21.03 -19.07 -11.08 -23.13 -27.06 -43.04 -11.08 -21.03 -23.13 -47.11 -19.07 -29.02 -38.14
0.725 -2.103 -1.122 -11.08 -11.08 -7.01 -3.085 -15 -17.11 -29.02 -7.01 -17.11 -15 -39.12 -15 -27.06 -41.08
0.73 9.955 4.907 -1.122 -1.122 1.963 1.963 -11.08 -9.113 -13.04 -2.103 -13.04 -11.08 -31.13 -7.01 -31.13 -45.01
0.735 21.87 16.96 0 5.889 15.98 11.92 -7.01 -1.122 -2.103 7.992 -13.04 -13.04 -21.03 -1.122 -39.12 -53.14
0.74 31.97 30.99 5.889 15.98 25.94 21.87 -7.01 0 11.92 17.95 -11.08 -11.08 -9.113 1.963 -41.08 -57.06
0.745 44.87 40.94 11.92 28.88 38 31.97 -2.103 8.973 28.88 28.88 -7.01 -2.103 4.907 10.94 -26.08 -51.03
0.75 55.94 50.89 19.91 39.96 47.95 38 0 13.88 41.92 35.89 -2.103 9.955 27.9 17.95 0.9814 -37.01
0.755 64.91 54.96 28.88 46.97 56.92 40.94 10.94 20.89 56.92 38.98 10.94 30.99 48.93 26.92 30.99 -14.02
0.76 66.88 53 28.88 46.97 58.89 34.91 20.89 24.96 64.91 34.91 20.89 46.97 60.99 26.92 54.96 -1.122
0.765 51.88 44.87 23.98 38 51.88 23.98 19.91 21.87 61.97 25.94 21.87 51.88 53.98 19.91 63.93 13.88
0.77 39.96 36.87 18.93 27.9 39.96 12.9 21.87 21.87 49.91 15.98 25.94 49.91 41.92 11.92 63.93 22.99
0.775 21.87 22.99 11.92 13.88 23.98 0.9814 21.87 13.88 27.9 3.926 23.98 41.92 25.94 1.963 55.94 31.97
0.78 11.92 12.9 3.926 1.963 9.955 -1.122 17.95 9.955 9.955 0.9814 19.91 33.93 9.955 0.9814 49.91 31.97
0.785 10.94 6.87 0 1.963 4.907 -3.085 22.99 8.973 -1.122 0 22.99 32.95 1.963 -1.122 46.97 33.93
0.79 13.88 6.87 0.9814 0 2.944 -1.122 24.96 9.955 0 0 22.99 28.88 -1.122 0.9814 40.94 36.87
0.795 7.992 2.944 1.963 0.9814 3.926 0.9814 25.94 11.92 0.9814 -1.122 23.98 23.98 -3.085 0 25.94 29.86
0.8 4.907 4.907 5.889 0.9814 5.889 1.963 21.87 18.93 -1.122 0 23.98 12.9 -5.047 0.9814 2.944 21.87
