    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1 127.1
0.625 24.94 24.94 0.9927 0.9927 20.97 19.98 -31.02 -3.04 -13.03 0 -32.01 -6.018 0 -1.055 -35.05 -14.02
0.63 28.97 24.94 -2.047 4.963 26 27.98 -25 -1.055 -7.011 4.963 -29.04 0.9927 8.996 17 -31.02 0.9927
0.635 24.94 28.97 -8.003 14.95 34.99 26 -6.018 3.971 -17.06 14.95 -9.058 6.949 27.98 15.94 -19.05 9.989
0.64 15.94 14.95 -13.03 10.98 27.98 23.95 -9.058 1.985 -22.02 21.96 -4.033 0.9927 14.95 15.94 -23.02 3.971
0.645 4.963 2.978 -21.03 0 13.96 11.97 -14.02 0.9927 -27.05 18.98 -1.055 -1.055 0 17 -17.06 -2.047
0.65 -3.04 3.971 -17.06 1.985 -2.047 0 -10.05 -6.018 -38.03 1.985 -2.047 -7.011 -6.018 2.978 -11.04 -2.047
0.655 -12.04 0 -14.02 -4.033 -12.04 -1.055 -11.04 -21.03 -39.02 -11.04 -2.047 -18.05 -28.04 -4.033 -13.03 -8.003
0.66 -11.04 -1.055 -16.01 -7.011 -15.01 -3.04 0.9927 -24.01 -37.04 -22.02 1.985 -19.05 -37.04 -6.018 -5.025 -15.01
0.665 -7.011 1.985 -14.02 -9.058 -16.01 -7.011 11.97 -17.06 -55.03 -26.06 1.985 -12.04 -39.02 -13.03 -1.055 -18.05
0.67 -3.04 -3.04 -21.03 -15.01 -19.05 -1.055 -7.011 -26.06 -67.01 -15.01 -7.011 -21.03 -44.05 -17.06 -9.058 -27.05
0.675 0.9927 0.9927 -28.04 -13.03 -11.04 1.985 -26.06 -21.03 -52.05 -6.018 -14.02 -27.05 -50.01 -15.01 -21.03 -37.04
0.68 1.985 11.97 -16.01 -7.011 1.985 7.941 -27.05 -17.06 -31.02 -4.033 -17.06 -32.01 -47.03 -21.03 -37.04 -42
0.685 5.956 9.989 -15.01 -4.033 4.963 11.97 -33.01 -23.02 -25 -4.033 -28.04 -40.02 -40.02 -36.05 -61.05 -50.01
0.69 5.956 9.989 -15.01 -3.04 7.941 9.989 -25 -23.02 -28.04 -3.04 -23.02 -37.04 -37.04 -41.01 -71.04 -63.03
0.695 5.956 15.94 -5.025 -2.047 3.971 3.971 -9.058 -12.04 -15.01 -9.058 -13.03 -27.05 -24.01 -39.02 -67.01 -63.03
0.7 7.941 9.989 -10.05 4.963 1.985 7.941 -1.055 -8.003 0 -2.047 -19.05 -13.03 -11.04 -35.05 -57.02 -50.01
0.705 15.94 13.96 -4.033 17 12.97 21.96 3.971 -2.047 1.985 10.98 -16.01 -1.055 -6.018 -18.05 -29.04 -28.04
0.71 31.95 35.98 12.97 28.97 30.96 31.95 21.96 19.98 20.97 14.95 -11.04 18.98 2.978 -3.04 -1.055 -1.055
