    T[sec]  F7  F3  F4  F8  T3  C3  Cz  C4  T4  T5  P3  Pz  P4  T6  O1  O2
41 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1 136.1
0.625 6.976 41.99 31.96 11.96 7.973 37.94 17.94 13.95 15.95 27.97 29.96 35.94 17.94 13.95 25.98 23.98
0.63 4.983 43.98 34.95 12.96 3.986 39 20.99 12.96 14.95 27.97 30.96 33.95 16.94 10.96 24.98 21.99
0.635 0.9966 41.99 35.94 12.96 2.99 37.94 20.99 14.95 12.96 28.97 31.96 30.96 12.96 12.96 24.98 17.94
0.64 0.9966 35.94 29.96 13.95 1.993 35.94 23.98 13.95 13.95 31.96 25.98 27.97 7.973 13.95 20 11.96
0.645 -1.063 37.94 25.98 15.95 3.986 32.95 24.98 15.95 20 34.95 23.98 21.99 5.979 18.94 14.95 5.979
0.65 2.99 33.95 27.97 15.95 2.99 31.96 25.98 12.96 18.94 34.95 14.95 10.96 -2.06 22.99 3.986 2.99
0.655 0.9966 35.94 29.96 17.94 1.993 27.97 17.94 7.973 21.99 33.95 5.979 0 -5.049 23.98 -1.063 -1.063
0.66 2.99 40 34.95 20 2.99 29.96 14.95 6.976 20.99 32.95 2.99 -1.063 -11.03 21.99 -5.049 -7.043
0.665 -1.063 43.98 34.95 21.99 5.979 32.95 9.966 6.976 20.99 33.95 1.993 0 -13.02 20 -5.049 -11.03
0.67 4.983 45.98 33.95 23.98 7.973 35.94 11.96 7.973 20 33.95 3.986 0 -11.03 13.95 -1.063 -11.03
0.675 12.96 48.97 30.96 25.98 14.95 35.94 17.94 15.95 21.99 40 12.96 7.973 -5.049 16.94 2.99 -4.053
0.68 20.99 45.98 28.97 29.96 24.98 35.94 22.99 25.98 25.98 44.98 20 20 0 20.99 13.95 0.9966
0.685 30.96 45.98 29.96 33.95 29.96 35.94 25.98 31.96 29.96 51.96 29.96 29.96 11.96 27.97 25.98 13.95
0.69 40.99 49.96 36.94 37.94 40 40.99 36.94 40.99 32.95 59 40 39 23.98 34.95 41.99 24.98
0.695 42.99 53.95 43.98 40 41.99 44.98 42.99 46.97 36.94 64.98 50.96 46.97 33.95 40.99 54.94 32.95
0.7 40.99 47.97 47.97 40 40 47.97 43.98 47.97 37.94 65.97 53.95 51.96 37.94 37.94 59.99 37.94
0.705 32.95 41.99 41.99 37.94 36.94 46.97 42.99 44.98 36.94 61.99 52.95 52.95 40 35.94 59 37.94
0.71 24.98 31.96 27.97 31.96 30.96 39 31.96 34.95 30.96 51.96 42.99 44.98 35.94 29.96 44.98 33.95
0.715 20.99 20 15.95 25.98 25.98 23.98 17.94 20 23.98 37.94 23.98 29.96 23.98 21.99 23.98 23.98
0.72 18.94 10.96 7.973 17.94 23.98 11.96 3.986 5.979 13.95 26.97 3.986 13.95 9.966 13.95 1.993 9.966
0.725 20.99 6.976 5.979 9.966 23.98 1.993 -3.056 -3.056 5.979 14.95 -5.049 -2.06 -1.063 3.986 -9.036 -1.063
0.73 18.94 5.979 5.979 3.986 23.98 0.9966 -11.03 -11.03 0 7.973 -15.02 -11.03 -17.01 0.9966 -17.01 -17.01
0.735 16.94 5.979 5.979 0 23.98 -1.063 -15.02 -15.02 0.9966 7.973 -19 -19 -29.03 -5.049 -21.06 -27.04
0.74 14.95 5.979 3.986 -2.06 21.99 -1.063 -17.01 -13.02 0.9966 7.973 -19 -25.05 -35.01 -5.049 -23.05 -35.01
0.745 12.96 8.969 1.993 0 18.94 0 -15.02 -11.03 -2.06 9.966 -21.06 -29.03 -39.07 -1.063 -25.05 -39.07
0.75 14.95 17.94 3.986 1.993 11.96 0.9966 -9.036 -7.043 0 9.966 -21.06 -33.02 -45.05 -2.06 -27.04 -47.04
0.755 16.94 26.97 10.96 1.993 8.969 0.9966 -5.049 -7.043 2.99 10.96 -20.06 -34.02 -51.02 0 -29.03 -53.02
0.76 20.99 39 18.94 1.993 8.969 6.976 0.9966 -5.049 4.983 12.96 -14.02 -34.02 -55.01 -2.06 -27.04 -58
0.765 28.97 51.96 27.97 3.986 13.95 15.95 1.993 0.9966 7.973 17.94 -5.049 -27.04 -53.02 0 -19 -53.02
0.77 36.94 69.96 44.98 9.966 23.98 29.96 12.96 6.976 16.94 26.97 4.983 -12.03 -39.07 6.976 -8.039 -38
0.775 44.98 81.99 59 21.99 35.94 37.94 26.97 22.99 28.97 37.94 16.94 2.99 -15.02 16.94 0.9966 -12.03
0.78 50.96 87.96 69.96 31.96 40 45.98 40 37.94 33.95 41.99 23.98 17.94 7.973 29.96 7.973 7.973
0.785 50.96 91.95 75.94 40 40.99 52.95 52.95 48.97 41.99 36.94 25.98 29.96 27.97 39 16.94 26.97
0.79 44.98 81.99 73.95 41.99 36.94 48.97 56.94 52.95 40 30.96 20 29.96 40 42.99 18.94 35.94
0.795 39 69.96 61.99 40 31.96 43.98 51.96 49.96 37.94 25.98 20 31.96 41.99 37.94 20 37.94
0.8 39 61.99 50.96 35.94 34.95 40.99 44.98 45.98 34.95 31.96 26.97 34.95 42.99 35.94 23.98 40
0.805 42.99 56.94 39 31.96 39 43.98 37.94 41.99 33.95 42.99 35.94 41.99 44.98 31.96 31.96 44.98
0.81 46.97 53.95 31.96 27.97 40 43.98 31.96 37.94 29.96 49.96 40 41.99 41.99 29.96 33.95 47.97
0.815 50.96 51.96 23.98 21.99 41.99 43.98 29.96 34.95 24.98 52.95 34.95 34.95 34.95 26.97 28.97 41.99
0.82 39 40.99 16.94 15.95 34.95 43.98 24.98 24.98 12.96 43.98 20 17.94 18.94 20.99 11.96 21.99
0.825 28.97 25.98 7.973 3.986 21.99 27.97 13.95 9.966 0 29.96 0 0 -2.06 5.979 -3.056 0
0.83 20.99 16.94 3.986 -1.063 17.94 14.95 1.993 1.993 -3.056 21.99 -4.053 -10.03 -11.03 0 -15.02 -12.03
0.835 20.99 7.973 -1.063 -5.049 17.94 4.983 -3.056 -9.036 -10.03 25.98 -9.036 -15.02 -23.05 -8.039 -15.02 -19
0.84 20.99 1.993 -7.043 -11.03 20 0 -9.036 -13.02 -9.036 29.96 -7.043 -17.01 -29.03 -13.02 -13.02 -17.01
0.845 18.94 1.993 -10.03 -15.02 16.94 2.99 -11.03 -12.03 -9.036 30.96 -8.039 -19 -30.03 -11.03 -11.03 -16.01
0.85 6.976 -7.043 -18 -14.02 3.986 1.993 -15.02 -14.02 -8.039 21.99 -14.02 -26.04 -35.01 -15.02 -18 -20.06
0.855 -9.036 -21.06 -23.05 -18 -9.036 0 -22.06 -22.06 -13.02 7.973 -25.05 -36.01 -45.05 -15.02 -31.03 -33.02
0.86 -25.05 -37.01 -28.04 -16.01 -23.05 -15.02 -31.03 -28.04 -14.02 -1.063 -30.03 -38 -47.04 -17.01 -40.06 -40.06
0.865 -31.03 -37.01 -24.05 -11.03 -30.03 -22.06 -31.03 -30.03 -13.02 -4.053 -28.04 -31.03 -42.06 -15.02 -41.06 -36.01
0.87 -25.05 -27.04 -15.02 -3.056 -25.05 -21.06 -25.05 -25.05 -3.056 -2.06 -15.02 -13.02 -21.06 -5.049 -23.05 -19
0.875 -11.03 -11.03 -3.056 3.986 -11.03 -8.039 -7.043 -9.036 6.976 13.95 0 7.973 0 2.99 0.9966 3.986
0.88 0.9966 0.9966 1.993 13.95 -1.063 4.983 0 2.99 20 21.99 14.95 26.97 27.97 14.95 15.95 30.96
