    T[sec] Fp1 Fp2  F7  F3  F4  F8  T3  C3  C4  T4  T5  P3  P4  T6  O1  O2
41 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1 104.1
0.625 -3.048 -9.043 -13.01 -9.043 -15.04 -7.011 15.95 -5.03 -11.02 -9.043 15.95 17.99 -5.03 -2.032 22 -13.01
0.63 -1.016 -1.016 -8.027 -4.014 -10.01 -5.03 16.97 -3.048 -9.043 -7.011 14.99 14.99 -10.01 0 19.97 -28.04
0.635 -2.032 0.9653 -6.046 -2.032 -8.027 -1.016 14.99 -3.048 -5.03 -5.03 12.96 10.97 -20.02 -6.046 12.96 -44.05
0.64 1.981 0.9653 -3.048 -2.032 -1.016 0 9.958 0.9653 -1.016 -3.048 5.995 0 -31.04 -13.01 1.981 -61.02
0.645 7.977 6.96 0.9653 0 0 5.995 6.96 0.9653 -2.032 -1.016 0.9653 0 -37.04 -17.02 0 -76.01
0.65 11.99 12.96 -2.032 3.963 5.995 9.958 3.963 -2.032 3.963 -1.016 1.981 -6.046 -41 -21.03 -10.01 -82
0.655 17.99 16.97 0 5.995 11.99 15.95 1.981 0 9.958 -2.032 -5.03 -9.043 -39.02 -19 -15.04 -79
0.66 22 18.95 1.981 9.958 15.95 19.97 0 1.981 15.95 1.981 -11.02 -11.02 -33.02 -13.01 -18.04 -65.03
0.665 23.98 18.95 1.981 11.99 19.97 19.97 -2.032 3.963 19.97 7.977 -15.04 -13.01 -21.03 -5.03 -25.05 -43.03
0.67 22 16.97 1.981 13.97 22 19.97 0.9653 3.963 23.98 11.99 -21.03 -17.02 -9.043 1.981 -29.01 -17.02
0.675 19.97 14.99 1.981 15.95 23.98 17.99 -1.016 3.963 22 13.97 -27.03 -21.03 -2.032 9.958 -33.02 3.963
0.68 13.97 10.97 0 15.95 19.97 13.97 -3.048 1.981 19.97 13.97 -29.01 -23.02 5.995 17.99 -33.02 22
